[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1706 0x00034c5a 0x0043585a 6   7    .text   ascii   j\fh0\rH
1707 0x00034cea 0x004358ea 4   5    .text   ascii   Wu\a2
1708 0x00034d0c 0x0043590c 4   5    .text   ascii   E\bV3
1709 0x00034d11 0x00435911 5   6    .text   ascii   9p\b|h
1710 0x00034d39 0x00435939 4   5    .text   ascii   uC9u
1711 0x00034d80 0x00435980 6   8    .text   utf8    ^_]Ëu\b blocks=Basic Latin,Latin-1 Supplement
1712 0x00034d8c 0x0043598c 4   6    .text   utf8    +Y;U
1713 0x00034db3 0x004359b3 5   6    .text   ascii   M\b)y\b
1714 0x00034dda 0x004359da 8   10   .text   utf8    ]ËE\bSVWj blocks=Basic Latin,Latin-1 Supplement
1715 0x00034df2 0x004359f2 5   6    .text   ascii   ]\fVWS
1716 0x00034e3f 0x00435a3f 5   6    .text   ascii   E\bt\vj
1717 0x00034e53 0x00435a53 4   5    .text   ascii   A<Au
1718 0x00034e75 0x00435a75 4   5    .text   ascii   VWSP
1719 0x00034e8e 0x00435a8e 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
1720 0x00034ec9 0x00435ac9 6   7    .text   ascii   j\fhP\rH
1721 0x00035003 0x00435c03 4   5    .text   ascii   u\fQP
1722 0x00035024 0x00435c24 4   6    .text   utf8    E\b3Ƀ blocks=Basic Latin,Latin Extended-B
1723 0x0003517d 0x00435d7d 7   8    .text   ascii   <ct\b<st
1724 0x000351ea 0x00435dea 4   6    .text   utf8    t03ҋ blocks=Basic Latin,Cyrillic
1725 0x0003521b 0x00435e1b 4   6    .text   utf8    ŋF4+ blocks=Latin Extended-A,Basic Latin
1726 0x00035222 0x00435e22 4   5    .text   ascii   ~8@_
1727 0x00035227 0x00435e27 5   6    .text   ascii   F4^[]
1728 0x00035234 0x00435e34 4   5    .text   ascii   QQSV
1729 0x0003529e 0x00435e9e 6   9    .text   utf8    N4빋F4+ blocks=Basic Latin,Hangul Syllables
1730 0x000352a8 0x00435ea8 4   5    .text   ascii   ~8@_
1731 0x000352ad 0x00435ead 4   5    .text   ascii   F4^[
1732 0x000352df 0x00435edf 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1733 0x0003530b 0x00435f0b 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1734 0x00035314 0x00435f14 4   6    .text   utf8    Q3\tM
1735 0x00035572 0x00436172 10  11   .text   ascii   \t<et\v<Et\aA
1736 0x000355ba 0x004361ba 4   6    .text   utf8    3ɋE\f blocks=Basic Latin,Latin Extended-B
1737 0x00035637 0x00436237 4   5    .text   ascii   Wj\nQ
1738 0x0003577c 0x0043637c 4   6    .text   utf8    [^ÍI blocks=Basic Latin,Latin-1 Supplement
1739 0x00035898 0x00436498 4   6    .text   utf8    [^ÍI blocks=Basic Latin,Latin-1 Supplement
1740 0x000359ab 0x004365ab 4   5    .text   ascii   <Pt8
1741 0x00035a0c 0x0043660c 4   5    .text   ascii   <Pt8
1742 0x00035a50 0x00436650 5   6    .text   ascii   y1*t\n
1743 0x00035a76 0x00436676 6   8    .text   utf8    ÊA1<Fu blocks=Latin-1 Supplement,Basic Latin
1744 0x00035a98 0x00436698 4   5    .text   ascii   <Nu&
1745 0x00035a9e 0x0043669e 4   6    .text   utf8    j\bZ#
1746 0x00035b67 0x00436767 4   5    .text   ascii   u<dt
1747 0x00035b70 0x00436770 11  12   .text   ascii   <ot\f<ut\b<xt
1748 0x00035b7c 0x0043677c 4   5    .text   ascii   <Xu]
1749 0x00035bc5 0x004367c5 5   6    .text   ascii   8lu\r@
1750 0x00035bdf 0x004367df 6   8    .text   utf8    ÊA1<Fu blocks=Latin-1 Supplement,Basic Latin
1751 0x00035c01 0x00436801 4   5    .text   ascii   <Nu&
1752 0x00035c07 0x00436807 4   6    .text   utf8    j\bZ#
1753 0x00035cd0 0x004368d0 4   5    .text   ascii   u<dt
1754 0x00035cd9 0x004368d9 11  12   .text   ascii   <ot\f<ut\b<xt
1755 0x00035ce5 0x004368e5 4   5    .text   ascii   <Xu]
1756 0x00035d2e 0x0043692e 5   6    .text   ascii   8lu\r@
1757 0x00035db1 0x004369b1 4   5    .text   ascii   \atVH
1758 0x00035ee1 0x00436ae1 6   7    .text   ascii   ^$+^8+
1759 0x00035fe0 0x00436be0 4   5    .text   ascii   \atVH
1760 0x00036110 0x00436d10 6   7    .text   ascii   ^$+^8+
1761 0x000361a5 0x00436da5 7   9    .text   utf8    ]Ày1*t\n blocks=Basic Latin,Latin-1 Supplement
1762 0x000362a8 0x00436ea8 10  11   .text   ascii   F1<at\r<At\t
1763 0x000362c7 0x00436ec7 5   6    .text   ascii   F1<gt
1764 0x000362cd 0x00436ecd 4   5    .text   ascii   <Gu\a
1765 0x000362f9 0x00436ef9 4   6    .text   utf8    +ÉF( blocks=Basic Latin,Latin-1 Supplement
1766 0x0003634a 0x00436f4a 4   5    .text   ascii   v(PQ
1767 0x0003638a 0x00436f8a 5   6    .text   ascii   F1<gt
1768 0x000363af 0x00436faf 4   5    .text   ascii   8-u\b
1769 0x000363b4 0x00436fb4 4   5    .text   ascii   N @@
1770 0x000363c0 0x00436fc0 11  12   .text   ascii   <it\f<It\b<nt
1771 0x0003642f 0x0043702f 4   5    .text   ascii   F8SP
1772 0x00036569 0x00437169 4   5    .text   ascii   9F(~
1773 0x00036583 0x00437183 5   6    .text   ascii   \bu\vRQ
1774 0x000365ad 0x004371ad 4   5    .text   ascii   80t\f
1775 0x00036636 0x00437236 5   7    .text   utf8    _^ËQ  blocks=Basic Latin,Latin-1 Supplement
1776 0x000367cd 0x004373cd 4   5    .text   ascii   A\b;A
1777 0x0003682a 0x0043742a 4   6    .text   utf8    ~43ۅ blocks=Basic Latin,Arabic
1778 0x00036851 0x00437451 4   5    .text   ascii   u&9E
1779 0x00036871 0x00437471 5   6    .text   ascii   C;^8u
1780 0x000368d1 0x004374d1 4   6    .text   utf8    ~43ۅ blocks=Basic Latin,Arabic
1781 0x000368f8 0x004374f8 4   5    .text   ascii   u&9E
1782 0x00036918 0x00437518 5   6    .text   ascii   C;^8u
1783 0x000369e2 0x004375e2 4   5    .text   ascii   QQVW
1784 0x000369fb 0x004375fb 4   5    .text   ascii   9p\bu
1785 0x00036a17 0x00437617 5   6    .text   ascii   E+p\bS
1786 0x00036b0d 0x0043770d 4   5    .text   ascii   hp\rH
1787 0x00036b4d 0x0043774d 4   6    .text   utf8    tԃ}\f blocks=Basic Latin,Cyrillic Supplement
1788 0x00036b7f 0x0043777f 4   5    .text   ascii   ;}\ft
1789 0x00036b93 0x00437793 7   8    .text   ascii   u!;u\bt\b
1790 0x00036c59 0x00437859 4   5    .text   ascii   QQSV
1791 0x00036d54 0x00437954 5   7    .text   utf8    E\f+ʉE blocks=Basic Latin,IPA Extensions
1792 0x00036dd4 0x004379d4 4   5    .text   ascii   M\fSW
1793 0x00036e8a 0x00437a8a 6   7    .text   ascii   ,0<\tw\b
1794 0x00036ec1 0x00437ac1 5   6    .text   ascii   u=j\n_
1795 0x00036ecf 0x00437acf 9   10   .text   ascii   u\f<xt\e<Xt
1796 0x00036efe 0x00437afe 4   6    .text   utf8    u\f3҃ blocks=Basic Latin,Cyrillic
1797 0x00036f91 0x00437b91 4   6    .text   utf8    3ۉE\f blocks=Basic Latin,Arabic
1798 0x00036ffc 0x00437bfc 4   5    .text   ascii   M\fSW
1799 0x000370a7 0x00437ca7 4   5    .text   ascii   j0Xj
1800 0x000370c2 0x00437cc2 5   6    .text   ascii   j:Xf;
1801 0x00037315 0x00437f15 7   8    .text   ascii   u0jAXf;
1802 0x0003731d 0x00437f1d 7   8    .text   ascii   w\bjZXf;
1803 0x0003739e 0x00437f9e 5   6    .text   ascii   j0Xf;
1804 0x000373aa 0x00437faa 5   6    .text   ascii   j:Xf;
1805 0x000375fd 0x004381fd 7   8    .text   ascii   u0jAXf;
1806 0x00037605 0x00438205 7   8    .text   ascii   w\bjZXf;
1807 0x00037632 0x00438232 4   5    .text   ascii   t1;E
1808 0x00037676 0x00438276 4   6    .text   utf8    3ۉE\f blocks=Basic Latin,Arabic
1809 0x0003776b 0x0043836b 6   8    .text   utf8    H#E\f]Ë blocks=Basic Latin,Latin-1 Supplement
1810 0x000377ac 0x004383ac 4   5    .text   ascii   j\nQQ
1811 0x000377d6 0x004383d6 4   5    .text   ascii   j\nQQ
1812 0x00037824 0x00438424 4   5    .text   ascii   u\n_3
1813 0x00037978 0x00438578 4   7    .text   utf8    +ЉMȋ blocks=Basic Latin,Cyrillic,Latin Extended-B
1814 0x000379b8 0x004385b8 5   6    .text   ascii   u\v^_3
1815 0x000379c3 0x004385c3 6   9    .text   utf8    ]Ë}ȋE\f blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
1816 0x000379f3 0x004385f3 4   7    .text   utf8    +IEą blocks=Basic Latin,Latin Extended-A
1817 0x00037b0a 0x0043870a 5   8    .text   utf8    3\tu؉] blocks=Basic Latin,Arabic
1818 0x00037b24 0x00438724 6   8    .text   utf8    wIPS3ɋ blocks=Basic Latin,Latin Extended-B
1819 0x00037b9e 0x0043879e 4   7    .text   utf8    e؋ȋE blocks=Basic Latin,Arabic,Latin Extended-B
1820 0x00037dde 0x004389de 4   6    .text   utf8    \b\vЀ} blocks=Basic Latin,Cyrillic
1821 0x00037fcd 0x00438bcd 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
1822 0x00037ffc 0x00438bfc 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
1823 0x0003802b 0x00438c2b 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
1824 0x00038058 0x00438c58 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
1825 0x00038085 0x00438c85 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
1826 0x000380b2 0x00438cb2 6   8    .text   utf8    YY]ËM\b blocks=Basic Latin,Latin-1 Supplement
1827 0x0003815f 0x00438d5f 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
1828 0x0003817d 0x00438d7d 4   6    .text   utf8    3\vu\f
1829 0x00038230 0x00438e30 5   6    .text   ascii   Qh\f@H
1830 0x000382a3 0x00438ea3 5   6    .text   ascii   ~0WPQ
1831 0x000382d7 0x00438ed7 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1832 0x0003835a 0x00438f5a 4   6    .text   utf8    Eԋ]\b blocks=Basic Latin,Cyrillic Supplement
1833 0x000383b6 0x00438fb6 4   6    .text   utf8    \tE܃e blocks=Basic Latin,Syriac
1834 0x000383f6 0x00438ff6 5   7    .text   utf8    Ë]\bj\b blocks=Latin-1 Supplement,Basic Latin
1835 0x0003847b 0x0043907b 4   6    .text   utf8    ]Ãj\b blocks=Basic Latin,Latin-1 Supplement
1836 0x00038565 0x00439165 5   6    .text   ascii   Qh\f@H
1837 0x00038747 0x00439347 4   5    .text   ascii   5\f@H
1838 0x00038771 0x00439371 5   6    .text   ascii   PPPPP
1839 0x00038784 0x00439384 5   6    .text   ascii   VVVVV
1840 0x00038791 0x00439391 5   6    .text   ascii   VVVVV
1841 0x0003889c 0x0043949c 4   5    .text   ascii   kE\b8
1842 0x00038911 0x00439511 5   7    .text   utf8    X]ËU\f blocks=Basic Latin,Latin-1 Supplement
1843 0x00038961 0x00439561 4   5    .text   ascii   j\fh8
1844 0x00038a57 0x00439657 4   6    .text   utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
1845 0x00038a69 0x00439669 4   6    .text   utf8    wՍC\f blocks=Basic Latin,Armenian
1846 0x00038ac2 0x004396c2 5   6    .text   ascii   \f)C\b+
1847 0x00038c12 0x00439812 5   7    .text   utf8    j\rX]Í blocks=Basic Latin,Latin-1 Supplement
1848 0x00038cd8 0x004398d8 4   5    .text   ascii   j\fhX
1849 0x00038de7 0x004399e7 4   6    .text   utf8    _^[Ë blocks=Basic Latin,Latin-1 Supplement
1850 0x00038f83 0x00439b83 4   5    .text   ascii   [_^]
1851 0x00038f88 0x00439b88 4   5    .text   ascii   j\fhx
1852 0x00038f94 0x00439b94 4   6    .text   utf8    3\vu\f
1853 0x00039016 0x00439c16 4   6    .text   utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
1854 0x000392bb 0x00439ebb 4   6    .text   utf8    3\vu\b
1855 0x00039372 0x00439f72 4   5    .text   ascii   <2=u
1856 0x00039396 0x00439f96 4   6    .text   utf8    ]Ë\a@ blocks=Basic Latin,Latin-1 Supplement
1857 0x0003945f 0x0043a05f 4   6    .text   utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
1858 0x00039526 0x0043a126 5   6    .text   ascii   F\fPQj
1859 0x0003967e 0x0043a27e 4   5    .text   ascii   5\f@H
1860 0x000396e7 0x0043a2e7 6   7    .text   ascii   }\b99t\t
1861 0x0003970b 0x0043a30b 7   9    .text   utf8    u\v3\tY\b@
1862 0x00039753 0x0043a353 4   5    .text   ascii   wOtD
1863 0x0003982e 0x0043a42e 5   6    .text   ascii   }\bcsm
1864 0x00039839 0x0043a439 4   5    .text   ascii   j\fh8
1865 0x0003989a 0x0043a49a 4   5    .text   ascii   j Y+
1866 0x000399bb 0x0043a5bb 4   5    .text   ascii   t#Vh
1867 0x00039a4d 0x0043a64d 4   5    .text   ascii   j Y+
1868 0x00039af8 0x0043a6f8 4   5    .text   ascii   PWWS
1869 0x00039b79 0x0043a779 4   5    .text   ascii   9:t\b
1870 0x00039b80 0x0043a780 4   5    .text   ascii   A98u
1871 0x00039bdd 0x0043a7dd 5   7    .text   utf8    E\f2ɈM blocks=Basic Latin,Latin Extended-B
1872 0x00039be5 0x0043a7e5 4   5    .text   ascii   >"u\r
1873 0x00039c88 0x0043a888 4   5    .text   ascii   >"u1
1874 0x00039ccb 0x0043a8cb 10  11   .text   ascii   u\b< t1<\tt-
1875 0x00039d12 0x0043a912 5   6    .text   ascii   M\f_^[
1876 0x00039d41 0x0043a941 4   6    .text   utf8    M\f3ҋ blocks=Basic Latin,Cyrillic
1877 0x00039d78 0x0043a978 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
1878 0x00039e14 0x0043aa14 5   6    .text   ascii   QQSVW
1879 0x00039e1a 0x0043aa1a 4   6    .text   utf8    }\b3ҋ blocks=Basic Latin,Cyrillic
1880 0x00039e64 0x0043aa64 4   6    .text   utf8    +ʀ?= blocks=Basic Latin,IPA Extensions
1881 0x00039ed5 0x0043aad5 5   6    .text   ascii   PPPPP
1882 0x00039f0a 0x0043ab0a 5   7    .text   utf8    Y_^]Ë blocks=Basic Latin,Latin-1 Supplement
1883 0x00039f26 0x0043ab26 6   7    .text   ascii   QSSSSj
1884 0x0003a045 0x0043ac45 4   5    .text   ascii   j\fh`
1885 0x0003a144 0x0043ad44 7   9    .text   utf8    j Y+ȋE\b blocks=Basic Latin,Latin Extended-B
1886 0x0003a1b4 0x0043adb4 4   5    .text   ascii   j Y+
1887 0x0003a20d 0x0043ae0d 7   8    .text   ascii   u\vj Y;E
1888 0x0003a23f 0x0043ae3f 4   5    .text   ascii   j Y+
1889 0x0003a261 0x0043ae61 4   5    .text   ascii   P\b_3
1890 0x0003a2a5 0x0043aea5 5   7    .text   utf8    3؋v\b3 blocks=Basic Latin,Arabic
1891 0x0003a2d3 0x0043aed3 4   5    .text   ascii   j _;
1892 0x0003a335 0x0043af35 4   5    .text   ascii   j Y+
1893 0x0003a3c9 0x0043afc9 4   6    .text   utf8    YY]Ë blocks=Basic Latin,Latin-1 Supplement
1894 0x0003a3fe 0x0043affe 4   5    .text   ascii   ;F\bu
1895 0x0003a40b 0x0043b00b 4   5    .text   ascii   j Y+
1896 0x0003a44b 0x0043b04b 4   5    .text   ascii   h\bCH
1897 0x0003a47e 0x0043b07e 4   6    .text   utf8    á\f@H blocks=Latin-1 Supplement,Basic Latin
1898 0x0003a491 0x0043b091 5   6    .text   ascii   35\f@H
1899 0x0003a4c3 0x0043b0c3 5   7    .text   utf8    YáxIH blocks=Basic Latin,Latin-1 Supplement
1900 0x0003a4ea 0x0043b0ea 4   5    .text   ascii   5xIH
1901 0x0003a4f0 0x0043b0f0 4   5    .text   ascii   5p}H
1902 0x0003a4fb 0x0043b0fb 4   5    .text   ascii   5t}H
1903 0x0003a503 0x0043b103 4   5    .text   ascii   5p}H
1904 0x0003a514 0x0043b114 4   5    .text   ascii   5t}H
1905 0x0003a55d 0x0043b15d 6   8    .text   utf8    YYá\bzH blocks=Basic Latin,Latin-1 Supplement
1906 0x0003a573 0x0043b173 5   7    .text   utf8    ]á\f@H blocks=Basic Latin,Latin-1 Supplement
1907 0x0003a5b4 0x0043b1b4 4   5    .text   ascii   5\f@H
1908 0x0003a5bb 0x0043b1bb 5   6    .text   ascii   35\fzH
1909 0x0003a626 0x0043b226 5   6    .text   ascii   t <"u
1910 0x0003a665 0x0043b265 4   5    .text   ascii   E\fSV
1911 0x0003a66a 0x0043b26a 4   6    .text   utf8    u\b+ƃ blocks=Basic Latin,Latin Extended-B
1912 0x0003a677 0x0043b277 4   5    .text   ascii   9u\f\e
1913 0x0003a6dd 0x0043b2dd 4   5    .text   ascii   ;u\fu
1914 0x0003a712 0x0043b312 4   6    .text   utf8    X]áh blocks=Basic Latin,Latin-1 Supplement
1915 0x0003a74f 0x0043b34f 4   6    .text   utf8    X]ùh blocks=Basic Latin,Latin-1 Supplement
1916 0x0003a764 0x0043b364 5   6    .text   ascii   E\bSVW
1917 0x0003a928 0x0043b528 4   5    .text   ascii   YY_^
1918 0x0003a97d 0x0043b57d 5   6    .text   ascii   Af;:u
1919 0x0003a9e7 0x0043b5e7 6   7    .text   ascii   pLhx}H
1920 0x0003aa0a 0x0043b60a 4   5    .text   ascii   \rdAH
1921 0x0003aa2a 0x0043b62a 4   6    .text   utf8    YY^Ë blocks=Basic Latin,Latin-1 Supplement
1922 0x0003aa6a 0x0043b66a 5   7    .text   utf8    _[]ÍC blocks=Basic Latin,Latin-1 Supplement
1923 0x0003aa73 0x0043b673 4   5    .text   ascii   u\bPW
1924 0x0003aa89 0x0043b689 5   6    .text   ascii   PPPPP
1925 0x0003aab0 0x0043b6b0 5   6    .text   ascii   95x}H
1926 0x0003aac4 0x0043b6c4 5   6    .text   ascii   Vhx}H
1927 0x0003ab16 0x0043b716 4   5    .text   ascii   f90t
1928 0x0003ab37 0x0043b737 4   5    .text   ascii   f97t
1929 0x0003ab56 0x0043b756 5   6    .text   ascii   VVVVV
1930 0x0003ab66 0x0043b766 5   6    .text   ascii   QQSVW
1931 0x0003ab91 0x0043b791 5   6    .text   ascii   j.Yf;
1932 0x0003abfa 0x0043b7fa 5   6    .text   ascii   j.Yf;
1933 0x0003ac00 0x0043b800 7   8    .text   ascii   tyPVj@W
1934 0x0003ac15 0x0043b815 7   8    .text   ascii   _tcPVj@
1935 0x0003ac36 0x0043b836 5   6    .text   ascii   uCPVj
1936 0x0003ac4d 0x0043b84d 7   8    .text   ascii   u#j,Xf;
1937 0x0003ac74 0x0043b874 5   6    .text   ascii   PPPPP
1938 0x0003ac85 0x0043b885 5   6    .text   ascii   SSSSS
1939 0x0003ace9 0x0043b8e9 4   5    .text   ascii   \r|IH
1940 0x0003ad0a 0x0043b90a 4   5    .text   ascii   Wj.Y
1941 0x0003ad1c 0x0043b91c 5   7    .text   utf8    Y_^]Ë blocks=Basic Latin,Latin-1 Supplement
1942 0x0003adc3 0x0043b9c3 5   6    .text   ascii   >Cu43
1943 0x0003aec0 0x0043bac0 5   6    .text   ascii   PSPt\a
1944 0x0003af32 0x0043bb32 5   6    .text   ascii   PPPPP
1945 0x0003afba 0x0043bbba 4   5    .text   ascii   SVjU
1946 0x0003affc 0x0043bbfc 5   6    .text   ascii   SSSSS
1947 0x0003b06c 0x0043bc6c 4   5    .text   ascii   PSjU
1948 0x0003b086 0x0043bc86 5   6    .text   ascii   VVVVV
1949 0x0003b08d 0x0043bc8d 5   6    .text   ascii   WWWWW
1950 0x0003b0c1 0x0043bcc1 5   6    .text   ascii   u\vF;u
1951 0x0003b0c9 0x0043bcc9 4   5    .text   ascii   _^[]
1952 0x0003b0ce 0x0043bcce 5   6    .text   ascii   SSSSS
1953 0x0003b160 0x0043bd60 4   5    .text   ascii   \fSV3
1954 0x0003b274 0x0043be74 4   5    .text   ascii   8Ou\t
1955 0x0003b290 0x0043be90 5   6    .text   ascii   F _^[
1956 0x0003b2c5 0x0043bec5 4   5    .text   ascii   8Ou\t
1957 0x0003b2d1 0x0043bed1 5   7    .text   utf8    Y3\tF$
1958 0x0003b2e7 0x0043bee7 5   6    .text   ascii   PPPPP
1959 0x0003b308 0x0043bf08 4   5    .text   ascii   E\fSV
1960 0x0003b3ad 0x0043bfad 5   6    .text   ascii   j;Xf9
1961 0x0003b42b 0x0043c02b 7   8    .text   ascii   u\fj;Xf9
1962 0x0003b4f2 0x0043c0f2 4   6    .text   utf8    3ɍW  blocks=Basic Latin,Latin Extended-B
1963 0x0003b511 0x0043c111 4   5    .text   ascii   8f;9
1964 0x0003b57a 0x0043c17a 4   7    .text   utf8    \r3ɋI blocks=Basic Latin,Latin Extended-B
1965 0x0003b5cc 0x0043c1cc 5   6    .text   ascii   PPPPP
1966 0x0003b875 0x0043c475 4   5    .text   ascii   5`AH
1967 0x0003b998 0x0043c598 5   6    .text   ascii   PPPPP
1968 0x0003ba84 0x0043c684 6   7    .text   ascii   u(9E\bu
1969 0x0003baa0 0x0043c6a0 4   6    .text   utf8    ]Ã}\f blocks=Basic Latin,Latin-1 Supplement
1970 0x0003bb05 0x0043c705 4   5    .text   ascii   u\rSW
1971 0x0003bbb6 0x0043c7b6 4   5    .text   ascii   5X{H
1972 0x0003bbd1 0x0043c7d1 4   5    .text   ascii   \rX{H
1973 0x0003bc25 0x0043c825 4   5    .text   ascii   tVWh
1974 0x0003bc4b 0x0043c84b 4   5    .text   ascii   "tPj
1975 0x0003bc9e 0x0043c89e 5   6    .text   ascii   WWWWW
1976 0x0003bcd6 0x0043c8d6 4   6    .text   utf8    E܋HL blocks=Basic Latin,Syriac
1977 0x0003bcdc 0x0043c8dc 4   6    .text   utf8    MԋHH blocks=Basic Latin,Cyrillic Supplement
1978 0x0003bcec 0x0043c8ec 5   6    .text   ascii   PSWSS
1979 0x0003bd08 0x0043c908 8   9    .text   ascii   "u\nSSSSS
1980 0x0003bd53 0x0043c953 9   12   .text   utf8    "u\aWWWWW볅 blocks=Basic Latin,Hangul Syllables
1981 0x0003be1a 0x0043ca1a 5   6    .text   ascii   ;E\fr4
1982 0x0003be96 0x0043ca96 6   8    .text   utf8    ]ËM\bW3 blocks=Basic Latin,Latin-1 Supplement
1983 0x0003bec9 0x0043cac9 4   5    .text   ascii   u\bSW
1984 0x0003bedf 0x0043cadf 5   6    .text   ascii   PPPPP
1985 0x0003bf55 0x0043cb55 4   8    .text   utf8    uĉ]䋎 blocks=Basic Latin,Latin Extended-A,CJK Unified Ideographs Extension A
1986 0x0003bf64 0x0043cb64 5   8    .text   utf8    ]܉]Љu blocks=Basic Latin,Syriac,Cyrillic
1987 0x0003c076 0x0043cc76 4   5    .text   ascii   PRQh
1988 0x0003c0cd 0x0043cccd 4   5    .text   ascii   ~+8]
1989 0x0003c157 0x0043cd57 4   5    .text   ascii   ~@8]
1990 0x0003c416 0x0043d016 8   9    .text   ascii   PPPPPPPP
1991 0x0003c495 0x0043d095 5   6    .text   ascii   d$\buZ
1992 0x0003c4d1 0x0043d0d1 4   5    .text   ascii   d$\bu
1993 0x0003c4f3 0x0043d0f3 4   6    .text   utf8    ÍT$\f blocks=Latin-1 Supplement,Basic Latin
1994 0x0003c592 0x0043d192 6   10   .text   utf8    ZÍT$\b踮 blocks=Basic Latin,Latin-1 Supplement,CJK Unified Ideographs
1995 0x0003c5ce 0x0043d1ce 5   7    .text   utf8    učT$\b blocks=Basic Latin,Latin Extended-A
1996 0x0003c5f1 0x0043d1f1 5   6    .text   ascii   \vT$\bu
1997 0x0003c633 0x0043d233 4   5    .text   ascii   D$\f%
1998 0x0003c63b 0x0043d23b 4   5    .text   ascii   \vD$\b
1999 0x0003c6f5 0x0043d2f5 8   9    .text   ascii   t\f;E\ft\a@
2000 0x0003c7f3 0x0043d3f3 4   5    .text   ascii   j X+
2001 0x0003c7fc 0x0043d3fc 5   7    .text   utf8    #ЋE\f; blocks=Basic Latin,Cyrillic
2002 0x0003c87d 0x0043d47d 5   7    .text   utf8    #ЋE\f; blocks=Basic Latin,Cyrillic
2003 0x0003c90d 0x0043d50d 4   5    .text   ascii   M\bVW
2004 0x0003c94b 0x0043d54b 4   5    .text   ascii   j X+
2005 0x0003c96e 0x0043d56e 7   8    .text   ascii   t\rf9:t\b
2006 0x0003c999 0x0043d599 4   6    .text   utf8    Wɍ\fJ blocks=Basic Latin,Latin Extended-B
2007 0x0003c9bd 0x0043d5bd 6   7    .text   ascii   \bf9:t\a
2008 0x0003ca33 0x0043d633 7   8    .text   ascii   t\rf9:t\b
2009 0x0003ca5a 0x0043d65a 4   6    .text   utf8    +ȍ\fJ blocks=Basic Latin,Latin Extended-B
2010 0x0003ca81 0x0043d681 6   7    .text   ascii   \bf9:t\a
2011 0x0003caa0 0x0043d6a0 5   6    .text   ascii   f9:t\a
2012 0x0003cb46 0x0043d746 5   6    .text   ascii   ;=h}H
2013 0x0003cb81 0x0043d781 4   8    .text   utf8    uԋމ] blocks=Basic Latin,Cyrillic Supplement,Thaana
2014 0x0003cbca 0x0043d7ca 4   7    .text   utf8    uԋډ] blocks=Basic Latin,Cyrillic Supplement,Arabic
2015 0x0003cc20 0x0043d820 4   5    .text   ascii   u\bWV
2016 0x0003cd27 0x0043d927 4   5    .text   ascii   :\nu\a
2017 0x0003cd83 0x0043d983 4   5    .text   ascii   \rFC@
2018 0x0003cdbb 0x0043d9bb 5   6    .text   ascii   D8(Ht
