[Strings]
nth  paddr      vaddr      len  size section       type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1034 0x00052683 0x00454e83 12   13   .rdata        ascii   startProcess
1035 0x00052690 0x00454e90 7    8    .rdata        ascii   hsClose
1036 0x00052698 0x00454e98 7    8    .rdata        ascii   hsAtEnd
1037 0x000526a0 0x00454ea0 10   11   .rdata        ascii   hsReadData
1038 0x000526ab 0x00454eab 11   12   .rdata        ascii   hsWriteData
1039 0x000526b7 0x00454eb7 19   20   .rdata        ascii   newFileHandleStream
1040 0x000526d0 0x00454ed0 112  113  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\arithmetics.nim
1041 0x00052741 0x00454f41 6    7    .rdata        ascii   incRef
1042 0x00052748 0x00454f48 103  104  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\gc.nim
1043 0x000527b3 0x00454fb3 9    10   .rdata        ascii   usrToCell
1044 0x000527c0 0x00454fc0 112  113  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\comparisons.nim
1045 0x00052831 0x00455031 9    10   .rdata        ascii   rtlAddZCT
1046 0x0005283b 0x0045503b 6    7    .rdata        ascii   decRef
1047 0x00052842 0x00455042 7    8    .rdata        ascii   asgnRef
1048 0x0005284a 0x0045504a 12   13   .rdata        ascii   outputStream
1049 0x00052857 0x00455057 11   12   .rdata        ascii   inputStream
1050 0x00052863 0x00455063 12   13   .rdata        ascii   peekExitCode
1051 0x00052870 0x00455070 9    10   .rdata        ascii   execCmdEx
1052 0x0005287a 0x0045507a 7    8    .rdata        ascii   running
1053 0x00052882 0x00455082 9    10   .rdata        ascii   terminate
1054 0x0005288c 0x0045508c 11   12   .rdata        ascii   waitForExit
1055 0x00052898 0x00455098 13   14   .rdata        ascii   execProcesses
1056 0x000528a6 0x004550a6 15   16   .rdata        ascii   countProcessors
1057 0x000528b6 0x004550b6 11   12   .rdata        ascii   execProcess
1058 0x000528c2 0x004550c2 14   15   .rdata        ascii   fProcessHandle
1059 0x000528d1 0x004550d1 13   14   .rdata        ascii   fThreadHandle
1060 0x000528df 0x004550df 8    9    .rdata        ascii   inHandle
1061 0x000528e8 0x004550e8 9    10   .rdata        ascii   outHandle
1062 0x000528f2 0x004550f2 9    10   .rdata        ascii   errHandle
1063 0x000528ff 0x004550ff 8    9    .rdata        ascii   inStream
1064 0x00052908 0x00455108 9    10   .rdata        ascii   outStream
1065 0x00052912 0x00455112 9    10   .rdata        ascii   errStream
1066 0x0005291c 0x0045511c 10   11   .rdata        ascii   exitStatus
1067 0x00052927 0x00455127 8    9    .rdata        ascii   exitFlag
1068 0x00052930 0x00455130 7    8    .rdata        ascii   options
1069 0x00052938 0x00455138 6    7    .rdata        ascii   handle
1070 0x0005293f 0x0045513f 8    9    .rdata        ascii   atTheEnd
1071 0x00052948 0x00455148 9    10   .rdata        ascii   poEchoCmd
1072 0x00052952 0x00455152 9    10   .rdata        ascii   poUsePath
1073 0x0005295c 0x0045515c 13   14   .rdata        ascii   poEvalCommand
1074 0x0005296a 0x0045516a 16   17   .rdata        ascii   poStdErrToStdOut
1075 0x0005297b 0x0045517b 15   16   .rdata        ascii   poParentStreams
1076 0x0005298b 0x0045518b 13   14   .rdata        ascii   poInteractive
1077 0x00052999 0x00455199 8    9    .rdata        ascii   poDaemon
1078 0x00052a0f 0x0045520f 163  164  .rdata        ascii   @C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\pure\collections\setimpl.nim(19, 10) `isPowerOfTwo(defaultInitialSize)` 
1079 0x00052acf 0x004552cf 155  156  .rdata        ascii   @C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\pure\collections\hashcommon.nim(33, 9) `\nt.counter < t.dataLen` 
1080 0x00052b70 0x00455370 8    9    .rdata        ascii   isFilled
1081 0x00052b80 0x00455380 121  122  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\pure\collections\hashcommon.nim
1082 0x00052bfa 0x004553fa 9    10   .rdata        ascii   eqStrings
1083 0x00052c08 0x00455408 110  111  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\strmantle.nim
1084 0x00052c77 0x00455477 7    8    .rdata        ascii   nextTry
1085 0x00052c7f 0x0045547f 6    7    .rdata        ascii   rawGet
1086 0x00052c86 0x00455486 10   11   .rdata        ascii   mustRehash
1087 0x00052c91 0x00455491 13   14   .rdata        ascii   rawGetKnownHC
1088 0x00052ca8 0x004554a8 112  113  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\arithmetics.nim
1089 0x00052d20 0x00455520 112  113  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\comparisons.nim
1090 0x00052d91 0x00455591 9    10   .rdata        ascii   rtlAddZCT
1091 0x00052da0 0x004555a0 103  104  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\gc.nim
1092 0x00052e08 0x00455608 6    7    .rdata        ascii   decRef
1093 0x00052e0f 0x0045560f 9    10   .rdata        ascii   usrToCell
1094 0x00052e19 0x00455619 17   18   .rdata        ascii   nimGCunrefNoCycle
1095 0x00052e2b 0x0045562b 9    10   .rdata        ascii   rawInsert
1096 0x00052e38 0x00455638 118  119  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\pure\collections\setimpl.nim
1097 0x00052eaf 0x004556af 7    8    .rdata        ascii   enlarge
1098 0x00052eb8 0x004556b8 112  113  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\iterators_1.nim
1099 0x00052f29 0x00455729 4    5    .rdata        ascii   incl
1100 0x00052f30 0x00455730 115  116  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\pure\collections\sets.nim
1101 0x00052fa4 0x004557a4 8    9    .rdata        ascii   contains
1102 0x00052fad 0x004557ad 6    7    .rdata        ascii   Field0
1103 0x00052fb4 0x004557b4 6    7    .rdata        ascii   Field1
1104 0x00052fcf 0x004557cf 23   24   .rdata        ascii   @lib/system/threads.nim
1105 0x0005300f 0x0045580f 24   25   .rdata        ascii   @lib/system/channels.nim
1106 0x0005306f 0x0045586f 188  189  .rdata        ascii   @C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\iterators.nim(189, 11) `len(a) == L` the length of the seq changed while iterating over it
1107 0x0005314f 0x0045594f 23   24   .rdata        ascii   @lib/wrappers/mysql.nim
1108 0x0005318f 0x0045598f 21   22   .rdata        ascii   @lib/wrappers/iup.nim
1109 0x000531cf 0x004559cf 25   26   .rdata        ascii   @lib/wrappers/sqlite3.nim
1110 0x0005320f 0x00455a0f 26   27   .rdata        ascii   @lib/wrappers/postgres.nim
1111 0x0005324f 0x00455a4f 23   24   .rdata        ascii   @lib/wrappers/tinyc.nim
1112 0x0005328f 0x00455a8f 25   26   .rdata        ascii   @lib/wrappers/odbcsql.nim
1113 0x000532cf 0x00455acf 22   23   .rdata        ascii   @lib/wrappers/pcre.nim
1114 0x0005330f 0x00455b0f 25   26   .rdata        ascii   @lib/wrappers/openssl.nim
1115 0x0005334f 0x00455b4f 20   21   .rdata        ascii   @lib/posix/posix.nim
1116 0x0005338f 0x00455b8f 20   21   .rdata        ascii   @lib/posix/linux.nim
1117 0x000533cf 0x00455bcf 22   23   .rdata        ascii   @lib/posix/termios.nim
1118 0x0005340f 0x00455c0f 18   19   .rdata        ascii   @lib/js/jscore.nim
1119 0x0005344f 0x00455c4f 4    5    .rdata        ascii   @@YE
1120 0x000534cf 0x00455ccf 16   17   .rdata        ascii   @lib/prelude.nim
1121 0x000534ef 0x00455cef 20   21   .rdata        ascii   @lib/pure/future.nim
1122 0x0005352f 0x00455d2f 36   37   .rdata        ascii   @lib/pure/collections/hashcommon.nim
1123 0x0005356f 0x00455d6f 35   36   .rdata        ascii   @lib/pure/collections/tableimpl.nim
1124 0x000535af 0x00455daf 33   34   .rdata        ascii   @lib/pure/collections/setimpl.nim
1125 0x000535ef 0x00455def 42   43   .rdata        ascii   @lib/pure/ioselects/ioselectors_kqueue.nim
1126 0x0005362f 0x00455e2f 42   43   .rdata        ascii   @lib/pure/ioselects/ioselectors_select.nim
1127 0x0005366f 0x00455e6f 40   41   .rdata        ascii   @lib/pure/ioselects/ioselectors_poll.nim
1128 0x000536af 0x00455eaf 41   42   .rdata        ascii   @lib/pure/ioselects/ioselectors_epoll.nim
1129 0x000536ef 0x00455eef 32   33   .rdata        ascii   @lib/posix/posix_macos_amd64.nim
1130 0x0005372f 0x00455f2f 26   27   .rdata        ascii   @lib/posix/posix_other.nim
1131 0x0005376f 0x00455f6f 35   36   .rdata        ascii   @lib/posix/posix_nintendoswitch.nim
1132 0x000537af 0x00455faf 42   43   .rdata        ascii   @lib/posix/posix_nintendoswitch_consts.nim
1133 0x000537ef 0x00455fef 32   33   .rdata        ascii   @lib/posix/posix_linux_amd64.nim
1134 0x0005382f 0x0045602f 39   40   .rdata        ascii   @lib/posix/posix_linux_amd64_consts.nim
1135 0x0005386f 0x0045606f 33   34   .rdata        ascii   @lib/posix/posix_other_consts.nim
1136 0x000538af 0x004560af 34   35   .rdata        ascii   @lib/posix/posix_openbsd_amd64.nim
1137 0x000539af 0x004561af 4    5    .rdata        ascii   @lib
1138 0x000539ef 0x004561ef 5    6    .rdata        ascii   @.nim
1139 0x00053a0f 0x0045620f 18   19   .rdata        ascii   @lib/pure/includes
1140 0x00053a4f 0x0045624f 11   12   .rdata        ascii   @lib/genode
1141 0x00053a6f 0x0045626f 15   16   .rdata        ascii   @lib/deprecated
1142 0x00053a8f 0x0045628f 11   12   .rdata        ascii   @lib/system
1143 0x00053aaf 0x004562af 18   19   .rdata        ascii   @lib/system/io.nim
1144 0x00053aef 0x004562ef 25   26   .rdata        ascii   @lib/system/nimscript.nim
1145 0x00053b2f 0x0045632f 26   27   .rdata        ascii   @lib/system/assertions.nim
1146 0x00053b6f 0x0045636f 25   26   .rdata        ascii   @lib/system/iterators.nim
1147 0x00053baf 0x004563af 23   24   .rdata        ascii   @lib/system/dollars.nim
1148 0x00053bef 0x004563ef 24   25   .rdata        ascii   @lib/system/widestrs.nim
1149 0x00053c6f 0x0045646f 20   21   .rdata        ascii   @nimsuggest/sexp.nim
1150 0x00053c9f 0x0045649f 4    5    .rdata        ascii   @exe
1151 0x00053cbf 0x004564bf 4    5    .rdata        ascii   @nim
1152 0x00053cdf 0x004564df 4    5    .rdata        ascii   @bin
1153 0x00053cff 0x004564ff 5    6    .rdata        ascii   @PATH
1154 0x00053d2f 0x0045652f 18   19   .rdata        ascii   @Adding to $PATH: 
1155 0x00053d5f 0x0045655f 8    9    .rdata        ascii   @FAILURE
1156 0x00053d8f 0x0045658f 117  118  .rdata        ascii   @--warning[LockLevel]:off --hint[Conf]:off --hint[Path]:off --hint[Processing]:off -d:boot --putenv:nimversion=1.2.2 
1157 0x00053e2f 0x0045662f 14   15   .rdata        ascii   @tools/dochack
1158 0x00053e4f 0x0045664f 11   12   .rdata        ascii   @dochack.js
1159 0x00053e6f 0x0045666f 9    10   .rdata        ascii   @doc/html
1160 0x00053e8f 0x0045668f 48   49   .rdata        ascii   @ js -d:release --out:$1 tools/nimblepkglist.nim
1161 0x00053ecf 0x004566cf 11   12   .rdata        ascii   @web/upload
1162 0x00053eef 0x004566ef 17   18   .rdata        ascii   @nimblepkglist.js
1163 0x00053f1f 0x0045671f 5    6    .rdata        ascii   @ js 
1164 0x00053f4f 0x0045674f 12   13   .rdata        ascii   @dochack.nim
1165 0x00053f6f 0x0045676f 6    7    .rdata        ascii   @1.2.2
1166 0x00053f8f 0x0045678f 17   18   .rdata        ascii   @ doc $# -o:$# $#
1167 0x00053fcf 0x004567cf 19   20   .rdata        ascii   @docgen_sample.html
1168 0x00053fff 0x004567ff 4    5    .rdata        ascii   @doc
1169 0x0005402f 0x0045682f 18   19   .rdata        ascii   @docgen_sample.nim
1170 0x0005406f 0x0045686f 15   16   .rdata        ascii   @doc/intern.rst
1171 0x0005408f 0x0045688f 13   14   .rdata        ascii   @doc/apis.rst
1172 0x000540af 0x004568af 12   13   .rdata        ascii   @doc/lib.rst
1173 0x000540cf 0x004568cf 15   16   .rdata        ascii   @doc/manual.rst
1174 0x000540ef 0x004568ef 28   29   .rdata        ascii   @doc/manual_experimental.rst
1175 0x0005412f 0x0045692f 20   21   .rdata        ascii   @doc/destructors.rst
1176 0x0005416f 0x0045696f 13   14   .rdata        ascii   @doc/tut1.rst
1177 0x0005418f 0x0045698f 13   14   .rdata        ascii   @doc/tut2.rst
1178 0x000541af 0x004569af 13   14   .rdata        ascii   @doc/tut3.rst
1179 0x000541cf 0x004569cf 13   14   .rdata        ascii   @doc/nimc.rst
1180 0x000541ef 0x004569ef 12   13   .rdata        ascii   @doc/hcr.rst
1181 0x0005420f 0x00456a0f 14   15   .rdata        ascii   @doc/drnim.rst
1182 0x0005422f 0x00456a2f 17   18   .rdata        ascii   @doc/overview.rst
1183 0x0005426f 0x00456a6f 16   17   .rdata        ascii   @doc/filters.rst
1184 0x0005428f 0x00456a8f 14   15   .rdata        ascii   @doc/tools.rst
1185 0x000542af 0x00456aaf 16   17   .rdata        ascii   @doc/niminst.rst
1186 0x000542cf 0x00456acf 16   17   .rdata        ascii   @doc/nimgrep.rst
1187 0x000542ef 0x00456aef 11   12   .rdata        ascii   @doc/gc.rst
1188 0x0005430f 0x00456b0f 13   14   .rdata        ascii   @doc/estp.rst
1189 0x0005432f 0x00456b2f 17   18   .rdata        ascii   @doc/idetools.rst
1190 0x0005436f 0x00456b6f 15   16   .rdata        ascii   @doc/docgen.rst
1191 0x0005438f 0x00456b8f 13   14   .rdata        ascii   @doc/koch.rst
1192 0x000543af 0x00456baf 17   18   .rdata        ascii   @doc/backends.rst
1193 0x000543ef 0x00456bef 19   20   .rdata        ascii   @doc/nimsuggest.rst
1194 0x0005442f 0x00456c2f 13   14   .rdata        ascii   @doc/nep1.rst
1195 0x0005444f 0x00456c4f 13   14   .rdata        ascii   @doc/nims.rst
1196 0x0005446f 0x00456c6f 21   22   .rdata        ascii   @doc/contributing.rst
1197 0x000544af 0x00456caf 19   20   .rdata        ascii   @doc/codeowners.rst
1198 0x000544ef 0x00456cef 18   19   .rdata        ascii   @doc/packaging.rst
1199 0x0005452f 0x00456d2f 28   29   .rdata        ascii   @doc/manual/var_t_return.rst
1200 0x0005456f 0x00456d6f 4    5    .rdata        ascii   @`hE
1201 0x0005466f 0x00456e6f 46   47   .rdata        ascii   @ rst2html $# --git.url:$# -o:$# --index:on $#
1202 0x000546af 0x00456eaf 32   33   .rdata        ascii   @https://github.com/nim-lang/Nim
1203 0x000546df 0x00456edf 5    6    .rdata        ascii   @html
1204 0x0005470f 0x00456f0f 42   43   .rdata        ascii   @ doc0 $# --git.url:$# -o:$# --index:on $#
1205 0x0005474f 0x00456f4f 9    10   .rdata        ascii   @compiler
1206 0x0005476f 0x00456f6f 11   12   .rdata        ascii   @ --docroot
1207 0x0005478f 0x00456f8f 47   48   .rdata        ascii   @ doc $# --git.url:$# --outdir:$# --index:on $#
1208 0x000547cf 0x00456fcf 31   32   .rdata        ascii   @ doc2 $# --git.url:$# -o:$# $#
1209 0x0005482f 0x0045702f 62   63   .rdata        ascii   @external program failed, retrying serial work queue for logs!
1210 0x0005488f 0x0045708f 35   36   .rdata        ascii   @ buildIndex -o:$1/theindex.html $1
1211 0x000548cf 0x004570cf 116  117  .rdata        ascii   @--warning[LockLevel]:off --hint[Conf]:off --hint[Path]:off --hint[Processing]:off -d:boot --putenv:nimversion=1.2.2
1212 0x0005496f 0x0045716f 18   19   .rdata        ascii   @pdflatex -version
1213 0x000549af 0x004571af 51   52   .rdata        ascii   @pdflatex not found; no PDF documentation generated
1214 0x00054a6f 0x0045726f 15   16   .rdata        ascii   @ rst2tex $# $#
1215 0x00054a8f 0x0045728f 35   36   .rdata        ascii   @pdflatex -interaction=nonstopmode 
1216 0x00054acf 0x004572cf 4    5    .rdata        ascii   @tex
1217 0x00054aef 0x004572ef 5    6    .rdata        ascii   @.pdf
1218 0x00054b0f 0x0045730f 4    5    .rdata        ascii   @aux
1219 0x00054b2f 0x0045732f 4    5    .rdata        ascii   @toc
1220 0x00054b4f 0x0045734f 4    5    .rdata        ascii   @log
1221 0x00054b6f 0x0045736f 4    5    .rdata        ascii   @out
1222 0x00054baf 0x004573af 5    6    .rdata        ascii   @ -o:
1223 0x00054bcf 0x004573cf 7    8    .rdata        ascii   @TRAVIS
1224 0x00054bef 0x004573ef 19   20   .rdata        ascii   @travis_fold:start:
1225 0x00054c4f 0x0045744f 17   18   .rdata        ascii   @travis_fold:end:
1226 0x00054c8f 0x0045748f 32   33   .rdata        ascii   @$1\system32;$1;$1\System32\Wbem
1227 0x00054ccf 0x004574cf 11   12   .rdata        ascii   @SYSTEMROOT
1228 0x00054ce8 0x004574e8 100  101  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system.nim
1229 0x00054d4d 0x0045754d 12   13   .rdata        ascii   skipFindData
1230 0x00054d60 0x00457560 101  102  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\pure\os.nim
1231 0x00054dd0 0x004575d0 112  113  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\arithmetics.nim
1232 0x00054e48 0x00457648 112  113  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\comparisons.nim
1233 0x00054eb9 0x004576b9 9    10   .rdata        ascii   rtlAddZCT
1234 0x00054ec8 0x004576c8 103  104  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\gc.nim
1235 0x00054f30 0x00457730 6    7    .rdata        ascii   decRef
1236 0x00054f37 0x00457737 9    10   .rdata        ascii   usrToCell
1237 0x00054f41 0x00457741 17   18   .rdata        ascii   nimGCunrefNoCycle
1238 0x00054f53 0x00457753 9    10   .rdata        ascii   eqStrings
1239 0x00054f60 0x00457760 110  111  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\strmantle.nim
1240 0x00054fcf 0x004577cf 4    5    .rdata        ascii   find
1241 0x00054fd8 0x004577d8 110  111  .rdata        ascii   C:\Users\travis\build\nim-lang\nightlies\nim\be34b5abe23e027b71a3a9da67037aac7afea6bc\lib\system\iterators.nim
1242 0x00055047 0x00457847 8    9    .rdata        ascii   contains
