[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1     0x00000091 0x00000091 4   5            ascii   L_ns
2     0x00000099 0x00000099 4   5            ascii   )Unf
3     0x000000b9 0x000000b9 4   5            ascii   )Wn]
4     0x000000bf 0x000000bf 6   7            ascii   nV*Kns
5     0x000000c7 0x000000c7 6   7            ascii   nV*Qnp
6     0x000000d7 0x000000d7 6   7            ascii   nV*Tnp
7     0x000000df 0x000000df 6   7            ascii   nRichq
8     0x000001e8 0x000001e8 5   6            ascii   .text
9     0x0000020f 0x0000020f 7   8            ascii   `.rdata
10    0x00000237 0x00000237 6   7            ascii   @.data
11    0x00000260 0x00000260 5   6            ascii   .vmp0
12    0x00000288 0x00000288 5   6            ascii   .vmp1
13    0x000002b0 0x000002b0 6   7            ascii   .reloc
14    0x000002d7 0x000002d7 6   7            ascii   @.rsrc
16820 0x000a71ae 0x00581dae 9   10   .vmp1   ascii   Mu\t~(Ct\b-
16821 0x000a721a 0x00581e1a 4   5    .vmp1   ascii   \rd~n
16822 0x000a7250 0x00581e50 4   5    .vmp1   ascii   SAM0
16823 0x000a725e 0x00581e5e 4   5    .vmp1   ascii   V|>u
16824 0x000a7282 0x00581e82 4   5    .vmp1   ascii   !^p[
16825 0x000a72cb 0x00581ecb 7   10   .vmp1   utf8    z\b\b'Ĥ˰\a blocks=Basic Latin,Latin Extended-A,Spacing Modifier Letters
16826 0x000a72eb 0x00581eeb 4   6    .vmp1   utf8    0œ\a) blocks=Basic Latin,Latin Extended-A
16827 0x000a730b 0x00581f0b 5   7    .vmp1   utf8    \a-4ԛv blocks=Basic Latin,Cyrillic Supplement
16828 0x000a734a 0x00581f4a 5   9    .vmp1   utf8    ę\ar윟b blocks=Latin Extended-A,Basic Latin,Hangul Syllables
16829 0x000a736f 0x00581f6f 4   6    .vmp1   utf8    It!ې blocks=Basic Latin,Arabic
16830 0x000a73a2 0x00581fa2 5   7    .vmp1   utf8    3f-ӗ; blocks=Basic Latin,Cyrillic
16831 0x000a73c9 0x00581fc9 5   7    .vmp1   utf8    3y9!*
16832 0x000a73e7 0x00581fe7 6   8    .vmp1   utf8    e5GtaW
16833 0x000a741a 0x0058201a 5   6    .vmp1   ascii   lgqp5
16834 0x000a7429 0x00582029 4   5    .vmp1   ascii   Y#GS
16835 0x000a7433 0x00582033 5   6    .vmp1   ascii   |M lB
16836 0x000a7492 0x00582092 4   5    .vmp1   ascii   Am#O
16837 0x000a74e5 0x005820e5 4   6    .vmp1   utf8    Eaւ3 blocks=Basic Latin,Armenian
16838 0x000a74ed 0x005820ed 4   5    .vmp1   ascii   b^w*
16839 0x000a750b 0x0058210b 6   7    .vmp1   ascii   #B\aA/<
16840 0x000a752a 0x0058212a 5   7    .vmp1   utf8    h\vاHx blocks=Basic Latin,Arabic
16841 0x000a7544 0x00582144 5   6    .vmp1   ascii   \aLMQ*
16842 0x000a7573 0x00582173 4   5    .vmp1   ascii   +!O3
16843 0x000a7579 0x00582179 5   6    .vmp1   ascii   [\b27(
16844 0x000a7585 0x00582185 4   5    .vmp1   ascii   vg(^
16845 0x000a7594 0x00582194 4   5    .vmp1   ascii   |v">
16846 0x000a75d6 0x005821d6 4   5    .vmp1   ascii   \0\aV
16847 0x000a75f4 0x005821f4 6   7    .vmp1   ascii   jI\aS<+
16848 0x000a760e 0x0058220e 7   8    .vmp1   ascii   \f{n[G\ah
16849 0x000a7632 0x00582232 6   7    .vmp1   ascii   >\a[AO 
16850 0x000a764e 0x0058224e 5   7    .vmp1   utf8    E̓F}? blocks=Basic Latin,Combining Diacritical Marks
16851 0x000a7673 0x00582273 5   7    .vmp1   utf8    K>ɕ\bM blocks=Basic Latin,IPA Extensions
16852 0x000a7699 0x00582299 4   5    .vmp1   ascii   EW\v<
16853 0x000a7713 0x00582313 8   9    .vmp1   ascii   pK1\a\e:/-
16854 0x000a7725 0x00582325 5   6    .vmp1   ascii   \bcd\a'
16855 0x000a7780 0x00582380 5   6    .vmp1   ascii   \bDQJ2
16856 0x000a77d4 0x005823d4 5   6    .vmp1   ascii   _^pj=
16857 0x000a77e6 0x005823e6 5   6    .vmp1   ascii   )oQ!M
16858 0x000a7843 0x00582443 4   6    .vmp1   utf8     pŉ[ blocks=Basic Latin,Latin Extended-A
16859 0x000a7885 0x00582485 4   5    .vmp1   ascii   Z\vrE
16860 0x000a78a6 0x005824a6 4   5    .vmp1   ascii   ".'T
16861 0x000a78b5 0x005824b5 4   5    .vmp1   ascii   \a&sv
16862 0x000a78c5 0x005824c5 4   5    .vmp1   ascii   \b8\a[
16863 0x000a78d5 0x005824d5 5   8    .vmp1   utf8    {,´?\a blocks=Basic Latin,Latin-1 Supplement
16864 0x000a78ea 0x005824ea 4   5    .vmp1   ascii   5sMS
16865 0x000a7908 0x00582508 5   8    .vmp1   utf8    $⋀\aDE blocks=Basic Latin,Mathematical Operators
16866 0x000a7988 0x00582588 6   7    .vmp1   ascii   MyIajC
16867 0x000a79b3 0x005825b3 4   5    .vmp1   ascii   \t\a\n\r
16868 0x000a79f5 0x005825f5 4   5    .vmp1   ascii   b&uR
16869 0x000a7a0f 0x0058260f 5   7    .vmp1   utf8    ߊLq%\a blocks=NKo,Basic Latin
16870 0x000a7a20 0x00582620 4   5    .vmp1   ascii   \aj3C
16871 0x000a7a2f 0x0058262f 6   7    .vmp1   ascii   Bhw\e\a@
16872 0x000a7a4e 0x0058264e 5   6    .vmp1   ascii   b.+q\v
16873 0x000a7a78 0x00582678 5   6    .vmp1   ascii   I\rW)Q
16874 0x000a7aae 0x005826ae 4   5    .vmp1   ascii   .Km|
16875 0x000a7ac7 0x005826c7 5   6    .vmp1   ascii   +{dIR
16876 0x000a7b0a 0x0058270a 4   5    .vmp1   ascii   \e\aE 
16877 0x000a7b1a 0x0058271a 4   5    .vmp1   ascii   F"dg
16878 0x000a7b56 0x00582756 4   5    .vmp1   ascii   R\ae`
16879 0x000a7b64 0x00582764 5   6    .vmp1   ascii   \a)Jm\f
16880 0x000a7b72 0x00582772 5   8    .vmp1   utf8    먼K\aV; blocks=Hangul Syllables,Basic Latin
16881 0x000a7c05 0x00582805 4   7    .vmp1   utf8    \bNs blocks=Basic Latin,Private Use Area
16882 0x000a7c27 0x00582827 5   8    .vmp1   utf8    \a~튂B\b blocks=Basic Latin,Hangul Syllables
16883 0x000a7c45 0x00582845 5   7    .vmp1   utf8    ~Ҕ>J\a blocks=Basic Latin,Cyrillic
16884 0x000a7c53 0x00582853 4   7    .vmp1   utf8    3ᚧLa blocks=Basic Latin,Runic
16885 0x000a7c5a 0x0058285a 4   7    .vmp1   utf8    ʬ\r|Յ blocks=IPA Extensions,Basic Latin,Armenian
16886 0x000a7c66 0x00582866 6   7    .vmp1   ascii   G-<XT\a
16887 0x000a7c99 0x00582899 5   6    .vmp1   ascii   G\a_`J
16888 0x000a7ca6 0x005828a6 4   6    .vmp1   utf8    Œ#Pn blocks=Latin Extended-A,Basic Latin
16889 0x000a7cac 0x005828ac 4   6    .vmp1   utf8    \aeהY blocks=Basic Latin,Hebrew
16890 0x000a7cc5 0x005828c5 4   8    .vmp1   utf8    ːƗħ' blocks=Spacing Modifier Letters,Latin Extended-B,Latin Extended-A,Basic Latin
16891 0x000a7cdb 0x005828db 6   7    .vmp1   ascii   Z\a&/,z
16892 0x000a7cfb 0x005828fb 4   5    .vmp1   ascii   0&\ac
16893 0x000a7d04 0x00582904 5   6    .vmp1   ascii   -@\aYh
16894 0x000a7d62 0x00582962 4   5    .vmp1   ascii   N\ri\e
16895 0x000a7d98 0x00582998 4   6    .vmp1   utf8    \aǣ\t] blocks=Basic Latin,Latin Extended-B
16896 0x000a7d9f 0x0058299f 4   5    .vmp1   ascii   z\a$O
16897 0x000a7db6 0x005829b6 5   7    .vmp1   utf8    hjǑge blocks=Basic Latin,Latin Extended-B
16898 0x000a7dc0 0x005829c0 5   6    .vmp1   ascii   q\bC\T
16899 0x000a7e03 0x00582a03 4   6    .vmp1   utf8    ӥ\nf\a blocks=Cyrillic,Basic Latin
16900 0x000a7e66 0x00582a66 5   6    .vmp1   ascii   1p\ai3
16901 0x000a7ea2 0x00582aa2 5   6    .vmp1   ascii   \f0"7\a
16902 0x000a7ea8 0x00582aa8 4   5    .vmp1   ascii    q&R
16903 0x000a7ebf 0x00582abf 5   6    .vmp1   ascii   M)m<O
16904 0x000a7eeb 0x00582aeb 4   5    .vmp1   ascii   u\bt\r
16905 0x000a7ef0 0x00582af0 4   6    .vmp1   utf8    ̢V b blocks=Combining Diacritical Marks,Basic Latin
16906 0x000a7f04 0x00582b04 4   5    .vmp1   ascii   Ej8`
16907 0x000a7f2f 0x00582b2f 4   5    .vmp1   ascii   ;j}\a
16908 0x000a7f6a 0x00582b6a 8   10   .vmp1   utf8    !snӵT\aU} blocks=Basic Latin,Cyrillic
16909 0x000a7fc1 0x00582bc1 10  13   .vmp1   utf8    k0?>/ x\a_ blocks=Basic Latin,Private Use Area
16910 0x000a7fdd 0x00582bdd 5   6    .vmp1   ascii   \aa32*
16911 0x000a8032 0x00582c32 6   8    .vmp1   utf8    mݟ\aL>8 blocks=Basic Latin,Arabic Supplement
16912 0x000a8059 0x00582c59 5   7    .vmp1   utf8    P\aACډ blocks=Basic Latin,Arabic
16913 0x000a80b5 0x00582cb5 4   5    .vmp1   ascii   \ah3L
16914 0x000a80c6 0x00582cc6 6   8    .vmp1   utf8    u\a\eR0Y
16915 0x000a80e4 0x00582ce4 5   7    .vmp1   utf8    *țS-8 blocks=Basic Latin,Latin Extended-B
16916 0x000a8118 0x00582d18 4   5    .vmp1   ascii   3@>.
16917 0x000a8139 0x00582d39 4   5    .vmp1   ascii   h\ay.
16918 0x000a814c 0x00582d4c 7   9    .vmp1   utf8    \a9ĮCyKb blocks=Basic Latin,Latin Extended-A
16919 0x000a8192 0x00582d92 4   5    .vmp1   ascii   (\a'd
16920 0x000a81a7 0x00582da7 5   7    .vmp1   utf8    P9ڟ[O blocks=Basic Latin,Arabic
16921 0x000a81c0 0x00582dc0 4   6    .vmp1   utf8    ِO\a$ blocks=Arabic,Basic Latin
16922 0x000a81ce 0x00582dce 5   6    .vmp1   ascii   ls47b
16923 0x000a81ed 0x00582ded 4   5    .vmp1   ascii   Z\p*
16924 0x000a81f7 0x00582df7 6   7    .vmp1   ascii   \\rdMz]
16925 0x000a8212 0x00582e12 7   8    .vmp1   ascii   N%QDC\aH
16926 0x000a8242 0x00582e42 7   8    .vmp1   ascii   n\ai"<m|
16927 0x000a828a 0x00582e8a 4   5    .vmp1   ascii   +Ytj
16928 0x000a8296 0x00582e96 5   6    .vmp1   ascii   ?sSy*
16929 0x000a82ba 0x00582eba 6   7    .vmp1   ascii   6=C`\nC
16930 0x000a82cc 0x00582ecc 6   7    .vmp1   ascii   6tv;#4
16931 0x000a82f2 0x00582ef2 4   6    .vmp1   utf8    )Ȏ\a( blocks=Basic Latin,Latin Extended-B
16932 0x000a8345 0x00582f45 5   7    .vmp1   utf8    9v.#݂ blocks=Basic Latin,Syriac
16933 0x000a8369 0x00582f69 4   8    .vmp1   utf8    墊\a3Ͳ blocks=CJK Unified Ideographs,Basic Latin,Greek and Coptic
16934 0x000a8376 0x00582f76 4   5    .vmp1   ascii   T\a6F
16935 0x000a838c 0x00582f8c 4   5    .vmp1   ascii   hu#6
16936 0x000a8391 0x00582f91 4   5    .vmp1   ascii   T\a>o
16937 0x000a83a6 0x00582fa6 5   6    .vmp1   ascii   72{<_
16938 0x000a83d3 0x00582fd3 4   5    .vmp1   ascii   '3#S
16939 0x000a8410 0x00583010 4   5    .vmp1   ascii   #yMk
16940 0x000a841b 0x0058301b 4   5    .vmp1   ascii   )ZHN
16941 0x000a8424 0x00583024 6   7    .vmp1   ascii   fkd*En
16942 0x000a843e 0x0058303e 4   5    .vmp1   ascii   \aOj3
16943 0x000a84ab 0x005830ab 4   6    .vmp1   utf8    !П\am blocks=Basic Latin,Cyrillic
16944 0x000a84bb 0x005830bb 4   5    .vmp1   ascii   Fv|n
16945 0x000a84d2 0x005830d2 4   6    .vmp1   utf8    Lpđ\a blocks=Basic Latin,Latin Extended-A
16946 0x000a84ea 0x005830ea 4   5    .vmp1   ascii   RjS\b
16947 0x000a8568 0x00583168 4   5    .vmp1   ascii   a\a:8
16948 0x000a85b5 0x005831b5 4   5    .vmp1   ascii   n2\aw
16949 0x000a85bc 0x005831bc 9   10   .vmp1   ascii   \f,Sc\vhP~Z
16950 0x000a861e 0x0058321e 4   5    .vmp1   ascii   \auz5
16951 0x000a8668 0x00583268 6   7    .vmp1   ascii   .\aKQ9M
16952 0x000a8690 0x00583290 6   8    .vmp1   utf8    ,Ϣ)$\a\n blocks=Basic Latin,Greek and Coptic
16953 0x000a86b3 0x005832b3 4   5    .vmp1   ascii   \a@\fR
16954 0x000a86d4 0x005832d4 7   9    .vmp1   utf8    =9{C(Г\a blocks=Basic Latin,Cyrillic
16955 0x000a870e 0x0058330e 5   7    .vmp1   utf8    ø\aNZD blocks=Latin-1 Supplement,Basic Latin
16956 0x000a8723 0x00583323 13  14   .vmp1   ascii   1d\t2\tD(\v\a(},V
16957 0x000a8733 0x00583333 4   6    .vmp1   utf8    ޙ\aQv blocks=Thaana,Basic Latin
16958 0x000a8762 0x00583362 4   5    .vmp1   ascii   %#WL
16959 0x000a8781 0x00583381 4   5    .vmp1   ascii   S*7\f
16960 0x000a87ac 0x005833ac 4   5    .vmp1   ascii   3LT?
16961 0x000a87df 0x005833df 4   5    .vmp1   ascii   iN-7
16962 0x000a87ed 0x005833ed 7   8    .vmp1   ascii   g\vw%kCF
16963 0x000a87fc 0x005833fc 5   7    .vmp1   utf8    /t]!ؔ blocks=Basic Latin,Arabic
16964 0x000a8840 0x00583440 4   5    .vmp1   ascii   M6\aN
16965 0x000a8877 0x00583477 5   6    .vmp1   ascii   5hm9\a
16966 0x000a8894 0x00583494 8   11   .vmp1   utf8    LU\a:^ڿƑm blocks=Basic Latin,Arabic,Latin Extended-B
16967 0x000a88f7 0x005834f7 6   8    .vmp1   utf8    ;C@c3X
16968 0x000a891a 0x0058351a 4   5    .vmp1   ascii   NzHo
16969 0x000a894f 0x0058354f 7   8    .vmp1   ascii   ,\a\t9B$`
16970 0x000a8962 0x00583562 4   5    .vmp1   ascii   \a2 @
16971 0x000a8967 0x00583567 5   6    .vmp1   ascii   \t]0I\a
16972 0x000a8970 0x00583570 5   6    .vmp1   ascii   [*_H\a
16973 0x000a8977 0x00583577 5   6    .vmp1   ascii   {\b>Z%
16974 0x000a899f 0x0058359f 4   6    .vmp1   utf8    \v|]߆ blocks=Basic Latin,NKo
16975 0x000a89ad 0x005835ad 4   6    .vmp1   utf8    ʍ\a7f blocks=IPA Extensions,Basic Latin
16976 0x000a89cc 0x005835cc 5   6    .vmp1   ascii   yX^3{
16977 0x000a89e2 0x005835e2 5   6    .vmp1   ascii   \aVC^\v
16978 0x000a89ff 0x005835ff 4   7    .vmp1   utf8    \v~≨' blocks=Basic Latin,Mathematical Operators
16979 0x000a8a1a 0x0058361a 4   5    .vmp1   ascii   ZR\ak
16980 0x000a8a23 0x00583623 4   5    .vmp1   ascii   ?+\an
16981 0x000a8a39 0x00583639 6   7    .vmp1   ascii   \ai~DqH
16982 0x000a8a54 0x00583654 5   6    .vmp1   ascii   D9FC3
16983 0x000a8a90 0x00583690 6   8    .vmp1   utf8    \a2ʾT@I blocks=Basic Latin,Spacing Modifier Letters
16984 0x000a8ac6 0x005836c6 5   6    .vmp1   ascii   \a*=k;
16985 0x000a8b07 0x00583707 5   6    .vmp1   ascii   !pY7F
16986 0x000a8b31 0x00583731 4   5    .vmp1   ascii   O<\aL
16987 0x000a8b4b 0x0058374b 4   5    .vmp1   ascii   \v?O\t
16988 0x000a8b67 0x00583767 6   7    .vmp1   ascii   \aqz0Y[
16989 0x000a8b77 0x00583777 4   5    .vmp1   ascii   )}\a*
16990 0x000a8bb0 0x005837b0 4   7    .vmp1   utf8    \b(⻢Y blocks=Basic Latin,CJK Radicals Supplement
16991 0x000a8bfc 0x005837fc 5   7    .vmp1   utf8    pҶSb\a blocks=Basic Latin,Cyrillic
16992 0x000a8c24 0x00583824 4   5    .vmp1   ascii   ovaN
16993 0x000a8c29 0x00583829 4   5    .vmp1   ascii   $C\a1
16994 0x000a8c41 0x00583841 5   7    .vmp1   utf8    9Z-^Г blocks=Basic Latin,Cyrillic
16995 0x000a8c48 0x00583848 4   5    .vmp1   ascii   t6\bP
16996 0x000a8c73 0x00583873 6   7    .vmp1   ascii   \b4HOyo
16997 0x000a8cce 0x005838ce 4   5    .vmp1   ascii   J79\a
16998 0x000a8cfd 0x005838fd 4   6    .vmp1   utf8    [?ًt blocks=Basic Latin,Arabic
16999 0x000a8d34 0x00583934 4   5    .vmp1   ascii   i P`
17000 0x000a8d39 0x00583939 6   7    .vmp1   ascii   \a\n}^Q[
17001 0x000a8d80 0x00583980 5   7    .vmp1   utf8    ϼv1\ax blocks=Greek and Coptic,Basic Latin
17002 0x000a8dae 0x005839ae 4   5    .vmp1   ascii   T{'3
17003 0x000a8dd7 0x005839d7 4   6    .vmp1   utf8    \a2-Т blocks=Basic Latin,Cyrillic
17004 0x000a8e18 0x00583a18 6   7    .vmp1   ascii   K5\aIQA
17005 0x000a8e71 0x00583a71 4   5    .vmp1   ascii   Qd2;
17006 0x000a8e86 0x00583a86 5   9    .vmp1   utf8    ߷F\a̯͆ blocks=NKo,Basic Latin,Combining Diacritical Marks
17007 0x000a8ed6 0x00583ad6 4   6    .vmp1   utf8    ޞY\aP blocks=Thaana,Basic Latin
17008 0x000a8eed 0x00583aed 4   5    .vmp1   ascii   b\vyx
17009 0x000a8f09 0x00583b09 4   5    .vmp1   ascii   f\t_Y
17010 0x000a8f2f 0x00583b2f 5   6    .vmp1   ascii   \b{wS1
17011 0x000a8f8c 0x00583b8c 5   6    .vmp1   ascii   MdW\t8
17012 0x000a8fd1 0x00583bd1 4   5    .vmp1   ascii   50:}
17013 0x000a8fe4 0x00583be4 4   5    .vmp1   ascii   ,WM%
17014 0x000a904c 0x00583c4c 5   6    .vmp1   ascii   ?2\e.D
17015 0x000a9056 0x00583c56 5   6    .vmp1   ascii   -\ \rP
17016 0x000a906a 0x00583c6a 5   6    .vmp1   ascii   )d,q`
17017 0x000a9081 0x00583c81 6   7    .vmp1   ascii   LN\aYH'
17018 0x000a9099 0x00583c99 4   5    .vmp1   ascii   )\a>V
17019 0x000a90b5 0x00583cb5 4   5    .vmp1   ascii   \vHAS
17020 0x000a9114 0x00583d14 4   5    .vmp1   ascii   /IFQ
17021 0x000a911c 0x00583d1c 7   9    .vmp1   utf8    H&%3·"| blocks=Basic Latin,Latin-1 Supplement
17022 0x000a912c 0x00583d2c 6   7    .vmp1   ascii   9<Ae\a2
17023 0x000a913a 0x00583d3a 7   10   .vmp1   utf8    "\a뚝74\t3 blocks=Basic Latin,Hangul Syllables
17024 0x000a9159 0x00583d59 6   8    .vmp1   utf8    ɾ9\bt\r\v blocks=IPA Extensions,Basic Latin
17025 0x000a916b 0x00583d6b 4   5    .vmp1   ascii   WB!\e
17026 0x000a91ab 0x00583dab 4   5    .vmp1   ascii   )x\b\n
17027 0x000a91b4 0x00583db4 4   6    .vmp1   utf8    sX\bԍ blocks=Basic Latin,Cyrillic Supplement
17028 0x000a91bc 0x00583dbc 7   9    .vmp1   utf8    8\acfأ+e blocks=Basic Latin,Arabic
17029 0x000a91c6 0x00583dc6 5   6    .vmp1   ascii   \a%K>*
17030 0x000a91dd 0x00583ddd 4   5    .vmp1   ascii   \r\>s
17031 0x000a920e 0x00583e0e 4   6    .vmp1   utf8    ̏MNn blocks=Combining Diacritical Marks,Basic Latin
17032 0x000a9241 0x00583e41 5   6    .vmp1   ascii   \ab mu
17033 0x000a9250 0x00583e50 6   8    .vmp1   utf8    va&ǌ(x blocks=Basic Latin,Latin Extended-B
17034 0x000a9271 0x00583e71 4   5    .vmp1   ascii   8P\n\r
17035 0x000a9283 0x00583e83 7   8    .vmp1   ascii   \r)L}\a?A
17036 0x000a92bb 0x00583ebb 4   5    .vmp1   ascii   :9}\a
17037 0x000a92e7 0x00583ee7 4   5    .vmp1   ascii   u1S:
17038 0x000a92fa 0x00583efa 5   6    .vmp1   ascii   ;~B\aW
17039 0x000a9342 0x00583f42 4   5    .vmp1   ascii   K\anH
17040 0x000a9356 0x00583f56 4   5    .vmp1   ascii   ^\an\t
17041 0x000a9392 0x00583f92 4   5    .vmp1   ascii   \n\aS/
17042 0x000a93a7 0x00583fa7 5   6    .vmp1   ascii   ghJ?#
17043 0x000a93b5 0x00583fb5 6   7    .vmp1   ascii   yA1dMJ
17044 0x000a93c2 0x00583fc2 5   6    .vmp1   ascii   +\a\aKk
17045 0x000a946e 0x0058406e 4   5    .vmp1   ascii   \aS{C
17046 0x000a947b 0x0058407b 4   5    .vmp1   ascii   t]#g
17047 0x000a94e1 0x005840e1 4   5    .vmp1   ascii   \e!2a
17048 0x000a9534 0x00584134 4   5    .vmp1   ascii   9%]\r
17049 0x000a953b 0x0058413b 4   5    .vmp1   ascii   m\v}z
17050 0x000a9547 0x00584147 4   5    .vmp1   ascii   \vESa
17051 0x000a955f 0x0058415f 4   5    .vmp1   ascii   \auZi
17052 0x000a9564 0x00584164 4   5    .vmp1   ascii   R\e0h
17053 0x000a959f 0x0058419f 4   7    .vmp1   utf8    \a염Qs blocks=Basic Latin,Hangul Syllables
17054 0x000a95c3 0x005841c3 4   5    .vmp1   ascii   uT\ap
17055 0x000a960e 0x0058420e 4   5    .vmp1   ascii   kPL>
17056 0x000a9638 0x00584238 10  11   .vmp1   ascii   Z\n;Fp\v+E=:
17057 0x000a964b 0x0058424b 5   6    .vmp1   ascii   K}\v0\f
17058 0x000a965d 0x0058425d 4   6    .vmp1   utf8    J(͚\f blocks=Basic Latin,Combining Diacritical Marks
17059 0x000a96b0 0x005842b0 4   5    .vmp1   ascii   SB{$
17060 0x000a96ee 0x005842ee 4   5    .vmp1   ascii   \ae4H
17061 0x000a96fe 0x005842fe 4   7    .vmp1   utf8    #n\a턐 blocks=Basic Latin,Hangul Syllables
17062 0x000a970b 0x0058430b 5   6    .vmp1   ascii   WZ^K.
17063 0x000a9726 0x00584326 5   6    .vmp1   ascii   \aMr([
17064 0x000a972c 0x0058432c 5   6    .vmp1   ascii   \v\m7T
17065 0x000a9735 0x00584335 4   5    .vmp1   ascii   *}Mu
17066 0x000a973f 0x0058433f 7   8    .vmp1   ascii   ~27]g\t\a
17067 0x000a9750 0x00584350 6   10   .vmp1   utf8    ߄\b3鈣Se blocks=NKo,Basic Latin,CJK Unified Ideographs
17068 0x000a977c 0x0058437c 4   5    .vmp1   ascii   HZ"I
17069 0x000a9794 0x00584394 4   5    .vmp1   ascii   l17n
17070 0x000a97f1 0x005843f1 5   6    .vmp1   ascii   \eJ."s
17071 0x000a981b 0x0058441b 4   5    .vmp1   ascii   968\a
17072 0x000a9820 0x00584420 5   6    .vmp1   ascii   \vU+tF
17073 0x000a984a 0x0058444a 6   7    .vmp1   ascii   J\aoB/A
17074 0x000a98ff 0x005844ff 8   10   .vmp1   utf8    G2лSZO]s blocks=Basic Latin,Cyrillic
17075 0x000a9912 0x00584512 4   5    .vmp1   ascii   g!Vc
17076 0x000a9966 0x00584566 4   6    .vmp1   utf8    \a`}ܫ blocks=Basic Latin,Syriac
17077 0x000a996e 0x0058456e 5   6    .vmp1   ascii   4\a_Y$
17078 0x000a9975 0x00584575 4   5    .vmp1   ascii   *ND(
17079 0x000a9986 0x00584586 4   6    .vmp1   utf8    ǵ\ae& blocks=Latin Extended-B,Basic Latin
17080 0x000a99a1 0x005845a1 4   5    .vmp1   ascii   wHo\b
17081 0x000a9a1e 0x0058461e 8   11   .vmp1   utf8    x-\a٦\r\bDؑ blocks=Basic Latin,Arabic
17082 0x000a9a34 0x00584634 4   5    .vmp1   ascii   \aQ8L
17083 0x000a9a64 0x00584664 4   5    .vmp1   ascii   ,Pg\n
17084 0x000a9ab3 0x005846b3 4   5    .vmp1   ascii   HsV9
17085 0x000a9ae1 0x005846e1 4   7    .vmp1   utf8    Zgخɀ blocks=Basic Latin,Arabic,Latin Extended-B
17086 0x000a9aff 0x005846ff 4   5    .vmp1   ascii   O"Y\
17087 0x000a9b05 0x00584705 4   5    .vmp1   ascii   v#\t~
17088 0x000a9b2d 0x0058472d 4   5    .vmp1   ascii   q{hn
17089 0x000a9b67 0x00584767 4   5    .vmp1   ascii   \rD#?
17090 0x000a9ba4 0x005847a4 4   5    .vmp1   ascii   @%*Z
17091 0x000a9bc4 0x005847c4 4   5    .vmp1   ascii   @oy4
17092 0x000a9bed 0x005847ed 4   5    .vmp1   ascii   4- Z
17093 0x000a9c51 0x00584851 5   6    .vmp1   ascii   \a$4QN
17094 0x000a9c8b 0x0058488b 4   5    .vmp1   ascii   \a\t=S
17095 0x000a9c9c 0x0058489c 7   11   .vmp1   utf8    ۆ0\a牝Es6 blocks=Arabic,Basic Latin,CJK Unified Ideographs
17096 0x000a9cd3 0x005848d3 5   6    .vmp1   ascii   CHc9P
17097 0x000a9d01 0x00584901 6   8    .vmp1   utf8    brL,ˣ/ blocks=Basic Latin,Spacing Modifier Letters
17098 0x000a9d6f 0x0058496f 4   6    .vmp1   utf8    X>7ٍ blocks=Basic Latin,Arabic
17099 0x000a9d95 0x00584995 5   6    .vmp1   ascii   \axCJ7
17100 0x000a9db0 0x005849b0 4   7    .vmp1   utf8    ͬ@ȯ? blocks=Combining Diacritical Marks,Basic Latin,Latin Extended-B
17101 0x000a9dc1 0x005849c1 9   11   .vmp1   utf8    «<1\tsx\a:{ blocks=Latin-1 Supplement,Basic Latin
17102 0x000a9ddb 0x005849db 5   6    .vmp1   ascii   3\atua
17103 0x000a9e1f 0x00584a1f 4   6    .vmp1   utf8    \e\v\aW
17104 0x000a9e3c 0x00584a3c 7   8    .vmp1   ascii   e\aoRWpi
17105 0x000a9e76 0x00584a76 6   8    .vmp1   utf8    ds*ѹn\v blocks=Basic Latin,Cyrillic
17106 0x000a9eaf 0x00584aaf 6   8    .vmp1   utf8    \bυ|\a4j blocks=Basic Latin,Greek and Coptic
17107 0x000a9ebf 0x00584abf 4   5    .vmp1   ascii   W7m,
17108 0x000a9ef7 0x00584af7 5   6    .vmp1   ascii   dNv\fm
17109 0x000a9eff 0x00584aff 7   9    .vmp1   utf8    xz9ׄRU\a blocks=Basic Latin,Hebrew
17110 0x000a9f12 0x00584b12 4   6    .vmp1   utf8    Qȍ\ep blocks=Basic Latin,Latin Extended-B
17111 0x000a9f4a 0x00584b4a 7   9    .vmp1   utf8    ˆV\r]-n_ blocks=Spacing Modifier Letters,Basic Latin
17112 0x000a9f5a 0x00584b5a 5   6    .vmp1   ascii   I\ry\f@
17113 0x000a9fae 0x00584bae 4   6    .vmp1   utf8    ߋ%H\a blocks=NKo,Basic Latin
17114 0x000a9fbf 0x00584bbf 4   5    .vmp1   ascii   veiR
17115 0x000aa020 0x00584c20 4   6    .vmp1   utf8    V\a3=
17116 0x000aa046 0x00584c46 4   5    .vmp1   ascii   &\a`D
17117 0x000aa0ed 0x00584ced 5   8    .vmp1   utf8    t1O: blocks=Basic Latin,Private Use Area
17118 0x000aa110 0x00584d10 4   5    .vmp1   ascii   \aSx\b
17119 0x000aa1a4 0x00584da4 4   6    .vmp1   utf8    JʽF\a blocks=Basic Latin,Spacing Modifier Letters
17120 0x000aa1f4 0x00584df4 5   7    .vmp1   utf8    ZNø\e[ blocks=Basic Latin,Latin-1 Supplement
