[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000090 0x00000090 4   6            utf8    \n,Hƴ blocks=Basic Latin,Latin Extended-B
2    0x000000a0 0x000000a0 4   6            utf8    \n,KƦ blocks=Basic Latin,Latin Extended-B
3    0x000000e8 0x000000e8 4   5            ascii   Rich
4    0x000001f8 0x000001f8 5   6            ascii   .text
5    0x0000021f 0x0000021f 7   8            ascii   `.rdata
6    0x00000247 0x00000247 6   7            ascii   @.data
7    0x00000270 0x00000270 6   7            ascii   .gfids
8    0x00000297 0x00000297 6   7            ascii   @.rsrc
9    0x000002bf 0x000002bf 7   8            ascii   @.reloc
2473 0x00050088 0x00451e88 18  38   .data   utf16le POLICY_MANAGER.EXE
2474 0x00050150 0x00451f50 17  36   .data   utf16le VAULT_MANAGER.EXE
2475 0x00050218 0x00452018 19  40   .data   utf16le CATALOG_MANAGER.EXE
2476 0x000502e0 0x004520e0 18  38   .data   utf16le ACCOUNT_SERVER.EXE
2477 0x000503a8 0x004521a8 17  36   .data   utf16le GROUP_MANAGER.EXE
2478 0x00050470 0x00452270 13  28   .data   utf16le SCHEDULER.EXE
2479 0x00050538 0x00452338 27  56   .data   utf16le ACRONIS_LICENSE_SERVICE.EXE
2480 0x00050600 0x00452400 32  66   .data   utf16le ACRONIS_NOTIFICATION_SERVICE.EXE
2481 0x000506c8 0x004524c8 18  38   .data   utf16le UPDATE_SERVICE.EXE
2482 0x00050790 0x00452590 14  30   .data   utf16le MMSMONITOR.EXE
2483 0x00050858 0x00452658 23  48   .data   utf16le TIB_MOUNTER_MONITOR.EXE
2484 0x00050920 0x00452720 20  42   .data   utf16le MANAGEMENTSERVER.EXE
2485 0x000509e8 0x004527e8 7   16   .data   utf16le MMS.EXE
2486 0x00050ab0 0x004528b0 12  26   .data   utf16le XNVIEWMP.EXE
2487 0x00050b78 0x00452978 12  26   .data   utf16le ATCHKSRV.EXE
2488 0x00050c40 0x00452a40 7   16   .data   utf16le JQS.EXE
2489 0x00050d08 0x00452b08 17  36   .data   utf16le TCEVENTLOGGER.EXE
2490 0x00050dd0 0x00452bd0 14  30   .data   utf16le TCATSYSSRV.EXE
2491 0x00050e98 0x00452c98 9   20   .data   utf16le ATCHK.EXE
2492 0x00050f60 0x00452d60 9   20   .data   utf16le CWDSS.EXE
2493 0x00051028 0x00452e28 14  30   .data   utf16le MYSQLD-OPT.EXE
2494 0x000510f0 0x00452ef0 11  24   .data   utf16le UNIPLOT.EXE
2495 0x000511b8 0x00452fb8 15  32   .data   utf16le GTDISTDUTIL.EXE
2496 0x00051280 0x00453080 14  30   .data   utf16le GTSUITE_DP.EXE
2497 0x00051348 0x00453148 21  44   .data   utf16le ANSYS.ACT.BROWSER.EXE
2498 0x00051410 0x00453210 10  22   .data   utf16le FMEA65.IMG
2499 0x000514d8 0x004532d8 9   20   .data   utf16le ANSYS.EXE
2500 0x000515a0 0x004533a0 27  56   .data   utf16le APIP-STANDALONE-SERVICE.EXE
2501 0x00051668 0x00453468 20  42   .data   utf16le INTELMEFWSERVICE.EXE
2502 0x00051730 0x00453530 21  44   .data   utf16le CAUDIOFILTERAGENT.EXE
2503 0x000517f8 0x004535f8 14  30   .data   utf16le SMARTAUDIO.EXE
2504 0x000518c0 0x004536c0 21  44   .data   utf16le FILEOPENMANAGER64.EXE
2505 0x00051988 0x00453788 20  42   .data   utf16le FILEOPENBROKER64.EXE
2506 0x00051a50 0x00453850 7   16   .data   utf16le TCR.EXE
2507 0x00051b18 0x00453918 12  26   .data   utf16le PTEDIT52.EXE
2508 0x00051be0 0x004539e0 10  22   .data   utf16le NIRSHD.EXE
2509 0x00051ca8 0x00453aa8 14  30   .data   utf16le TDMSERVICE.EXE
2510 0x00051d70 0x00453b70 11  24   .data   utf16le UPEKSVR.EXE
2511 0x00051e38 0x00453c38 13  28   .data   utf16le PDVD9SERV.EXE
2512 0x00051f00 0x00453d00 19  40   .data   utf16le HEADUPDATERTRAY.EXE
2513 0x00051fc8 0x00453dc8 17  36   .data   utf16le GTSUITEHELPER.EXE
2514 0x00052090 0x00453e90 12  26   .data   utf16le CFX5POST.EXE
2515 0x00052158 0x00453f58 15  32   .data   utf16le POSTGUI_OGL.EXE
2516 0x00052220 0x00454020 14  30   .data   utf16le POSTENGINE.EXE
2517 0x000522e8 0x004540e8 15  32   .data   utf16le CHARTVIEWER.EXE
2518 0x000523b0 0x004541b0 10  22   .data   utf16le BRICKD.EXE
2519 0x00052478 0x00454278 18  38   .data   utf16le RADEONSETTINGS.EXE
2520 0x00052540 0x00454340 19  40   .data   utf16le PASUPPORTCENTER.EXE
2521 0x00052608 0x00454408 13  28   .data   utf16le FSCAPTURE.EXE
2522 0x000526d0 0x004544d0 11  24   .data   utf16le CFX5PRE.EXE
2523 0x00052798 0x00454598 14  30   .data   utf16le PREGUI_OGL.EXE
2524 0x00052860 0x00454660 13  28   .data   utf16le PREENGINE.EXE
2525 0x00052928 0x00454728 17  36   .data   utf16le SOLVERMANAGER.EXE
2526 0x000529f0 0x004547f0 24  50   .data   utf16le TREESIZEFREEPORTABLE.EXE
2527 0x00052ab8 0x004548b8 16  34   .data   utf16le TREESIZEFREE.EXE
2528 0x00052b80 0x00454980 6   14   .data   utf16le HW.EXE
2529 0x00052c48 0x00454a48 8   18   .data   utf16le WISH.EXE
2530 0x00052d10 0x00454b10 12  26   .data   utf16le HMOPENGL.EXE
2531 0x00052dd8 0x00454bd8 7   16   .data   utf16le GUP.EXE
2532 0x00052ea0 0x00454ca0 29  60   .data   utf16le CONNECT_FMOPSOLVER_SERVER.EXE
2533 0x00052f68 0x00454d68 13  28   .data   utf16le THRUSTFEM.EXE
2534 0x00053030 0x00454e30 12  26   .data   utf16le WMPLAYER.EXE
2535 0x000530f8 0x00454ef8 22  46   .data   utf16le ADOBEUPDATESERVICE.EXE
2536 0x000531c0 0x00454fc0 18  38   .data   utf16le ADOBEIPCBROKER.EXE
2537 0x00053288 0x00455088 18  38   .data   utf16le CREATIVE CLOUD.EXE
2538 0x00053350 0x00455150 25  52   .data   utf16le ADOBE DESKTOP SERVICE.EXE
2539 0x00053418 0x00455218 20  42   .data   utf16le ADOBE CEF HELPER.EXE
2540 0x000534e0 0x004552e0 12  26   .data   utf16le CORESYNC.EXE
2541 0x000535a8 0x004553a8 14  30   .data   utf16le CCXPROCESS.EXE
2542 0x00053670 0x00455470 8   18   .data   utf16le NODE.EXE
2543 0x00053738 0x00455538 11  24   .data   utf16le ACROCEF.EXE
2544 0x00053800 0x00455600 11  24   .data   utf16le ACROBAT.EXE
2545 0x000538c8 0x004556c8 19  40   .data   utf16le CISCOWEBEXSTART.EXE
2546 0x00053990 0x00455790 13  28   .data   utf16le Q-DIR_X64.EXE
2547 0x00053a58 0x00455858 18  38   .data   utf16le MCSCRIPT_INUSE.EXE
2548 0x00053b20 0x00455920 7   16   .data   utf16le MTB.EXE
2549 0x00053be8 0x004559e8 10  22   .data   utf16le MATLAB.EXE
2550 0x00053cb0 0x00455ab0 15  32   .data   utf16le JCEF_HELPER.EXE
2551 0x00053d78 0x00455b78 14  30   .data   utf16le RUNEXEFILE.EXE
2552 0x00053e40 0x00455c40 22  46   .data   utf16le JXBROWSER-CHROMIUM.EXE
2553 0x00053f08 0x00455d08 11  24   .data   utf16le SPOTIFY.EXE
2554 0x00053fd0 0x00455dd0 15  32   .data   utf16le WDDMSERVICE.EXE
2555 0x00054098 0x00455e98 9   20   .data   utf16le WDFME.EXE
2556 0x00054160 0x00455f60 8   18   .data   utf16le WDSC.EXE
2557 0x00054228 0x00456028 14  30   .data   utf16le IHILECKAGE.EXE
2558 0x000542f0 0x004560f0 15  32   .data   utf16le KITESERVICE.EXE
2559 0x000543b8 0x004561b8 20  42   .data   utf16le LOGIPRESENTATION.EXE
2560 0x00054480 0x00456280 22  46   .data   utf16le LOGIPRESENTATIONUI.EXE
2561 0x00054548 0x00456348 9   20   .data   utf16le KITED.EXE
2562 0x00054610 0x00456410 23  48   .data   utf16le LOGIPRESENTATIONMGR.EXE
2563 0x000546d8 0x004564d8 21  44   .data   utf16le HEADLICENSESERVER.EXE
2564 0x000547a0 0x004565a0 13  28   .data   utf16le QTCREATOR.EXE
2565 0x00054868 0x00456668 16  34   .data   utf16le CLANGBACKEND.EXE
2566 0x00054930 0x00456730 10  22   .data   utf16le SPYDER.EXE
2567 0x000549f8 0x004567f8 12  26   .data   utf16le I_VIEW64.EXE
2568 0x00054ac0 0x004568c0 17  36   .data   utf16le GETFOLDERSIZE.EXE
2569 0x00054b88 0x00456988 18  38   .data   utf16le ALLDUPPORTABLE.EXE
2570 0x00054c50 0x00456a50 20  42   .data   utf16le HYPERCAMPORTABLE.EXE
2571 0x00054d18 0x00456b18 10  22   .data   utf16le HYCAM2.EXE
2572 0x00054de0 0x00456be0 39  80   .data   utf16le HEADACOUSTICS.APPLICATIONS.RECORDER.EXE
2573 0x00054ea8 0x00456ca8 16  34   .data   utf16le LCDCOUNTDOWN.EXE
2574 0x00054f70 0x00456d70 12  26   .data   utf16le LCDMEDIA.EXE
2575 0x00055038 0x00456e38 12  26   .data   utf16le LCDCLOCK.EXE
2576 0x00055100 0x00456f00 11  24   .data   utf16le LCDPOP3.EXE
2577 0x000551c8 0x00456fc8 19  40   .data   utf16le DELIVERYSERVICE.EXE
2578 0x00055290 0x00457090 16  34   .data   utf16le FORMTRACEPAK.EXE
2579 0x00055358 0x00457158 15  32   .data   utf16le TRAYMONITOR.EXE
2580 0x00055420 0x00457220 10  22   .data   utf16le ACIS29.EXE
2581 0x000554e8 0x004572e8 16  34   .data   utf16le PRINTKEY2000.EXE
2582 0x000555b0 0x004573b0 19  40   .data   utf16le ETASTIMESERVICE.EXE
2583 0x00055678 0x00457478 8   18   .data   utf16le INCA.EXE
2584 0x00055740 0x00457540 14  30   .data   utf16le LIMASERVER.EXE
2585 0x00055808 0x00457608 10  22   .data   utf16le TGTSVR.EXE
2586 0x000558d0 0x004576d0 25  52   .data   utf16le CFW.ETASCONFIGSERVICE.EXE
2587 0x00055998 0x00457798 13  28   .data   utf16le IPMSERVER.EXE
2588 0x00055a60 0x00457860 17  36   .data   utf16le AXISCOMPANION.EXE
2589 0x00055b28 0x00457928 7   16   .data   utf16le MDA.EXE
2590 0x00055bf0 0x004579f0 9   20   .data   utf16le ASAP3.EXE
2591 0x00055cb8 0x00457ab8 15  32   .data   utf16le JP2LAUNCHER.EXE
2592 0x00055d80 0x00457b80 20  42   .data   utf16le JUPYTER-NOTEBOOK.EXE
2593 0x00055e48 0x00457c48 37  76   .data   utf16le TESTBENCHMAINTENANCEINDICATORS_V6.EXE
2594 0x00055f10 0x00457d10 10  22   .data   utf16le RUIDDE.EXE
2595 0x00055fd8 0x00457dd8 16  34   .data   utf16le PACONTROLLER.EXE
2596 0x000560a0 0x00457ea0 13  28   .data   utf16le PAUSERBOX.EXE
2597 0x00056168 0x00457f68 18  38   .data   utf16le PACONFIGURATOR.EXE
2598 0x00056230 0x00458030 19  40   .data   utf16le PATOOLSLOGCACHE.EXE
2599 0x000562f8 0x004580f8 12  26   .data   utf16le ORIGIN86.EXE
2600 0x000563c0 0x004581c0 20  42   .data   utf16le PADATAFILELOADER.EXE
2601 0x00056488 0x00458288 12  26   .data   utf16le UPSAG_NT.EXE
2602 0x00056550 0x00458350 11  24   .data   utf16le ODMTRAY.EXE
2603 0x00056618 0x00458418 12  26   .data   utf16le UPSAG_AP.EXE
2604 0x000566e0 0x004584e0 20  42   .data   utf16le PACONTROLLER.NET.EXE
2605 0x000567a8 0x004585a8 15  32   .data   utf16le PAAPPCENTER.EXE
2606 0x00056870 0x00458670 20  42   .data   utf16le OFFICECLICKTORUN.EXE
2607 0x00056938 0x00458738 16  34   .data   utf16le APPVSHNOTIFY.EXE
2608 0x00056a00 0x00458800 14  30   .data   utf16le AUTOHOTKEY.EXE
2609 0x00056ac8 0x004588c8 12  26   .data   utf16le W3DBSMGR.EXE
2610 0x00056b90 0x00458990 20  42   .data   utf16le VMWARE-CONVERTER.EXE
2611 0x00056c58 0x00458a58 12  26   .data   utf16le CW1322A1.EXE
2612 0x00056d20 0x00458b20 8   18   .data   utf16le DDDP.EXE
2613 0x00056de8 0x00458be8 11  24   .data   utf16le WKSVW32.EXE
2614 0x00056eb0 0x00458cb0 12  26   .data   utf16le WINGUARD.EXE
2615 0x00056f78 0x00458d78 11  24   .data   utf16le TRENDIC.EXE
2616 0x00057040 0x00458e40 24  50   .data   utf16le BR.AS.UPGRADESERVICE.EXE
2617 0x00057108 0x00458f08 22  46   .data   utf16le BRAUTHORIZATIONSVC.EXE
2618 0x000571d0 0x00458fd0 27  56   .data   utf16le PEAKBOARDBRIDGE.SERVICE.EXE
2619 0x00057298 0x00459098 33  68   .data   utf16le PEAKBOARDBRIDGEMANAGEDSERVICE.EXE
2620 0x00057360 0x00459160 25  52   .data   utf16le INDUSO.FLUDIS.DESKTOP.EXE
2621 0x00057428 0x00459228 14  30   .data   utf16le CREATOR-WS.EXE
2622 0x000574f0 0x004592f0 26  54   .data   utf16le OPC.UA.DISCOVERYSERVER.EXE
2623 0x000575b8 0x004593b8 12  26   .data   utf16le OPCUALDS.EXE
2624 0x00057680 0x00459480 19  40   .data   utf16le SCSDISTSERVICEX.EXE
2625 0x00057748 0x00459548 13  28   .data   utf16le IPCSECCOM.EXE
2626 0x00057810 0x00459610 20  42   .data   utf16le VDOGCOMPAREAGENT.EXE
2627 0x000578d8 0x004596d8 19  40   .data   utf16le VDOGUPLOADAGENT.EXE
2628 0x000579a0 0x004597a0 10  22   .data   utf16le UM.RIS.EXE
2629 0x00057a68 0x00459868 10  22   .data   utf16le UM.SSO.EXE
2630 0x00057b30 0x00459930 24  50   .data   utf16le CC.TUNNELSERVICEHOST.EXE
2631 0x00057bf8 0x004599f8 9   20   .data   utf16le HMIES.EXE
2632 0x00057cc0 0x00459ac0 15  32   .data   utf16le TRACESERVER.EXE
2633 0x00057d88 0x00459b88 12  26   .data   utf16le S7AHHLPX.EXE
2634 0x00057e50 0x00459c50 12  26   .data   utf16le S7SYMAPX.EXE
2635 0x00057f18 0x00459d18 23  48   .data   utf16le SPOKESUPDATESERVICE.EXE
2636 0x00057fe0 0x00459de0 7   16   .data   utf16le ISA.EXE
2637 0x000580a8 0x00459ea8 11  24   .data   utf16le EXPRESS.EXE
2638 0x00058170 0x00459f70 10  22   .data   utf16le PLTHUB.EXE
2639 0x00058238 0x0045a038 13  28   .data   utf16le VNCVIEWER.EXE
2640 0x00058300 0x0045a100 21  44   .data   utf16le WTABLETSERVICEPRO.EXE
2641 0x000583c8 0x0045a1c8 11  24   .data   utf16le WLIDSVC.EXE
2642 0x00058490 0x0045a290 12  26   .data   utf16le WLIDSVCM.EXE
2643 0x00058558 0x0045a358 20  42   .data   utf16le WACOM_TABLETUSER.EXE
2644 0x00058620 0x0045a420 13  28   .data   utf16le WACOMHOST.EXE
2645 0x000586e8 0x0045a4e8 16  34   .data   utf16le WACOM_TABLET.EXE
2646 0x000587b0 0x0045a5b0 19  40   .data   utf16le WACOM_TOUCHUSER.EXE
2647 0x00058878 0x0045a678 22  46   .data   utf16le CLICKSHARELAUNCHER.EXE
2648 0x00058940 0x0045a740 8   18   .data   utf16le FCNM.EXE
2649 0x00058a08 0x0045a808 8   18   .data   utf16le DIKE.EXE
2650 0x00058ad0 0x0045a8d0 11  24   .data   utf16le ACROEXT.EXE
2651 0x00058b98 0x0045a998 24  50   .data   utf16le ADSKLICENSINGSERVICE.EXE
2652 0x00058c60 0x0045aa60 11  24   .data   utf16le GLOVIUS.EXE
2653 0x00058d28 0x0045ab28 11  24   .data   utf16le IBTSIVA.EXE
2654 0x00058df0 0x0045abf0 15  32   .data   utf16le UOIPSERVICE.EXE
2655 0x00058eb8 0x0045acb8 13  28   .data   utf16le DEVMONSRV.EXE
2656 0x00058f80 0x0045ad80 12  26   .data   utf16le MEDIASRV.EXE
2657 0x00059048 0x0045ae48 11  24   .data   utf16le OBEXSRV.EXE
2658 0x00059110 0x0045af10 17  36   .data   utf16le DPOMONITORSVC.EXE
2659 0x000591d8 0x0045afd8 19  40   .data   utf16le DPOTELEMETRYSVC.EXE
2660 0x000592a0 0x0045b0a0 14  30   .data   utf16le POASERVICE.EXE
2661 0x00059368 0x0045b168 12  26   .data   utf16le POASMSRV.EXE
2662 0x00059430 0x0045b230 13  28   .data   utf16le POATASERV.EXE
2663 0x000594f8 0x0045b2f8 17  36   .data   utf16le DELLPOAEVENTS.EXE
2664 0x000595c0 0x0045b3c0 14  30   .data   utf16le DELLPOAPWR.EXE
2665 0x00059688 0x0045b488 18  38   .data   utf16le DYMOQUICKPRINT.EXE
2666 0x00059750 0x0045b550 11  24   .data   utf16le NVPDSVC.EXE
2667 0x00059818 0x0045b618 16  34   .data   utf16le DCPSYSMGRSVC.EXE
2668 0x000598e0 0x0045b6e0 21  44   .data   utf16le DELL.CONTROLPOINT.EXE
2669 0x000599a8 0x0045b7a8 9   20   .data   utf16le POPUP.EXE
2670 0x00059a70 0x0045b870 33  68   .data   utf16le BCMDEVICEANDTASKSTATUSSERVICE.EXE
2671 0x00059b38 0x0045b938 9   20   .data   utf16le WINGS.EXE
2672 0x00059c00 0x0045ba00 8   18   .data   utf16le MAPS.EXE
2673 0x00059cc8 0x0045bac8 22  46   .data   utf16le MICROSOFT.MSN.NEWS.EXE
2674 0x00059d90 0x0045bb90 20  42   .data   utf16le PAINTSTUDIO.VIEW.EXE
2675 0x00059e58 0x0045bc58 17  36   .data   utf16le DRIVERINSTALL.EXE
2676 0x00059f20 0x0045bd20 16  34   .data   utf16le WSAPPSERVICE.EXE
2677 0x00059fe8 0x0045bde8 21  44   .data   utf16le DELLCOMMANDUPDATE.EXE
2678 0x0005a0b0 0x0045beb0 12  26   .data   utf16le IGCCTRAY.EXE
2679 0x0005a178 0x0045bf78 8   18   .data   utf16le IGCC.EXE
2680 0x0005a240 0x0045c040 13  28   .data   utf16le MATICAMAN.EXE
2681 0x0005a308 0x0045c108 12  26   .data   utf16le XDBCSRVR.EXE
2682 0x0005a3d0 0x0045c1d0 10  22   .data   utf16le TMCW32.EXE
2683 0x0005a498 0x0045c298 9   20   .data   utf16le OMNIA.EXE
2684 0x0005a560 0x0045c360 13  28   .data   utf16le MFEENSPPL.EXE
2685 0x0005a628 0x0045c428 22  46   .data   utf16le LAVASOFTTCPSERVICE.EXE
2686 0x0005a6f0 0x0045c4f0 13  28   .data   utf16le SZDRVSVCM.EXE
2687 0x0005a7b8 0x0045c5b8 35  72   .data   utf16le LAVASOFT.WCASSISTANT.WINSERVICE.EXE
2688 0x0005a880 0x0045c680 12  26   .data   utf16le ABRTMONM.EXE
2689 0x0005a948 0x0045c748 26  54   .data   utf16le TPMPROVISIONINGSERVICE.EXE
2690 0x0005aa10 0x0045c810 28  58   .data   utf16le APPLEMOBILEDEVICEPROCESS.EXE
2691 0x0005aad8 0x0045c8d8 11  24   .data   utf16le BINGSVC.EXE
2692 0x0005aba0 0x0045c9a0 13  28   .data   utf16le 3DXNUMPAD.EXE
2693 0x0005ac68 0x0045ca68 18  38   .data   utf16le DELLOSDSERVICE.EXE
2694 0x0005ad30 0x0045cb30 16  34   .data   utf16le MEDIABUTTONS.EXE
2695 0x0005adf8 0x0045cbf8 20  42   .data   utf16le ACTLICENSESERVER.EXE
2696 0x0005aec0 0x0045ccc0 13  28   .data   utf16le PDFSAVER3.EXE
2697 0x0005af88 0x0045cd88 20  42   .data   utf16le VIVALDIFRAMEWORK.EXE
2698 0x0005b050 0x0045ce50 12  26   .data   utf16le TBUPDDWU.EXE
2699 0x0005b118 0x0045cf18 18  38   .data   utf16le MINIWEBSERVICE.EXE
2700 0x0005b1e0 0x0045cfe0 12  26   .data   utf16le TBDAEMON.EXE
2701 0x0005b2a8 0x0045d0a8 12  26   .data   utf16le AIDAEMON.EXE
2702 0x0005b370 0x0045d170 16  34   .data   utf16le ALARMMANAGER.EXE
2703 0x0005b438 0x0045d238 18  38   .data   utf16le SYMSNAPSERVICE.EXE
2704 0x0005b500 0x0045d300 7   16   .data   utf16le SMC.EXE
2705 0x0005b5c8 0x0045d3c8 12  26   .data   utf16le SMAX4PNP.EXE
2706 0x0005b690 0x0045d490 10  22   .data   utf16le ISUSPM.EXE
2707 0x0005b758 0x0045d558 10  22   .data   utf16le MSMSGS.EXE
2708 0x0005b820 0x0045d620 12  26   .data   utf16le HPQTRA08.EXE
2709 0x0005b8e8 0x0045d6e8 13  28   .data   utf16le TURBOFORM.EXE
2710 0x0005b9b0 0x0045d7b0 14  30   .data   utf16le CALCSERVER.EXE
2711 0x0005ba78 0x0045d878 12  26   .data   utf16le DBSERVER.EXE
2712 0x0005bb40 0x0045d940 18  38   .data   utf16le FORMCONTROLLER.EXE
2713 0x0005bc08 0x0045da08 12  26   .data   utf16le HPQSTE08.EXE
2714 0x0005bcd0 0x0045dad0 11  24   .data   utf16le AUSWERT.EXE
2715 0x0005bd98 0x0045db98 10  22   .data   utf16le EVOVIS.EXE
2716 0x0005be60 0x0045dc60 17  36   .data   utf16le MACHINESERVER.EXE
2717 0x0005bf28 0x0045dd28 10  22   .data   utf16le RTDCPL.EXE
2718 0x0005bff0 0x0045ddf0 14  30   .data   utf16le WAVXDOCMGR.EXE
2719 0x0005c0b8 0x0045deb8 13  28   .data   utf16le TDMNOTIFY.EXE
2720 0x0005c180 0x0045df80 13  28   .data   utf16le DIA2000SE.EXE
2721 0x0005c248 0x0045e048 14  30   .data   utf16le SPVDESKTOP.EXE
2722 0x0005c310 0x0045e110 21  44   .data   utf16le JOBSERVERARBEITEN.EXE
2723 0x0005c3d8 0x0045e1d8 9   20   .data   utf16le SMAX4.EXE
2724 0x0005c4a0 0x0045e2a0 12  26   .data   utf16le AERTSR64.EXE
2725 0x0005c568 0x0045e368 9   20   .data   utf16le TRWIN.EXE
2726 0x0005c630 0x0045e430 14  30   .data   utf16le CONTROLLER.EXE
2727 0x0005c6f8 0x0045e4f8 9   20   .data   utf16le TMESS.EXE
2728 0x0005c7c0 0x0045e5c0 12  26   .data   utf16le TRANAL~1.EXE
2729 0x0005c888 0x0045e688 10  22   .data   utf16le ACIS27.EXE
2730 0x0005c950 0x0045e750 15  32   .data   utf16le FIELDBUSSRV.EXE
2731 0x0005ca18 0x0045e818 12  26   .data   utf16le UPHCLEAN.EXE
2732 0x0005cae0 0x0045e8e0 8   18   .data   utf16le BWMS.EXE
2733 0x0005cba8 0x0045e9a8 7   16   .data   utf16le TO3.EXE
2734 0x0005cc70 0x0045ea70 24  50   .data   utf16le INPUTPERSONALIZATION.EXE
2735 0x0005cd38 0x0045eb38 14  30   .data   utf16le BRTOUCHSVC.EXE
2736 0x0005ce00 0x0045ec00 18  38   .data   utf16le BR.ADI.SERVICE.EXE
2737 0x0005cec8 0x0045ecc8 22  46   .data   utf16le BR.ADI.UPS.SERVICE.EXE
2738 0x0005cf90 0x0045ed90 15  32   .data   utf16le APP_UPDATER.EXE
2739 0x0005d058 0x0045ee58 29  60   .data   utf16le BR.ADI.DISPLAY.BRIGHTNESS.EXE
2740 0x0005d120 0x0045ef20 22  46   .data   utf16le BR.ADI.UPS.MANAGER.EXE
2741 0x0005d1e8 0x0045efe8 15  32   .data   utf16le HAHN MDA CS.EXE
2742 0x0005d2b0 0x0045f0b0 20  42   .data   utf16le HAHN IHI TOOLBOX.EXE
2743 0x0005d378 0x0045f178 10  22   .data   utf16le HMIRTM.EXE
2744 0x0005d440 0x0045f240 17  36   .data   utf16le RUNSHAREPOINT.EXE
2745 0x0005d508 0x0045f308 7   16   .data   utf16le ATB.EXE
2746 0x0005d5d0 0x0045f3d0 9   20   .data   utf16le AINAP.EXE
2747 0x0005d698 0x0045f498 12  26   .data   utf16le ATIPTAXX.EXE
2748 0x0005d760 0x0045f560 12  26   .data   utf16le AACENTER.EXE
2749 0x0005d828 0x0045f628 12  26   .data   utf16le HPTLBXFX.EXE
2750 0x0005d8f0 0x0045f6f0 13  28   .data   utf16le HPWUSCHD2.EXE
2751 0x0005d9b8 0x0045f7b8 10  22   .data   utf16le HPPUSG.EXE
2752 0x0005da80 0x0045f880 19  40   .data   utf16le NMINDEXSTORESVR.EXE
2753 0x0005db48 0x0045f948 11  24   .data   utf16le DBGVIEW.EXE
2754 0x0005dc10 0x0045fa10 9   20   .data   utf16le MOSES.EXE
2755 0x0005dcd8 0x0045fad8 14  30   .data   utf16le SPEEDLIMIT.EXE
2756 0x0005dda0 0x0045fba0 10  22   .data   utf16le SERVER.EXE
2757 0x0005de68 0x0045fc68 8   18   .data   utf16le STAT.EXE
2758 0x0005df30 0x0045fd30 9   20   .data   utf16le RUPSD.EXE
2759 0x0005dff8 0x0045fdf8 12  26   .data   utf16le IAANTMON.EXE
2760 0x0005e0c0 0x0045fec0 12  26   .data   utf16le TO3SHELL.EXE
2761 0x0005e188 0x0045ff88 14  30   .data   utf16le QDAS_O-QIS.EXE
2762 0x0005e250 0x00460050 9   20   .data   utf16le RCCMD.EXE
2763 0x0005e318 0x00460118 13  28   .data   utf16le RCCMDTRAY.EXE
2764 0x0005e3e0 0x004601e0 8   18   .data   utf16le TRCD.EXE
2765 0x0005e4a8 0x004602a8 12  26   .data   utf16le ANOVTRAY.EXE
2766 0x0005e570 0x00460370 10  22   .data   utf16le _PCDTS.EXE
2767 0x0005e638 0x00460438 11  24   .data   utf16le _DSPCOM.EXE
2768 0x0005e700 0x00460500 11  24   .data   utf16le _DSPCON.EXE
2769 0x0005e7c8 0x004605c8 11  24   .data   utf16le DSPMNGR.EXE
2770 0x0005e890 0x00460690 11  24   .data   utf16le _DSPFCS.EXE
2771 0x0005e958 0x00460758 12  26   .data   utf16le JWFCTECO.EXE
2772 0x0005ea20 0x00460820 12  26   .data   utf16le KALTTEST.EXE
2773 0x0005eae8 0x004608e8 18  38   .data   utf16le JWF_IHI_READER.EXE
2774 0x0005ebb0 0x004609b0 10  22   .data   utf16le ANAWIN.EXE
2775 0x0005ec78 0x00460a78 26  54   .data   utf16le DEFAULTSETTINGSRESTORE.EXE
2776 0x0005ed40 0x00460b40 11  24   .data   utf16le COMGAGE.EXE
2777 0x0005ee08 0x00460c08 12  26   .data   utf16le NIPXICMS.EXE
2778 0x0005eed0 0x00460cd0 9   20   .data   utf16le NISDS.EXE
2779 0x0005ef98 0x00460d98 10  22   .data   utf16le NIROCO.EXE
2780 0x0005f060 0x00460e60 17  36   .data   utf16le DEVICEMONITOR.EXE
2781 0x0005f128 0x00460f28 37  76   .data   utf16le CAROBA SOFT ANTRIEBSSTEUERUNG 1.9.EXE
2782 0x0005f1f0 0x00460ff0 36  74   .data   utf16le CAROBA-SOFT AUSWUCHTSOFTWARE 3.9.EXE
2783 0x0005f2b8 0x004610b8 16  34   .data   utf16le TOUCHINPUTPC.EXE
2784 0x0005f380 0x00461180 12  26   .data   utf16le DQM_TOOL.EXE
2785 0x0005f448 0x00461248 24  50   .data   utf16le JRE-8U221-WINDOWS-AU.EXE
2786 0x0005f510 0x00461310 11  24   .data   utf16le DFQ2XML.EXE
2787 0x0005f5d8 0x004613d8 20  42   .data   utf16le ICSITRACE_SERVER.EXE
2788 0x0005f6a0 0x004614a0 9   20   .data   utf16le DWRCC.EXE
2789 0x0005f768 0x00461568 21  44   .data   utf16le VDOGMASTERSERVICE.EXE
2790 0x0005f830 0x00461630 16  34   .data   utf16le VDOGFBSERVER.EXE
2791 0x0005f8f8 0x004616f8 23  48   .data   utf16le VDOGREPORTINGSERVER.EXE
2792 0x0005f9c0 0x004617c0 18  38   .data   utf16le VDOGTODOSERVER.EXE
