[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a8 0x000000a8 5   6            ascii   RichD
3    0x000001c0 0x000001c0 5   6            ascii   .text
4    0x000001e7 0x000001e7 6   7            ascii   `.rsrc
5    0x00001010 0x00001010 4   5            ascii   E\fPV
6    0x0000101e 0x0000101e 6   8            utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
7    0x0000105a 0x0000105a 5   7            utf8    \a\vʊP\v blocks=Basic Latin,IPA Extensions
8    0x000010ab 0x000010ab 5   7            utf8    \a\vʊP\a blocks=Basic Latin,IPA Extensions
9    0x00001100 0x00001100 4   6            utf8    \a\vʊP blocks=Basic Latin,IPA Extensions
10   0x0000117c 0x0000117c 5   6            ascii   >'{CU
11   0x0000119f 0x0000119f 4   5            ascii   I\fSW
12   0x000011d7 0x000011d7 6   7            ascii   1N\b1V\f
998  0x000163ef 0x004161ef 4   5    .text   ascii   y1zg
999  0x0001646f 0x0041626f 5   8    .text   utf8    gŰEOo blocks=Basic Latin,Latin Extended-A
1000 0x000164c7 0x004162c7 7   8    .text   ascii   '06!ZK\f
1001 0x000164d6 0x004162d6 6   9    .text   utf8    "62綑Y5 blocks=Basic Latin,CJK Unified Ideographs
1002 0x000164fc 0x004162fc 5   6    .text   ascii   ri\rd1
1003 0x00016560 0x00416360 4   5    .text   ascii   yPD3
1004 0x00016585 0x00416385 4   5    .text   ascii   r\rR_
1005 0x000165ba 0x004163ba 4   5    .text   ascii   }k4|
1006 0x000165db 0x004163db 5   6    .text   ascii   DUFRh
1007 0x0001660e 0x0041640e 4   6    .text   utf8    vg]̻ blocks=Basic Latin,Combining Diacritical Marks
1008 0x00016615 0x00416415 6   7    .text   ascii   C?Rn8N
1009 0x0001661c 0x0041641c 4   5    .text   ascii   y@'n
1010 0x00016678 0x00416478 4   5    .text   ascii   ?[!\r
1011 0x0001668d 0x0041648d 4   5    .text   ascii   \fqX1
1012 0x000166bc 0x004164bc 4   5    .text   ascii   H]<q
1013 0x000166d8 0x004164d8 5   6    .text   ascii   6}n!1
1014 0x0001670d 0x0041650d 5   6    .text   ascii   /*vH]
1015 0x00016766 0x00416566 4   5    .text   ascii   O1!|
1016 0x0001676f 0x0041656f 4   5    .text   ascii   ?\tA}
1017 0x0001678a 0x0041658a 4   6    .text   utf8    t3pn
1018 0x000167c9 0x004165c9 5   6    .text   ascii   SVWj?
1019 0x0001682b 0x0041662b 4   5    .text   ascii   www.
1020 0x0001689f 0x0041669f 4   6    .text   utf8    u\b3ۃ blocks=Basic Latin,Arabic
1021 0x000169e4 0x004167e4 4   5    .text   ascii   D:rP
1022 0x00016bf6 0x004169f6 4   5    .text   ascii   E\b\r\n
1023 0x00016c00 0x00416a00 5   6    .text   ascii   Portf
1024 0x00016c10 0x00416a10 4   5    .text   ascii   User
1025 0x00016c1e 0x00416a1e 4   5    .text   ascii   Serv
1026 0x00016c25 0x00416a25 4   5    .text   ascii   er:\t
1027 0x00016c72 0x00416a72 5   6    .text   ascii   Rj\bSP
1028 0x00016f1f 0x00416d1f 4   5    .text   ascii   y PW
1029 0x00017045 0x00416e45 4   5    .text   ascii   SWj?
1030 0x0001709d 0x00416e9d 5   8    .text   utf8    N\bQR芕 blocks=Basic Latin,CJK Unified Ideographs
1031 0x000170fc 0x00416efc 4   5    .text   ascii   Hh8*
1032 0x0001714c 0x00416f4c 5   6    .text   ascii   ]\bjMS
1033 0x000171b2 0x00416fb2 4   5    .text   ascii   t\t_[
1034 0x000171c6 0x00416fc6 4   5    .text   ascii   \b_[3
1035 0x000171f9 0x00416ff9 4   5    .text   ascii   SVWh
1036 0x00017311 0x00417111 4   5    .text   ascii   0_^[
1037 0x00017323 0x00417123 4   5    .text   ascii   VWh"
1038 0x00017384 0x00417184 5   6    .text   ascii   M\fSVW
1039 0x000173f2 0x004171f2 4   5    .text   ascii   _^[]
1040 0x000173fd 0x004171fd 4   5    .text   ascii   CazU
1041 0x0001744f 0x0041724f 4   5    .text   ascii   Wind
1042 0x00017456 0x00417256 4   5    .text   ascii   ows 
1043 0x0001745d 0x0041725d 4   5    .text   ascii   Expl
1044 0x00017469 0x00417269 5   6    .text   ascii   E\bu\ej
1045 0x000174b6 0x004172b6 5   6    .text   ascii   jPRVW
1046 0x000174d3 0x004172d3 4   9    .text   utf16le jjjj
1047 0x000174ff 0x004172ff 4   5    .text   ascii   \b[_^
1048 0x00017507 0x00417307 4   9    .text   utf16le jjjj
1049 0x0001757d 0x0041737d 6   7    .text   ascii   E\fQPSW
1050 0x000175a7 0x004173a7 6   7    .text   ascii   E\fRPSW
1051 0x000175db 0x004173db 4   6    .text   utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
1052 0x0001760d 0x0041740d 5   8    .text   utf8    ẺEЈE blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
1053 0x00017651 0x00417451 4   5    .text   ascii   POST
1054 0x00017658 0x00417458 4   5    .text   ascii   Wind
1055 0x0001765f 0x0041745f 4   5    .text   ascii   ows 
1056 0x00017666 0x00417466 4   5    .text   ascii   Expl
1057 0x0001768e 0x0041748e 4   9    .text   utf16le jjjj
1058 0x000176c1 0x004174c1 8   9    .text   ascii   8\r\n\r\nt\b@
1059 0x000176db 0x004174db 4   5    .text   ascii   E\bj/
1060 0x00017705 0x00417505 4   5    .text   ascii   jPPQ
1061 0x0001775a 0x0041755a 4   5    .text   ascii   \b[_^
1062 0x00017760 0x00417560 5   7    .text   utf8    ]ËU\bR blocks=Basic Latin,Latin-1 Supplement
1063 0x0001779f 0x0041759f 5   7    .text   utf8    t\nǇP  blocks=Basic Latin,Latin Extended-B
1064 0x000177ac 0x004175ac 4   5    .text   ascii   M\fQV
1065 0x000177f4 0x004175f4 4   5    .text   ascii   wini
1066 0x000177fb 0x004175fb 4   5    .text   ascii   net.
1067 0x00017835 0x00417635 4   5    .text   ascii   S\bPS
1068 0x0001790d 0x0041770d 5   6    .text   ascii   WhO\bu
1069 0x0001794a 0x0041774a 4   6    .text   utf8    ^]í% blocks=Basic Latin,Latin-1 Supplement
1070 0x00017a7c 0x0041787c 5   6    .text   ascii   \v6b\bU
1071 0x00017a88 0x00417888 4   5    .text   ascii   ]\bV3
1072 0x00017bc2 0x004179c2 4   5    .text   ascii   @j\nW
1073 0x00017c78 0x00417a78 4   5    .text   ascii   @j*W
1074 0x00017ce5 0x00417ae5 4   5    .text   ascii   @j5W
1075 0x00017d58 0x00417b58 4   5    .text   ascii   @jCW
1076 0x00017e2a 0x00417c2a 4   5    .text   ascii   @jwW
1077 0x00017e4d 0x00417c4d 4   6    .text   utf8    WPǆ\ blocks=Basic Latin,Latin Extended-B
1078 0x00017ea5 0x00417ca5 5   6    .text   ascii   \f_^[]
1079 0x00017fd8 0x00417dd8 5   6    .text   ascii   ]\bVWh
1080 0x0001802d 0x00417e2d 4   5    .text   ascii   M\bPQ
1081 0x00018038 0x00417e38 4   5    .text   ascii   \b_^[
1082 0x0001807e 0x00417e7e 5   6    .text   ascii   U\bj@h
1083 0x00018164 0x00417f64 4   5    .text   ascii   hxVu
1084 0x000181c7 0x00417fc7 5   6    .text   ascii   wwwwu
1085 0x000182ed 0x004180ed 5   6    .text   ascii   V A;M
1086 0x0001830b 0x0041810b 9   10   .text   ascii   E\bPj@jdWS
1087 0x0001832c 0x0041812c 4   5    .text   ascii   \b_^[
1088 0x0001838b 0x0041818b 4   5    .text   ascii   ,_^[
1089 0x000183a9 0x004181a9 4   5    .text   ascii   Vj\aj
1090 0x000183e9 0x004181e9 4   5    .text   ascii   Vj\bj
1091 0x0001840f 0x0041820f 6   8    .text   utf8    ^]â|ic blocks=Basic Latin,Latin-1 Supplement
1092 0x00018429 0x00418229 4   5    .text   ascii   Vj\tj
1093 0x0001844f 0x0041824f 4   6    .text   utf8    ^]ÿP blocks=Basic Latin,Latin-1 Supplement
1094 0x00018469 0x00418269 4   5    .text   ascii   Vj\rj
1095 0x0001874f 0x0041854f 5   7    .text   utf8    ^]É0v blocks=Basic Latin,Latin-1 Supplement
1096 0x00018769 0x00418569 4   5    .text   ascii   Vj\ej
1097 0x0001881f 0x0041861f 4   6    .text   utf8    ^]ý2 blocks=Basic Latin,Latin-1 Supplement
1098 0x00018828 0x00418628 4   6    .text   utf8    $Spʙ blocks=Basic Latin,IPA Extensions
1099 0x000188b9 0x004186b9 4   5    .text   ascii   Vj j
1100 0x000188f9 0x004186f9 4   5    .text   ascii   Vj!j
1101 0x00018939 0x00418739 4   5    .text   ascii   Vj"j
1102 0x0001895f 0x0041875f 4   6    .text   utf8    ^]Ê8 blocks=Basic Latin,Latin-1 Supplement
1103 0x00018979 0x00418779 4   5    .text   ascii   Vj#j
1104 0x000189ad 0x004187ad 4   5    .text   ascii   4qYU
1105 0x000189b9 0x004187b9 4   5    .text   ascii   Vj$j
1106 0x000189f9 0x004187f9 4   5    .text   ascii   Vj%j
1107 0x00018a39 0x00418839 4   5    .text   ascii   Vj&j
1108 0x00018a79 0x00418879 4   5    .text   ascii   Vj'j
1109 0x00018aa7 0x004188a7 4   7    .text   utf8    ^]ÕҀ blocks=Basic Latin,Latin-1 Supplement,Cyrillic
1110 0x00018ab9 0x004188b9 4   5    .text   ascii   Vj(j
1111 0x00018b0d 0x0041890d 4   5    .text   ascii   C~\nU
1112 0x00018b19 0x00418919 4   5    .text   ascii   Vj)j
1113 0x00018b57 0x00418957 4   6    .text   utf8    ^]Ýn blocks=Basic Latin,Latin-1 Supplement
1114 0x00018b69 0x00418969 4   5    .text   ascii   Vj*j
1115 0x00018ba7 0x004189a7 4   6    .text   utf8    ^]Ãa blocks=Basic Latin,Latin-1 Supplement
1116 0x00018bb9 0x004189b9 4   5    .text   ascii   Vj+j
1117 0x00018bd7 0x004189d7 4   6    .text   utf8    ^]ño blocks=Basic Latin,Latin-1 Supplement
1118 0x00018be9 0x004189e9 4   5    .text   ascii   Vj,j
1119 0x00018c19 0x00418a19 4   5    .text   ascii   Vj.j
1120 0x00018c59 0x00418a59 4   5    .text   ascii   Vj/j
1121 0x00018c99 0x00418a99 4   5    .text   ascii   Vj0j
1122 0x00018cd9 0x00418ad9 4   5    .text   ascii   Vj1j
1123 0x00018d0b 0x00418b0b 5   7    .text   utf8    ]f̊*U blocks=Basic Latin,Combining Diacritical Marks
1124 0x00018d19 0x00418b19 4   5    .text   ascii   Vj2j
1125 0x00018d43 0x00418b43 4   6    .text   utf8    ^]ì3 blocks=Basic Latin,Latin-1 Supplement
1126 0x00018d59 0x00418b59 4   5    .text   ascii   Vj3j
1127 0x00018d89 0x00418b89 4   5    .text   ascii   Vj4j
1128 0x00018dc9 0x00418bc9 4   5    .text   ascii   Vj5j
1129 0x00018e0c 0x00418c0c 4   5    .text   ascii   Vj6j
1130 0x00018e3c 0x00418c3c 4   5    .text   ascii   Vj7j
1131 0x00018e9c 0x00418c9c 4   5    .text   ascii   Vj8j
1132 0x00018ec9 0x00418cc9 4   5    .text   ascii   -L\f#
1133 0x00018edc 0x00418cdc 4   5    .text   ascii   Vj9j
1134 0x00018f2c 0x00418d2c 4   5    .text   ascii   VjFj
1135 0x00018f6c 0x00418d6c 4   5    .text   ascii   VjGj
1136 0x00018fa7 0x00418da7 4   5    .text   ascii   H\fVj
1137 0x00018fc9 0x00418dc9 6   9    .text   utf8    %cw@ߜU blocks=Basic Latin,NKo
1138 0x00018fd7 0x00418dd7 4   5    .text   ascii   H\fVj
1139 0x00019007 0x00418e07 4   5    .text   ascii   H\fVj
1140 0x00019037 0x00418e37 4   5    .text   ascii   H\fVj
1141 0x00019064 0x00418e64 4   5    .text   ascii   T#\t
1142 0x00019077 0x00418e77 4   5    .text   ascii   H\fVj
1143 0x000190a7 0x00418ea7 6   7    .text   ascii   H\fVj\bQ
1144 0x000190ed 0x00418eed 4   5    .text   ascii   Inte
1145 0x000190f4 0x00418ef4 4   5    .text   ascii   rnet
1146 0x000190fb 0x00418efb 5   6    .text   ascii   Openf
1147 0x00019122 0x00418f22 5   6    .text   ascii   M\fRPQ
1148 0x0001913a 0x00418f3a 4   5    .text   ascii   50[o
1149 0x0001915d 0x00418f5d 4   5    .text   ascii   Inte
1150 0x00019164 0x00418f64 4   5    .text   ascii   rnet
1151 0x0001916b 0x00418f6b 4   5    .text   ascii   Conn
1152 0x00019172 0x00418f72 4   5    .text   ascii   ectA
1153 0x000191a3 0x00418fa3 5   6    .text   ascii   M\fRPQ
1154 0x000191dd 0x00418fdd 4   5    .text   ascii   Http
1155 0x000191e4 0x00418fe4 4   5    .text   ascii   Open
1156 0x000191eb 0x00418feb 4   5    .text   ascii   Requ
1157 0x000191f2 0x00418ff2 4   5    .text   ascii   estA
1158 0x00019223 0x00419023 5   6    .text   ascii   M\fRPQ
1159 0x00019238 0x00419038 4   6    .text   utf8    =T]ʚ blocks=Basic Latin,IPA Extensions
1160 0x0001925d 0x0041905d 4   5    .text   ascii   Http
1161 0x00019264 0x00419064 4   5    .text   ascii   Send
1162 0x0001926b 0x0041906b 4   5    .text   ascii   Requ
1163 0x00019272 0x00419072 4   5    .text   ascii   estA
1164 0x00019297 0x00419097 5   6    .text   ascii   M\fRPQ
1165 0x000192cd 0x004190cd 4   5    .text   ascii   Inte
1166 0x000192d4 0x004190d4 4   5    .text   ascii   rnet
1167 0x000192db 0x004190db 4   5    .text   ascii   Read
1168 0x000192e2 0x004190e2 4   5    .text   ascii   File
1169 0x00019303 0x00419103 5   6    .text   ascii   E\fQRP
1170 0x0001933d 0x0041913d 4   5    .text   ascii   Inte
1171 0x00019344 0x00419144 4   5    .text   ascii   rnet
1172 0x0001934b 0x0041914b 4   5    .text   ascii   Clos
1173 0x00019352 0x00419152 4   5    .text   ascii   eHan
1174 0x0001939f 0x0041919f 4   5    .text   ascii   }\bQW
1175 0x000193af 0x004191af 4   5    .text   ascii   O RQ
1176 0x000193c9 0x004191c9 4   5    .text   ascii   E\b+x
1177 0x000193ea 0x004191ea 4   5    .text   ascii   ]\f9X
1178 0x00019417 0x00419217 4   5    .text   ascii   E\f;B
1179 0x0001945b 0x0041925b 4   7    .text   utf8    j\vP譭 blocks=Basic Latin,CJK Unified Ideographs
1180 0x000194db 0x004192db 4   5    .text   ascii   \f_^[
1181 0x000194f9 0x004192f9 6   7    .text   ascii   }\bj\vVW
1182 0x00019504 0x00419304 4   5    .text   ascii   j\fVW
1183 0x0001950d 0x0041930d 4   5    .text   ascii   j\rVW
1184 0x00019591 0x00419391 4   5    .text   ascii   j\eVW
1185 0x000195c1 0x004193c1 4   5    .text   ascii   j VW
1186 0x000195ca 0x004193ca 4   5    .text   ascii   j!VW
1187 0x000195d3 0x004193d3 4   5    .text   ascii   j"VW
1188 0x000195de 0x004193de 5   6    .text   ascii   Hj#VW
1189 0x000195e8 0x004193e8 4   5    .text   ascii   j$VW
1190 0x000195f1 0x004193f1 4   5    .text   ascii   j%VW
1191 0x000195fa 0x004193fa 4   5    .text   ascii   j&VW
1192 0x00019603 0x00419403 4   5    .text   ascii   j'VW
1193 0x0001960c 0x0041940c 4   5    .text   ascii   j(VW
1194 0x00019617 0x00419417 5   6    .text   ascii   Hj)VW
1195 0x00019621 0x00419421 4   5    .text   ascii   j*VW
1196 0x0001962a 0x0041942a 4   5    .text   ascii   j,VW
1197 0x00019633 0x00419433 4   5    .text   ascii   j-VW
1198 0x0001963c 0x0041943c 4   5    .text   ascii   j.VW
1199 0x00019645 0x00419445 4   5    .text   ascii   j/VW
1200 0x00019650 0x00419450 5   6    .text   ascii   Hj0VW
1201 0x0001965a 0x0041945a 4   5    .text   ascii   j1VW
1202 0x00019663 0x00419463 4   5    .text   ascii   j2VW
1203 0x00019675 0x00419475 8   10   .text   utf8    ^]á%qti{ blocks=Basic Latin,Latin-1 Supplement
1204 0x000196f8 0x004194f8 4   5    .text   ascii   \va23
1205 0x00019749 0x00419549 5   8    .text   utf8    uBPV辪 blocks=Basic Latin,CJK Unified Ideographs
1206 0x000197e1 0x004195e1 4   5    .text   ascii   u\bPV
1207 0x000197fd 0x004195fd 4   5    .text   ascii   \a^_]
1208 0x00019829 0x00419629 4   7    .text   utf8    PQR蟪 blocks=Basic Latin,CJK Unified Ideographs
1209 0x0001983d 0x0041963d 4   5    .text   ascii   IblU
1210 0x00019848 0x00419648 6   8    .text   utf8    u\b3\rd$
1211 0x00019862 0x00419662 6   8    .text   utf8    '8س^Z_ blocks=Basic Latin,Arabic
1212 0x000198ff 0x004196ff 4   5    .text   ascii   u\bWS
1213 0x0001991b 0x0041971b 5   6    .text   ascii   u\t_^3
1214 0x00019958 0x00419758 4   7    .text   utf8    SQV萛 blocks=Basic Latin,CJK Unified Ideographs
1215 0x00019a67 0x00419867 6   7    .text   ascii   U\bRj#V
1216 0x00019a95 0x00419895 4   5    .text   ascii   L0U@
1217 0x00019ab7 0x004198b7 6   7    .text   ascii   u\bWjqV
1218 0x00019ae8 0x004198e8 5   6    .text   ascii   u\t_^3
1219 0x00019b28 0x00419928 5   6    .text   ascii   Qj\aRV
1220 0x00019b46 0x00419946 4   5    .text   ascii   T0H@
1221 0x00019b50 0x00419950 4   5    .text   ascii   N.SV
1222 0x00019c15 0x00419a15 4   5    .text   ascii   \bVWd
1223 0x00019c51 0x00419a51 4   5    .text   ascii   V0WR
1224 0x00019c74 0x00419a74 4   6    .text   utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
1225 0x00019ca5 0x00419aa5 4   5    .text   ascii   \bVWd
1226 0x00019ce1 0x00419ae1 4   5    .text   ascii   V0WR
1227 0x00019d15 0x00419b15 4   5    .text   ascii   \bVWd
1228 0x00019d51 0x00419b51 4   5    .text   ascii   V0WR
1229 0x00019d6e 0x00419b6e 6   8    .text   utf8    ]ËF0_^ blocks=Basic Latin,Latin-1 Supplement
1230 0x00019d77 0x00419b77 5   7    .text   utf8    ]Ö7AQ blocks=Basic Latin,Latin-1 Supplement
1231 0x00019d87 0x00419b87 4   5    .text   ascii   M\bPQ
1232 0x00019dc4 0x00419bc4 5   6    .text   ascii   M\fj\rQ
1233 0x00019f46 0x00419d46 5   6    .text   ascii   ~04\nS
1234 0x00019fbb 0x00419dbb 4   5    .text   ascii   @AIH
1235 0x00019fd5 0x00419dd5 4   5    .text   ascii   hSVW
1236 0x00019ff5 0x00419df5 4   5    .text   ascii   E\ft+
1237 0x0001a001 0x00419e01 7   8    .text   ascii   <1@AIHu
1238 0x0001a02f 0x00419e2f 5   6    .text   ascii   u\a_^[
1239 0x0001a0b1 0x00419eb1 4   5    .text   ascii   @AIH
1240 0x0001a126 0x00419f26 4   5    .text   ascii   N<Tt
1241 0x0001a155 0x00419f55 4   6    .text   utf8    t̰Z_ blocks=Basic Latin,Combining Diacritical Marks
1242 0x0001a367 0x0041a167 5   7    .text   utf8    ɍFHSP blocks=Latin Extended-B,Basic Latin
1243 0x0001a3dc 0x0041a1dc 4   6    .text   utf8    ]ùMZ blocks=Basic Latin,Latin-1 Supplement
1244 0x0001a3e3 0x0041a1e3 4   5    .text   ascii   f9\bu
1245 0x0001a462 0x0041a262 5   6    .text   ascii   f9\au\r
1246 0x0001a46b 0x0041a26b 4   6    .text   utf8    ߁;PE blocks=NKo,Basic Latin
1247 0x0001a472 0x0041a272 4   5    .text   ascii   t\b_3
1248 0x0001a47a 0x0041a27a 4   6    .text   utf8    ]ËSP blocks=Basic Latin,Latin-1 Supplement
1249 0x0001a480 0x0041a280 6   7    .text   ascii   E\bVBRP
1250 0x0001a498 0x0041a298 5   6    .text   ascii   STRWV
1251 0x0001a4b7 0x0041a2b7 4   6    .text   utf8    3ҋO< blocks=Basic Latin,Cyrillic
1252 0x0001a500 0x0041a300 4   5    .text   ascii   E\f(@
1253 0x0001a517 0x0041a317 4   6    .text   utf8    \f0Zʟ blocks=Basic Latin,IPA Extensions
1254 0x0001a51d 0x0041a31d 4   5    .text   ascii   M'(U
1255 0x0001a538 0x0041a338 4   5    .text   ascii   <\bPE
1256 0x0001a542 0x0041a342 5   7    .text   utf8    ]ËD\b, blocks=Basic Latin,Latin-1 Supplement
1257 0x0001a55f 0x0041a35f 5   6    .text   ascii   f9\bu\f
1258 0x0001a57d 0x0041a37d 4   5    .text   ascii   D\ZU
1259 0x0001a598 0x0041a398 4   5    .text   ascii   <\bPE
1260 0x0001a5a2 0x0041a3a2 5   7    .text   utf8    ]Ã|\b| blocks=Basic Latin,Latin-1 Supplement
1261 0x0001a5b7 0x0041a3b7 4   5    .text   ascii   [cPm
1262 0x0001a5cf 0x0041a3cf 5   6    .text   ascii   f9\bu\f
1263 0x0001a623 0x0041a423 5   6    .text   ascii   U\fRQP
1264 0x0001a63a 0x0041a43a 4   5    .text   ascii   #E\f]
1265 0x0001a65b 0x0041a45b 5   6    .text   ascii   M\fQRP
1266 0x0001a713 0x0041a513 7   9    .text   utf8    _^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
1267 0x0001a74d 0x0041a54d 7   9    .text   utf8    ^[]ËE\b] blocks=Basic Latin,Latin-1 Supplement
1268 0x0001a75d 0x0041a55d 4   5    .text   ascii   Y8YU
1269 0x0001a76f 0x0041a56f 4   5    .text   ascii   D3TW
1270 0x0001a7aa 0x0041a5aa 5   6    .text   ascii   u\t_^3
1271 0x0001a7c1 0x0041a5c1 6   8    .text   utf8    M\f3ۋF< blocks=Basic Latin,Arabic
1272 0x0001a7c9 0x0041a5c9 5   7    .text   utf8    U\f+Ѝ\f blocks=Basic Latin,Cyrillic
1273 0x0001a82f 0x0041a62f 4   5    .text   ascii   m\f(@
1274 0x0001a857 0x0041a657 4   5    .text   ascii   H\bVW
1275 0x0001a85c 0x0041a65c 4   5    .text   ascii   }\fWj
1276 0x0001a897 0x0041a697 4   5    .text   ascii   H\bVW
1277 0x0001a903 0x0041a703 4   5    .text   ascii   U\fQR
1278 0x0001a91d 0x0041a71d 4   5    .text   ascii   x\apU
1279 0x0001a945 0x0041a745 4   7    .text   utf8    E\bP胙 blocks=Basic Latin,CJK Unified Ideographs
1280 0x0001a9c9 0x0041a7c9 11  12   .text   ascii   <Ar5<zw1<Zv
1281 0x0001a9d5 0x0041a7d5 4   5    .text   ascii   <ar)
1282 0x0001aa2f 0x0041a82f 4   5    .text   ascii   t\S3
1283 0x0001aa59 0x0041a859 5   7    .text   utf8    []Íd$ blocks=Basic Latin,Latin-1 Supplement
1284 0x0001aa64 0x0041a864 4   5    .text   ascii   M\bWP
1285 0x0001aa76 0x0041a876 4   5    .text   ascii   u\nF;
1286 0x0001aa7d 0x0041a87d 7   9    .text   utf8    ^_[]ËM\b blocks=Basic Latin,Latin-1 Supplement
1287 0x0001aa88 0x0041a888 4   5    .text   ascii   ^_[]
1288 0x0001aaaf 0x0041a8af 4   5    .text   ascii   Wt\aF
1289 0x0001aafc 0x0041a8fc 4   6    .text   utf8    4Ѽ(U blocks=Basic Latin,Cyrillic
1290 0x0001ab0d 0x0041a90d 7   8    .text   ascii   f99t\bGf
1291 0x0001ab26 0x0041a926 4   5    .text   ascii   t\b@f
1292 0x0001ab5a 0x0041a95a 4   5    .text   ascii   y_^]
1293 0x0001ac16 0x0041aa16 5   6    .text   ascii   t\a@f9
1294 0x0001ac61 0x0041aa61 5   6    .text   ascii   4\eVPW
1295 0x0001ad4a 0x0041ab4a 4   5    .text   ascii   u\bf9
1296 0x0001ad56 0x0041ab56 4   5    .text   ascii   \f0@f
1297 0x0001ad81 0x0041ab81 6   8    .text   utf8    0^]ï%r blocks=Basic Latin,Latin-1 Supplement
1298 0x0001ad8b 0x0041ab8b 4   5    .text   ascii   b\92
1299 0x0001adcb 0x0041abcb 5   6    .text   ascii   \fG_^]
1300 0x0001add6 0x0041abd6 4   5    .text   ascii   G_^]
1301 0x0001ae0d 0x0041ac0d 5   6    .text   ascii   8\nt\aA
1302 0x0001ae41 0x0041ac41 4   5    .text   ascii   U\fWR
1303 0x0001ae53 0x0041ac53 7   8    .text   ascii   u\vF;u\br
1304 0x0001ae5b 0x0041ac5b 4   5    .text   ascii   ^_[]
1305 0x0001ae85 0x0041ac85 9   11   .text   utf8    3\tM\bf9\at\t
1306 0x0001ae9e 0x0041ac9e 7   8    .text   ascii   f9\nt\bAf
1307 0x0001aeac 0x0041acac 4   6    .text   utf8    ɉM\b; blocks=Latin Extended-B,Basic Latin
1308 0x0001aec7 0x0041acc7 5   6    .text   ascii   u\r^[3
1309 0x0001aecd 0x0041accd 5   7    .text   utf8    _]ËU\f blocks=Basic Latin,Latin-1 Supplement
1310 0x0001aed4 0x0041acd4 5   6    .text   ascii   M\bQRW
1311 0x0001aeed 0x0041aced 4   5    .text   ascii   ^[_]
1312 0x0001af17 0x0041ad17 4   5    .text   ascii   tXV3
1313 0x0001af2a 0x0041ad2a 4   5    .text   ascii   v\b^3
1314 0x0001af46 0x0041ad46 4   5    .text   ascii   \f\aSQ
1315 0x0001af8a 0x0041ad8a 4   5    .text   ascii   _t.f
1316 0x0001af90 0x0041ad90 4   5    .text   ascii   -t(f
1317 0x0001afd4 0x0041add4 9   10   .text   ascii   E\b<_t <-t
1318 0x0001afe6 0x0041ade6 7   8    .text   ascii   <Ar\f<Zv
1319 0x0001b016 0x0041ae16 4   6    .text   utf8    }\f3ۅ blocks=Basic Latin,Arabic
1320 0x0001b036 0x0041ae36 4   5    .text   ascii   3<_t
1321 0x0001b060 0x0041ae60 7   9    .text   utf8    ^_[]ËE\b blocks=Basic Latin,Latin-1 Supplement
1322 0x0001b06a 0x0041ae6a 4   5    .text   ascii   8_[]
1323 0x0001b07e 0x0041ae7e 5   7    .text   utf8    U\bV+ы blocks=Basic Latin,Cyrillic
1324 0x0001b093 0x0041ae93 4   5    .text   ascii   \nANu
1325 0x0001b251 0x0041b051 4   5    .text   ascii   T1HR
1326 0x0001b318 0x0041b118 5   6    .text   ascii   SWhs\a
1327 0x0001b348 0x0041b148 5   7    .text   utf8    .dllǅ blocks=Basic Latin,Latin Extended-B
1328 0x0001b384 0x0041b184 5   7    .text   utf8    \a\aE\bǅ blocks=Basic Latin,Latin Extended-B
1329 0x0001b3b8 0x0041b1b8 4   6    .text   utf8    %eǅ\f blocks=Basic Latin,Latin Extended-B
1330 0x0001b41c 0x0041b21c 4   6    .text   utf8    WAǅ4 blocks=Basic Latin,Latin Extended-B
1331 0x0001b438 0x0041b238 6   8    .text   utf8    WA\ttǅ@ blocks=Basic Latin,Latin Extended-B
1332 0x0001b443 0x0041b243 5   7    .text   utf8    `}PǅD blocks=Basic Latin,Latin Extended-B
1333 0x0001b456 0x0041b256 6   8    .text   utf8    \vYWcǅL blocks=Basic Latin,Latin Extended-B
1334 0x0001b4ee 0x0041b2ee 6   7    .text   ascii   ]\b@PVS
1335 0x0001b60a 0x0041b40a 4   5    .text   ascii   E\fPQ
1336 0x0001b6cc 0x0041b4cc 6   7    .text   ascii   <A|\r<Z
1337 0x0001b71f 0x0041b51f 4   5    .text   ascii   \fF^[
1338 0x0001b7bc 0x0041b5bc 6   7    .text   ascii   <a|\r<z
1339 0x0001b80f 0x0041b60f 4   5    .text   ascii   \fF^[
1340 0x0001b886 0x0041b686 5   7    .text   utf8    ]ã}4, blocks=Basic Latin,Latin-1 Supplement
1341 0x0001b900 0x0041b700 5   6    .text   ascii   E\bWRP
1342 0x0001b978 0x0041b778 4   5    .text   ascii   u\bj\b
1343 0x0001ba39 0x0041b839 4   5    .text   ascii   93vP
1344 0x0001ba8b 0x0041b88b 5   6    .text   ascii   \f^[_^
1345 0x0001bb0d 0x0041b90d 4   5    .text   ascii   ;~\fr
