[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000095 0x00000095 7   8            ascii   z0:8Y):
2    0x0000009d 0x0000009d 7   8            ascii   z0:8Yp:
3    0x000000cd 0x000000cd 5   6            ascii   z0:Q4
4    0x0000010d 0x0000010d 7   8            ascii   z0:Rich
5    0x00000218 0x00000218 5   6            ascii   .text
6    0x0000023f 0x0000023f 7   8            ascii   `.rdata
7    0x00000267 0x00000267 6   7            ascii   @.data
8    0x00000290 0x00000290 5   6            ascii   .rsrc
9    0x000002b7 0x000002b7 7   8            ascii   @.reloc
1053 0x0001546e 0x10016c6e 5   7    .data   utf8    &ߣ63V blocks=Basic Latin,NKo
1054 0x00015500 0x10016d00 6   9    .data   utf8    ˉ&ǣ63S blocks=Spacing Modifier Letters,Basic Latin,Latin Extended-B
1055 0x00015590 0x10016d90 6   8    .data   utf8    ˉ&/j63 blocks=Spacing Modifier Letters,Basic Latin
1056 0x000155a5 0x10016da5 4   5    .data   ascii   63wb
1057 0x0001560d 0x10016e0d 6   7    .data   ascii   63wgy3
1058 0x0001562d 0x10016e2d 4   5    .data   ascii   v3<C
1059 0x00015634 0x10016e34 4   5    .data   ascii   I3#=
1060 0x0001565f 0x10016e5f 5   6    .data   ascii   ;j63`
1061 0x000156b6 0x10016eb6 4   5    .data   ascii   nOJ3
1062 0x000156be 0x10016ebe 4   5    .data   ascii   NKH+
1063 0x000156d6 0x10016ed6 4   5    .data   ascii   v{Hv
1064 0x000156df 0x10016edf 5   7    .data   utf8    O@3כ( blocks=Basic Latin,Hebrew
1065 0x0001571a 0x10016f1a 5   6    .data   ascii   6\e]63
1066 0x0001573a 0x10016f3a 5   6    .data   ascii   ;w6g3
1067 0x00015745 0x10016f45 4   5    .data   ascii   v3\H
1068 0x00015770 0x10016f70 4   5    .data   ascii   \azn\
1069 0x00015788 0x10016f88 4   6    .data   utf8    ÞIa< blocks=Latin-1 Supplement,Basic Latin
1070 0x00015797 0x10016f97 4   5    .data   ascii   w*w3
1071 0x0001582d 0x1001702d 6   7    .data   ascii   w<\e-v3
1072 0x00015896 0x10017096 8   10   .data   utf8    cϓ&cw?b3 blocks=Basic Latin,Greek and Coptic
1073 0x000158f3 0x100170f3 5   6    .data   ascii   `< dw
1074 0x00015917 0x10017117 4   7    .data   utf8    P%`̐ blocks=Basic Latin,Combining Diacritical Marks
1075 0x00015922 0x10017122 5   6    .data   ascii   Yk<cW
1076 0x00015a1a 0x1001721a 5   6    .data   ascii   sv'v3
1077 0x00015af0 0x100172f0 4   5    .data   ascii   J\bWt
1078 0x00015b05 0x10017305 5   7    .data   utf8    (n\bΚ blocks=Basic Latin,Greek and Coptic
1079 0x00015ba0 0x100173a0 4   5    .data   ascii   X63t
1080 0x00015bdd 0x100173dd 5   6    .data   ascii   vFZ<C
1081 0x00015bf4 0x100173f4 6   8    .data   utf8    ñ6?j63 blocks=Latin-1 Supplement,Basic Latin
1082 0x00015c66 0x10017466 4   6    .data   utf8    jtى0 blocks=Basic Latin,Arabic
1083 0x00015cc5 0x100174c5 6   7    .data   ascii   f<\efv3
1084 0x00015d2e 0x1001752e 4   6    .data   utf8    ߐt~U blocks=NKo,Basic Latin
1085 0x00015d84 0x10017584 6   8    .data   utf8    /'b̕![ blocks=Basic Latin,Combining Diacritical Marks
1086 0x00015d8d 0x1001758d 4   5    .data   ascii   v3!s
1087 0x00015d99 0x10017599 4   5    .data   ascii   %U<{
1088 0x00015da7 0x100175a7 4   5    .data   ascii   'j63
1089 0x00015dd7 0x100175d7 4   5    .data   ascii   `<I@
1090 0x00015de9 0x100175e9 6   8    .data   utf8    /0_?\b^
1091 0x00015e27 0x10017627 4   5    .data   ascii   W<)m
1092 0x00015e4d 0x1001764d 4   5    .data   ascii   ~Fg@
1093 0x00015ebb 0x100176bb 4   5    .data   ascii   ?k63
1094 0x00015eeb 0x100176eb 4   5    .data   ascii   ?k63
1095 0x00015f1e 0x1001771e 5   6    .data   ascii   0\}v;
1096 0x00015f37 0x10017737 4   5    .data   ascii   ;k63
1097 0x00015f91 0x10017791 6   7    .data   ascii   O.\ak63
1098 0x000160a1 0x100178a1 4   6    .data   utf8    rsXň blocks=Basic Latin,Latin Extended-A
1099 0x000160d1 0x100178d1 4   5    .data   ascii   63!C
1100 0x0001611d 0x1001791d 5   6    .data   ascii   63\<c
1101 0x00016150 0x10017950 4   5    .data   ascii   S63`
1102 0x000161cd 0x100179cd 6   7    .data   ascii   vpYE=2
1103 0x000161e6 0x100179e6 4   6    .data   utf8    VcÉE blocks=Basic Latin,Latin-1 Supplement
1104 0x00016218 0x10017a18 4   5    .data   ascii   J0_`
1105 0x00016246 0x10017a46 5   6    .data   ascii   ?w*p3
1106 0x000162f2 0x10017af2 5   6    .data   ascii   <\e;v3
1107 0x000163d5 0x10017bd5 6   7    .data   ascii   qdw6`3
1108 0x000163e3 0x10017be3 4   5    .data   ascii   `+h3
1109 0x00016401 0x10017c01 4   5    .data   ascii   vj\H
1110 0x0001640d 0x10017c0d 4   5    .data   ascii   vj\H
1111 0x00016443 0x10017c43 5   6    .data   ascii   #e63`
1112 0x00016456 0x10017c56 4   6    .data   utf8    [߯63 blocks=Basic Latin,NKo
1113 0x00016493 0x10017c93 6   7    .data   ascii   _e63>S
1114 0x000164c7 0x10017cc7 4   5    .data   ascii   _e63
1115 0x000164eb 0x10017ceb 5   6    .data   ascii   _e63<
1116 0x0001652b 0x10017d2b 5   6    .data   ascii   #e63`
1117 0x00016605 0x10017e05 5   7    .data   utf8    v3Ɯ)m blocks=Basic Latin,Latin Extended-B
1118 0x00016630 0x10017e30 6   9    .data   utf8    Űv`ñvk blocks=Latin Extended-A,Basic Latin,Latin-1 Supplement
1119 0x00016672 0x10017e72 4   5    .data   ascii   fwJ%
1120 0x000166d3 0x10017ed3 4   5    .data   ascii   `H8?
1121 0x00016747 0x10017f47 4   5    .data   ascii   W+0-
1122 0x00016785 0x10017f85 4   5    .data   ascii   v3%=
1123 0x000167d4 0x10017fd4 4   5    .data   ascii   S63t
1124 0x000167dc 0x10017fdc 4   6    .data   utf8    ;&̊{ blocks=Basic Latin,Combining Diacritical Marks
1125 0x00016804 0x10018004 4   6    .data   utf8    3&̊o blocks=Basic Latin,Combining Diacritical Marks
1126 0x00016850 0x10018050 4   6    .data   utf8    ÞQb< blocks=Latin-1 Supplement,Basic Latin
1127 0x00016877 0x10018077 4   5    .data   ascii   `+[.
1128 0x0001687c 0x1001807c 4   6    .data   utf8    ÞHb< blocks=Latin-1 Supplement,Basic Latin
1129 0x0001688f 0x1001808f 6   7    .data   ascii   Oe63\H
1130 0x0001689b 0x1001809b 4   5    .data   ascii   Ge63
1131 0x000168b0 0x100180b0 4   5    .data   ascii   JN[?
1132 0x000168c8 0x100180c8 4   5    .data   ascii   =ROL
1133 0x0001694d 0x1001814d 6   8    .data   utf8    z[߹63w blocks=Basic Latin,NKo
1134 0x00016978 0x10018178 4   6    .data   utf8    ÞAt< blocks=Latin-1 Supplement,Basic Latin
1135 0x0001698f 0x1001818f 4   5    .data   ascii   X(\eY
1136 0x00016a33 0x10018233 6   8    .data   utf8    `</̩<c blocks=Basic Latin,Combining Diacritical Marks
1137 0x00016a50 0x10018250 4   5    .data   ascii   k63<
1138 0x00016a63 0x10018263 4   5    .data   ascii   sH3;
1139 0x00016ab2 0x100182b2 4   5    .data   ascii   N{J\v
1140 0x00016b56 0x10018356 4   6    .data   utf8    &ã63 blocks=Basic Latin,Latin-1 Supplement
1141 0x00016b5f 0x1001835f 4   6    .data   utf8    _@\vӞ blocks=Basic Latin,Cyrillic
1142 0x00016b9a 0x1001839a 5   6    .data   ascii   ~KJ1S
1143 0x00016bdc 0x100183dc 4   6    .data   utf8    ˉvC( blocks=Spacing Modifier Letters,Basic Latin
1144 0x00016be8 0x100183e8 4   6    .data   utf8    űvc= blocks=Latin Extended-A,Basic Latin
1145 0x00016bef 0x100183ef 4   5    .data   ascii   `+c3
1146 0x00016c00 0x10018400 6   8    .data   utf8    #/؆H+; blocks=Basic Latin,Arabic
1147 0x00016c2e 0x1001842e 5   6    .data   ascii   vKJ1S
1148 0x00016c61 0x10018461 4   5    .data   ascii   vn\H
1149 0x00016c91 0x10018491 4   5    .data   ascii   q`wi
1150 0x00016d1f 0x1001851f 4   5    .data   ascii   `H37
1151 0x00016d5e 0x1001855e 4   6    .data   utf8    &ϣ63 blocks=Basic Latin,Greek and Coptic
1152 0x00016dba 0x100185ba 4   6    .data   utf8    &ߣ63 blocks=Basic Latin,NKo
1153 0x00016dd5 0x100185d5 4   5    .data   ascii   un`#
1154 0x00016e9b 0x1001869b 5   6    .data   ascii   7j63`
1155 0x00016ea3 0x100186a3 4   5    .data   ascii   ;j63
1156 0x00016ebb 0x100186bb 4   5    .data   ascii   dN17
1157 0x00016ec0 0x100186c0 4   7    .data   utf8    ;rAꐞ blocks=Basic Latin,Yi Syllables
1158 0x00016ecb 0x100186cb 4   5    .data   ascii   GN17
1159 0x00016eff 0x100186ff 4   5    .data   ascii   w6p3
1160 0x00016f15 0x10018715 4   5    .data   ascii   63<k
1161 0x00016f34 0x10018734 4   5    .data   ascii   H3;t
1162 0x00016f55 0x10018755 4   5    .data   ascii   63<k
1163 0x00016fc1 0x100187c1 4   5    .data   ascii   >n\H
1164 0x00016fe0 0x100187e0 4   5    .data   ascii   <^Ay
1165 0x000170f9 0x100188f9 5   7    .data   utf8    v3Ɯ(h blocks=Basic Latin,Latin Extended-B
1166 0x0001717e 0x1001897e 4   5    .data   ascii   GwH7
1167 0x000171a6 0x100189a6 4   5    .data   ascii   raH:
1168 0x000171ba 0x100189ba 4   5    .data   ascii   rcH:
1169 0x000171dc 0x100189dc 4   6    .data   utf8    H3?ɔ blocks=Basic Latin,IPA Extensions
1170 0x000171e2 0x100189e2 4   5    .data   ascii   v{+X
1171 0x0001721e 0x10018a1e 5   6    .data   ascii   <\e9v3
1172 0x00017310 0x10018b10 4   6    .data   utf8    ӉF{< blocks=Cyrillic,Basic Latin
1173 0x0001742e 0x10018c2e 4   6    .data   utf8    5зux blocks=Basic Latin,Cyrillic
1174 0x00017485 0x10018c85 8   9    .data   ascii   3;N;>n\H
1175 0x000174f3 0x10018cf3 4   5    .data   ascii   sH;;
1176 0x00017509 0x10018d09 5   6    .data   ascii   vn\b^
1177 0x00017565 0x10018d65 4   5    .data   ascii   (n\H
1178 0x00017621 0x10018e21 5   7    .data   utf8    ie`־S blocks=Basic Latin,Hebrew
1179 0x00017686 0x10018e86 5   6    .data   ascii   6v6g3
1180 0x000176e8 0x10018ee8 6   7    .data   ascii   I01^*t
1181 0x000176f8 0x10018ef8 5   6    .data   ascii   :~AS0
1182 0x00017710 0x10018f10 5   8    .data   utf8    ·ڝK12 blocks=Latin-1 Supplement,Arabic,Basic Latin
1183 0x00017733 0x10018f33 4   7    .data   utf8    Y·ڝ@ blocks=Basic Latin,Latin-1 Supplement,Arabic
1184 0x000177b7 0x10018fb7 4   5    .data   ascii   `CMs
1185 0x000177c8 0x10018fc8 4   6    .data   utf8    H3;\
1186 0x000177d4 0x10018fd4 4   6    .data   utf8    H3;\
1187 0x00017800 0x10019000 4   6    .data   utf8    H3;\
1188 0x0001780b 0x1001900b 6   7    .data   ascii   cN\n\nc4
1189 0x00017872 0x10019072 4   5    .data   ascii   2^*t
1190 0x00017894 0x10019094 6   7    .data   ascii   I01^*t
1191 0x000178c4 0x100190c4 5   8    .data   utf8    ·ڝK12 blocks=Latin-1 Supplement,Arabic,Basic Latin
1192 0x00017964 0x10019164 4   6    .data   utf8    H3;\
1193 0x00017988 0x10019188 4   6    .data   utf8    H3;\
1194 0x00017a35 0x10019235 4   5    .data   ascii   -n\H
1195 0x00017a87 0x10019287 5   6    .data   ascii   IN)cX
1196 0x00017aa3 0x100192a3 4   6    .data   utf8    I@\rϟ blocks=Basic Latin,Greek and Coptic
1197 0x00017ab9 0x100192b9 4   5    .data   ascii   ~FIH
1198 0x00017b3d 0x1001933d 4   5    .data   ascii   /j`u
1199 0x00017b53 0x10019353 4   5    .data   ascii   `</j
1200 0x00017bb1 0x100193b1 6   7    .data   ascii   m\n\awv3
1201 0x00017be0 0x100193e0 4   5    .data   ascii   Hq\b\
1202 0x00017c19 0x10019419 4   5    .data   ascii   -n\H
1203 0x00017cb2 0x100194b2 5   7    .data   utf8    ϟ<C[\n blocks=Greek and Coptic,Basic Latin
1204 0x00017d21 0x10019521 6   7    .data   ascii   !cw#~3
1205 0x00017d4f 0x1001954f 4   5    .data   ascii   Q|w2
1206 0x00017d58 0x10019558 4   6    .data   utf8    Kfsж blocks=Basic Latin,Cyrillic
1207 0x00017d6c 0x1001956c 4   6    .data   utf8    KfsѶ blocks=Basic Latin,Cyrillic
1208 0x00017dce 0x100195ce 4   5    .data   ascii   <)\vy
1209 0x00017e2b 0x1001962b 5   6    .data   ascii   `<&d`
1210 0x00017e43 0x10019643 4   5    .data   ascii   `<!c
1211 0x00017e62 0x10019662 4   5    .data   ascii   <(O3
1212 0x00017ea9 0x100196a9 4   5    .data   ascii   v3XF
1213 0x00017ec9 0x100196c9 5   6    .data   ascii   v0ON,
1214 0x00017f53 0x10019753 4   5    .data   ascii   \aZ63
1215 0x00017f99 0x10019799 4   5    .data   ascii   v3tM
1216 0x00017fda 0x100197da 5   6    .data   ascii   >cY63
1217 0x00017ffa 0x100197fa 5   6    .data   ascii   >cY63
1218 0x0001800c 0x1001980c 4   5    .data   ascii   H0;i
1219 0x00018043 0x10019843 5   6    .data   ascii   `JkW7
1220 0x0001808a 0x1001988a 6   7    .data   ascii   voH67X
1221 0x000180cf 0x100198cf 4   5    .data   ascii   iJ\v;
1222 0x0001811e 0x1001991e 4   6    .data   utf8    c`֮S blocks=Basic Latin,Hebrew
1223 0x00018172 0x10019972 4   5    .data   ascii   =\e\ny
1224 0x0001817c 0x1001997c 4   6    .data   utf8    u0̐u blocks=Basic Latin,Combining Diacritical Marks
1225 0x0001818c 0x1001998c 4   6    .data   utf8    N5/ɓ blocks=Basic Latin,IPA Extensions
1226 0x000181de 0x100199de 4   5    .data   ascii   F{<3
1227 0x000181f9 0x100199f9 4   5    .data   ascii   v3w!
1228 0x0001824d 0x10019a4d 8   9    .data   ascii   ?FfH57wI
1229 0x00018257 0x10019a57 4   5    .data   ascii   `J5?
1230 0x000182b3 0x10019ab3 4   5    .data   ascii   `H)[
1231 0x000182eb 0x10019aeb 4   5    .data   ascii   :@U3
1232 0x0001840d 0x10019c0d 4   6    .data   utf8    q`wه blocks=Basic Latin,Arabic
1233 0x00018465 0x10019c65 6   9    .data   utf8    R+ʑ&bΫ blocks=Basic Latin,IPA Extensions,Greek and Coptic
1234 0x000184d0 0x10019cd0 4   5    .data   ascii   H5;w
1235 0x000184e5 0x10019ce5 5   6    .data   ascii   (h\H:
1236 0x00018514 0x10019d14 4   6    .data   utf8    מ\r`< blocks=Hebrew,Basic Latin
1237 0x00018538 0x10019d38 4   5    .data   ascii   <\a+`
1238 0x00018544 0x10019d44 4   5    .data   ascii   \azn]
1239 0x00018549 0x10019d49 4   6    .data   utf8    vfɔ% blocks=Basic Latin,IPA Extensions
1240 0x0001857c 0x10019d7c 6   8    .data   utf8    /%eȩva blocks=Basic Latin,Latin Extended-B
1241 0x0001858d 0x10019d8d 4   6    .data   utf8    vlX+
1242 0x000185a4 0x10019da4 4   5    .data   ascii   \azn]
1243 0x0001861f 0x10019e1f 4   5    .data   ascii   eCv3
1244 0x000186eb 0x10019eeb 4   5    .data   ascii   `</j
1245 0x000186ff 0x10019eff 7   9    .data   utf8    Se63`֞S blocks=Basic Latin,Hebrew
1246 0x00018719 0x10019f19 4   5    .data   ascii   {`w.
1247 0x0001873f 0x10019f3f 5   7    .data   utf8    `</ۯ$ blocks=Basic Latin,Arabic
1248 0x00018762 0x10019f62 5   6    .data   ascii   kh2Mv
1249 0x000187c2 0x10019fc2 4   6    .data   utf8    ؒH;# blocks=Arabic,Basic Latin
1250 0x000187d1 0x10019fd1 4   5    .data   ascii   (n\H
1251 0x000187f4 0x10019ff4 4   6    .data   utf8    ˞\ar< blocks=Spacing Modifier Letters,Basic Latin
1252 0x0001880f 0x1001a00f 7   9    .data   utf8    Se63`֚S blocks=Basic Latin,Hebrew
1253 0x0001883b 0x1001a03b 5   7    .data   utf8    `</۫% blocks=Basic Latin,Arabic
1254 0x000188ca 0x1001a0ca 4   6    .data   utf8    Uߥy\ blocks=Basic Latin,NKo
1255 0x000188dd 0x1001a0dd 5   7    .data   utf8    \tTߥyL blocks=Basic Latin,NKo
1256 0x000188f9 0x1001a0f9 5   8    .data   utf8    v3ննV blocks=Basic Latin,Armenian
1257 0x0001891c 0x1001a11c 4   6    .data   utf8    N\t#ն blocks=Basic Latin,Armenian
1258 0x00018944 0x1001a144 4   6    .data   utf8    Kqu؊ blocks=Basic Latin,Arabic
1259 0x0001894b 0x1001a14b 7   9    .data   utf8    ǝ)n\yf3 blocks=Latin Extended-B,Basic Latin
1260 0x00018966 0x1001a166 5   7    .data   utf8    $ل?Fh blocks=Basic Latin,Arabic
1261 0x00018aab 0x1001a2ab 4   5    .data   ascii   )Cv3
1262 0x00018ad0 0x1001a2d0 4   6    .data   utf8    Þku< blocks=Latin-1 Supplement,Basic Latin
1263 0x00018ad7 0x1001a2d7 4   5    .data   ascii   )Sv3
1264 0x00018b03 0x1001a303 4   5    .data   ascii   )cv3
1265 0x00018b11 0x1001a311 4   6    .data   utf8    v3w՜ blocks=Basic Latin,Armenian
1266 0x00018b28 0x1001a328 4   6    .data   utf8    Þ3u< blocks=Latin-1 Supplement,Basic Latin
1267 0x00018b3d 0x1001a33d 4   5    .data   ascii   v3w)
1268 0x00018b8d 0x1001a38d 4   5    .data   ascii   v3wY
1269 0x00018bab 0x1001a3ab 4   5    .data   ascii   )/v3
1270 0x00018bd0 0x1001a3d0 4   6    .data   utf8    Þkv< blocks=Latin-1 Supplement,Basic Latin
1271 0x00018bd7 0x1001a3d7 4   5    .data   ascii   );v3
1272 0x00018bf7 0x1001a3f7 4   5    .data   ascii   `ur2
1273 0x00018c1b 0x1001a41b 4   5    .data   ascii   `uf2
1274 0x00018c20 0x1001a420 4   6    .data   utf8    Þ;v< blocks=Latin-1 Supplement,Basic Latin
1275 0x00018c35 0x1001a435 4   5    .data   ascii   v3w1
1276 0x00018c47 0x1001a447 4   5    .data   ascii   `uV2
1277 0x00018c73 0x1001a473 4   5    .data   ascii   `uF2
1278 0x00018c8d 0x1001a48d 4   5    .data   ascii   v3wY
1279 0x00018c9f 0x1001a49f 4   5    .data   ascii   `u62
1280 0x00018cc2 0x1001a4c2 5   6    .data   ascii   s`u:2
1281 0x00018cc8 0x1001a4c8 4   6    .data   utf8    ÞSw< blocks=Latin-1 Supplement,Basic Latin
1282 0x00018cef 0x1001a4ef 4   5    .data   ascii   `u*2
1283 0x00018cf4 0x1001a4f4 4   6    .data   utf8    Þ\aw< blocks=Latin-1 Supplement,Basic Latin
1284 0x00018d21 0x1001a521 4   6    .data   utf8    qcwŞ blocks=Basic Latin,Latin Extended-A
1285 0x00018d45 0x1001a545 4   5    .data   ascii   qcw!
1286 0x00018d69 0x1001a569 4   5    .data   ascii   qew}
1287 0x00018d71 0x1001a571 4   5    .data   ascii   (n\H
1288 0x00018da1 0x1001a5a1 4   5    .data   ascii   qcwE
1289 0x00018e0d 0x1001a60d 4   6    .data   utf8    qcwّ blocks=Basic Latin,Arabic
1290 0x00018e31 0x1001a631 4   5    .data   ascii   qcw5
1291 0x00018e82 0x1001a682 5   6    .data   ascii   vcH#+
1292 0x00018eef 0x1001a6ef 4   5    .data   ascii   _*$2
1293 0x00018f36 0x1001a736 4   5    .data   ascii   vk(u
1294 0x00018f3c 0x1001a73c 4   5    .data   ascii   7Onk
1295 0x00018fdc 0x1001a7dc 4   5    .data   ascii   (lcw
1296 0x00019019 0x1001a819 5   7    .data   utf8    %`tŉF blocks=Basic Latin,Latin Extended-A
1297 0x00019192 0x1001a992 4   5    .data   ascii   ~o+f
1298 0x000191ad 0x1001a9ad 4   5    .data   ascii   zcw(
1299 0x000191e6 0x1001a9e6 4   5    .data   ascii   n\H:
1300 0x00019276 0x1001aa76 4   5    .data   ascii   ?,J:
1301 0x000192d8 0x1001aad8 4   5    .data   ascii   X63t
1302 0x000192f1 0x1001aaf1 6   9    .data   utf8    #bϛ/nƘ blocks=Basic Latin,Greek and Coptic,Latin Extended-B
1303 0x00019310 0x1001ab10 7   9    .data   utf8    "y0^ؿ8^ blocks=Basic Latin,Arabic
1304 0x00019326 0x1001ab26 10  14   .data   utf8    Ҙ7(Vȷjv\av3 blocks=Cyrillic,Basic Latin,Latin Extended-B
1305 0x00019369 0x1001ab69 6   9    .data   utf8    \trߥyLޓ blocks=Basic Latin,NKo,Thaana
1306 0x00019381 0x1001ab81 4   5    .data   ascii   >FOF
1307 0x000193a7 0x1001aba7 4   5    .data   ascii   ^)tG
1308 0x000193b1 0x1001abb1 4   5    .data   ascii   <Fg@
1309 0x000193db 0x1001abdb 4   5    .data   ascii   ^(tG
1310 0x00019412 0x1001ac12 4   5    .data   ascii   j\vHv
1311 0x00019fe0 0x1001b7e0 4   5    .data   ascii   Uv3_
1312 0x00019fec 0x1001b7ec 4   5    .data   ascii   Nv3_
1313 0x00019ff8 0x1001b7f8 4   5    .data   ascii   Mv3_
1314 0x0001a004 0x1001b804 4   5    .data   ascii   Lv3_
1315 0x0001a010 0x1001b810 4   5    .data   ascii   Sv3_
1316 0x0001a01c 0x1001b81c 4   5    .data   ascii   Rv3_
1317 0x0001a028 0x1001b828 4   5    .data   ascii   Qv3_
1318 0x0001a034 0x1001b834 4   5    .data   ascii   Pv3_
1319 0x0001a040 0x1001b840 4   5    .data   ascii   wt3_
1320 0x0001a04c 0x1001b84c 4   5    .data   ascii   vt3_
1321 0x0001a365 0x1001bb65 4   6    .data   utf8    V~Ҏ; blocks=Basic Latin,Cyrillic
1322 0x0001a9a8 0x1001c1a8 10  15   .data   utf8    cב<gӕ8kߙ4o blocks=Basic Latin,Hebrew,Cyrillic,NKo
1323 0x0001a9b7 0x1001c1b7 10  14   .data   utf8    0sǁ,wÅ({ω$ blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement,Greek and Coptic
1324 0x0001aa62 0x1001c262 5   8    .data   utf8    Iğ+m# blocks=Basic Latin,Latin Extended-A
1325 0x0001aaa8 0x1001c2a8 10  15   .data   utf8    cב<gӕ8kߙ4o blocks=Basic Latin,Hebrew,Cyrillic,NKo
1326 0x0001aab7 0x1001c2b7 10  14   .data   utf8    0sǁ,wÅ({ω$ blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement,Greek and Coptic
1327 0x0001ab28 0x1001c328 10  15   .data   utf8    cב<gӕ8kߙ4o blocks=Basic Latin,Hebrew,Cyrillic,NKo
1328 0x0001ab37 0x1001c337 10  14   .data   utf8    0sǁ,wÅ({ω$ blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement,Greek and Coptic
1329 0x0001ac28 0x1001c428 10  15   .data   utf8    cב<gӕ8kߙ4o blocks=Basic Latin,Hebrew,Cyrillic,NKo
1330 0x0001ac37 0x1001c437 10  14   .data   utf8    0sǁ,wÅ({ω$ blocks=Basic Latin,Latin Extended-B,Latin-1 Supplement,Greek and Coptic
1331 0x0001ad9b 0x1001c59b 4   5    .data   ascii   $[*Z
1332 0x0001aefb 0x1001c6fb 4   5    .data   ascii   `xBs
1333 0x0001b11a 0x1001c91a 4   6    .data   utf8    VѢ\eV blocks=Basic Latin,Cyrillic
1334 0x0001b15d 0x1001c95d 5   7    .data   utf8    vxڑ8v blocks=Basic Latin,Arabic
1335 0x0001b17d 0x1001c97d 4   6    .data   utf8    >vӏE blocks=Basic Latin,Cyrillic
1336 0x0001b41a 0x1001cc1a 7   10   .data   utf8    ^˪\eVް0Z blocks=Basic Latin,Spacing Modifier Letters,Thaana
1337 0x0001b472 0x1001cc72 4   6    .data   utf8    Gܓ?] blocks=Basic Latin,Syriac
1338 0x0001b47e 0x1001cc7e 4   6    .data   utf8    Gހ&3 blocks=Basic Latin,Thaana
1339 0x0001b489 0x1001cc89 5   7    .data   utf8    9vҀ&3 blocks=Basic Latin,Cyrillic
1340 0x0001b64e 0x1001ce4e 4   5    .data   ascii   s$ro
1341 0x0001b65b 0x1001ce5b 4   5    .data   ascii   `C|3
1342 0x0001c8c9 0x1001e0c9 6   9    .data   utf8    v3Ĳ\bQą blocks=Basic Latin,Latin Extended-A
1343 0x0001c8f9 0x1001e0f9 4   6    .data   utf8    v3Ġ\v blocks=Basic Latin,Latin Extended-A
1344 0x0001c929 0x1001e129 4   6    .data   utf8    v3ĥ\v blocks=Basic Latin,Latin Extended-A
1345 0x0001c959 0x1001e159 5   7    .data   utf8    v3ĥ\vG blocks=Basic Latin,Latin Extended-A
1346 0x0001c9ee 0x1001e1ee 20  28   .data   utf8    `̐%`̐%`̐%`̗"g˗"g˗LXԝ blocks=Basic Latin,Combining Diacritical Marks,Spacing Modifier Letters,Cyrillic Supplement
1347 0x0001cb99 0x1001e399 4   5    .data   ascii   vh\eG
1348 0x0001cbba 0x1001e3ba 4   6    .data   utf8    \bүv3 blocks=Basic Latin,Cyrillic
1349 0x0001cbc9 0x1001e3c9 4   5    .data   ascii   vh\eG
1350 0x0001cc1a 0x1001e41a 4   6    .data   utf8    +گv3 blocks=Basic Latin,Arabic
1351 0x0001cc4a 0x1001e44a 4   6    .data   utf8    :įv3 blocks=Basic Latin,Latin Extended-A
1352 0x0001cc7a 0x1001e47a 4   6    .data   utf8    :ۯv3 blocks=Basic Latin,Arabic
1353 0x0001cc89 0x1001e489 5   6    .data   ascii   vh\bI2
1354 0x0001ccb9 0x1001e4b9 6   7    .data   ascii   vh\bH2L
1355 0x0001ccda 0x1001e4da 4   6    .data   utf8    8αv3 blocks=Basic Latin,Greek and Coptic
1356 0x0001cd55 0x1001e555 5   7    .data   utf8    -wϚ{9 blocks=Basic Latin,Greek and Coptic
1357 0x0001ce1d 0x1001e61d 5   7    .data   utf8    @yĘ:Y blocks=Basic Latin,Latin Extended-A
1358 0x0001ce58 0x1001e658 4   6    .data   utf8    A2wۇ blocks=Basic Latin,Arabic
1359 0x0001ce99 0x1001e699 5   7    .data   utf8    v3Ĺ{0 blocks=Basic Latin,Latin Extended-A
1360 0x0001ced5 0x1001e6d5 5   7    .data   utf8    ~2Ϙv3 blocks=Basic Latin,Greek and Coptic
1361 0x0001cee1 0x1001e6e1 8   11   .data   utf8    -hĘ-hĘv3 blocks=Basic Latin,Latin Extended-A
1362 0x0001cf2d 0x1001e72d 7   10   .data   utf8    vhĘ-hĘ- blocks=Basic Latin,Latin Extended-A
1363 0x0001d0ac 0x1001e8ac 5   6    .data   ascii   =vL`<
1364 0x0001d0b4 0x1001e8b4 5   6    .data   ascii   =v4`<
1365 0x0001d1ac 0x1001e9ac 6   8    .data   utf8    <v4gĉ3 blocks=Basic Latin,Latin Extended-A
1366 0x0001d1b4 0x1001e9b4 5   6    .data   ascii   <v<`<
1367 0x0001d2e6 0x1001eae6 4   6    .data   utf8    Vާ\eZ blocks=Basic Latin,Thaana
