[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
2168 0x00022234 0x00422e34 15  16   .text   ascii   __vbaRaiseEvent
2169 0x0002224c 0x00422e4c 31  64   .text   utf16le tsh firewall set opmode disable
2170 0x00022294 0x00422e94 22  46   .text   utf16le t stop security center
2171 0x000222cc 0x00422ecc 16  34   .text   utf16le t stop WinDefend
2172 0x000222f8 0x00422ef8 15  32   .text   utf16le BackupPrivilege
2173 0x00022320 0x00422f20 32  66   .text   utf16le FTWARE\Microsoft\Security Center
2174 0x00022378 0x00422f78 55  112  .text   utf16le FTWARE\Microsoft\Windows\CurrentVersion\Policies\System
2175 0x000223ec 0x00422fec 9   20   .text   utf16le EnableLUA
2176 0x00022400 0x00423000 14  15   .text   ascii   __vbaCopyBytes
2177 0x00022410 0x00423010 10  11   .text   ascii   __vbaI4Str
2178 0x00022420 0x00423020 9   20   .text   utf16le HOMEDRIVE
2179 0x00022438 0x00423038 8   18   .text   utf16le HOMEPATH
2180 0x00022454 0x00423054 24  50   .text   utf16le CDEFGHIJKLMNOPQRSTUVWXYZ
2181 0x000224cc 0x004230cc 65  132  .text   utf16le winmgmts:{impersonationLevel=impersonate}!\\.\root\SecurityCenter
2182 0x00022558 0x00423158 28  58   .text   utf16le lect * from AntiVirusProduct
2183 0x00022594 0x00423194 11  24   .text   utf16le DisplayName
2184 0x000225b0 0x004231b0 12  26   .text   utf16le NO ANTIVIRUS
2185 0x000225f8 0x004231f8 11  12   .text   ascii   __vbaLbound
2186 0x00022604 0x00423204 14  15   .text   ascii   __vbaStrFixstr
2187 0x00022634 0x00423234 10  11   .text   ascii   __vbaR8Str
2188 0x00022640 0x00423240 10  11   .text   ascii   __vbaStrR4
2189 0x0002264c 0x0042324c 10  11   .text   ascii   __vbaStrI2
2190 0x00022690 0x00423290 10  11   .text   ascii   __vbaUI1I4
2191 0x0002269c 0x0042329c 10  11   .text   ascii   __vbaUI1I2
2192 0x000229ef 0x004235ef 4   5    .text   ascii   hx3B
2193 0x00022a5b 0x0042365b 4   5    .text   ascii   `h3B
2194 0x00022ab5 0x004236b5 4   5    .text   ascii   //#\t
2195 0x00022ac7 0x004236c7 4   5    .text   ascii   hp3B
2196 0x00022b0f 0x0042370f 4   5    .text   ascii   h`3B
2197 0x00022b57 0x00423757 4   5    .text   ascii   hX3B
2198 0x00022c77 0x00423877 4   5    .text   ascii   `(3B
2199 0x00022c9b 0x0042389b 4   5    .text   ascii   `\b4B
2200 0x00022cad 0x004238ad 4   5    .text   ascii   \b\b/\b
2201 0x00022d07 0x00423907 4   5    .text   ascii   ` 3B
2202 0x00022d4f 0x0042394f 4   5    .text   ascii   `H3B
2203 0x00022d73 0x00423973 4   5    .text   ascii   `83B
2204 0x00022e93 0x00423a93 4   5    .text   ascii   hP3B
2205 0x00022eb7 0x00423ab7 4   5    .text   ascii   h@3B
2206 0x00022edb 0x00423adb 4   5    .text   ascii   h03B
2207 0x00022f8f 0x00423b8f 4   5    .text   ascii   `\b3B
2208 0x000230b3 0x00423cb3 4   5    .text   ascii   `84B
2209 0x000230c5 0x00423cc5 4   5    .text   ascii   \b\b\b\b
2210 0x000230db 0x00423cdb 4   5    .text   ascii   `X4B
2211 0x00023103 0x00423d03 4   5    .text   ascii   `H4B
2212 0x000231ab 0x00423dab 4   5    .text   ascii   ` 4B
2213 0x00023704 0x00424304 9   10   .text   ascii   LocalTime
2214 0x00023710 0x00424310 8   9    .text   ascii   TimeDiff
2215 0x0002371c 0x0042431c 5   6    .text   ascii   Index
2216 0x00023724 0x00424324 10  11   .text   ascii   bytesTotal
2217 0x00023730 0x00424330 10  11   .text   ascii   Lowerbound
2218 0x0002373c 0x0042433c 10  11   .text   ascii   Upperbound
2219 0x00023748 0x00424348 5   6    .text   ascii   track
2220 0x00023750 0x00424350 9   10   .text   ascii   oldTracks
2221 0x0002375c 0x0042435c 9   10   .text   ascii   FindValue
2222 0x00023768 0x00424368 9   10   .text   ascii   arrSearch
2223 0x00023778 0x00424378 12  13   .text   ascii   program_name
2224 0x00023788 0x00424388 12  13   .text   ascii   window_style
2225 0x00023798 0x00424398 16  17   .text   ascii   max_wait_seconds
2226 0x000237b8 0x004243b8 4   5    .text   ascii   hwnd
2227 0x000237c0 0x004243c0 4   5    .text   ascii   uMsg
2228 0x000237c8 0x004243c8 6   7    .text   ascii   wParam
2229 0x000237d0 0x004243d0 6   7    .text   ascii   lParam
2230 0x000237d8 0x004243d8 7   8    .text   ascii   lngPort
2231 0x000237e0 0x004243e0 7   8    .text   ascii   strHost
2232 0x000237e8 0x004243e8 6   7    .text   ascii   strTag
2233 0x000237f0 0x004243f0 11  12   .text   ascii   enmProtocol
2234 0x000237fc 0x004243fc 9   10   .text   ascii   requestID
2235 0x00023808 0x00424408 9   10   .text   ascii   LocalPort
2236 0x00023814 0x00424414 7   8    .text   ascii   LocalIP
2237 0x0002381c 0x0042441c 10  11   .text   ascii   RemoteHost
2238 0x00023828 0x00424428 10  11   .text   ascii   RemotePort
2239 0x00023838 0x00424438 4   5    .text   ascii   Data
2240 0x00023840 0x00424440 7   8    .text   ascii   varType
2241 0x00023848 0x00424448 6   7    .text   ascii   maxLen
2242 0x00023850 0x00424450 6   7    .text   ascii   Number
2243 0x00023858 0x00424458 11  12   .text   ascii   Description
2244 0x00023864 0x00424464 5   6    .text   ascii   sCode
2245 0x0002386c 0x0042446c 6   7    .text   ascii   Source
2246 0x00023874 0x00424474 8   9    .text   ascii   HelpFile
2247 0x00023880 0x00424480 11  12   .text   ascii   HelpContext
2248 0x0002388c 0x0042448c 13  14   .text   ascii   CancelDisplay
2249 0x0002389c 0x0042449c 9   10   .text   ascii   bytesSent
2250 0x000238a8 0x004244a8 14  15   .text   ascii   bytesRemaining
2251 0x000238c4 0x004244c4 4   5    .text   ascii   buff
2252 0x000238cc 0x004244cc 10  11   .text   ascii   bytMessage
2253 0x000238d8 0x004244d8 11  12   .text   ascii   bytPassword
2254 0x000238e4 0x004244e4 5   6    .text   ascii   bytIn
2255 0x00023998 0x00424598 4   5    .text   ascii   j\bh<
2256 0x00023cb3 0x004248b3 4   5    .text   ascii   j|h0
2257 0x00023d1e 0x0042491e 4   5    .text   ascii   jLh@
2258 0x00023e18 0x00424a18 4   5    .text   ascii   jPh0
2259 0x00023e79 0x00424a79 4   5    .text   ascii   jXh0
2260 0x00024492 0x00425092 4   5    .text   ascii   \bh N
2261 0x000244eb 0x004250eb 4   5    .text   ascii   h7QB
2262 0x00024536 0x00425136 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2263 0x0002457b 0x0042517b 4   5    .text   ascii   xSVW
2264 0x0002459c 0x0042519c 5   8    .text   utf8    }؉}ȉ} blocks=Basic Latin,Arabic,Latin Extended-B
2265 0x000245ed 0x004251ed 5   6    .text   ascii   }\vjxh
2266 0x00024732 0x00425332 5   8    .text   utf8    U\tUЍU blocks=Basic Latin,Cyrillic
2267 0x00024768 0x00425368 5   6    .text   ascii   }\vj|h
2268 0x0002481c 0x0042541c 7   11   .text   utf8    ]܉]̉]\t] blocks=Basic Latin,Syriac,Combining Diacritical Marks
2269 0x00024d3d 0x0042593d 5   7    .text   utf8    u\b3ۺ@ blocks=Basic Latin,Arabic
2270 0x00024d53 0x00425953 5   8    .text   utf8    ]؉]ȉ] blocks=Basic Latin,Arabic,Latin Extended-B
2271 0x00024d70 0x00425970 5   7    .text   utf8    #wY3Ɋ blocks=Basic Latin,Latin Extended-B
2272 0x00024f09 0x00425b09 5   8    .text   utf8    M؉U\tU blocks=Basic Latin,Arabic
2273 0x00024f2c 0x00425b2c 5   6    .text   ascii   }\vj|h
2274 0x0002502f 0x00425c2f 5   6    .text   ascii   }\vj$h
2275 0x000250fb 0x00425cfb 4   5    .text   ascii   xSVW
2276 0x00025126 0x00425d26 4   6    .text   utf8    3ۍU\f blocks=Basic Latin,Arabic
2277 0x00025180 0x00425d80 4   5    .text   ascii   Rh\b 
2278 0x000251b5 0x00425db5 4   5    .text   ascii   \fQh@
2279 0x00025217 0x00425e17 5   7    .text   utf8    MԋI\fS blocks=Basic Latin,Cyrillic Supplement
2280 0x00025234 0x00425e34 4   5    .text   ascii   Qh\b 
2281 0x00025262 0x00425e62 4   6    .text   utf8    EЋ=0 blocks=Basic Latin,Cyrillic
2282 0x000253db 0x00425fdb 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2283 0x00025a0f 0x0042660f 4   7    .text   utf8    EčM؉ blocks=Basic Latin,Latin Extended-A,Arabic
2284 0x00025a71 0x00426671 4   5    .text   ascii   hvgB
2285 0x00025b75 0x00426775 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2286 0x00025ce9 0x004268e9 4   5    .text   ascii   h-iB
2287 0x00025d2c 0x0042692c 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2288 0x00025d6b 0x0042696b 4   5    .text   ascii   8SVW
2289 0x00025e9c 0x00426a9c 5   6    .text   ascii   }\vjxh
2290 0x00025efd 0x00426afd 5   6    .text   ascii   }\vjxh
2291 0x00025f49 0x00426b49 4   5    .text   ascii   hdkB
2292 0x00025f63 0x00426b63 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2293 0x00025fc8 0x00426bc8 9   14   .text   utf8    }؉}ԉ}ĉ}\t} blocks=Basic Latin,Arabic,Cyrillic Supplement,Latin Extended-A
2294 0x000263ce 0x00426fce 4   5    .text   ascii   QRj\n
2295 0x00026779 0x00427379 4   5    .text   ascii   QRj\b
2296 0x00026799 0x00427399 4   5    .text   ascii   jXhX
2297 0x000268b3 0x004274b3 4   5    .text   ascii   RPj\t
2298 0x00026c5f 0x0042785f 4   5    .text   ascii   QRj\b
2299 0x00026cb5 0x004278b5 4   5    .text   ascii   \vRPS
2300 0x00027251 0x00427e51 4   5    .text   ascii   RPj\v
2301 0x000272a1 0x00427ea1 4   5    .text   ascii   jXhX
2302 0x000273b5 0x00427fb5 4   5    .text   ascii   QRj\t
2303 0x00027baf 0x004287af 4   5    .text   ascii   QRj\a
2304 0x00027c08 0x00428808 4   5    .text   ascii   \vRPS
2305 0x00028532 0x00429132 4   5    .text   ascii   \vRPS
2306 0x000286a3 0x004292a3 4   5    .text   ascii   QRj\b
2307 0x000286f9 0x004292f9 4   5    .text   ascii   \vRPS
2308 0x00028949 0x00429549 4   5    .text   ascii   PQj\b
2309 0x00028b15 0x00429715 4   5    .text   ascii   QRj\b
2310 0x00028b6b 0x0042976b 4   5    .text   ascii   \vRPS
2311 0x00028ed9 0x00429ad9 4   5    .text   ascii   RPj\v
2312 0x00028f29 0x00429b29 4   5    .text   ascii   PQj\b
2313 0x00028f35 0x00429b35 4   6    .text   utf8    `Ë5, blocks=Basic Latin,Latin-1 Supplement
2314 0x00028ff3 0x00429bf3 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2315 0x000291a0 0x00429da0 4   6    .text   utf8    QRǅD blocks=Basic Latin,Latin Extended-B
2316 0x00029210 0x00429e10 4   7    .text   utf8    ӍU\rE blocks=Cyrillic,Basic Latin
2317 0x000293dc 0x00429fdc 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2318 0x0002941b 0x0042a01b 4   5    .text   ascii   `SVW
2319 0x0002942d 0x0042a02d 6   8    .text   utf8    }\b3ɋ54 blocks=Basic Latin,Latin Extended-B
2320 0x0002943f 0x0042a03f 5   8    .text   utf8    M܉M̉M blocks=Basic Latin,Syriac,Combining Diacritical Marks
2321 0x00029773 0x0042a373 4   6    .text   utf8    QRǅ( blocks=Basic Latin,Latin Extended-B
2322 0x00029811 0x0042a411 4   6    .text   utf8    RPǅ( blocks=Basic Latin,Latin Extended-B
2323 0x000299c1 0x0042a5c1 5   7    .text   utf8    PQRǅ( blocks=Basic Latin,Latin Extended-B
2324 0x00029c4a 0x0042a84a 5   6    .text   ascii   M\bh0\a
2325 0x00029f5b 0x0042ab5b 4   6    .text   utf8    QRǅ( blocks=Basic Latin,Latin Extended-B
2326 0x0002a0d9 0x0042acd9 4   6    .text   utf8    QRǅ( blocks=Basic Latin,Latin Extended-B
2327 0x0002a28e 0x0042ae8e 4   6    .text   utf8    3ۋ5x blocks=Basic Latin,Arabic
2328 0x0002a391 0x0042af91 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2329 0x0002a577 0x0042b177 6   7    .text   ascii   }#jPh0
2330 0x0002a665 0x0042b265 6   7    .text   ascii   }#jXh0
2331 0x0002a833 0x0042b433 6   7    .text   ascii   }#jPh0
2332 0x0002a921 0x0042b521 6   7    .text   ascii   }#jXh0
2333 0x0002ac29 0x0042b829 5   6    .text   ascii   }#j8h
2334 0x0002af2e 0x0042bb2e 6   7    .text   ascii   } jXhX
2335 0x0002b079 0x0042bc79 4   6    .text   utf8    MЉH\b blocks=Basic Latin,Cyrillic
2336 0x0002b07f 0x0042bc7f 7   10   .text   utf8    UԉP\f3\vM blocks=Basic Latin,Cyrillic Supplement
2337 0x0002b112 0x0042bd12 4   6    .text   utf8    }ػ\b@ blocks=Basic Latin,Arabic
2338 0x0002b2c7 0x0042bec7 4   6    .text   utf8    ỦH\b blocks=Basic Latin,Combining Diacritical Marks
2339 0x0002b30b 0x0042bf0b 4   5    .text   ascii   PSVW
2340 0x0002b325 0x0042bf25 7   11   .text   utf8    }ԉ}Љ}̉} blocks=Basic Latin,Cyrillic Supplement,Cyrillic,Combining Diacritical Marks
2341 0x0002b340 0x0042bf40 5   8    .text   utf8    Mԉ}ĉ8 blocks=Basic Latin,Cyrillic Supplement,Latin Extended-A
2342 0x0002b4db 0x0042c0db 4   5    .text   ascii   \SVW
2343 0x0002b661 0x0042c261 4   5    .text   ascii   QFRj
2344 0x0002b78b 0x0042c38b 4   5    .text   ascii   $SVW
2345 0x0002b7ab 0x0042c3ab 5   8    .text   utf8    u؉uԉu blocks=Basic Latin,Arabic,Cyrillic Supplement
2346 0x0002b859 0x0042c459 6   8    .text   utf8    B\b3\tJ\f
2347 0x0002b99d 0x0042c59d 4   6    .text   utf8    QRǅD blocks=Basic Latin,Latin Extended-B
2348 0x0002ba5d 0x0042c65d 4   6    .text   utf8    QRǅ$ blocks=Basic Latin,Latin Extended-B
2349 0x0002bca1 0x0042c8a1 4   5    .text   ascii   $QhD
2350 0x0002bd28 0x0042c928 4   6    .text   utf8    QRǅ4 blocks=Basic Latin,Latin Extended-B
2351 0x0002bd98 0x0042c998 4   5    .text   ascii   (Qhl
2352 0x0002be1f 0x0042ca1f 4   6    .text   utf8    QRǅ4 blocks=Basic Latin,Latin Extended-B
2353 0x0002bee6 0x0042cae6 5   6    .text   ascii   M\bh\b\a
2354 0x0002bf70 0x0042cb70 4   6    .text   utf8    U\bǅD blocks=Basic Latin,Latin Extended-B
2355 0x0002c1ec 0x0042cdec 4   6    .text   utf8    PQRǅ blocks=Basic Latin,Latin Extended-B
2356 0x0002c297 0x0042ce97 4   5    .text   ascii   $PhD
2357 0x0002c325 0x0042cf25 4   6    .text   utf8    PQǅ4 blocks=Basic Latin,Latin Extended-B
2358 0x0002c394 0x0042cf94 4   5    .text   ascii   (Phl
2359 0x0002c422 0x0042d022 4   6    .text   utf8    PQǅ4 blocks=Basic Latin,Latin Extended-B
2360 0x0002c49c 0x0042d09c 4   5    .text   ascii   \bQh`
2361 0x0002c5fd 0x0042d1fd 4   5    .text   ascii   RPj\b
2362 0x0002c66b 0x0042d26b 4   5    .text   ascii   (SVW
2363 0x0002c67a 0x0042d27a 5   7    .text   utf8    U\f3ۍM blocks=Basic Latin,Arabic
2364 0x0002c7bb 0x0042d3bb 4   5    .text   ascii   DSVW
2365 0x0002c83d 0x0042d43d 4   7    .text   utf8    ։E\rE blocks=Armenian,Basic Latin
2366 0x0002c8ab 0x0042d4ab 4   7    .text   utf8    ։E\rE blocks=Armenian,Basic Latin
2367 0x0002c97b 0x0042d57b 4   5    .text   ascii   pSVW
2368 0x0002ca6a 0x0042d66a 4   7    .text   utf8    ؍E̍M blocks=Arabic,Basic Latin,Combining Diacritical Marks
2369 0x0002cb3b 0x0042d73b 4   5    .text   ascii   @SVW
2370 0x0002cb5d 0x0042d75d 7   11   .text   utf8    M̉}܉}̉8 blocks=Basic Latin,Combining Diacritical Marks,Syriac
2371 0x0002cc2b 0x0042d82b 4   5    .text   ascii   |SVW
2372 0x0002cc3a 0x0042d83a 5   7    .text   utf8    E\f3ۍU blocks=Basic Latin,Arabic
2373 0x0002cda0 0x0042d9a0 5   8    .text   utf8    UԍM؉] blocks=Basic Latin,Cyrillic Supplement,Arabic
2374 0x0002ce8b 0x0042da8b 4   5    .text   ascii   |SVW
2375 0x0002ce9a 0x0042da9a 5   7    .text   utf8    E\f3ۍU blocks=Basic Latin,Arabic
2376 0x0002cffd 0x0042dbfd 5   8    .text   utf8    UԍM؉] blocks=Basic Latin,Cyrillic Supplement,Arabic
2377 0x0002d0db 0x0042dcdb 4   5    .text   ascii   XSVW
2378 0x0002d19e 0x0042dd9e 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2379 0x0002d27c 0x0042de7c 4   6    .text   utf8    Mċ=, blocks=Basic Latin,Latin Extended-A
2380 0x0002d472 0x0042e072 5   8    .text   utf8    u܉ủu blocks=Basic Latin,Syriac,Combining Diacritical Marks
2381 0x0002d4e7 0x0042e0e7 4   5    .text   ascii   PQhx
2382 0x0002d553 0x0042e153 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2383 0x0002d835 0x0042e435 4   5    .text   ascii   RPj\t
2384 0x0002da3b 0x0042e63b 4   5    .text   ascii   RPj\f
2385 0x0002dc29 0x0042e829 4   5    .text   ascii   RVhL
2386 0x0002dcc0 0x0042e8c0 4   5    .text   ascii   RPj\r
2387 0x0002dccc 0x0042e8cc 4   6    .text   utf8    8Ë=, blocks=Basic Latin,Latin-1 Supplement
2388 0x0002dcf8 0x0042e8f8 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2389 0x0002dd69 0x0042e969 7   11   .text   utf8    ]܉]̉]ȉ] blocks=Basic Latin,Syriac,Combining Diacritical Marks,Latin Extended-B
2390 0x0002ddc2 0x0042e9c2 5   6    .text   ascii   V@Rh@
2391 0x0002deb5 0x0042eab5 5   7    .text   utf8    U܋\bQR blocks=Basic Latin,Syriac
2392 0x0002df9d 0x0042eb9d 4   6    .text   utf8    E̋Q@ blocks=Basic Latin,Combining Diacritical Marks
2393 0x0002dfa3 0x0042eba3 4   5    .text   ascii   y@RP
2394 0x0002dfdb 0x0042ebdb 4   6    .text   utf8    u\b3ۋ blocks=Basic Latin,Arabic
2395 0x0002e05a 0x0042ec5a 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2396 0x0002e0c6 0x0042ecc6 7   11   .text   utf8    u܉ủuȉu blocks=Basic Latin,Syriac,Combining Diacritical Marks,Latin Extended-B
2397 0x0002e11e 0x0042ed1e 4   5    .text   ascii   CDQP
2398 0x0002e1d8 0x0042edd8 5   6    .text   ascii   s@Rh 
2399 0x0002e453 0x0042f053 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2400 0x0002e587 0x0042f187 4   6    .text   utf8    RPǅp blocks=Basic Latin,Latin Extended-B
2401 0x0002e65a 0x0042f25a 4   5    .text   ascii   jXhX
2402 0x0002e75c 0x0042f35c 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2403 0x0002ea7d 0x0042f67d 4   5    .text   ascii   SPt;
2404 0x0002ebdc 0x0042f7dc 4   5    .text   ascii   jXhX
2405 0x0002eccf 0x0042f8cf 4   5    .text   ascii   SPt;
2406 0x0002ee2e 0x0042fa2e 4   5    .text   ascii   jXhX
2407 0x0002ef12 0x0042fb12 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2408 0x0002ef20 0x0042fb20 4   7    .text   utf8    EԋM؉ blocks=Basic Latin,Cyrillic Supplement,Arabic
2409 0x0002ef9f 0x0042fb9f 9   14   .text   utf8    M؉}؉}ԉ}̉} blocks=Basic Latin,Arabic,Cyrillic Supplement,Combining Diacritical Marks
2410 0x0002f197 0x0042fd97 4   5    .text   ascii   QRj\t
2411 0x0002f3aa 0x0042ffaa 4   5    .text   ascii   QRj\f
2412 0x0002f59a 0x0043019a 4   5    .text   ascii   RShL
2413 0x0002f641 0x00430241 4   5    .text   ascii   RPj\r
2414 0x0002f64d 0x0043024d 4   6    .text   utf8    8Ë5, blocks=Basic Latin,Latin-1 Supplement
2415 0x0002f66f 0x0043026f 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2416 0x0002f6ab 0x004302ab 4   5    .text   ascii   4SVW
2417 0x0002f740 0x00430340 4   5    .text   ascii   j\bVj
2418 0x0002f811 0x00430411 7   11   .text   utf8    u܉u؉uȉu blocks=Basic Latin,Syriac,Arabic,Latin Extended-B
2419 0x0002f898 0x00430498 4   7    .text   utf8    ЍM܋= blocks=Cyrillic,Basic Latin,Syriac
2420 0x0002fa1b 0x0043061b 4   5    .text   ascii   \fSVW
2421 0x0002fa44 0x00430644 6   7    .text   ascii   y\bfHf\r
2422 0x0002facb 0x004306cb 5   8    .text   utf8    u܉ủu blocks=Basic Latin,Syriac,Combining Diacritical Marks
2423 0x0002fb51 0x00430751 4   6    .text   utf8    QRǅd blocks=Basic Latin,Latin Extended-B
2424 0x0002fd2a 0x0043092a 5   6    .text   ascii   \fh{\tC
2425 0x0002fd59 0x00430959 4   6    .text   utf8    \fË5, blocks=Basic Latin,Latin-1 Supplement
2426 0x0002fd7a 0x0043097a 4   6    .text   utf8    ËE\bP blocks=Latin-1 Supplement,Basic Latin
2427 0x0002fdf5 0x004309f5 5   8    .text   utf8    ]ԉ]ĉ] blocks=Basic Latin,Cyrillic Supplement,Latin Extended-A
2428 0x000308c5 0x004314c5 4   5    .text   ascii   B\fhx
2429 0x000309af 0x004315af 4   5    .text   ascii   B\fhH
2430 0x00030caa 0x004318aa 5   7    .text   utf8    E\tA\fj
2431 0x00030dd1 0x004319d1 6   9    .text   utf8    $ÍMċ5, blocks=Basic Latin,Latin-1 Supplement,Latin Extended-A
2432 0x00030dfd 0x004319fd 4   6    .text   utf8    E܉B\b blocks=Basic Latin,Syriac
2433 0x00030e06 0x00431a06 5   7    .text   utf8    J\f3\vM
2434 0x00030e3b 0x00431a3b 4   5    .text   ascii   |SVW
2435 0x00030e5b 0x00431a5b 9   14   .text   utf8    }؉}܉}ԉ}\t} blocks=Basic Latin,Arabic,Syriac,Cyrillic Supplement
2436 0x00030e87 0x00431a87 4   7    .text   utf8    ӍUԉU blocks=Cyrillic,Basic Latin,Cyrillic Supplement
2437 0x0003102b 0x00431c2b 6   7    .text   ascii   U\fSj\tj
2438 0x00031042 0x00431c42 5   8    .text   utf8    ]܉]̉] blocks=Basic Latin,Syriac,Combining Diacritical Marks
