[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x000004ed 0x004010ed 5   11   .text   utf16le jjjjj
1049 0x00016b34 0x00417734 5   12   .rdata  utf16le ar-DZ
1050 0x00016b40 0x00417740 5   12   .rdata  utf16le zh-MO
1051 0x00016b4c 0x0041774c 5   12   .rdata  utf16le de-LI
1052 0x00016b58 0x00417758 5   12   .rdata  utf16le en-NZ
1053 0x00016b64 0x00417764 5   12   .rdata  utf16le es-CR
1054 0x00016b70 0x00417770 5   12   .rdata  utf16le fr-LU
1055 0x00016b7c 0x0041777c 10  22   .rdata  utf16le bs-BA-Latn
1056 0x00016b94 0x00417794 6   14   .rdata  utf16le smj-SE
1057 0x00016ba4 0x004177a4 5   12   .rdata  utf16le ar-MA
1058 0x00016bb0 0x004177b0 5   12   .rdata  utf16le en-IE
1059 0x00016bbc 0x004177bc 5   12   .rdata  utf16le es-PA
1060 0x00016bc8 0x004177c8 5   12   .rdata  utf16le fr-MC
1061 0x00016bd4 0x004177d4 10  22   .rdata  utf16le sr-BA-Latn
1062 0x00016bec 0x004177ec 6   14   .rdata  utf16le sma-NO
1063 0x00016bfc 0x004177fc 5   12   .rdata  utf16le ar-TN
1064 0x00016c08 0x00417808 5   12   .rdata  utf16le en-ZA
1065 0x00016c14 0x00417814 5   12   .rdata  utf16le es-DO
1066 0x00016c20 0x00417820 10  22   .rdata  utf16le sr-BA-Cyrl
1067 0x00016c38 0x00417838 6   14   .rdata  utf16le sma-SE
1068 0x00016c48 0x00417848 5   12   .rdata  utf16le ar-OM
1069 0x00016c54 0x00417854 5   12   .rdata  utf16le en-JM
1070 0x00016c60 0x00417860 5   12   .rdata  utf16le es-VE
1071 0x00016c6c 0x0041786c 6   14   .rdata  utf16le sms-FI
1072 0x00016c7c 0x0041787c 5   12   .rdata  utf16le ar-YE
1073 0x00016c88 0x00417888 5   12   .rdata  utf16le en-CB
1074 0x00016c94 0x00417894 5   12   .rdata  utf16le es-CO
1075 0x00016ca0 0x004178a0 6   14   .rdata  utf16le smn-FI
1076 0x00016cb0 0x004178b0 5   12   .rdata  utf16le ar-SY
1077 0x00016cbc 0x004178bc 5   12   .rdata  utf16le en-BZ
1078 0x00016cc8 0x004178c8 5   12   .rdata  utf16le es-PE
1079 0x00016cd4 0x004178d4 5   12   .rdata  utf16le ar-JO
1080 0x00016ce0 0x004178e0 5   12   .rdata  utf16le en-TT
1081 0x00016cec 0x004178ec 5   12   .rdata  utf16le es-AR
1082 0x00016cf8 0x004178f8 5   12   .rdata  utf16le ar-LB
1083 0x00016d04 0x00417904 5   12   .rdata  utf16le en-ZW
1084 0x00016d10 0x00417910 5   12   .rdata  utf16le es-EC
1085 0x00016d1c 0x0041791c 5   12   .rdata  utf16le ar-KW
1086 0x00016d28 0x00417928 5   12   .rdata  utf16le en-PH
1087 0x00016d34 0x00417934 5   12   .rdata  utf16le es-CL
1088 0x00016d40 0x00417940 5   12   .rdata  utf16le ar-AE
1089 0x00016d4c 0x0041794c 5   12   .rdata  utf16le es-UY
1090 0x00016d58 0x00417958 5   12   .rdata  utf16le ar-BH
1091 0x00016d64 0x00417964 5   12   .rdata  utf16le es-PY
1092 0x00016d70 0x00417970 5   12   .rdata  utf16le ar-QA
1093 0x00016d7c 0x0041797c 5   12   .rdata  utf16le es-BO
1094 0x00016d88 0x00417988 5   12   .rdata  utf16le es-SV
1095 0x00016d94 0x00417994 5   12   .rdata  utf16le es-HN
1096 0x00016da0 0x004179a0 5   12   .rdata  utf16le es-NI
1097 0x00016dac 0x004179ac 5   12   .rdata  utf16le es-PR
1098 0x00016db8 0x004179b8 6   14   .rdata  utf16le zh-CHT
1099 0x000174fc 0x004180fc 5   12   .rdata  utf16le ar-ae
1100 0x00017508 0x00418108 5   12   .rdata  utf16le ar-bh
1101 0x00017514 0x00418114 5   12   .rdata  utf16le ar-dz
1102 0x00017520 0x00418120 5   12   .rdata  utf16le ar-eg
1103 0x0001752c 0x0041812c 5   12   .rdata  utf16le ar-iq
1104 0x00017538 0x00418138 5   12   .rdata  utf16le ar-jo
1105 0x00017544 0x00418144 5   12   .rdata  utf16le ar-kw
1106 0x00017550 0x00418150 5   12   .rdata  utf16le ar-lb
1107 0x0001755c 0x0041815c 5   12   .rdata  utf16le ar-ly
1108 0x00017568 0x00418168 5   12   .rdata  utf16le ar-ma
1109 0x00017574 0x00418174 5   12   .rdata  utf16le ar-om
1110 0x00017580 0x00418180 5   12   .rdata  utf16le ar-qa
1111 0x0001758c 0x0041818c 5   12   .rdata  utf16le ar-sa
1112 0x00017598 0x00418198 5   12   .rdata  utf16le ar-sy
1113 0x000175a4 0x004181a4 5   12   .rdata  utf16le ar-tn
1114 0x000175b0 0x004181b0 5   12   .rdata  utf16le ar-ye
1115 0x000175bc 0x004181bc 10  22   .rdata  utf16le az-az-cyrl
1116 0x000175d4 0x004181d4 10  22   .rdata  utf16le az-az-latn
1117 0x000175ec 0x004181ec 5   12   .rdata  utf16le be-by
1118 0x000175f8 0x004181f8 5   12   .rdata  utf16le bg-bg
1119 0x00017604 0x00418204 5   12   .rdata  utf16le bn-in
1120 0x00017610 0x00418210 10  22   .rdata  utf16le bs-ba-latn
1121 0x00017628 0x00418228 5   12   .rdata  utf16le ca-es
1122 0x00017634 0x00418234 5   12   .rdata  utf16le cs-cz
1123 0x00017640 0x00418240 5   12   .rdata  utf16le cy-gb
1124 0x0001764c 0x0041824c 5   12   .rdata  utf16le da-dk
1125 0x00017658 0x00418258 5   12   .rdata  utf16le de-at
1126 0x00017664 0x00418264 5   12   .rdata  utf16le de-ch
1127 0x00017670 0x00418270 5   12   .rdata  utf16le de-de
1128 0x0001767c 0x0041827c 5   12   .rdata  utf16le de-li
1129 0x00017688 0x00418288 5   12   .rdata  utf16le de-lu
1130 0x00017694 0x00418294 6   14   .rdata  utf16le div-mv
1131 0x000176a4 0x004182a4 5   12   .rdata  utf16le el-gr
1132 0x000176b0 0x004182b0 5   12   .rdata  utf16le en-au
1133 0x000176bc 0x004182bc 5   12   .rdata  utf16le en-bz
1134 0x000176c8 0x004182c8 5   12   .rdata  utf16le en-ca
1135 0x000176d4 0x004182d4 5   12   .rdata  utf16le en-cb
1136 0x000176e0 0x004182e0 5   12   .rdata  utf16le en-gb
1137 0x000176ec 0x004182ec 5   12   .rdata  utf16le en-ie
1138 0x000176f8 0x004182f8 5   12   .rdata  utf16le en-jm
1139 0x00017704 0x00418304 5   12   .rdata  utf16le en-nz
1140 0x00017710 0x00418310 5   12   .rdata  utf16le en-ph
1141 0x0001771c 0x0041831c 5   12   .rdata  utf16le en-tt
1142 0x00017728 0x00418328 5   12   .rdata  utf16le en-us
1143 0x00017734 0x00418334 5   12   .rdata  utf16le en-za
1144 0x00017740 0x00418340 5   12   .rdata  utf16le en-zw
1145 0x0001774c 0x0041834c 5   12   .rdata  utf16le es-ar
1146 0x00017758 0x00418358 5   12   .rdata  utf16le es-bo
1147 0x00017764 0x00418364 5   12   .rdata  utf16le es-cl
1148 0x00017770 0x00418370 5   12   .rdata  utf16le es-co
1149 0x0001777c 0x0041837c 5   12   .rdata  utf16le es-cr
1150 0x00017788 0x00418388 5   12   .rdata  utf16le es-do
1151 0x00017794 0x00418394 5   12   .rdata  utf16le es-ec
1152 0x000177a0 0x004183a0 5   12   .rdata  utf16le es-es
1153 0x000177ac 0x004183ac 5   12   .rdata  utf16le es-gt
1154 0x000177b8 0x004183b8 5   12   .rdata  utf16le es-hn
1155 0x000177c4 0x004183c4 5   12   .rdata  utf16le es-mx
1156 0x000177d0 0x004183d0 5   12   .rdata  utf16le es-ni
1157 0x000177dc 0x004183dc 5   12   .rdata  utf16le es-pa
1158 0x000177e8 0x004183e8 5   12   .rdata  utf16le es-pe
1159 0x000177f4 0x004183f4 5   12   .rdata  utf16le es-pr
1160 0x00017800 0x00418400 5   12   .rdata  utf16le es-py
1161 0x0001780c 0x0041840c 5   12   .rdata  utf16le es-sv
1162 0x00017818 0x00418418 5   12   .rdata  utf16le es-uy
1163 0x00017824 0x00418424 5   12   .rdata  utf16le es-ve
1164 0x00017830 0x00418430 5   12   .rdata  utf16le et-ee
1165 0x0001783c 0x0041843c 5   12   .rdata  utf16le eu-es
1166 0x00017848 0x00418448 5   12   .rdata  utf16le fa-ir
1167 0x00017854 0x00418454 5   12   .rdata  utf16le fi-fi
1168 0x00017860 0x00418460 5   12   .rdata  utf16le fo-fo
1169 0x0001786c 0x0041846c 5   12   .rdata  utf16le fr-be
1170 0x00017878 0x00418478 5   12   .rdata  utf16le fr-ca
1171 0x00017884 0x00418484 5   12   .rdata  utf16le fr-ch
1172 0x00017890 0x00418490 5   12   .rdata  utf16le fr-fr
1173 0x0001789c 0x0041849c 5   12   .rdata  utf16le fr-lu
1174 0x000178a8 0x004184a8 5   12   .rdata  utf16le fr-mc
1175 0x000178b4 0x004184b4 5   12   .rdata  utf16le gl-es
1176 0x000178c0 0x004184c0 5   12   .rdata  utf16le gu-in
1177 0x000178cc 0x004184cc 5   12   .rdata  utf16le he-il
1178 0x000178d8 0x004184d8 5   12   .rdata  utf16le hi-in
1179 0x000178e4 0x004184e4 5   12   .rdata  utf16le hr-ba
1180 0x000178f0 0x004184f0 5   12   .rdata  utf16le hr-hr
1181 0x000178fc 0x004184fc 5   12   .rdata  utf16le hu-hu
1182 0x00017908 0x00418508 5   12   .rdata  utf16le hy-am
1183 0x00017914 0x00418514 5   12   .rdata  utf16le id-id
1184 0x00017920 0x00418520 5   12   .rdata  utf16le is-is
1185 0x0001792c 0x0041852c 5   12   .rdata  utf16le it-ch
1186 0x00017938 0x00418538 5   12   .rdata  utf16le it-it
1187 0x00017944 0x00418544 5   12   .rdata  utf16le ja-jp
1188 0x00017950 0x00418550 5   12   .rdata  utf16le ka-ge
1189 0x0001795c 0x0041855c 5   12   .rdata  utf16le kk-kz
1190 0x00017968 0x00418568 5   12   .rdata  utf16le kn-in
1191 0x00017974 0x00418574 6   14   .rdata  utf16le kok-in
1192 0x00017984 0x00418584 5   12   .rdata  utf16le ko-kr
1193 0x00017990 0x00418590 5   12   .rdata  utf16le ky-kg
1194 0x0001799c 0x0041859c 5   12   .rdata  utf16le lt-lt
1195 0x000179a8 0x004185a8 5   12   .rdata  utf16le lv-lv
1196 0x000179b4 0x004185b4 5   12   .rdata  utf16le mi-nz
1197 0x000179c0 0x004185c0 5   12   .rdata  utf16le mk-mk
1198 0x000179cc 0x004185cc 5   12   .rdata  utf16le ml-in
1199 0x000179d8 0x004185d8 5   12   .rdata  utf16le mn-mn
1200 0x000179e4 0x004185e4 5   12   .rdata  utf16le mr-in
1201 0x000179f0 0x004185f0 5   12   .rdata  utf16le ms-bn
1202 0x000179fc 0x004185fc 5   12   .rdata  utf16le ms-my
1203 0x00017a08 0x00418608 5   12   .rdata  utf16le mt-mt
1204 0x00017a14 0x00418614 5   12   .rdata  utf16le nb-no
1205 0x00017a20 0x00418620 5   12   .rdata  utf16le nl-be
1206 0x00017a2c 0x0041862c 5   12   .rdata  utf16le nl-nl
1207 0x00017a38 0x00418638 5   12   .rdata  utf16le nn-no
1208 0x00017a44 0x00418644 5   12   .rdata  utf16le ns-za
1209 0x00017a50 0x00418650 5   12   .rdata  utf16le pa-in
1210 0x00017a5c 0x0041865c 5   12   .rdata  utf16le pl-pl
1211 0x00017a68 0x00418668 5   12   .rdata  utf16le pt-br
1212 0x00017a74 0x00418674 5   12   .rdata  utf16le pt-pt
1213 0x00017a80 0x00418680 6   14   .rdata  utf16le quz-bo
1214 0x00017a90 0x00418690 6   14   .rdata  utf16le quz-ec
1215 0x00017aa0 0x004186a0 6   14   .rdata  utf16le quz-pe
1216 0x00017ab0 0x004186b0 5   12   .rdata  utf16le ro-ro
1217 0x00017abc 0x004186bc 5   12   .rdata  utf16le ru-ru
1218 0x00017ac8 0x004186c8 5   12   .rdata  utf16le sa-in
1219 0x00017ad4 0x004186d4 5   12   .rdata  utf16le se-fi
1220 0x00017ae0 0x004186e0 5   12   .rdata  utf16le se-no
1221 0x00017aec 0x004186ec 5   12   .rdata  utf16le se-se
1222 0x00017af8 0x004186f8 5   12   .rdata  utf16le sk-sk
1223 0x00017b04 0x00418704 5   12   .rdata  utf16le sl-si
1224 0x00017b10 0x00418710 6   14   .rdata  utf16le sma-no
1225 0x00017b20 0x00418720 6   14   .rdata  utf16le sma-se
1226 0x00017b30 0x00418730 6   14   .rdata  utf16le smj-no
1227 0x00017b40 0x00418740 6   14   .rdata  utf16le smj-se
1228 0x00017b50 0x00418750 6   14   .rdata  utf16le smn-fi
1229 0x00017b60 0x00418760 6   14   .rdata  utf16le sms-fi
1230 0x00017b70 0x00418770 5   12   .rdata  utf16le sq-al
1231 0x00017b7c 0x0041877c 10  22   .rdata  utf16le sr-ba-cyrl
1232 0x00017b94 0x00418794 10  22   .rdata  utf16le sr-ba-latn
1233 0x00017bac 0x004187ac 10  22   .rdata  utf16le sr-sp-cyrl
1234 0x00017bc4 0x004187c4 10  22   .rdata  utf16le sr-sp-latn
1235 0x00017bdc 0x004187dc 5   12   .rdata  utf16le sv-fi
1236 0x00017be8 0x004187e8 5   12   .rdata  utf16le sv-se
1237 0x00017bf4 0x004187f4 5   12   .rdata  utf16le sw-ke
1238 0x00017c00 0x00418800 6   14   .rdata  utf16le syr-sy
1239 0x00017c10 0x00418810 5   12   .rdata  utf16le ta-in
1240 0x00017c1c 0x0041881c 5   12   .rdata  utf16le te-in
1241 0x00017c28 0x00418828 5   12   .rdata  utf16le th-th
1242 0x00017c34 0x00418834 5   12   .rdata  utf16le tn-za
1243 0x00017c40 0x00418840 5   12   .rdata  utf16le tr-tr
1244 0x00017c4c 0x0041884c 5   12   .rdata  utf16le tt-ru
1245 0x00017c58 0x00418858 5   12   .rdata  utf16le uk-ua
1246 0x00017c64 0x00418864 5   12   .rdata  utf16le ur-pk
1247 0x00017c70 0x00418870 10  22   .rdata  utf16le uz-uz-cyrl
1248 0x00017c88 0x00418888 10  22   .rdata  utf16le uz-uz-latn
1249 0x00017ca0 0x004188a0 5   12   .rdata  utf16le vi-vn
1250 0x00017cac 0x004188ac 5   12   .rdata  utf16le xh-za
1251 0x00017cb8 0x004188b8 6   14   .rdata  utf16le zh-chs
1252 0x00017cc8 0x004188c8 6   14   .rdata  utf16le zh-cht
1253 0x00017cd8 0x004188d8 5   12   .rdata  utf16le zh-cn
1254 0x00017ce4 0x004188e4 5   12   .rdata  utf16le zh-hk
1255 0x00017cf0 0x004188f0 5   12   .rdata  utf16le zh-mo
1256 0x00017cfc 0x004188fc 5   12   .rdata  utf16le zh-sg
1257 0x00017d08 0x00418908 5   12   .rdata  utf16le zh-tw
1258 0x00017d14 0x00418914 5   12   .rdata  utf16le zu-za
1259 0x00017d3a 0x0041893a 4   6    .rdata  utf8    tFМ, blocks=Basic Latin,Cyrillic
1260 0x00017d83 0x00418983 4   6    .rdata  utf8    \aIV$
1261 0x00017dfb 0x004189fb 4   7    .rdata  utf8    ̿aYܫ blocks=Combining Diacritical Marks,Basic Latin,Syriac
1262 0x00017e40 0x00418a40 4   5    .rdata  ascii   d8L2
1263 0x00017e6c 0x00418a6c 7   8    .rdata  ascii   [aOni*{
1264 0x00017e96 0x00418a96 4   5    .rdata  ascii   @2&@
1265 0x00017eca 0x00418aca 4   5    .rdata  ascii   "RP(
1266 0x00017ed8 0x00418ad8 4   6    .rdata  utf8    }]9֙ blocks=Basic Latin,Hebrew
1267 0x00017f43 0x00418b43 5   6    .rdata  ascii   eLK(w
1268 0x00017f6d 0x00418b6d 4   5    .rdata  ascii   m\nXo
1269 0x00017faf 0x00418baf 6   7    .rdata  ascii   \bFEMh\f
1270 0x00017fbe 0x00418bbe 4   5    .rdata  ascii   h0'D
1271 0x00017fcd 0x00418bcd 6   8    .rdata  utf8    Qh٢%v} blocks=Basic Latin,Arabic
1272 0x00018007 0x00418c07 4   6    .rdata  utf8    א:@O blocks=Hebrew,Basic Latin
1273 0x00018010 0x00418c10 4   5    .rdata  ascii   owM&
1274 0x0001804d 0x00418c4d 7   9    .rdata  utf8    ~ $s%rс blocks=Basic Latin,Cyrillic
1275 0x0001805b 0x00418c5b 7   8    .rdata  ascii   \a@b;zO]
1276 0x0001809b 0x00418c9b 4   5    .rdata  ascii   $qE}
1277 0x000180d9 0x00418cd9 4   5    .rdata  ascii   ;*xh
1278 0x0001812e 0x00418d2e 4   7    .rdata  utf8    H孎cY blocks=Basic Latin,CJK Unified Ideographs
1279 0x0001813b 0x00418d3b 4   7    .rdata  utf8    &>r䴆 blocks=Basic Latin,CJK Unified Ideographs Extension A
1280 0x00018143 0x00418d43 4   5    .rdata  ascii   ["93
1281 0x00018148 0x00418d48 4   5    .rdata  ascii   u\azK
1282 0x00018174 0x00418d74 5   6    .rdata  ascii   iu+-,
1283 0x000181da 0x00418dda 4   5    .rdata  ascii   \lo}
1284 0x000181e5 0x00418de5 5   6    .rdata  ascii   obwQ4
1285 0x000181ff 0x00418dff 4   5    .rdata  ascii   &Sgw
1286 0x00018288 0x00418e88 4   5    .rdata  ascii   R\tE]
1287 0x00018297 0x00418e97 4   5    .rdata  ascii   ?nz(
1288 0x000182ca 0x00418eca 4   6    .rdata  utf8    EJjت blocks=Basic Latin,Arabic
1289 0x000182fd 0x00418efd 4   5    .rdata  ascii   0+L\v
1290 0x0001834a 0x00418f4a 4   5    .rdata  ascii   =87M
1291 0x00018409 0x00419009 4   6    .rdata  utf8    6zƞ) blocks=Basic Latin,Latin Extended-B
1292 0x0001842a 0x0041902a 6   9    .rdata  utf8    ¨N2Lɭ3 blocks=Latin-1 Supplement,Basic Latin,IPA Extensions
1293 0x00018437 0x00419037 6   7    .rdata  ascii   v2!L.2
1294 0x00018480 0x00419080 4   5    .rdata  ascii   \tcQr
1295 0x000184b9 0x004190b9 4   5    .rdata  ascii   X/4B
1296 0x0001850d 0x0041910d 4   6    .rdata  utf8    ;҉s} blocks=Basic Latin,Cyrillic
1297 0x00018539 0x00419139 4   6    .rdata  utf8    B(Ȏy blocks=Basic Latin,Latin Extended-B
1298 0x00018557 0x00419157 4   5    .rdata  ascii   k=yI
1299 0x00018589 0x00419189 4   6    .rdata  utf8    øBnc blocks=Latin-1 Supplement,Basic Latin
1300 0x000185ba 0x004191ba 5   6    .rdata  ascii   ^<V7w
1301 0x0001860d 0x0041920d 6   8    .rdata  utf8    W&|.ڋu blocks=Basic Latin,Arabic
1302 0x000186e8 0x004192e8 5   6    .rdata  ascii   1#INF
1303 0x000186f0 0x004192f0 6   7    .rdata  ascii   1#QNAN
1304 0x000186f8 0x004192f8 6   7    .rdata  ascii   1#SNAN
1305 0x00018700 0x00419300 5   6    .rdata  ascii   1#IND
1306 0x00018720 0x00419320 5   6    .rdata  ascii   log10
1307 0x00018778 0x00419378 7   16   .rdata  utf16le CONOUT$
1308 0x00018884 0x00419484 4   5    .rdata  ascii   lzZ?
1309 0x00018978 0x00419578 5   6    .rdata  ascii   log10
1310 0x00018988 0x00419588 4   5    .rdata  ascii   asin
1311 0x00018990 0x00419590 4   5    .rdata  ascii   acos
1312 0x00018998 0x00419598 4   5    .rdata  ascii   sqrt
1313 0x000189dc 0x004195dc 4   5    .rdata  ascii   \tk8=
1314 0x00018a0b 0x0041960b 5   6    .rdata  ascii   \tQ*\e=
1315 0x00018a1c 0x0041961c 4   5    .rdata  ascii   b6\b=
1316 0x00018ab3 0x004196b3 4   6    .rdata  utf8    N\vָ? blocks=Basic Latin,Hebrew
1317 0x00018ac7 0x004196c7 6   7    .rdata  ascii   ?5Wg4p
1318 0x00018ad9 0x004196d9 4   5    .rdata  ascii   Nv$^
1319 0x00018b11 0x00419711 4   6    .rdata  utf8     <śm blocks=Basic Latin,Latin Extended-A
1320 0x00018b49 0x00419749 4   5    .rdata  ascii   w(@\t
1321 0x00018b8b 0x0041978b 5   6    .rdata  ascii   BC .=
1322 0x00018ba9 0x004197a9 4   5    .rdata  ascii   a>-\e
1323 0x00018bc2 0x004197c2 4   5    .rdata  ascii   (lX 
1324 0x00018c8c 0x0041988c 4   5    .rdata  ascii   #{ =
1325 0x00018c91 0x00419891 4   5    .rdata  ascii   `~R=
1326 0x00018ccc 0x004198cc 4   5    .rdata  ascii   }s"=
1327 0x00018cd2 0x004198d2 4   5    .rdata  ascii   \tE[\n
1328 0x00018cd9 0x004198d9 5   6    .rdata  ascii   %S#[k
1329 0x00018d21 0x00419921 4   6    .rdata  utf8    x¾/@ blocks=Basic Latin,Latin-1 Supplement
1330 0x00018d2a 0x0041992a 6   7    .rdata  ascii   "B <1=
1331 0x00018d39 0x00419939 4   5    .rdata  ascii   \-!y
1332 0x00018d5a 0x0041995a 6   7    .rdata  ascii   \f#.X'=
1333 0x00018d8c 0x0041998c 4   5    .rdata  ascii   i9+=
1334 0x000192c0 0x00419ec0 4   5    .rdata  ascii   sinh
1335 0x000192c8 0x00419ec8 4   5    .rdata  ascii   cosh
1336 0x000192d0 0x00419ed0 4   5    .rdata  ascii   tanh
1337 0x000192d8 0x00419ed8 4   5    .rdata  ascii   atan
1338 0x000192e0 0x00419ee0 5   6    .rdata  ascii   atan2
1339 0x000192f4 0x00419ef4 4   5    .rdata  ascii   ceil
1340 0x000192fc 0x00419efc 5   6    .rdata  ascii   floor
1341 0x00019304 0x00419f04 4   5    .rdata  ascii   fabs
1342 0x0001930c 0x00419f0c 4   5    .rdata  ascii   modf
1343 0x00019314 0x00419f14 5   6    .rdata  ascii   ldexp
1344 0x0001931c 0x00419f1c 5   6    .rdata  ascii   _cabs
1345 0x00019324 0x00419f24 6   7    .rdata  ascii   _hypot
1346 0x0001932c 0x00419f2c 4   5    .rdata  ascii   fmod
1347 0x00019334 0x00419f34 5   6    .rdata  ascii   frexp
1348 0x00019348 0x00419f48 5   6    .rdata  ascii   _logb
1349 0x00019350 0x00419f50 10  11   .rdata  ascii   _nextafter
1350 0x000194b4 0x0041a0b4 8   9    .rdata  ascii   .text$mn
1351 0x000194c8 0x0041a0c8 8   9    .rdata  ascii   .idata$5
1352 0x000194dc 0x0041a0dc 6   7    .rdata  ascii   .00cfg
1353 0x000194ec 0x0041a0ec 8   9    .rdata  ascii   .CRT$XCA
1354 0x00019500 0x0041a100 9   10   .rdata  ascii   .CRT$XCAA
1355 0x00019514 0x0041a114 8   9    .rdata  ascii   .CRT$XCZ
1356 0x00019528 0x0041a128 8   9    .rdata  ascii   .CRT$XIA
1357 0x0001953c 0x0041a13c 9   10   .rdata  ascii   .CRT$XIAA
1358 0x00019550 0x0041a150 9   10   .rdata  ascii   .CRT$XIAC
1359 0x00019564 0x0041a164 8   9    .rdata  ascii   .CRT$XIC
1360 0x00019578 0x0041a178 8   9    .rdata  ascii   .CRT$XIZ
1361 0x0001958c 0x0041a18c 8   9    .rdata  ascii   .CRT$XPA
1362 0x000195a0 0x0041a1a0 8   9    .rdata  ascii   .CRT$XPX
1363 0x000195b4 0x0041a1b4 9   10   .rdata  ascii   .CRT$XPXA
1364 0x000195c8 0x0041a1c8 8   9    .rdata  ascii   .CRT$XPZ
1365 0x000195dc 0x0041a1dc 8   9    .rdata  ascii   .CRT$XTA
1366 0x000195f0 0x0041a1f0 8   9    .rdata  ascii   .CRT$XTZ
1367 0x00019604 0x0041a204 6   7    .rdata  ascii   .rdata
1368 0x00019614 0x0041a214 13  14   .rdata  ascii   .rdata$sxdata
1369 0x0001962c 0x0041a22c 13  14   .rdata  ascii   .rdata$voltmd
1370 0x00019644 0x0041a244 13  14   .rdata  ascii   .rdata$zzzdbg
1371 0x0001965c 0x0041a25c 8   9    .rdata  ascii   .rtc$IAA
1372 0x00019670 0x0041a270 8   9    .rdata  ascii   .rtc$IZZ
1373 0x00019684 0x0041a284 8   9    .rdata  ascii   .rtc$TAA
1374 0x00019698 0x0041a298 8   9    .rdata  ascii   .rtc$TZZ
1375 0x000196ac 0x0041a2ac 8   9    .rdata  ascii   .xdata$x
1376 0x000196c0 0x0041a2c0 8   9    .rdata  ascii   .idata$2
1377 0x000196d4 0x0041a2d4 8   9    .rdata  ascii   .idata$3
1378 0x000196e8 0x0041a2e8 8   9    .rdata  ascii   .idata$4
1379 0x000196fc 0x0041a2fc 8   9    .rdata  ascii   .idata$6
1380 0x00019710 0x0041a310 5   6    .rdata  ascii   .data
1381 0x00019720 0x0041a320 4   5    .rdata  ascii   .bss
1382 0x00019730 0x0041a330 8   9    .rdata  ascii   .rsrc$01
1383 0x00019744 0x0041a344 8   9    .rdata  ascii   .rsrc$02
1384 0x00019d46 0x0041a946 7   8    .rdata  ascii   NtClose
1385 0x00019d50 0x0041a950 10  11   .rdata  ascii   NtOpenFile
1386 0x00019d5c 0x0041a95c 9   10   .rdata  ascii   ntdll.dll
1387 0x00019d68 0x0041a968 20  21   .rdata  ascii   GetCurrentDirectoryW
1388 0x00019d80 0x0041a980 11  12   .rdata  ascii   CloseHandle
1389 0x00019d8e 0x0041a98e 12  13   .rdata  ascii   GetLastError
1390 0x00019d9e 0x0041a99e 15  16   .rdata  ascii   DeviceIoControl
1391 0x00019db0 0x0041a9b0 5   6    .rdata  ascii   Sleep
1392 0x00019db8 0x0041a9b8 17  18   .rdata  ascii   GetCurrentProcess
1393 0x00019dcc 0x0041a9cc 19  20   .rdata  ascii   GetCurrentProcessId
1394 0x00019de2 0x0041a9e2 14  15   .rdata  ascii   FormatMessageW
1395 0x00019df4 0x0041a9f4 8   9    .rdata  ascii   lstrlenW
1396 0x00019e00 0x0041aa00 16  17   .rdata  ascii   GetConsoleWindow
1397 0x00019e14 0x0041aa14 24  25   .rdata  ascii   CreateToolhelp32Snapshot
1398 0x00019e30 0x0041aa30 14  15   .rdata  ascii   Process32First
1399 0x00019e42 0x0041aa42 13  14   .rdata  ascii   Process32Next
1400 0x00019e50 0x0041aa50 12  13   .rdata  ascii   KERNEL32.dll
1401 0x00019e60 0x0041aa60 10  11   .rdata  ascii   ShowWindow
1402 0x00019e6c 0x0041aa6c 10  11   .rdata  ascii   USER32.dll
1403 0x00019e7a 0x0041aa7a 18  19   .rdata  ascii   CloseServiceHandle
1404 0x00019e90 0x0041aa90 14  15   .rdata  ascii   ControlService
1405 0x00019ea2 0x0041aaa2 14  15   .rdata  ascii   CreateServiceW
1406 0x00019eb4 0x0041aab4 13  14   .rdata  ascii   DeleteService
1407 0x00019ec4 0x0041aac4 14  15   .rdata  ascii   OpenSCManagerA
1408 0x00019ed6 0x0041aad6 12  13   .rdata  ascii   OpenServiceW
1409 0x00019ee6 0x0041aae6 13  14   .rdata  ascii   StartServiceW
1410 0x00019ef4 0x0041aaf4 12  13   .rdata  ascii   ADVAPI32.dll
1411 0x00019f04 0x0041ab04 9   10   .rdata  ascii   RtlUnwind
1412 0x00019f10 0x0041ab10 24  25   .rdata  ascii   UnhandledExceptionFilter
1413 0x00019f2c 0x0041ab2c 27  28   .rdata  ascii   SetUnhandledExceptionFilter
1414 0x00019f4a 0x0041ab4a 16  17   .rdata  ascii   TerminateProcess
1415 0x00019f5e 0x0041ab5e 25  26   .rdata  ascii   IsProcessorFeaturePresent
1416 0x00019f7a 0x0041ab7a 23  24   .rdata  ascii   QueryPerformanceCounter
1417 0x00019f94 0x0041ab94 18  19   .rdata  ascii   GetCurrentThreadId
