[Strings]
nth  paddr      vaddr      len  size section         type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1548 0x00049400 0x0044ba00 10   11   .rdata          ascii   dochack.js
1549 0x00049414 0x0044ba14 8    9    .rdata          ascii   doc/html
1550 0x00049428 0x0044ba28 47   48   .rdata          ascii    js -d:release --out:$1 tools/nimblepkglist.nim
1551 0x00049460 0x0044ba60 10   11   .rdata          ascii   web/upload
1552 0x00049473 0x0044ba73 17   18   .rdata          ascii   @nimblepkglist.js
1553 0x0004948f 0x0044ba8f 5    6    .rdata          ascii   @ js 
1554 0x000494a0 0x0044baa0 11   12   .rdata          ascii   dochack.nim
1555 0x000494b3 0x0044bab3 7    8    .rdata          ascii   @1.2.16
1556 0x000494c3 0x0044bac3 17   18   .rdata          ascii   @ doc $# -o:$# $#
1557 0x000494df 0x0044badf 19   20   .rdata          ascii   @docgen_sample.html
1558 0x000494fb 0x0044bafb 4    5    .rdata          ascii   @doc
1559 0x00049507 0x0044bb07 18   19   .rdata          ascii   @docgen_sample.nim
1560 0x00049523 0x0044bb23 15   16   .rdata          ascii   @doc/intern.rst
1561 0x0004953c 0x0044bb3c 12   13   .rdata          ascii   doc/apis.rst
1562 0x00049554 0x0044bb54 11   12   .rdata          ascii   doc/lib.rst
1563 0x00049567 0x0044bb67 15   16   .rdata          ascii   @doc/manual.rst
1564 0x00049588 0x0044bb88 27   28   .rdata          ascii   doc/manual_experimental.rst
1565 0x000495ab 0x0044bbab 20   21   .rdata          ascii   @doc/destructors.rst
1566 0x000495c8 0x0044bbc8 12   13   .rdata          ascii   doc/tut1.rst
1567 0x000495e0 0x0044bbe0 12   13   .rdata          ascii   doc/tut2.rst
1568 0x000495f8 0x0044bbf8 12   13   .rdata          ascii   doc/tut3.rst
1569 0x00049610 0x0044bc10 12   13   .rdata          ascii   doc/nimc.rst
1570 0x00049628 0x0044bc28 11   12   .rdata          ascii   doc/hcr.rst
1571 0x0004963c 0x0044bc3c 13   14   .rdata          ascii   doc/drnim.rst
1572 0x00049653 0x0044bc53 17   18   .rdata          ascii   @doc/overview.rst
1573 0x0004966f 0x0044bc6f 16   17   .rdata          ascii   @doc/filters.rst
1574 0x00049688 0x0044bc88 13   14   .rdata          ascii   doc/tools.rst
1575 0x0004969f 0x0044bc9f 16   17   .rdata          ascii   @doc/niminst.rst
1576 0x000496b7 0x0044bcb7 16   17   .rdata          ascii   @doc/nimgrep.rst
1577 0x000496d0 0x0044bcd0 10   11   .rdata          ascii   doc/gc.rst
1578 0x000496e4 0x0044bce4 12   13   .rdata          ascii   doc/estp.rst
1579 0x000496fb 0x0044bcfb 17   18   .rdata          ascii   @doc/idetools.rst
1580 0x00049717 0x0044bd17 15   16   .rdata          ascii   @doc/docgen.rst
1581 0x00049730 0x0044bd30 12   13   .rdata          ascii   doc/koch.rst
1582 0x00049747 0x0044bd47 17   18   .rdata          ascii   @doc/backends.rst
1583 0x00049763 0x0044bd63 19   20   .rdata          ascii   @doc/nimsuggest.rst
1584 0x00049780 0x0044bd80 12   13   .rdata          ascii   doc/nep1.rst
1585 0x00049798 0x0044bd98 12   13   .rdata          ascii   doc/nims.rst
1586 0x000497c7 0x0044bdc7 21   22   .rdata          ascii   @doc/contributing.rst
1587 0x000497e7 0x0044bde7 19   20   .rdata          ascii   @doc/codeowners.rst
1588 0x00049803 0x0044be03 18   19   .rdata          ascii   @doc/packaging.rst
1589 0x00049828 0x0044be28 27   28   .rdata          ascii   doc/manual/var_t_return.rst
1590 0x000498e8 0x0044bee8 45   46   .rdata          ascii    rst2html $# --git.url:$# -o:$# --index:on $#
1591 0x00049927 0x0044bf27 32   33   .rdata          ascii   @https://github.com/nim-lang/Nim
1592 0x0004994f 0x0044bf4f 5    6    .rdata          ascii   @html
1593 0x00049968 0x0044bf68 41   42   .rdata          ascii    doc0 $# --git.url:$# -o:$# --index:on $#
1594 0x0004999c 0x0044bf9c 8    9    .rdata          ascii   compiler
1595 0x000499b0 0x0044bfb0 10   11   .rdata          ascii    --docroot
1596 0x000499c8 0x0044bfc8 46   47   .rdata          ascii    doc $# --git.url:$# --outdir:$# --index:on $#
1597 0x00049a07 0x0044c007 31   32   .rdata          ascii   @ doc2 $# --git.url:$# -o:$# $#
1598 0x00049a48 0x0044c048 61   62   .rdata          ascii   external program failed, retrying serial work queue for logs!
1599 0x00049aa8 0x0044c0a8 34   35   .rdata          ascii    buildIndex -o:$1/theindex.html $1
1600 0x00049ae8 0x0044c0e8 116  117  .rdata          ascii   --warning[LockLevel]:off --hint[Conf]:off --hint[Path]:off --hint[Processing]:off -d:boot --putenv:nimversion=1.2.16
1601 0x00049b67 0x0044c167 18   19   .rdata          ascii   @pdflatex -version
1602 0x00049b88 0x0044c188 50   51   .rdata          ascii   pdflatex not found; no PDF documentation generated
1603 0x00049bef 0x0044c1ef 15   16   .rdata          ascii   @ rst2tex $# $#
1604 0x00049c08 0x0044c208 34   35   .rdata          ascii   pdflatex -interaction=nonstopmode 
1605 0x00049c33 0x0044c233 4    5    .rdata          ascii   @tex
1606 0x00049c3f 0x0044c23f 5    6    .rdata          ascii   @.pdf
1607 0x00049c4f 0x0044c24f 4    5    .rdata          ascii   @aux
1608 0x00049c5b 0x0044c25b 4    5    .rdata          ascii   @toc
1609 0x00049c67 0x0044c267 4    5    .rdata          ascii   @log
1610 0x00049c73 0x0044c273 4    5    .rdata          ascii   @out
1611 0x00049c8b 0x0044c28b 5    6    .rdata          ascii   @ -o:
1612 0x00049c9b 0x0044c29b 7    8    .rdata          ascii   @TRAVIS
1613 0x00049cab 0x0044c2ab 19   20   .rdata          ascii   @travis_fold:start:
1614 0x00049cd3 0x0044c2d3 17   18   .rdata          ascii   @travis_fold:end:
1615 0x00049d07 0x0044c307 32   33   .rdata          ascii   @$1\system32;$1;$1\System32\Wbem
1616 0x00049d30 0x0044c330 10   11   .rdata          ascii   SYSTEMROOT
1617 0x00049d40 0x0044c340 62   63   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\arithmetics.nim
1618 0x00049d7f 0x0044c37f 6    7    .rdata          ascii   incRef
1619 0x00049d88 0x0044c388 53   54   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\gc.nim
1620 0x00049dc1 0x0044c3c1 9    10   .rdata          ascii   usrToCell
1621 0x00049dd0 0x0044c3d0 62   63   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\comparisons.nim
1622 0x00049e0f 0x0044c40f 9    10   .rdata          ascii   rtlAddZCT
1623 0x00049e19 0x0044c419 6    7    .rdata          ascii   decRef
1624 0x00049e20 0x0044c420 7    8    .rdata          ascii   asgnRef
1625 0x00049e2c 0x0044c42c 50   51   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system.nim
1626 0x00049e5f 0x0044c45f 12   13   .rdata          ascii   skipFindData
1627 0x00049e6c 0x0044c46c 51   52   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\os.nim
1628 0x00049ea0 0x0044c4a0 17   18   .rdata          ascii   nimGCunrefNoCycle
1629 0x00049eb2 0x0044c4b2 9    10   .rdata          ascii   eqStrings
1630 0x00049ebc 0x0044c4bc 60   61   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\strmantle.nim
1631 0x00049ef9 0x0044c4f9 4    5    .rdata          ascii   find
1632 0x00049f00 0x0044c500 60   61   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\iterators.nim
1633 0x00049f3d 0x0044c53d 8    9    .rdata          ascii   contains
1634 0x00049f46 0x0044c546 10   11   .rdata          ascii   getDocList
1635 0x00049f54 0x0044c554 54   55   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\tools\kochdocs.nim
1636 0x00049f8f 0x0044c58f 11   12   .rdata          ascii   findNimImpl
1637 0x00049f9c 0x0044c59c 57   58   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\strutils.nim
1638 0x00049fd6 0x0044c5d6 4    5    .rdata          ascii   exec
1639 0x00049fdb 0x0044c5db 7    8    .rdata          ascii   findNim
1640 0x00049fe3 0x0044c5e3 7    8    .rdata          ascii   buildJS
1641 0x00049feb 0x0044c5eb 15   16   .rdata          ascii   buildDocSamples
1642 0x00049ffb 0x0044c5fb 5    6    .rdata          ascii   sexec
1643 0x0004a001 0x0044c601 5    6    .rdata          ascii   mexec
1644 0x0004a008 0x0044c608 55   56   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\osproc.nim
1645 0x0004a040 0x0044c640 8    9    .rdata          ascii   buildDoc
1646 0x0004a049 0x0044c649 9    10   .rdata          ascii   buildDocs
1647 0x0004a053 0x0044c653 11   12   .rdata          ascii   buildPdfDoc
1648 0x0004a05f 0x0044c65f 7    8    .rdata          ascii   nimexec
1649 0x0004a067 0x0044c667 10   11   .rdata          ascii   nimCompile
1650 0x0004a072 0x0044c672 8    9    .rdata          ascii   execFold
1651 0x0004a07b 0x0044c67b 14   15   .rdata          ascii   nimCompileFold
1652 0x0004a08a 0x0044c68a 13   14   .rdata          ascii   execCleanPath
1653 0x0004a098 0x0044c698 8    9    .rdata          ascii   kochdocs
1654 0x0004a0c0 0x0044c6c0 128  129  .rdata          ascii   ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789-_
1655 0x0004a167 0x0044c767 7    8    .rdata          ascii   @mailto
1656 0x0004a200 0x0044c800 7    8    .rdata          ascii   initUri
1657 0x0004a208 0x0044c808 52   53   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\uri.nim
1658 0x0004a23d 0x0044c83d 8    9    .rdata          ascii   resetUri
1659 0x0004a246 0x0044c846 10   11   .rdata          ascii   parseUntil
1660 0x0004a254 0x0044c854 59   60   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\parseutils.nim
1661 0x0004a290 0x0044c890 14   15   .rdata          ascii   parseAuthority
1662 0x0004a29f 0x0044c89f 9    10   .rdata          ascii   parsePath
1663 0x0004a2a9 0x0044c8a9 10   11   .rdata          ascii   parseWhile
1664 0x0004a2b4 0x0044c8b4 8    9    .rdata          ascii   parseUri
1665 0x0004a2c8 0x0044c8c8 37   38   .rdata          ascii   invalid format string, cannot parse: 
1666 0x0004a308 0x0044c908 64   65   .rdata          ascii   invalid type in format string for string, expected 's', but got 
1667 0x0004a350 0x0044c950 50   51   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system.nim
1668 0x0004a384 0x0044c984 62   63   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\iterators_1.nim
1669 0x0004a3cc 0x0044c9cc 62   63   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\arithmetics.nim
1670 0x0004a40b 0x0044ca0b 6    7    .rdata          ascii   incRef
1671 0x0004a414 0x0044ca14 53   54   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\gc.nim
1672 0x0004a44d 0x0044ca4d 9    10   .rdata          ascii   usrToCell
1673 0x0004a45c 0x0044ca5c 62   63   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\system\comparisons.nim
1674 0x0004a49b 0x0044ca9b 9    10   .rdata          ascii   rtlAddZCT
1675 0x0004a4a5 0x0044caa5 6    7    .rdata          ascii   decRef
1676 0x0004a4ac 0x0044caac 7    8    .rdata          ascii   asgnRef
1677 0x0004a4b4 0x0044cab4 28   29   .rdata          ascii   parseStandardFormatSpecifier
1678 0x0004a4d4 0x0044cad4 58   59   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\strformat.nim
1679 0x0004a50f 0x0044cb0f 10   11   .rdata          ascii   ValueError
1680 0x0004a51a 0x0044cb1a 11   12   .rdata          ascii   alignString
1681 0x0004a526 0x0044cb26 11   12   .rdata          ascii   formatValue
1682 0x0004a548 0x0044cb48 10   11   .rdata          ascii   deps.cmd: 
1683 0x0004a568 0x0044cb68 72   73   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\tools\deps.nim(6, 12) `status == 0` 
1684 0x0004a5bc 0x0044cbbc 13   14   .rdata          ascii   git clone -q 
1685 0x0004a5e0 0x0044cbe0 7    8    .rdata          ascii   git -C 
1686 0x0004a607 0x0044cc07 23   24   .rdata          ascii   @ rev-parse --show-cdup
1687 0x0004a648 0x0044cc48 9    10   .rdata          ascii    fetch -q
1688 0x0004a65c 0x0044cc5c 13   14   .rdata          ascii    checkout -q 
1689 0x0004a674 0x0044cc74 9    10   .rdata          ascii   FAILURE: 
1690 0x0004a688 0x0044cc88 37   38   .rdata          ascii    already exists but is not a git repo
1691 0x0004a6b0 0x0044ccb0 9    10   .rdata          ascii   dirExists
1692 0x0004a6bc 0x0044ccbc 51   52   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\os.nim
1693 0x0004a6f0 0x0044ccf0 4    5    .rdata          ascii   exec
1694 0x0004a6f8 0x0044ccf8 50   51   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\tools\deps.nim
1695 0x0004a72b 0x0044cd2b 6    7    .rdata          ascii   execEx
1696 0x0004a732 0x0044cd32 9    10   .rdata          ascii   isGitRepo
1697 0x0004a73c 0x0044cd3c 58   59   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\pure\strformat.nim
1698 0x0004a778 0x0044cd78 55   56   .rdata          ascii   D:\a\nightlies\nightlies\nim-1.2.16\lib\core\macros.nim
1699 0x0004a7b0 0x0044cdb0 15   16   .rdata          ascii   cloneDependency
1700 0x0004a7e7 0x0044cde7 7    8    .rdata          ascii   @latest
1701 0x0004a7f7 0x0044cdf7 7    8    .rdata          ascii   @stable
1702 0x0004a807 0x0044ce07 4    5    .rdata          ascii   @nim
1703 0x0004a827 0x0044ce27 1992 1993 .rdata          ascii   @+-----------------------------------------------------------------+\n|         Maintenance program for Nim                             |\n|             Version $1|\n|             (c) 2017 Andreas Rumpf                              |\n+-----------------------------------------------------------------+\nBuild time: $2, $3\n\nUsage:\n  koch [options] command [options for command]\nOptions:\n  --help, -h               shows this help and quits\n  --latest                 bundle the installers with a bleeding edge Nimble\n  --stable                 bundle the installers with a stable Nimble (default)\n  --nim:path               use specified path for nim binary\nPossible Commands:\n  boot [options]           bootstraps with given command line options\n  distrohelper [bindir]    helper for distro packagers\n  tools                    builds Nim related tools\n  toolsNoNimble            builds Nim related tools (except nimble)\n                           doesn't require network connectivity\n  nimble                   builds the Nimble tool\nBoot options:\n  -d:release               produce a release version of the compiler\n  -d:nimUseLinenoise       use the linenoise library for interactive mode\n                           `nim secret` (not needed on Windows)\n  -d:leanCompiler          produce a compiler without JS codegen or\n                           documentation generator in order to use less RAM\n                           for bootstrapping\n\nCommands for core developers:\n  runCI                    runs continuous integration (CI), eg from travis\n  docs [options]           generates the full documentation\n  csource -d:release       builds the C sources for installation\n  pdf                      builds the PDF documentation\n  zip                      builds the installation zip package\n  xz                       builds the installation tar.xz package\n  testinstall              test tar.xz package; Unix only!\n  installdeps [options]    installs external dependency (eg tinyc) to dist/
1704 0x0004aff0 0x0044d5f0 439  440  .rdata          ascii     tests [options]          run the testsuite (run a subset of tests by\n                           specifying a category, e.g. `tests cat async`)\n  temp options             creates a temporary compiler for testing\n  pushcsource              push generated C sources to its repo\nWeb options:\n  --googleAnalytics:UA-... add the given google analytics code to the docs. To\n                           build the official docs, use UA-48159761-1\n
1705 0x0004b1af 0x0044d7af 7    8    .rdata          ascii   @1.2.16
1706 0x0004b1c0 0x0044d7c0 10   11   .rdata          ascii   2021-12-16
1707 0x0004b1d4 0x0044d7d4 8    9    .rdata          ascii   08:58:14
1708 0x0004b1e7 0x0044d7e7 5    6    .rdata          ascii   @boot
1709 0x0004b1f7 0x0044d7f7 6    7    .rdata          ascii   @clean
1710 0x0004b207 0x0044d807 4    5    .rdata          ascii   @doc
1711 0x0004b213 0x0044d813 5    6    .rdata          ascii   @docs
1712 0x0004b223 0x0044d823 5    6    .rdata          ascii   @doc0
1713 0x0004b233 0x0044d833 6    7    .rdata          ascii   @docs0
1714 0x0004b243 0x0044d843 4    5    .rdata          ascii   @pdf
1715 0x0004b250 0x0044d850 7    8    .rdata          ascii   csource
1716 0x0004b260 0x0044d860 8    9    .rdata          ascii   csources
1717 0x0004b273 0x0044d873 4    5    .rdata          ascii   @zip
1718 0x0004b28b 0x0044d88b 5    6    .rdata          ascii   @nsis
1719 0x0004b29c 0x0044d89c 10   11   .rdata          ascii   geninstall
1720 0x0004b2b0 0x0044d8b0 12   13   .rdata          ascii   distrohelper
1721 0x0004b2c8 0x0044d8c8 7    8    .rdata          ascii   install
1722 0x0004b2d8 0x0044d8d8 11   12   .rdata          ascii   testinstall
1723 0x0004b2ec 0x0044d8ec 11   12   .rdata          ascii   installdeps
1724 0x0004b2ff 0x0044d8ff 6    7    .rdata          ascii   @runci
1725 0x0004b30f 0x0044d90f 5    6    .rdata          ascii   @test
1726 0x0004b31f 0x0044d91f 6    7    .rdata          ascii   @tests
1727 0x0004b32f 0x0044d92f 5    6    .rdata          ascii   @temp
1728 0x0004b33f 0x0044d93f 6    7    .rdata          ascii   @xtemp
1729 0x0004b350 0x0044d950 8    9    .rdata          ascii   wintools
1730 0x0004b363 0x0044d963 7    8    .rdata          ascii   @nimble
1731 0x0004b374 0x0044d974 10   11   .rdata          ascii   nimsuggest
1732 0x0004b388 0x0044d988 13   14   .rdata          ascii   toolsnonimble
1733 0x0004b39f 0x0044d99f 6    7    .rdata          ascii   @tools
1734 0x0004b3b0 0x0044d9b0 11   12   .rdata          ascii   pushcsource
1735 0x0004b3c4 0x0044d9c4 12   13   .rdata          ascii   pushcsources
1736 0x0004b3dc 0x0044d9dc 8    9    .rdata          ascii   valgrind
1737 0x0004b3ef 0x0044d9ef 6    7    .rdata          ascii   @c2nim
1738 0x0004b3ff 0x0044d9ff 6    7    .rdata          ascii   @drnim
1739 0x0004b410 0x0044da10 8    9    .rdata          ascii   compiler
1740 0x0004b423 0x0044da23 4    5    .rdata          ascii   @bin
1741 0x0004b42f 0x0044da2f 19   20   .rdata          ascii   @NIM_COMPILE_TO_CPP
1742 0x0004b44b 0x0044da4b 6    7    .rdata          ascii   @false
