[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019f 0x0000019f 7   8            ascii   `.rdata
3    0x000001c7 0x000001c7 6   7            ascii   @.data
1204 0x00015485 0x00415485 21  22   .data   ascii   \BulletProof Software
1205 0x0001549b 0x0041549b 4   5    .data   ascii   .dat
1206 0x000154a0 0x004154a0 4   5    .data   ascii   .bps
1207 0x000154a5 0x004154a5 36  37   .data   ascii   Software\BPFTP\Bullet Proof FTP\Main
1208 0x000154ca 0x004154ca 57  58   .data   ascii   Software\BulletProof Software\BulletProof FTP Client\Main
1209 0x00015504 0x00415504 39  40   .data   ascii   Software\BPFTP\Bullet Proof FTP\Options
1210 0x0001552c 0x0041552c 60  61   .data   ascii   Software\BulletProof Software\BulletProof FTP Client\Options
1211 0x00015569 0x00415569 14  15   .data   ascii   Software\BPFTP
1212 0x00015578 0x00415578 15  16   .data   ascii   LastSessionFile
1213 0x00015588 0x00415588 8   9    .data   ascii   SitesDir
1214 0x00015591 0x00415591 11  12   .data   ascii   InstallDir1
1215 0x0001559d 0x0041559d 4   5    .data   ascii   .xml
1216 0x000155a2 0x004155a2 9   10   .data   ascii   \SmartFTP
1217 0x000155ac 0x004155ac 13  14   .data   ascii   Favorites.dat
1218 0x000155ba 0x004155ba 11  12   .data   ascii   History.dat
1219 0x000155c6 0x004155c6 10  11   .data   ascii   addrbk.dat
1220 0x000155d1 0x004155d1 9   10   .data   ascii   quick.dat
1221 0x000155db 0x004155db 9   10   .data   ascii   \TurboFTP
1222 0x000155e5 0x004155e5 17  18   .data   ascii   Software\TurboFTP
1223 0x000155f7 0x004155f7 11  12   .data   ascii   installpath
1224 0x00015603 0x00415603 19  20   .data   ascii   Software\Sota\FFFTP
1225 0x00015617 0x00415617 14  15   .data   ascii   CredentialSalt
1226 0x00015626 0x00415626 15  16   .data   ascii   CredentialCheck
1227 0x00015636 0x00415636 27  28   .data   ascii   Software\Sota\FFFTP\Options
1228 0x00015652 0x00415652 8   9    .data   ascii   Password
1229 0x0001565b 0x0041565b 8   9    .data   ascii   UserName
1230 0x00015664 0x00415664 8   9    .data   ascii   HostAdrs
1231 0x0001566d 0x0041566d 9   10   .data   ascii   RemoteDir
1232 0x00015677 0x00415677 4   5    .data   ascii   Port
1233 0x0001567c 0x0041567c 8   9    .data   ascii   HostName
1234 0x00015685 0x00415685 4   5    .data   ascii   Port
1235 0x0001568a 0x0041568a 8   9    .data   ascii   Username
1236 0x00015693 0x00415693 8   9    .data   ascii   Password
1237 0x0001569c 0x0041569c 11  12   .data   ascii   HostDirName
1238 0x000156a8 0x004156a8 45  46   .data   ascii   Software\CoffeeCup Software\Internet\Profiles
1239 0x000156d6 0x004156d6 30  31   .data   ascii   Software\FTPWare\COREFTP\Sites
1240 0x000156f5 0x004156f5 4   5    .data   ascii   Host
1241 0x000156fa 0x004156fa 4   5    .data   ascii   User
1242 0x000156ff 0x004156ff 4   5    .data   ascii   Port
1243 0x00015707 0x00415707 4   5    .data   ascii   PthR
1244 0x00015710 0x00415710 12  13   .data   ascii   profiles.xml
1245 0x0001571d 0x0041571d 13  14   .data   ascii   \FTP Explorer
1246 0x0001572b 0x0041572b 59  60   .data   ascii   Software\FTP Explorer\FTP Explorer\Workspace\MFCToolBar-224
1247 0x00015767 0x00415767 7   8    .data   ascii   Buttons
1248 0x0001576f 0x0041576f 30  31   .data   ascii   Software\FTP Explorer\Profiles
1249 0x0001578e 0x0041578e 8   9    .data   ascii   Password
1250 0x00015797 0x00415797 12  13   .data   ascii   PasswordType
1251 0x000157a4 0x004157a4 4   5    .data   ascii   Host
1252 0x000157a9 0x004157a9 5   6    .data   ascii   Login
1253 0x000157af 0x004157af 4   5    .data   ascii   Port
1254 0x000157b4 0x004157b4 11  12   .data   ascii   InitialPath
1255 0x000157c0 0x004157c0 11  12   .data   ascii   FtpSite.xml
1256 0x000157cc 0x004157cc 9   10   .data   ascii   \Frigate3
1257 0x000157d6 0x004157d6 4   5    .data   ascii   .ini
1258 0x000157db 0x004157db 24  25   .data   ascii   _VanDyke\Config\Sessions
1259 0x000157f4 0x004157f4 9   10   .data   ascii   \Sessions
1260 0x000157fe 0x004157fe 25  26   .data   ascii   Software\VanDyke\SecureFX
1261 0x00015818 0x00415818 11  12   .data   ascii   Config Path
1262 0x00015824 0x00415824 8   9    .data   ascii   UltraFXP
1263 0x0001582d 0x0041582d 10  11   .data   ascii   \sites.xml
1264 0x00015838 0x00415838 8   9    .data   ascii   \FTPRush
1265 0x00015841 0x00415841 12  13   .data   ascii   RushSite.xml
1266 0x0001584e 0x0041584e 6   7    .data   ascii   Server
1267 0x00015855 0x00415855 8   9    .data   ascii   Username
1268 0x0001585e 0x0041585e 8   9    .data   ascii   Password
1269 0x00015867 0x00415867 7   8    .data   ascii   FtpPort
1270 0x0001586f 0x0041586f 31  32   .data   ascii   Software\Cryer\WebSitePublisher
1271 0x0001588f 0x0041588f 9   10   .data   ascii   \BitKinex
1272 0x00015899 0x00415899 11  12   .data   ascii   bitkinex.ds
1273 0x000158a5 0x004158a5 8   9    .data   ascii   Hostname
1274 0x000158ae 0x004158ae 8   9    .data   ascii   Username
1275 0x000158b7 0x004158b7 8   9    .data   ascii   Password
1276 0x000158c0 0x004158c0 4   5    .data   ascii   Port
1277 0x000158c5 0x004158c5 28  29   .data   ascii   Software\ExpanDrive\Sessions
1278 0x000158e2 0x004158e2 11  12   .data   ascii   \ExpanDrive
1279 0x000158ee 0x004158ee 10  11   .data   ascii   \drives.js
1280 0x000158f9 0x004158f9 14  15   .data   ascii   "password" : "
1281 0x0001590b 0x0041590b 19  20   .data   ascii   Software\ExpanDrive
1282 0x0001591f 0x0041591f 15  16   .data   ascii   ExpanDrive_Home
1283 0x0001592f 0x0041592f 6   7    .data   ascii   Server
1284 0x00015936 0x00415936 8   9    .data   ascii   UserName
1285 0x0001593f 0x0041593f 8   9    .data   ascii   Password
1286 0x00015948 0x00415948 9   10   .data   ascii   _Password
1287 0x00015952 0x00415952 9   10   .data   ascii   Directory
1288 0x0001595c 0x0041595c 44  45   .data   ascii   Software\NCH Software\ClassicFTP\FTPAccounts
1289 0x00015989 0x00415989 9   10   .data   ascii   FtpServer
1290 0x00015993 0x00415993 11  12   .data   ascii   FtpUserName
1291 0x0001599f 0x0041599f 11  12   .data   ascii   FtpPassword
1292 0x000159ab 0x004159ab 12  13   .data   ascii   _FtpPassword
1293 0x000159b8 0x004159b8 12  13   .data   ascii   FtpDirectory
1294 0x000159c5 0x004159c5 36  37   .data   ascii   SOFTWARE\NCH Software\Fling\Accounts
1295 0x000159ea 0x004159ea 24  25   .data   ascii   Software\FTPClient\Sites
1296 0x00015a03 0x00415a03 34  35   .data   ascii   Software\SoftX.org\FTPClient\Sites
1297 0x00015a26 0x00415a26 4   5    .data   ascii   .oxc
1298 0x00015a2b 0x00415a2b 4   5    .data   ascii   .oll
1299 0x00015a30 0x00415a30 11  12   .data   ascii   ftplast.osd
1300 0x00015a3c 0x00415a3c 26  27   .data   ascii   \GPSoftware\Directory Opus
1301 0x00015a57 0x00415a57 19  20   .data   ascii   \SharedSettings.ccs
1302 0x00015a6b 0x00415a6b 25  26   .data   ascii   \SharedSettings_1_0_5.ccs
1303 0x00015a85 0x00415a85 22  23   .data   ascii   \SharedSettings.sqlite
1304 0x00015a9c 0x00415a9c 28  29   .data   ascii   \SharedSettings_1_0_5.sqlite
1305 0x00015ab9 0x00415ab9 19  20   .data   ascii   \CoffeeCup Software
1306 0x00015acd 0x00415acd 7   8    .data   ascii   leapftp
1307 0x00015ad5 0x00415ad5 10  11   .data   ascii   unleap.exe
1308 0x00015ae0 0x00415ae0 9   10   .data   ascii   sites.dat
1309 0x00015aea 0x00415aea 9   10   .data   ascii   sites.ini
1310 0x00015af4 0x00415af4 17  18   .data   ascii   \LeapWare\LeapFTP
1311 0x00015b06 0x00415b06 17  18   .data   ascii   SOFTWARE\LeapWare
1312 0x00015b18 0x00415b18 11  12   .data   ascii   InstallPath
1313 0x00015b24 0x00415b24 7   8    .data   ascii   DataDir
1314 0x00015b2c 0x00415b2c 8   9    .data   ascii   Password
1315 0x00015b35 0x00415b35 8   9    .data   ascii   HostName
1316 0x00015b3e 0x00415b3e 8   9    .data   ascii   UserName
1317 0x00015b47 0x00415b47 15  16   .data   ascii   RemoteDirectory
1318 0x00015b57 0x00415b57 10  11   .data   ascii   PortNumber
1319 0x00015b62 0x00415b62 10  11   .data   ascii   FSProtocol
1320 0x00015b6d 0x00415b6d 23  24   .data   ascii   Software\Martin Prikryl
1321 0x00015b85 0x00415b85 13  14   .data   ascii   \32BitFtp.ini
1322 0x00015b93 0x00415b93 11  12   .data   ascii   NDSites.ini
1323 0x00015b9f 0x00415b9f 9   10   .data   ascii   \NetDrive
1324 0x00015ba9 0x00415ba9 8   9    .data   ascii   PassWord
1325 0x00015bb6 0x00415bb6 8   9    .data   ascii   UserName
1326 0x00015bbf 0x00415bbf 13  14   .data   ascii   RootDirectory
1327 0x00015bcd 0x00415bcd 4   5    .data   ascii   Port
1328 0x00015bd2 0x00415bd2 54  55   .data   ascii   Software\South River Technologies\WebDrive\Connections
1329 0x00015c09 0x00415c09 10  11   .data   ascii   ServerType
1330 0x00015c14 0x00415c14 11  12   .data   ascii   FTP CONTROL
1331 0x00015c20 0x00415c20 6   7    .data   ascii   FTPCON
1332 0x00015c27 0x00415c27 4   5    .data   ascii   .prf
1333 0x00015c2c 0x00415c2c 9   10   .data   ascii   \Profiles
1334 0x00015c41 0x00415c41 7   8    .data   ascii   http://
1335 0x00015c49 0x00415c49 8   9    .data   ascii   https://
1336 0x00015c52 0x00415c52 6   7    .data   ascii   ftp://
1337 0x00015c59 0x00415c59 5   6    .data   ascii   opera
1338 0x00015c5f 0x00415c5f 8   9    .data   ascii   wand.dat
1339 0x00015c68 0x00415c68 24  25   .data   ascii   _Software\Opera Software
1340 0x00015c81 0x00415c81 15  16   .data   ascii   Last Directory3
1341 0x00015c91 0x00415c91 17  18   .data   ascii   Last Install Path
1342 0x00015ca3 0x00415ca3 29  30   .data   ascii   Opera.HTML\shell\open\command
1343 0x00015cc1 0x00415cc1 15  16   .data   ascii   wiseftpsrvs.bin
1344 0x00015cd1 0x00415cd1 7   8    .data   ascii   \AceBIT
1345 0x00015cd9 0x00415cd9 15  16   .data   ascii   Software\AceBIT
1346 0x00015ced 0x00415ced 63  64   .data   ascii   SOFTWARE\Classes\TypeLib\{CB1F2C0F-8094-4AAC-BCF5-41A64E27F777}
1347 0x00015d2d 0x00415d2d 63  64   .data   ascii   SOFTWARE\Classes\TypeLib\{9EA55529-E122-4757-BC79-E4825F80732C}
1348 0x00015d6d 0x00415d6d 15  16   .data   ascii   wiseftpsrvs.ini
1349 0x00015d7d 0x00415d7d 11  12   .data   ascii   wiseftp.ini
1350 0x00015d89 0x00415d89 14  15   .data   ascii   FTPVoyager.ftp
1351 0x00015d98 0x00415d98 13  14   .data   ascii   FTPVoyager.qc
1352 0x00015da6 0x00415da6 14  15   .data   ascii   \RhinoSoft.com
1353 0x00015db5 0x00415db5 8   9    .data   ascii   nss3.dll
1354 0x00015dbe 0x00415dbe 8   9    .data   ascii   NSS_Init
1355 0x00015dc7 0x00415dc7 12  13   .data   ascii   NSS_Shutdown
1356 0x00015dd4 0x00415dd4 22  23   .data   ascii   NSSBase64_DecodeBuffer
1357 0x00015deb 0x00415deb 16  17   .data   ascii   SECITEM_FreeItem
1358 0x00015dfc 0x00415dfc 23  24   .data   ascii   PK11_GetInternalKeySlot
1359 0x00015e14 0x00415e14 17  18   .data   ascii   PK11_Authenticate
1360 0x00015e26 0x00415e26 15  16   .data   ascii   PK11SDR_Decrypt
1361 0x00015e36 0x00415e36 13  14   .data   ascii   PK11_FreeSlot
1362 0x00015e65 0x00415e65 11  12   .data   ascii   sqlite3.dll
1363 0x00015e71 0x00415e71 12  13   .data   ascii   sqlite3_open
1364 0x00015e7e 0x00415e7e 13  14   .data   ascii   sqlite3_close
1365 0x00015e8c 0x00415e8c 15  16   .data   ascii   sqlite3_prepare
1366 0x00015e9c 0x00415e9c 12  13   .data   ascii   sqlite3_step
1367 0x00015ea9 0x00415ea9 20  21   .data   ascii   sqlite3_column_bytes
1368 0x00015ebe 0x00415ebe 19  20   .data   ascii   sqlite3_column_blob
1369 0x00015ed3 0x00415ed3 14  15   .data   ascii   mozsqlite3.dll
1370 0x00015ee2 0x00415ee2 12  13   .data   ascii   sqlite3_open
1371 0x00015eef 0x00415eef 13  14   .data   ascii   sqlite3_close
1372 0x00015efd 0x00415efd 15  16   .data   ascii   sqlite3_prepare
1373 0x00015f0d 0x00415f0d 12  13   .data   ascii   sqlite3_step
1374 0x00015f1a 0x00415f1a 20  21   .data   ascii   sqlite3_column_bytes
1375 0x00015f2f 0x00415f2f 19  20   .data   ascii   sqlite3_column_blob
1376 0x00015f64 0x00415f64 12  13   .data   ascii   profiles.ini
1377 0x00015f71 0x00415f71 7   8    .data   ascii   Profile
1378 0x00015f79 0x00415f79 10  11   .data   ascii   IsRelative
1379 0x00015f84 0x00415f84 4   5    .data   ascii   Path
1380 0x00015f89 0x00415f89 9   10   .data   ascii   PathToExe
1381 0x00015f93 0x00415f93 8   9    .data   ascii   prefs.js
1382 0x00015f9c 0x00415f9c 14  15   .data   ascii   signons.sqlite
1383 0x00015fab 0x00415fab 11  12   .data   ascii   signons.txt
1384 0x00015fb7 0x00415fb7 12  13   .data   ascii   signons2.txt
1385 0x00015fc4 0x00415fc4 12  13   .data   ascii   signons3.txt
1386 0x00015fdd 0x00415fdd 69  70   .data   ascii   SELECT hostname, encryptedUsername, encryptedPassword FROM moz_logins
1387 0x00016023 0x00416023 7   8    .data   ascii   Firefox
1388 0x0001602b 0x0041602b 17  18   .data   ascii   \Mozilla\Firefox\
1389 0x0001603d 0x0041603d 16  17   .data   ascii   Software\Mozilla
1390 0x00016052 0x00416052 6   7    .data   ascii   ftp://
1391 0x00016059 0x00416059 7   8    .data   ascii   http://
1392 0x00016061 0x00416061 8   9    .data   ascii   https://
1393 0x0001606a 0x0041606a 4   5    .data   ascii   ftp.
1394 0x0001606f 0x0041606f 16  17   .data   ascii   fireFTPsites.dat
1395 0x00016080 0x00416080 9   10   .data   ascii   SeaMonkey
1396 0x0001608a 0x0041608a 19  20   .data   ascii   \Mozilla\SeaMonkey\
1397 0x0001609e 0x0041609e 5   6    .data   ascii   Flock
1398 0x000160a4 0x004160a4 15  16   .data   ascii   \Flock\Browser\
1399 0x000160b4 0x004160b4 7   8    .data   ascii   Mozilla
1400 0x000160bc 0x004160bc 18  19   .data   ascii   \Mozilla\Profiles\
1401 0x000160cf 0x004160cf 17  18   .data   ascii   Software\LeechFTP
1402 0x000160e1 0x004160e1 6   7    .data   ascii   AppDir
1403 0x000160e8 0x004160e8 8   9    .data   ascii   LocalDir
1404 0x000160f1 0x004160f1 12  13   .data   ascii   bookmark.dat
1405 0x000160fe 0x004160fe 12  13   .data   ascii   SiteInfo.QFP
1406 0x0001610b 0x0041610b 4   5    .data   ascii   Odin
1407 0x00016110 0x00416110 13  14   .data   ascii   Favorites.dat
1408 0x0001611e 0x0041611e 6   7    .data   ascii   WinFTP
1409 0x00016125 0x00416125 8   9    .data   ascii   sites.db
1410 0x0001612e 0x0041612e 59  60   .data   ascii   CLSID\{11C1D741-A95B-11d2-8A80-0080ADB32FF4}\InProcServer32
1411 0x0001616a 0x0041616a 11  12   .data   ascii   servers.xml
1412 0x00016176 0x00416176 10  11   .data   ascii   \FTPGetter
1413 0x00016181 0x00416181 10  11   .data   ascii   ESTdb2.dat
1414 0x0001618c 0x0041618c 9   10   .data   ascii   QData.dat
1415 0x00016196 0x00416196 14  15   .data   ascii   \Estsoft\ALFTP
1416 0x000161a5 0x004161a5 17  18   .data   ascii   Internet Explorer
1417 0x000161b7 0x004161b7 23  24   .data   ascii   WininetCacheCredentials
1418 0x000161cf 0x004161cf 19  20   .data   ascii   MS IE FTP Passwords
1419 0x000161e3 0x004161e3 7   8    .data   ascii   DPAPI: 
1420 0x000161eb 0x004161eb 4   5    .data   ascii   @J7<
1421 0x000161fb 0x004161fb 4   5    .data   ascii   AJ7<
1422 0x0001620b 0x0041620b 4   5    .data   ascii   BJ7<
1423 0x0001621f 0x0041621f 4   5    .data   ascii   %02X
1424 0x00016224 0x00416224 58  59   .data   ascii   Software\Microsoft\Internet Explorer\IntelliForms\Storage2
1425 0x0001625f 0x0041625f 24  50   .data   utf16le http://www.facebook.com/
1426 0x00016295 0x00416295 36  74   .data   utf16le abe2869f-9b47-4cd9-a358-c22904dba7f7
1427 0x000162df 0x004162df 19  20   .data   ascii   Microsoft_WinInet_*
1428 0x000162f3 0x004162f3 6   7    .data   ascii   ftp://
1429 0x000162fa 0x004162fa 21  22   .data   ascii   Software\Adobe\Common
1430 0x00016310 0x00416310 11  12   .data   ascii   SiteServers
1431 0x0001631c 0x0041631c 18  19   .data   ascii   SiteServer %d\Host
1432 0x0001632f 0x0041632f 20  21   .data   ascii   SiteServer %d\WebUrl
1433 0x00016344 0x00416344 30  31   .data   ascii   SiteServer %d\Remote Directory
1434 0x00016363 0x00416363 18  19   .data   ascii   SiteServer %d-User
1435 0x00016376 0x00416376 21  22   .data   ascii   SiteServer %d-User PW
1436 0x0001638c 0x0041638c 11  12   .data   ascii   %s\Keychain
1437 0x00016398 0x00416398 18  19   .data   ascii   SiteServer %d\SFTP
1438 0x000163ab 0x004163ab 9   10   .data   ascii   DeluxeFTP
1439 0x000163b5 0x004163b5 9   10   .data   ascii   sites.xml
1440 0x000163bf 0x004163bf 8   9    .data   ascii   Web Data
1441 0x000163c8 0x004163c8 10  11   .data   ascii   Login Data
1442 0x000163d3 0x004163d3 15  16   .data   ascii   SQLite format 3
1443 0x000163e3 0x004163e3 5   6    .data   ascii   table
1444 0x0001650b 0x0041650b 6   7    .data   ascii   \Sites
1445 0x00016512 0x00416512 14  15   .data   ascii   \Visicom Media
1446 0x00016521 0x00416521 4   5    .data   ascii   .ftp
1447 0x00016526 0x00416526 8   18   .data   utf16le Settings
1448 0x00016538 0x00416538 18  19   .data   ascii   \Global Downloader
1449 0x0001654b 0x0041654b 7   8    .data   ascii   SM.arch
1450 0x00016553 0x00416553 8   9    .data   ascii   FreshFTP
1451 0x0001655c 0x0041655c 4   5    .data   ascii   .SMF
1452 0x00016561 0x00416561 8   9    .data   ascii   BlazeFtp
1453 0x0001656a 0x0041656a 8   9    .data   ascii   site.dat
1454 0x00016573 0x00416573 12  13   .data   ascii   LastPassword
1455 0x00016580 0x00416580 11  12   .data   ascii   LastAddress
1456 0x0001658c 0x0041658c 8   9    .data   ascii   LastUser
1457 0x00016595 0x00416595 8   9    .data   ascii   LastPort
1458 0x0001659e 0x0041659e 36  37   .data   ascii   Software\FlashPeak\BlazeFtp\Settings
1459 0x000165c3 0x004165c3 9   10   .data   ascii   \BlazeFtp
1460 0x000165cd 0x004165cd 4   5    .data   ascii   .fpl
1461 0x000165d2 0x004165d2 29  30   .data   ascii   FTP++.Link\shell\open\command
1462 0x000165f0 0x004165f0 5   6    .data   ascii   GoFTP
1463 0x000165f6 0x004165f6 15  16   .data   ascii   Connections.txt
1464 0x00016606 0x00416606 6   7    .data   ascii   3D-FTP
1465 0x0001660d 0x0041660d 9   10   .data   ascii   sites.ini
1466 0x00016617 0x00416617 7   8    .data   ascii   \3D-FTP
1467 0x0001661f 0x0041661f 13  14   .data   ascii   \SiteDesigner
1468 0x0001662d 0x0041662d 75  76   .data   ascii   SOFTWARE\Classes\TypeLib\{F9043C88-F6F2-101A-A3C9-08002B2F49FB}\1.2\0\win32
1469 0x00016679 0x00416679 7   8    .data   ascii   EasyFTP
1470 0x00016681 0x00416681 10  11   .data   ascii   \NetSarang
1471 0x0001668c 0x0041668c 4   5    .data   ascii   .xfp
1472 0x00016691 0x00416691 4   5    .data   ascii   .rdp
1473 0x00016696 0x00416696 9   10   .data   ascii   TERMSRV/*
1474 0x000166a0 0x004166a0 14  15   .data   ascii   password 51:b:
1475 0x000166af 0x004166af 11  12   .data   ascii   username:s:
1476 0x000166bb 0x004166bb 15  16   .data   ascii   full address:s:
1477 0x000166cd 0x004166cd 8   9    .data   ascii   TERMSRV/
1478 0x000166d6 0x004166d6 7   8    .data   ascii   FTP Now
1479 0x000166de 0x004166de 6   7    .data   ascii   FTPNow
1480 0x000166e5 0x004166e5 9   10   .data   ascii   sites.xml
1481 0x000166ef 0x004166ef 29  30   .data   ascii   SOFTWARE\Robo-FTP 3.7\Scripts
1482 0x0001670d 0x0041670d 32  33   .data   ascii   SOFTWARE\Robo-FTP 3.7\FTPServers
1483 0x0001672e 0x0041672e 9   10   .data   ascii   FTP Count
1484 0x00016738 0x00416738 10  11   .data   ascii   FTP File%d
1485 0x00016743 0x00416743 8   9    .data   ascii   Password
1486 0x0001674c 0x0041674c 10  11   .data   ascii   ServerName
1487 0x00016757 0x00416757 6   7    .data   ascii   UserID
1488 0x0001675e 0x0041675e 16  17   .data   ascii   InitialDirectory
1489 0x0001676f 0x0041676f 10  11   .data   ascii   PortNumber
1490 0x0001677a 0x0041677a 10  11   .data   ascii   ServerType
1491 0x000167a0 0x004167a0 9   10   .data   ascii   2.5.29.37
1492 0x000167b7 0x004167b7 30  31   .data   ascii   Software\LinasFTP\Site Manager
1493 0x000167d6 0x004167d6 4   5    .data   ascii   Host
1494 0x000167db 0x004167db 4   5    .data   ascii   User
1495 0x000167e0 0x004167e0 4   5    .data   ascii   Pass
1496 0x000167e5 0x004167e5 4   5    .data   ascii   Port
1497 0x000167ea 0x004167ea 10  11   .data   ascii   Remote Dir
1498 0x000167f5 0x004167f5 10  11   .data   ascii   \Cyberduck
1499 0x00016800 0x00416800 5   6    .data   ascii   .duck
1500 0x00016806 0x00416806 11  12   .data   ascii   user.config
1501 0x00016812 0x00416812 15  16   .data   ascii   <setting name="
1502 0x00016824 0x00416824 7   8    .data   ascii   value="
1503 0x0001682c 0x0041682c 35  36   .data   ascii   Software\SimonTatham\PuTTY\Sessions
1504 0x00016850 0x00416850 8   9    .data   ascii   HostName
1505 0x00016859 0x00416859 8   9    .data   ascii   UserName
1506 0x00016862 0x00416862 8   9    .data   ascii   Password
1507 0x0001686b 0x0041686b 10  11   .data   ascii   PortNumber
1508 0x00016876 0x00416876 12  13   .data   ascii   TerminalType
1509 0x00016883 0x00416883 10  11   .data   ascii   NppFTP.xml
1510 0x0001688e 0x0041688e 10  11   .data   ascii   \Notepad++
1511 0x00016899 0x00416899 27  28   .data   ascii   Software\CoffeeCup Software
1512 0x000168b5 0x004168b5 22  23   .data   ascii   FTP destination server
1513 0x000168cc 0x004168cc 20  21   .data   ascii   FTP destination user
1514 0x000168e1 0x004168e1 24  25   .data   ascii   FTP destination password
1515 0x000168fa 0x004168fa 20  21   .data   ascii   FTP destination port
1516 0x0001690f 0x0041690f 23  24   .data   ascii   FTP destination catalog
1517 0x00016927 0x00416927 12  13   .data   ascii   FTP profiles
1518 0x00016934 0x00416934 8   9    .data   ascii   FTPShell
1519 0x0001693d 0x0041693d 12  13   .data   ascii   ftpshell.fsi
1520 0x0001694a 0x0041694a 31  32   .data   ascii   Software\MAS-Soft\FTPInfo\Setup
1521 0x0001696a 0x0041696a 7   8    .data   ascii   DataDir
1522 0x00016972 0x00416972 8   9    .data   ascii   \FTPInfo
1523 0x0001697b 0x0041697b 14  15   .data   ascii   ServerList.xml
1524 0x0001698a 0x0041698a 9   10   .data   ascii   NexusFile
1525 0x00016994 0x00416994 11  12   .data   ascii   ftpsite.ini
1526 0x000169a0 0x004169a0 17  18   .data   ascii   FastStone Browser
1527 0x000169b2 0x004169b2 10  11   .data   ascii   FTPList.db
1528 0x000169bd 0x004169bd 23  24   .data   ascii   \MapleStudio\ChromePlus
1529 0x000169d5 0x004169d5 38  39   .data   ascii   Software\Nico Mak Computing\WinZip\FTP
1530 0x000169fc 0x004169fc 43  44   .data   ascii   Software\Nico Mak Computing\WinZip\mru\jobs
1531 0x00016a28 0x00416a28 4   5    .data   ascii   Site
1532 0x00016a2d 0x00416a2d 6   7    .data   ascii   UserID
1533 0x00016a34 0x00416a34 6   7    .data   ascii   xflags
1534 0x00016a3b 0x00416a3b 4   5    .data   ascii   Port
1535 0x00016a40 0x00416a40 6   7    .data   ascii   Folder
1536 0x00016a47 0x00416a47 4   5    .data   ascii   .wjf
1537 0x00016a4c 0x00416a4c 7   8    .data   ascii   winex="
1538 0x00016a58 0x00416a58 7   8    .data   ascii   \Yandex
1539 0x00016a60 0x00416a60 6   7    .data   ascii   My FTP
1540 0x00016a67 0x00416a67 11  12   .data   ascii   project.ini
1541 0x00016a73 0x00416a73 4   5    .data   ascii   .xml
1542 0x00016a78 0x00416a78 38  39   .data   ascii   {74FF1730-B1F2-4D88-926B-1568FAE61DB7}
1543 0x00016a9f 0x00416a9f 10  11   .data   ascii   NovaFTP.db
1544 0x00016aaa 0x00416aaa 19  20   .data   ascii   \INSoftware\NovaFTP
1545 0x00016abe 0x00416abe 10  11   .data   ascii   .oeaccount
1546 0x00016ac9 0x00416ac9 4   5    .data   ascii   Salt
1547 0x00016adb 0x00416adb 15  16   .data   ascii   <POP3_Password2
1548 0x00016aeb 0x00416aeb 15  16   .data   ascii   <SMTP_Password2
1549 0x00016afb 0x00416afb 15  16   .data   ascii   <IMAP_Password2
1550 0x00016b0b 0x00416b0b 19  20   .data   ascii   <HTTPMail_Password2
1551 0x00016b20 0x00416b20 28  29   .data   ascii   \Microsoft\Windows Live Mail
1552 0x00016b3d 0x00416b3d 36  37   .data   ascii   Software\Microsoft\Windows Live Mail
1553 0x00016b62 0x00416b62 23  24   .data   ascii   \Microsoft\Windows Mail
1554 0x00016b7a 0x00416b7a 31  32   .data   ascii   Software\Microsoft\Windows Mail
1555 0x00016b9a 0x00416b9a 28  29   .data   ascii   Software\RimArts\B2\Settings
1556 0x00016bb7 0x00416bb7 7   8    .data   ascii   DataDir
1557 0x00016bbf 0x00416bbf 10  11   .data   ascii   DataDirBak
1558 0x00016bca 0x00416bca 11  12   .data   ascii   Mailbox.ini
1559 0x00016bd6 0x00416bd6 25  26   .data   ascii   Software\Poco Systems Inc
1560 0x00016bf0 0x00416bf0 4   5    .data   ascii   Path
1561 0x00016bf5 0x00416bf5 15  16   .data   ascii   \PocoSystem.ini
1562 0x00016c05 0x00416c05 7   8    .data   ascii   Program
1563 0x00016c0d 0x00416c0d 8   9    .data   ascii   DataPath
1564 0x00016c16 0x00416c16 12  13   .data   ascii   accounts.ini
1565 0x00016c23 0x00416c23 9   10   .data   ascii   \Pocomail
1566 0x00016c2d 0x00416c2d 20  21   .data   ascii   Software\IncrediMail
1567 0x00016c42 0x00416c42 12  13   .data   ascii   EmailAddress
1568 0x00016c4f 0x00416c4f 10  11   .data   ascii   Technology
1569 0x00016c5a 0x00416c5a 9   10   .data   ascii   PopServer
1570 0x00016c64 0x00416c64 7   8    .data   ascii   PopPort
1571 0x00016c6c 0x00416c6c 10  11   .data   ascii   PopAccount
1572 0x00016c77 0x00416c77 11  12   .data   ascii   PopPassword
1573 0x00016c83 0x00416c83 10  11   .data   ascii   SmtpServer
1574 0x00016c8e 0x00416c8e 8   9    .data   ascii   SmtpPort
1575 0x00016c97 0x00416c97 11  12   .data   ascii   SmtpAccount
1576 0x00016ca3 0x00416ca3 12  13   .data   ascii   SmtpPassword
1577 0x00016cb0 0x00416cb0 11  12   .data   ascii   account.cfg
1578 0x00016cbc 0x00416cbc 11  12   .data   ascii   account.cfn
