[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x00000080 0x00000080 17  18           ascii   }f?\e9\aQH9\aQH9\aQH"
3    0x00000093 0x00000093 6   7            ascii   Hu\aQH"
4    0x0000009b 0x0000009b 6   7            ascii   H:\aQH"
5    0x000000a3 0x000000a3 13  14           ascii   H8\aQHRich9\aQH
6    0x000001b0 0x000001b0 5   6            ascii   .text
1029 0x000177b8 0x004177b8 4   5    .text   ascii   @j*W
1030 0x00017825 0x00417825 4   5    .text   ascii   @j5W
1031 0x00017898 0x00417898 4   5    .text   ascii   @jCW
1032 0x0001796a 0x0041796a 4   5    .text   ascii   @jwW
1033 0x0001798d 0x0041798d 4   6    .text   utf8    WPǆ\ blocks=Basic Latin,Latin Extended-B
1034 0x000179e5 0x004179e5 6   8    .text   utf8    \f_^[]Ë blocks=Basic Latin,Latin-1 Supplement
1035 0x00017b18 0x00417b18 5   6    .text   ascii   ]\bVWh
1036 0x00017b6d 0x00417b6d 4   5    .text   ascii   M\bPQ
1037 0x00017b78 0x00417b78 4   5    .text   ascii   \b_^[
1038 0x00017bbe 0x00417bbe 5   6    .text   ascii   U\bj@h
1039 0x00017ca4 0x00417ca4 4   5    .text   ascii   hxVu
1040 0x00017d07 0x00417d07 5   6    .text   ascii   wwwwu
1041 0x00017e2d 0x00417e2d 5   6    .text   ascii   V A;M
1042 0x00017e4b 0x00417e4b 9   10   .text   ascii   E\bPj@jdWS
1043 0x00017e6c 0x00417e6c 4   5    .text   ascii   \b_^[
1044 0x00017ecb 0x00417ecb 4   5    .text   ascii   ,_^[
1045 0x00017ee9 0x00417ee9 4   5    .text   ascii   Vj\aj
1046 0x00017f29 0x00417f29 4   5    .text   ascii   Vj\bj
1047 0x00017f4f 0x00417f4f 4   6    .text   utf8    ^]Ø\t blocks=Basic Latin,Latin-1 Supplement
1048 0x00017f59 0x00417f59 4   5    .text   ascii   |Vjy
1049 0x00017f69 0x00417f69 4   5    .text   ascii   Vj\tj
1050 0x00017fa9 0x00417fa9 4   5    .text   ascii   Vj\rj
1051 0x00017fdd 0x00417fdd 4   5    .text   ascii   :1VU
1052 0x00018017 0x00418017 6   7    .text   ascii    \rV}q\r
1053 0x00018187 0x00418187 4   5    .text   ascii   V8x6
1054 0x00018243 0x00418243 4   6    .text   utf8    ^]Ã\a blocks=Basic Latin,Latin-1 Supplement
1055 0x0001829d 0x0041829d 4   5    .text   ascii   39IU
1056 0x000182a9 0x004182a9 4   5    .text   ascii   Vj\ej
1057 0x000183f9 0x004183f9 4   5    .text   ascii   Vj j
1058 0x00018439 0x00418439 4   5    .text   ascii   Vj!j
1059 0x00018479 0x00418479 4   5    .text   ascii   Vj"j
1060 0x000184b9 0x004184b9 4   5    .text   ascii   Vj#j
1061 0x000184f9 0x004184f9 4   5    .text   ascii   Vj$j
1062 0x00018539 0x00418539 4   5    .text   ascii   Vj%j
1063 0x0001856d 0x0041856d 4   5    .text   ascii   n\vDU
1064 0x00018579 0x00418579 4   5    .text   ascii   Vj&j
1065 0x000185b9 0x004185b9 4   5    .text   ascii   Vj'j
1066 0x000185f9 0x004185f9 4   5    .text   ascii   Vj(j
1067 0x00018659 0x00418659 4   5    .text   ascii   Vj)j
1068 0x0001869c 0x0041869c 5   6    .text   ascii   j+>rU
1069 0x000186a9 0x004186a9 4   5    .text   ascii   Vj*j
1070 0x000186f9 0x004186f9 4   5    .text   ascii   Vj+j
1071 0x00018729 0x00418729 4   5    .text   ascii   Vj,j
1072 0x00018759 0x00418759 4   5    .text   ascii   Vj.j
1073 0x00018799 0x00418799 4   5    .text   ascii   Vj/j
1074 0x000187d9 0x004187d9 4   5    .text   ascii   Vj0j
1075 0x00018819 0x00418819 4   5    .text   ascii   Vj1j
1076 0x00018847 0x00418847 6   8    .text   utf8    ^]Ð\bt% blocks=Basic Latin,Latin-1 Supplement
1077 0x00018859 0x00418859 4   5    .text   ascii   Vj2j
1078 0x00018883 0x00418883 4   6    .text   utf8    ^]ê6 blocks=Basic Latin,Latin-1 Supplement
1079 0x00018899 0x00418899 4   5    .text   ascii   Vj3j
1080 0x000188c9 0x004188c9 4   5    .text   ascii   Vj4j
1081 0x000188ef 0x004188ef 5   7    .text   utf8    ^]ÊH, blocks=Basic Latin,Latin-1 Supplement
1082 0x00018909 0x00418909 4   5    .text   ascii   Vj5j
1083 0x0001894c 0x0041894c 4   5    .text   ascii   Vj6j
1084 0x0001897c 0x0041897c 4   5    .text   ascii   Vj7j
1085 0x000189cc 0x004189cc 4   6    .text   utf8    2d¸U blocks=Basic Latin,Latin-1 Supplement
1086 0x000189dc 0x004189dc 4   5    .text   ascii   Vj8j
1087 0x00018a1c 0x00418a1c 4   5    .text   ascii   Vj9j
1088 0x00018a6c 0x00418a6c 4   5    .text   ascii   VjFj
1089 0x00018a92 0x00418a92 4   6    .text   utf8    ^]àZ blocks=Basic Latin,Latin-1 Supplement
1090 0x00018aac 0x00418aac 4   5    .text   ascii   VjGj
1091 0x00018ae7 0x00418ae7 4   5    .text   ascii   H\fVj
1092 0x00018b17 0x00418b17 4   5    .text   ascii   H\fVj
1093 0x00018b47 0x00418b47 4   5    .text   ascii   H\fVj
1094 0x00018b6c 0x00418b6c 5   6    .text   ascii   $\vVaU
1095 0x00018b77 0x00418b77 4   5    .text   ascii   H\fVj
1096 0x00018bb7 0x00418bb7 4   5    .text   ascii   H\fVj
1097 0x00018be7 0x00418be7 6   7    .text   ascii   H\fVj\bQ
1098 0x00018c2d 0x00418c2d 4   5    .text   ascii   Inte
1099 0x00018c34 0x00418c34 4   5    .text   ascii   rnet
1100 0x00018c3b 0x00418c3b 5   6    .text   ascii   Openf
1101 0x00018c62 0x00418c62 5   6    .text   ascii   M\fRPQ
1102 0x00018c9d 0x00418c9d 4   5    .text   ascii   Inte
1103 0x00018ca4 0x00418ca4 4   5    .text   ascii   rnet
1104 0x00018cab 0x00418cab 4   5    .text   ascii   Conn
1105 0x00018cb2 0x00418cb2 4   5    .text   ascii   ectA
1106 0x00018ce3 0x00418ce3 5   6    .text   ascii   M\fRPQ
1107 0x00018cfc 0x00418cfc 5   6    .text   ascii   jYzzU
1108 0x00018d1d 0x00418d1d 4   5    .text   ascii   Http
1109 0x00018d24 0x00418d24 4   5    .text   ascii   Open
1110 0x00018d2b 0x00418d2b 4   5    .text   ascii   Requ
1111 0x00018d32 0x00418d32 4   5    .text   ascii   estA
1112 0x00018d63 0x00418d63 5   6    .text   ascii   M\fRPQ
1113 0x00018d9d 0x00418d9d 4   5    .text   ascii   Http
1114 0x00018da4 0x00418da4 4   5    .text   ascii   Send
1115 0x00018dab 0x00418dab 4   5    .text   ascii   Requ
1116 0x00018db2 0x00418db2 4   5    .text   ascii   estA
1117 0x00018dd7 0x00418dd7 5   6    .text   ascii   M\fRPQ
1118 0x00018e0d 0x00418e0d 4   5    .text   ascii   Inte
1119 0x00018e14 0x00418e14 4   5    .text   ascii   rnet
1120 0x00018e1b 0x00418e1b 4   5    .text   ascii   Read
1121 0x00018e22 0x00418e22 4   5    .text   ascii   File
1122 0x00018e43 0x00418e43 5   6    .text   ascii   E\fQRP
1123 0x00018e7d 0x00418e7d 4   5    .text   ascii   Inte
1124 0x00018e84 0x00418e84 4   5    .text   ascii   rnet
1125 0x00018e8b 0x00418e8b 4   5    .text   ascii   Clos
1126 0x00018e92 0x00418e92 4   5    .text   ascii   eHan
1127 0x00018edf 0x00418edf 5   8    .text   utf8    }\bQW踮 blocks=Basic Latin,CJK Unified Ideographs
1128 0x00018f09 0x00418f09 4   5    .text   ascii   E\b+x
1129 0x00018f2a 0x00418f2a 4   5    .text   ascii   ]\f9X
1130 0x00018f57 0x00418f57 4   5    .text   ascii   E\f;B
1131 0x00018f91 0x00418f91 5   6    .text   ascii   u[j\vP
1132 0x00018ff3 0x00418ff3 4   6    .text   utf8    ]öEs blocks=Basic Latin,Latin-1 Supplement
1133 0x00019009 0x00419009 6   7    .text   ascii   }\bj\vVW
1134 0x00019014 0x00419014 4   5    .text   ascii   j\fVW
1135 0x0001901d 0x0041901d 4   5    .text   ascii   j\rVW
1136 0x000190a1 0x004190a1 4   5    .text   ascii   j\eVW
1137 0x000190d1 0x004190d1 4   5    .text   ascii   j VW
1138 0x000190da 0x004190da 4   5    .text   ascii   j!VW
1139 0x000190e3 0x004190e3 4   5    .text   ascii   j"VW
1140 0x000190ee 0x004190ee 5   6    .text   ascii   Hj#VW
1141 0x000190f8 0x004190f8 4   5    .text   ascii   j$VW
1142 0x00019101 0x00419101 4   5    .text   ascii   j%VW
1143 0x0001910a 0x0041910a 4   5    .text   ascii   j&VW
1144 0x00019113 0x00419113 4   5    .text   ascii   j'VW
1145 0x0001911c 0x0041911c 4   5    .text   ascii   j(VW
1146 0x00019127 0x00419127 5   6    .text   ascii   Hj)VW
1147 0x00019131 0x00419131 4   5    .text   ascii   j*VW
1148 0x0001913a 0x0041913a 4   5    .text   ascii   j,VW
1149 0x00019143 0x00419143 4   5    .text   ascii   j-VW
1150 0x0001914c 0x0041914c 4   5    .text   ascii   j.VW
1151 0x00019155 0x00419155 4   5    .text   ascii   j/VW
1152 0x00019160 0x00419160 5   6    .text   ascii   Hj0VW
1153 0x0001916a 0x0041916a 4   5    .text   ascii   j1VW
1154 0x00019173 0x00419173 4   5    .text   ascii   j2VW
1155 0x000191cb 0x004191cb 4   6    .text   utf8    P<3ۃ blocks=Basic Latin,Arabic
1156 0x000191fc 0x004191fc 4   5    .text   ascii   u\bu(
1157 0x00019271 0x00419271 4   5    .text   ascii   u\bPV
1158 0x0001928d 0x0041928d 4   5    .text   ascii   \a^_]
1159 0x000192b9 0x004192b9 4   7    .text   utf8    PQR蟫 blocks=Basic Latin,CJK Unified Ideographs
1160 0x000192d8 0x004192d8 6   8    .text   utf8    u\b3\rd$
1161 0x0001937d 0x0041937d 4   5    .text   ascii   MT\rU
1162 0x000193a7 0x004193a7 7   9    .text   utf8    ]Ëu\bSj@ blocks=Basic Latin,Latin-1 Supplement
1163 0x000193df 0x004193df 4   7    .text   utf8    SQV艜 blocks=Basic Latin,CJK Unified Ideographs
1164 0x0001940e 0x0041940e 5   6    .text   ascii   u\t[_3
1165 0x000194f9 0x004194f9 4   5    .text   ascii   Rj#V
1166 0x00019525 0x00419525 4   5    .text   ascii   L0Q@
1167 0x00019547 0x00419547 6   7    .text   ascii   u\bWjqV
1168 0x00019578 0x00419578 5   6    .text   ascii   u\t_^3
1169 0x000195b8 0x004195b8 5   6    .text   ascii   Qj\aRV
1170 0x000195d6 0x004195d6 4   5    .text   ascii   T0D@
1171 0x000195e0 0x004195e0 4   5    .text   ascii   N*SV
1172 0x000196a5 0x004196a5 4   5    .text   ascii   \bVWd
1173 0x000196e1 0x004196e1 4   5    .text   ascii   V0WR
1174 0x00019704 0x00419704 4   6    .text   utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
1175 0x00019735 0x00419735 4   5    .text   ascii   \bVWd
1176 0x00019771 0x00419771 4   5    .text   ascii   V0WR
1177 0x0001979a 0x0041979a 5   6    .text   ascii   d\aefA
1178 0x000197a5 0x004197a5 4   5    .text   ascii   \bVWd
1179 0x000197e1 0x004197e1 4   5    .text   ascii   V0WR
1180 0x000197fe 0x004197fe 6   8    .text   utf8    ]ËF0_^ blocks=Basic Latin,Latin-1 Supplement
1181 0x00019817 0x00419817 4   5    .text   ascii   M\bPQ
1182 0x00019854 0x00419854 5   6    .text   ascii   M\fj\rQ
1183 0x000199b6 0x004199b6 5   6    .text   ascii   \fn)\a2
1184 0x00019a4b 0x00419a4b 4   5    .text   ascii   @AIH
1185 0x00019a65 0x00419a65 4   5    .text   ascii   hSVW
1186 0x00019a85 0x00419a85 4   5    .text   ascii   E\ft+
1187 0x00019a91 0x00419a91 7   8    .text   ascii   <1@AIHu
1188 0x00019abf 0x00419abf 5   6    .text   ascii   u\a_^[
1189 0x00019b41 0x00419b41 4   5    .text   ascii   @AIH
1190 0x00019bb6 0x00419bb6 4   5    .text   ascii   N<Tt
1191 0x00019be5 0x00419be5 4   6    .text   utf8    t̰Z_ blocks=Basic Latin,Combining Diacritical Marks
1192 0x00019d15 0x00419d15 4   5    .text   ascii   3pq9
1193 0x00019d97 0x00419d97 5   7    .text   utf8    ɍFDSP blocks=Latin Extended-B,Basic Latin
1194 0x00019dfa 0x00419dfa 7   8    .text   ascii   RvSNWBU
1195 0x00019e0c 0x00419e0c 4   6    .text   utf8    ]ùMZ blocks=Basic Latin,Latin-1 Supplement
1196 0x00019e13 0x00419e13 4   5    .text   ascii   f9\bu
1197 0x00019e4c 0x00419e4c 5   6    .text   ascii   ]\r5AU
1198 0x00019e92 0x00419e92 5   6    .text   ascii   f9\au\r
1199 0x00019e9b 0x00419e9b 4   6    .text   utf8    ߁;PE blocks=NKo,Basic Latin
1200 0x00019ea2 0x00419ea2 4   5    .text   ascii   t\b_3
1201 0x00019eaa 0x00419eaa 4   6    .text   utf8    ]ËSP blocks=Basic Latin,Latin-1 Supplement
1202 0x00019eb0 0x00419eb0 6   7    .text   ascii   E\bVBRP
1203 0x00019ec8 0x00419ec8 5   6    .text   ascii   STRWV
1204 0x00019ee7 0x00419ee7 4   6    .text   utf8    3ҋO< blocks=Basic Latin,Cyrillic
1205 0x00019f30 0x00419f30 4   5    .text   ascii   E\f(@
1206 0x00019f4c 0x00419f4c 4   6    .text   utf8    [jǀU blocks=Basic Latin,Latin Extended-B
1207 0x00019f68 0x00419f68 4   5    .text   ascii   <\bPE
1208 0x00019f72 0x00419f72 5   7    .text   utf8    ]ËD\b, blocks=Basic Latin,Latin-1 Supplement
1209 0x00019f8f 0x00419f8f 5   6    .text   ascii   f9\bu\f
1210 0x00019fc8 0x00419fc8 4   5    .text   ascii   <\bPE
1211 0x00019fd2 0x00419fd2 5   7    .text   utf8    ]Ã|\b| blocks=Basic Latin,Latin-1 Supplement
1212 0x00019fff 0x00419fff 5   6    .text   ascii   f9\bu\f
1213 0x0001a022 0x0041a022 5   6    .text   ascii   Pyp%e
1214 0x0001a053 0x0041a053 5   6    .text   ascii   U\fRQP
1215 0x0001a06a 0x0041a06a 4   5    .text   ascii   #E\f]
1216 0x0001a08b 0x0041a08b 5   6    .text   ascii   M\fQRP
1217 0x0001a0ab 0x0041a0ab 5   7    .text   utf8    =ٻe,U blocks=Basic Latin,Arabic
1218 0x0001a0cd 0x0041a0cd 4   5    .text   ascii   ;&VU
1219 0x0001a118 0x0041a118 7   10   .text   utf8    \f]ý>ɱMU blocks=Basic Latin,Latin-1 Supplement,IPA Extensions
1220 0x0001a143 0x0041a143 10  13   .text   utf8    _^]ËE\b]îas blocks=Basic Latin,Latin-1 Supplement
1221 0x0001a17d 0x0041a17d 7   9    .text   utf8    ^[]ËE\b] blocks=Basic Latin,Latin-1 Supplement
1222 0x0001a19f 0x0041a19f 4   5    .text   ascii   D3TW
1223 0x0001a1da 0x0041a1da 5   6    .text   ascii   u\t_^3
1224 0x0001a1f1 0x0041a1f1 6   8    .text   utf8    M\f3ۋF< blocks=Basic Latin,Arabic
1225 0x0001a1f9 0x0041a1f9 5   7    .text   utf8    U\f+Ѝ\f blocks=Basic Latin,Cyrillic
1226 0x0001a25f 0x0041a25f 4   5    .text   ascii   m\f(@
1227 0x0001a27b 0x0041a27b 4   7    .text   utf8    ҍ+ӃU blocks=Cyrillic,Basic Latin
1228 0x0001a287 0x0041a287 4   5    .text   ascii   H\bVW
1229 0x0001a28c 0x0041a28c 4   5    .text   ascii   }\fWj
1230 0x0001a2c7 0x0041a2c7 4   5    .text   ascii   H\bVW
1231 0x0001a333 0x0041a333 4   5    .text   ascii   U\fQR
1232 0x0001a396 0x0041a396 4   6    .text   utf8    ^]Ö\f blocks=Basic Latin,Latin-1 Supplement
1233 0x0001a3f9 0x0041a3f9 11  12   .text   ascii   <Ar5<zw1<Zv
1234 0x0001a405 0x0041a405 4   5    .text   ascii   <ar)
1235 0x0001a45f 0x0041a45f 4   5    .text   ascii   t\S3
1236 0x0001a489 0x0041a489 5   7    .text   utf8    []Íd$ blocks=Basic Latin,Latin-1 Supplement
1237 0x0001a494 0x0041a494 4   5    .text   ascii   M\bWP
1238 0x0001a4a6 0x0041a4a6 4   5    .text   ascii   u\nF;
1239 0x0001a4ad 0x0041a4ad 7   9    .text   utf8    ^_[]ËM\b blocks=Basic Latin,Latin-1 Supplement
1240 0x0001a4b8 0x0041a4b8 4   5    .text   ascii   ^_[]
1241 0x0001a4df 0x0041a4df 4   5    .text   ascii   Wt\aF
1242 0x0001a525 0x0041a525 5   9    .text   utf8    ^]ÏSᖉ blocks=Basic Latin,Latin-1 Supplement,Unified Canadian Aboriginal Syllabics
1243 0x0001a53d 0x0041a53d 7   8    .text   ascii   f99t\bGf
1244 0x0001a556 0x0041a556 4   5    .text   ascii   t\b@f
1245 0x0001a58a 0x0041a58a 4   5    .text   ascii   y_^]
1246 0x0001a646 0x0041a646 5   6    .text   ascii   t\a@f9
1247 0x0001a691 0x0041a691 5   6    .text   ascii   4\eVPW
1248 0x0001a6d6 0x0041a6d6 4   7    .text   utf8    ^O븟q blocks=Basic Latin,Hangul Syllables
1249 0x0001a72c 0x0041a72c 4   5    .text   ascii   giB\r
1250 0x0001a77a 0x0041a77a 4   5    .text   ascii   u\bf9
1251 0x0001a786 0x0041a786 4   5    .text   ascii   \f0@f
1252 0x0001a7b1 0x0041a7b1 4   6    .text   utf8    0^]à blocks=Basic Latin,Latin-1 Supplement
1253 0x0001a7fb 0x0041a7fb 5   6    .text   ascii   \fG_^]
1254 0x0001a806 0x0041a806 4   5    .text   ascii   G_^]
1255 0x0001a83d 0x0041a83d 5   6    .text   ascii   8\nt\aA
1256 0x0001a871 0x0041a871 4   5    .text   ascii   U\fWR
1257 0x0001a883 0x0041a883 7   8    .text   ascii   u\vF;u\br
1258 0x0001a88b 0x0041a88b 4   5    .text   ascii   ^_[]
1259 0x0001a8b5 0x0041a8b5 9   11   .text   utf8    3\tM\bf9\at\t
1260 0x0001a8ce 0x0041a8ce 7   8    .text   ascii   f9\nt\bAf
1261 0x0001a8dc 0x0041a8dc 4   6    .text   utf8    ɉM\b; blocks=Latin Extended-B,Basic Latin
1262 0x0001a8f7 0x0041a8f7 5   6    .text   ascii   u\r^[3
1263 0x0001a8fd 0x0041a8fd 5   7    .text   utf8    _]ËU\f blocks=Basic Latin,Latin-1 Supplement
1264 0x0001a904 0x0041a904 5   6    .text   ascii   M\bQRW
1265 0x0001a91d 0x0041a91d 4   5    .text   ascii   ^[_]
1266 0x0001a947 0x0041a947 4   5    .text   ascii   tXV3
1267 0x0001a95a 0x0041a95a 4   5    .text   ascii   v\b^3
1268 0x0001a976 0x0041a976 4   5    .text   ascii   \f\aSQ
1269 0x0001a9ba 0x0041a9ba 4   5    .text   ascii   _t.f
1270 0x0001a9c0 0x0041a9c0 4   5    .text   ascii   -t(f
1271 0x0001aa04 0x0041aa04 9   10   .text   ascii   E\b<_t <-t
1272 0x0001aa16 0x0041aa16 7   8    .text   ascii   <Ar\f<Zv
1273 0x0001aa46 0x0041aa46 4   6    .text   utf8    }\f3ۅ blocks=Basic Latin,Arabic
1274 0x0001aa66 0x0041aa66 4   5    .text   ascii   3<_t
1275 0x0001aa90 0x0041aa90 7   9    .text   utf8    ^_[]ËE\b blocks=Basic Latin,Latin-1 Supplement
1276 0x0001aa9a 0x0041aa9a 4   5    .text   ascii   8_[]
1277 0x0001aaae 0x0041aaae 5   7    .text   utf8    U\bV+ы blocks=Basic Latin,Cyrillic
1278 0x0001aac3 0x0041aac3 4   5    .text   ascii   \nANu
1279 0x0001ac81 0x0041ac81 4   5    .text   ascii   T1DR
1280 0x0001ad48 0x0041ad48 5   6    .text   ascii   SWhs\a
1281 0x0001ad78 0x0041ad78 5   7    .text   utf8    .dllǅ blocks=Basic Latin,Latin Extended-B
1282 0x0001adb4 0x0041adb4 5   7    .text   utf8    \a\aE\bǅ blocks=Basic Latin,Latin Extended-B
1283 0x0001ade8 0x0041ade8 4   6    .text   utf8    %eǅ\f blocks=Basic Latin,Latin Extended-B
1284 0x0001ae4c 0x0041ae4c 4   6    .text   utf8    WAǅ4 blocks=Basic Latin,Latin Extended-B
1285 0x0001ae68 0x0041ae68 6   8    .text   utf8    WA\ttǅ@ blocks=Basic Latin,Latin Extended-B
1286 0x0001ae73 0x0041ae73 5   7    .text   utf8    `}PǅD blocks=Basic Latin,Latin Extended-B
1287 0x0001ae86 0x0041ae86 6   8    .text   utf8    \vYWcǅL blocks=Basic Latin,Latin Extended-B
1288 0x0001af1e 0x0041af1e 6   7    .text   ascii   ]\b@PVS
1289 0x0001b03a 0x0041b03a 4   5    .text   ascii   E\fPQ
1290 0x0001b0fc 0x0041b0fc 6   7    .text   ascii   <A|\r<Z
1291 0x0001b14f 0x0041b14f 4   5    .text   ascii   \fF^[
1292 0x0001b1ec 0x0041b1ec 6   7    .text   ascii   <a|\r<z
1293 0x0001b23f 0x0041b23f 4   5    .text   ascii   \fF^[
1294 0x0001b2f3 0x0041b2f3 4   6    .text   utf8    ܔ*\eZ blocks=Syriac,Basic Latin
1295 0x0001b330 0x0041b330 5   6    .text   ascii   E\bWRP
1296 0x0001b385 0x0041b385 4   6    .text   utf8    ^[]Ñ blocks=Basic Latin,Latin-1 Supplement
1297 0x0001b3a8 0x0041b3a8 4   5    .text   ascii   u\bj\b
1298 0x0001b3fd 0x0041b3fd 4   5    .text   ascii   :EfU
1299 0x0001b469 0x0041b469 4   5    .text   ascii   93vP
1300 0x0001b4bb 0x0041b4bb 5   6    .text   ascii   \f^[_^
1301 0x0001b53d 0x0041b53d 4   5    .text   ascii   ;~\fr
1302 0x0001b5a2 0x0041b5a2 6   8    .text   utf8    Ƌu\bWPV blocks=Latin Extended-B,Basic Latin
1303 0x0001b5b8 0x0041b5b8 4   5    .text   ascii   \f~_^
1304 0x0001b5ff 0x0041b5ff 5   6    .text   ascii   u\bWQV
1305 0x0001b613 0x0041b613 4   5    .text   ascii   ~[_^
1306 0x0001b619 0x0041b619 4   6    .text   utf8    ]èM5 blocks=Basic Latin,Latin-1 Supplement
1307 0x0001b90c 0x0041b90c 6   7    .text   ascii   g>A"=\b
1308 0x0001b924 0x0041b924 5   7    .text   utf8    ņ\rL!5 blocks=Latin Extended-A,Basic Latin
1309 0x0001b932 0x0041b932 4   5    .text   ascii   \e5p\e
1310 0x0001b950 0x0041b950 6   7    .text   ascii   <Zi-kh
1311 0x0001b95c 0x0041b95c 5   6    .text   ascii   1-;ln
1312 0x0001ba13 0x0041ba13 4   6    .text   utf8    בZ1- blocks=Hebrew,Basic Latin
1313 0x0001ba1a 0x0041ba1a 4   5    .text   ascii   XJ[T
1314 0x0001ba2e 0x0041ba2e 6   8    .text   utf8    "×";\ra blocks=Basic Latin,Latin-1 Supplement
1315 0x0001ba44 0x0041ba44 5   7    .text   utf8    \b-0ժ4 blocks=Basic Latin,Armenian
1316 0x0001ba71 0x0041ba71 6   7    .text   ascii   !%6<`T
1317 0x0001bb2a 0x0041bb2a 4   5    .text   ascii   0|*5
1318 0x0001bb44 0x0041bb44 5   6    .text   ascii   $\v=7W
1319 0x0001bb77 0x0041bb77 4   5    .text   ascii   ;-\e#
1320 0x0001bb94 0x0041bb94 5   7    .text   utf8    k6R"\r
1321 0x0001bbdf 0x0041bbdf 4   5    .text   ascii   \v=y\r
1322 0x0001bc17 0x0041bc17 7   9    .text   utf8    9\a*̶"=c blocks=Basic Latin,Combining Diacritical Marks
1323 0x0001bc5e 0x0041bc5e 4   5    .text   ascii   XGZW
1324 0x0001bc7b 0x0041bc7b 4   5    .text   ascii   ?~3D
1325 0x0001bc85 0x0041bc85 5   7    .text   utf8    "="JՒ blocks=Basic Latin,Armenian
1326 0x0001bc91 0x0041bc91 4   5    .text   ascii   -rye
1327 0x0001bcb9 0x0041bcb9 4   5    .text   ascii   yK-@
1328 0x0001bd38 0x0041bd38 4   5    .text   ascii   ,~*)
1329 0x0001bd9b 0x0041bd9b 4   5    .text   ascii   nG\t\r
1330 0x0001bdac 0x0041bdac 4   5    .text   ascii   ra3%
1331 0x0001bdc5 0x0041bdc5 6   7    .text   ascii   \r&\K%U
1332 0x0001bdf8 0x0041bdf8 5   6    .text   ascii   `yi-k
1333 0x0001be86 0x0041be86 4   5    .text   ascii   \r$\bu
1334 0x0001bead 0x0041bead 5   7    .text   utf8    ãtVD; blocks=Latin-1 Supplement,Basic Latin
1335 0x0001bec1 0x0041bec1 4   5    .text   ascii   -i5k
1336 0x0001bed3 0x0041bed3 4   5    .text   ascii   5tFJ
1337 0x0001bede 0x0041bede 4   5    .text   ascii   $\t&9
1338 0x0001befb 0x0041befb 4   5    .text   ascii    \t}\v
1339 0x0001bf01 0x0041bf01 4   5    .text   ascii   L#sf
1340 0x0001bf2e 0x0041bf2e 4   5    .text   ascii   \b1--
1341 0x0001bf91 0x0041bf91 4   5    .text   ascii   2i%j
1342 0x0001bfd7 0x0041bfd7 5   6    .text   ascii   \rrf\f8
1343 0x0001bfe8 0x0041bfe8 4   5    .text   ascii   4\e2-
1344 0x0001bfed 0x0041bfed 4   5    .text   ascii   uA\aR
1345 0x0001c00a 0x0041c00a 5   6    .text   ascii   %tG?P
1346 0x0001c02e 0x0041c02e 4   5    .text   ascii   #\rtu
1347 0x0001c08f 0x0041c08f 5   7    .text   utf8    +5φ9" blocks=Basic Latin,Greek and Coptic
1348 0x0001c0a5 0x0041c0a5 6   7    .text   ascii   `7[zR:
1349 0x0001c0ad 0x0041c0ad 6   7    .text   ascii   Z4K^+=
1350 0x0001c0b4 0x0041c0b4 7   8    .text   ascii   ~<c+=\v\v
1351 0x0001c0c2 0x0041c0c2 5   6    .text   ascii   %3s;r
1352 0x0001c0cb 0x0041c0cb 4   5    .text   ascii   4/\e=
1353 0x0001c0d0 0x0041c0d0 4   6    .text   utf8    R\bB+
1354 0x0001c0fc 0x0041c0fc 5   6    .text   ascii   \e=yt_
1355 0x0001c143 0x0041c143 4   5    .text   ascii   0,xf
1356 0x0001c162 0x0041c162 5   6    .text   ascii   WSZ:=
1357 0x0001c191 0x0041c191 4   5    .text   ascii   :\r"]
1358 0x0001c1a8 0x0041c1a8 6   8    .text   utf8    Q\v\r+\tӒ blocks=Basic Latin,Cyrillic
1359 0x0001c1b7 0x0041c1b7 5   6    .text   ascii   \rz1dI
1360 0x0001c1f4 0x0041c1f4 4   7    .text   utf8    -+mL
1361 0x0001c244 0x0041c244 6   7    .text   ascii   %1Vg^F
1362 0x0001c2bb 0x0041c2bb 5   6    .text   ascii   6Z\b\nJ
1363 0x0001c2c6 0x0041c2c6 5   10   .text   utf8    ^Ӂﺇʻ- blocks=Basic Latin,Cyrillic,Arabic Presentation Forms-B,Spacing Modifier Letters
1364 0x0001c303 0x0041c303 4   5    .text   ascii   %t)7
1365 0x0001c309 0x0041c309 4   6    .text   utf8    Ŗ[gC blocks=Latin Extended-A,Basic Latin
1366 0x0001c31e 0x0041c31e 5   6    .text   ascii   W^V;\r
1367 0x0001c344 0x0041c344 4   5    .text   ascii   \v%x6
1368 0x0001c34b 0x0041c34b 5   6    .text   ascii   =%U+*
1369 0x0001c419 0x0041c419 5   6    .text   ascii   Kt2YD
1370 0x0001c437 0x0041c437 5   7    .text   utf8    ءRi5i blocks=Arabic,Basic Latin
1371 0x0001c454 0x0041c454 4   6    .text   utf8    \vQÂ\t blocks=Basic Latin,Latin-1 Supplement
1372 0x0001c45d 0x0041c45d 6   7    .text   ascii   pi-j1~
