[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0     0x0000004d 0x0000004d 21  22           ascii   !Require Windows\r\n$PE
1     0x00000158 0x00000158 5   6            ascii   .text
2     0x0000017f 0x0000017f 7   8            ascii   `.rdata
3     0x000001a7 0x000001a7 6   7            ascii   @.data
4     0x000001d0 0x000001d0 5   6            ascii   .rsrc
29830 0x0019246d 0x0059946d 4   7            utf8    $Eư[ blocks=Basic Latin,Latin Extended-B
29831 0x001924ba 0x005994ba 4   5            ascii   ~NX%
29832 0x001924d7 0x005994d7 5   6            ascii   (rdC7
29833 0x0019251f 0x0059951f 5   6            ascii   5F\v(\t
29834 0x00192537 0x00599537 6   7            ascii   yI\ndl8
29835 0x0019255c 0x0059955c 5   6            ascii   T\tm.g
29836 0x00192570 0x00599570 4   5            ascii   \n3S7
29837 0x0019257c 0x0059957c 6   7            ascii   $PyRu3
29838 0x00192596 0x00599596 4   6            utf8    tmǦ^ blocks=Basic Latin,Latin Extended-B
29839 0x001925c3 0x005995c3 6   7            ascii   (qZ~-a
29840 0x00192629 0x00599629 4   5            ascii   A{M$
29841 0x0019264f 0x0059964f 4   5            ascii   `#wv
29842 0x00192659 0x00599659 4   5            ascii   FK*{
29843 0x001926cd 0x005996cd 4   5            ascii   0Nb(
29844 0x001926e6 0x005996e6 5   7            utf8    }ʫp_) blocks=Basic Latin,IPA Extensions
29845 0x00192706 0x00599706 5   6            ascii   }SZ\tI
29846 0x00192729 0x00599729 4   5            ascii   ^\rK8
29847 0x00192750 0x00599750 4   5            ascii   W&M)
29848 0x00192794 0x00599794 6   7            ascii   #~DI\rw
29849 0x001927de 0x005997de 4   5            ascii   xr5m
29850 0x001927e8 0x005997e8 4   5            ascii   ?J_1
29851 0x001927fd 0x005997fd 4   5            ascii   u1$R
29852 0x00192865 0x00599865 6   7            ascii   1P&\vX.
29853 0x0019287d 0x0059987d 4   5            ascii   +pN5
29854 0x00192896 0x00599896 7   8            ascii   azAq@&z
29855 0x001928b6 0x005998b6 4   5            ascii   o4oP
29856 0x00192901 0x00599901 5   6            ascii   eTA33
29857 0x0019290c 0x0059990c 4   5            ascii   bxKz
29858 0x0019294d 0x0059994d 10  11           ascii   @5?q`e_Wa\a
29859 0x00192999 0x00599999 4   5            ascii   $W4_
29860 0x001929a2 0x005999a2 4   5            ascii   C39\
29861 0x001929bb 0x005999bb 4   5            ascii   SdC+
29862 0x001929f1 0x005999f1 6   8            utf8    HE\tC=C
29863 0x00192a2f 0x00599a2f 7   8            ascii   `<Ov1q0
29864 0x00192a41 0x00599a41 4   5            ascii   PC}C
29865 0x00192a6d 0x00599a6d 4   5            ascii   J\e'F
29866 0x00192aa9 0x00599aa9 4   7            utf8    ͆5ӣ~ blocks=Combining Diacritical Marks,Basic Latin,Cyrillic
29867 0x00192adc 0x00599adc 4   5            ascii   M5^B
29868 0x00192b34 0x00599b34 5   6            ascii   "h: l
29869 0x00192b49 0x00599b49 5   7            utf8    Yz>%ʶ blocks=Basic Latin,Spacing Modifier Letters
29870 0x00192b67 0x00599b67 6   8            utf8    NlcЭ9# blocks=Basic Latin,Cyrillic
29871 0x00192b70 0x00599b70 4   5            ascii   \vgt;
29872 0x00192b77 0x00599b77 4   6            utf8    ü?\v9 blocks=Latin-1 Supplement,Basic Latin
29873 0x00192ba1 0x00599ba1 4   6            utf8    8%ܓ% blocks=Basic Latin,Syriac
29874 0x00192c0d 0x00599c0d 4   6            utf8    Bș6\e blocks=Basic Latin,Latin Extended-B
29875 0x00192c18 0x00599c18 4   7            utf8    XU䔰4 blocks=Basic Latin,CJK Unified Ideographs Extension A
29876 0x00192c32 0x00599c32 4   5            ascii   *Tnt
29877 0x00192c49 0x00599c49 6   7            ascii   QmuvKi
29878 0x00192c54 0x00599c54 4   5            ascii   -;bP
29879 0x00192c76 0x00599c76 5   6            ascii   MwJ\v*
29880 0x00192d02 0x00599d02 4   5            ascii   i_sa
29881 0x00192d38 0x00599d38 4   6            utf8    1Itڢ blocks=Basic Latin,Arabic
29882 0x00192d97 0x00599d97 4   5            ascii   q\eNq
29883 0x00192da0 0x00599da0 5   6            ascii   +,7+.
29884 0x00192e07 0x00599e07 4   5            ascii   QF;|
29885 0x00192e38 0x00599e38 4   5            ascii   \ f/
29886 0x00192eba 0x00599eba 4   5            ascii   U\vg`
29887 0x00192f4f 0x00599f4f 5   6            ascii   wC\a` 
29888 0x00192f7a 0x00599f7a 4   5            ascii   6:0<
29889 0x00192fbf 0x00599fbf 4   5            ascii   7Z-=
29890 0x00192ff5 0x00599ff5 4   5            ascii   \bh|n
29891 0x0019300c 0x0059a00c 6   8            utf8    ۸w\nMOY blocks=Arabic,Basic Latin
29892 0x0019303c 0x0059a03c 4   5            ascii   OpPH
29893 0x00193087 0x0059a087 7   8            ascii   4\vrbTp"
29894 0x001930e6 0x0059a0e6 4   5            ascii    @\e^
29895 0x001930eb 0x0059a0eb 4   6            utf8    ƪS5& blocks=Latin Extended-B,Basic Latin
29896 0x001930fe 0x0059a0fe 4   5            ascii   Zhg\t
29897 0x00193113 0x0059a113 5   6            ascii   [K\2}
29898 0x0019311d 0x0059a11d 5   6            ascii   %s5nQ
29899 0x001931b9 0x0059a1b9 6   7            ascii   QdsQH>
29900 0x001931c0 0x0059a1c0 4   6            utf8    !AHە blocks=Basic Latin,Arabic
29901 0x001931e2 0x0059a1e2 5   6            ascii   Uyb-0
29902 0x00193228 0x0059a228 4   5            ascii   CI\b\a
29903 0x00193257 0x0059a257 5   6            ascii   \b4h\fe
29904 0x0019327d 0x0059a27d 5   6            ascii   (a^>y
29905 0x001932a6 0x0059a2a6 7   10           utf8    ӎI\rTAΎ_ blocks=Cyrillic,Basic Latin,Greek and Coptic
29906 0x001932ba 0x0059a2ba 4   5            ascii   n)MC
29907 0x001932f2 0x0059a2f2 5   6            ascii   D/\t\nm
29908 0x00193301 0x0059a301 4   5            ascii   7fvB
29909 0x00193321 0x0059a321 4   6            utf8    Ǟj#\r blocks=Latin Extended-B,Basic Latin
29910 0x0019337f 0x0059a37f 5   7            utf8    in9Ɋ| blocks=Basic Latin,Latin Extended-B
29911 0x001933bb 0x0059a3bb 6   8            utf8    W?uRMȉ blocks=Basic Latin,Latin Extended-B
29912 0x00193423 0x0059a423 4   5            ascii   wve\
29913 0x00193453 0x0059a453 6   7            ascii   UP#\n4.
29914 0x0019345f 0x0059a45f 4   5            ascii   ^\fZu
29915 0x00193482 0x0059a482 4   5            ascii   6\v{l
29916 0x00193495 0x0059a495 4   5            ascii   \v$K4
29917 0x001934ba 0x0059a4ba 5   6            ascii   7QN+~
29918 0x001934fc 0x0059a4fc 5   7            utf8     Z:פ& blocks=Basic Latin,Hebrew
29919 0x00193537 0x0059a537 9   10           ascii   _SQ#a'\f[L
29920 0x00193577 0x0059a577 6   7            ascii   MN+Lu7
29921 0x0019358e 0x0059a58e 5   7            utf8    ?ĘTUG blocks=Basic Latin,Latin Extended-A
29922 0x001935a1 0x0059a5a1 4   7            utf8    rǤOμ blocks=Basic Latin,Latin Extended-B,Greek and Coptic
29923 0x001935a8 0x0059a5a8 6   7            ascii   i7=Vb\t
29924 0x001935b2 0x0059a5b2 4   5            ascii   u]J`
29925 0x001935c2 0x0059a5c2 5   6            ascii   $8}7i
29926 0x00193602 0x0059a602 7   10           utf8    4vsդ4ݿ\t blocks=Basic Latin,Armenian,Arabic Supplement
29927 0x0019361e 0x0059a61e 5   6            ascii   4jM'n
29928 0x00193655 0x0059a655 4   5            ascii   6p\tr
29929 0x001936b8 0x0059a6b8 6   7            ascii   @\nW:}P
29930 0x001936df 0x0059a6df 5   7            utf8    'I-p܈ blocks=Basic Latin,Syriac
29931 0x001936ef 0x0059a6ef 4   5            ascii   qY*!
29932 0x001936fb 0x0059a6fb 7   9            utf8    ΈG 'QA# blocks=Greek and Coptic,Basic Latin
29933 0x001937b6 0x0059a7b6 5   6            ascii   {q?\fG
29934 0x001937d1 0x0059a7d1 5   6            ascii   \b(HdO
29935 0x001937e6 0x0059a7e6 5   6            ascii   q0qvT
29936 0x00193818 0x0059a818 4   5            ascii   \e\n\f\f
29937 0x001938a2 0x0059a8a2 5   6            ascii   K[G)L
29938 0x001938d2 0x0059a8d2 6   7            ascii   hn-DP*
29939 0x001938fe 0x0059a8fe 4   5            ascii   -XTH
29940 0x0019392d 0x0059a92d 4   5            ascii   )lUo
29941 0x0019396f 0x0059a96f 4   6            utf8    /߇NT blocks=Basic Latin,NKo
29942 0x001939b6 0x0059a9b6 4   5            ascii   C:y(
29943 0x001939c6 0x0059a9c6 5   6            ascii   U\fWti
29944 0x00193a18 0x0059aa18 8   11           utf8    GygũXBL) blocks=Basic Latin,Latin Extended-A
29945 0x00193a3a 0x0059aa3a 4   6            utf8    ;N/y blocks=Greek and Coptic,Basic Latin
29946 0x00193a6e 0x0059aa6e 5   7            utf8    o۲)E3 blocks=Basic Latin,Arabic
29947 0x00193aa7 0x0059aaa7 4   5            ascii    H\f2
29948 0x00193ab4 0x0059aab4 5   7            utf8    0@ߑne blocks=Basic Latin,NKo
29949 0x00193abe 0x0059aabe 4   6            utf8    ޱrH= blocks=Thaana,Basic Latin
29950 0x00193ac4 0x0059aac4 5   6            ascii   0][gL
29951 0x00193acc 0x0059aacc 4   5            ascii   +\t:U
29952 0x00193ae0 0x0059aae0 5   6            ascii   rQ<so
29953 0x00193b1e 0x0059ab1e 5   6            ascii   ?.\r*/
29954 0x00193b2c 0x0059ab2c 4   7            utf8    >⛀-f blocks=Basic Latin,Miscellaneous Symbols
29955 0x00193b55 0x0059ab55 5   6            ascii   evS":
29956 0x00193bd6 0x0059abd6 5   6            ascii   lvD0E
29957 0x00193bdd 0x0059abdd 5   7            utf8    CUfTH
29958 0x00193bec 0x0059abec 4   5            ascii   ](H\n
29959 0x00193bff 0x0059abff 4   6            utf8    Eġ0~ blocks=Basic Latin,Latin Extended-A
29960 0x00193c17 0x0059ac17 4   5            ascii   Zl]A
29961 0x00193c1c 0x0059ac1c 5   6            ascii   |"bKm
29962 0x00193c22 0x0059ac22 4   6            utf8    #xЃ- blocks=Basic Latin,Cyrillic
29963 0x00193c2b 0x0059ac2b 4   5            ascii   *\t+:
29964 0x00193c51 0x0059ac51 4   5            ascii   ,Uz0
29965 0x00193c90 0x0059ac90 4   6            utf8    ͉*-C blocks=Combining Diacritical Marks,Basic Latin
29966 0x00193cd9 0x0059acd9 4   6            utf8    [Y~ע blocks=Basic Latin,Hebrew
29967 0x00193cfc 0x0059acfc 4   5            ascii   iXpZ
29968 0x00193d28 0x0059ad28 4   5            ascii   (H3D
29969 0x00193d38 0x0059ad38 5   6            ascii   A1\bK+
29970 0x00193d4f 0x0059ad4f 4   8            utf8    ɑr8Հ blocks=IPA Extensions,Basic Latin,Armenian
29971 0x00193d5a 0x0059ad5a 5   6            ascii   [l4U5
29972 0x00193dd4 0x0059add4 8   10           utf8    q;^~wȪxN blocks=Basic Latin,Latin Extended-B
29973 0x00193dff 0x0059adff 6   7            ascii   |c[/'7
29974 0x00193e0e 0x0059ae0e 4   6            utf8    F04Ҍ blocks=Basic Latin,Cyrillic
29975 0x00193e2f 0x0059ae2f 4   6            utf8    sFDӭ blocks=Basic Latin,Cyrillic
29976 0x00193e3c 0x0059ae3c 7   8            ascii   6ZceC>N
29977 0x00193e72 0x0059ae72 4   6            utf8    kKI׃ blocks=Basic Latin,Hebrew
29978 0x00193ea5 0x0059aea5 4   5            ascii   .\rM?
29979 0x00193edf 0x0059aedf 4   5            ascii   '}kl
29980 0x00193efa 0x0059aefa 4   5            ascii   <j-q
29981 0x00193f45 0x0059af45 6   7            ascii   'EO5)g
29982 0x00193f70 0x0059af70 6   7            ascii   =q\bz(l
29983 0x00193f8a 0x0059af8a 4   5            ascii   \tYtV
29984 0x00193fad 0x0059afad 5   6            ascii   chiTl
29985 0x0019409f 0x0059b09f 6   9            utf8    3롃fup/ blocks=Basic Latin,Hangul Syllables
29986 0x001940ff 0x0059b0ff 6   8            utf8    =jQ?\n]
29987 0x0019413a 0x0059b13a 4   5            ascii   EdjY
29988 0x00194165 0x0059b165 5   6            ascii   \b[{Bm
29989 0x00194177 0x0059b177 4   5            ascii   <J%N
29990 0x0019417e 0x0059b17e 4   6            utf8    \vÞ*[ blocks=Basic Latin,Latin-1 Supplement
29991 0x001941bb 0x0059b1bb 7   8            ascii   4:~iNsC
29992 0x00194223 0x0059b223 5   6            ascii   _Zy\i
29993 0x00194246 0x0059b246 4   6            utf8    މ"*j blocks=Thaana,Basic Latin
29994 0x0019427d 0x0059b27d 4   5            ascii   CK@Y
29995 0x00194282 0x0059b282 5   6            ascii   8U+C=
29996 0x001942a7 0x0059b2a7 5   6            ascii   u>8vB
29997 0x001942b6 0x0059b2b6 5   6            ascii    df$'
29998 0x001942c0 0x0059b2c0 4   5            ascii   4\r-f
29999 0x001942c5 0x0059b2c5 5   7            utf8    ,.z\rf
30000 0x00194304 0x0059b304 4   5            ascii   B>nl
30001 0x00194311 0x0059b311 5   7            utf8    'Dʱ[\v blocks=Basic Latin,Spacing Modifier Letters
30002 0x0019431b 0x0059b31b 4   6            utf8    U_y˞ blocks=Basic Latin,Spacing Modifier Letters
30003 0x00194334 0x0059b334 4   5            ascii   kGI\a
30004 0x0019433c 0x0059b33c 4   5            ascii   I\rBH
30005 0x0019436c 0x0059b36c 4   5            ascii   T(K\
30006 0x00194374 0x0059b374 6   8            utf8    wu:u݊J blocks=Basic Latin,Syriac
30007 0x00194391 0x0059b391 5   6            ascii   \biPK*
30008 0x00194424 0x0059b424 7   8            ascii   '{J\a6`M
30009 0x00194441 0x0059b441 5   6            ascii   \t}\fe#
30010 0x001944a3 0x0059b4a3 5   6            ascii   \v\rpDH
30011 0x001944a9 0x0059b4a9 5   8            utf8    w&ʝȡ` blocks=Basic Latin,IPA Extensions,Latin Extended-B
30012 0x001944cf 0x0059b4cf 4   5            ascii   \n5s|
30013 0x001944d4 0x0059b4d4 6   7            ascii   #CE3Rn
30014 0x001944f3 0x0059b4f3 4   5            ascii   "TRf
30015 0x00194591 0x0059b591 4   6            utf8    \t-H̗ blocks=Basic Latin,Combining Diacritical Marks
30016 0x00194597 0x0059b597 5   6            ascii   x\~(l
30017 0x001945d8 0x0059b5d8 5   7            utf8    z;;)Ɵ blocks=Basic Latin,Latin Extended-B
30018 0x001945e6 0x0059b5e6 4   5            ascii   t\a|O
30019 0x001945fc 0x0059b5fc 5   6            ascii   R?Z,>
30020 0x0019460d 0x0059b60d 5   6            ascii   GDv2D
30021 0x00194625 0x0059b625 4   6            utf8    RGՑy blocks=Basic Latin,Armenian
30022 0x0019464b 0x0059b64b 4   7            utf8    $s翂' blocks=Basic Latin,CJK Unified Ideographs
30023 0x00194696 0x0059b696 8   9            ascii   d!@xq&;~
30024 0x001946e4 0x0059b6e4 4   5            ascii   CHdK
30025 0x001946fd 0x0059b6fd 4   6            utf8    ӯ$[m blocks=Cyrillic,Basic Latin
30026 0x00194796 0x0059b796 4   5            ascii   A&cs
30027 0x001947ae 0x0059b7ae 5   6            ascii   /O3m[
30028 0x001947c0 0x0059b7c0 4   5            ascii   ;qg@
30029 0x001947c5 0x0059b7c5 4   6            utf8    yފN} blocks=Basic Latin,Thaana
30030 0x00194809 0x0059b809 5   6            ascii   5wa6C
30031 0x0019483a 0x0059b83a 4   6            utf8    j̺b] blocks=Basic Latin,Combining Diacritical Marks
30032 0x00194852 0x0059b852 4   6            utf8    \Lѿ? blocks=Basic Latin,Cyrillic
30033 0x00194887 0x0059b887 5   7            utf8    0kȕ}2 blocks=Basic Latin,Latin Extended-B
30034 0x001948c9 0x0059b8c9 4   5            ascii   \n:`%
30035 0x00194926 0x0059b926 4   5            ascii   f]R#
30036 0x0019493f 0x0059b93f 6   7            ascii   .\n?4[\r
30037 0x0019496e 0x0059b96e 6   9            utf8    zI\e\nᆫ  blocks=Basic Latin,Hangul Jamo
30038 0x00194977 0x0059b977 7   8            ascii   FMT0}Xv
30039 0x00194996 0x0059b996 4   5            ascii   ]g:m
30040 0x00194a15 0x0059ba15 4   6            utf8    Tڝ~d blocks=Basic Latin,Arabic
30041 0x00194a2f 0x0059ba2f 5   6            ascii   Fy\56
30042 0x00194a4e 0x0059ba4e 4   5            ascii   y6O\a
30043 0x00194a86 0x0059ba86 4   5            ascii   ECV#
30044 0x00194a94 0x0059ba94 6   7            ascii   k='ZKh
30045 0x00194adb 0x0059badb 9   11           utf8    \t9~uO+OFą blocks=Basic Latin,Latin Extended-A
30046 0x00194b0d 0x0059bb0d 5   7            utf8    LE4ͽw blocks=Basic Latin,Greek and Coptic
30047 0x00194b93 0x0059bb93 4   5            ascii   tzFv
30048 0x00194ba0 0x0059bba0 4   5            ascii   \f2 l
30049 0x00194ba7 0x0059bba7 5   7            utf8    '\eژ-t blocks=Basic Latin,Arabic
30050 0x00194be2 0x0059bbe2 5   6            ascii   .]h>a
30051 0x00194c1f 0x0059bc1f 6   7            ascii   $/wNT\n
30052 0x00194c7a 0x0059bc7a 4   5            ascii   \t,W7
30053 0x00194cc0 0x0059bcc0 5   6            ascii   Jxie@
30054 0x00194cd9 0x0059bcd9 5   7            utf8    \tVNݿ= blocks=Basic Latin,Arabic Supplement
30055 0x00194d05 0x0059bd05 4   7            utf8    #莈r= blocks=Basic Latin,CJK Unified Ideographs
30056 0x00194d24 0x0059bd24 6   7            ascii   kpnG1M
30057 0x00194d2b 0x0059bd2b 5   6            ascii   P,RX&
30058 0x00194d7b 0x0059bd7b 4   7            utf8    mo3堉 blocks=Basic Latin,CJK Unified Ideographs
30059 0x00194dcf 0x0059bdcf 4   5            ascii   FX.R
30060 0x00194df0 0x0059bdf0 4   6            utf8    =Z1պ blocks=Basic Latin,Armenian
30061 0x00194e12 0x0059be12 4   5            ascii   v#R2
30062 0x00194e25 0x0059be25 4   6            utf8    å\b^\ blocks=Latin-1 Supplement,Basic Latin
30063 0x00194e76 0x0059be76 5   7            utf8    xjv|9
30064 0x00194ecd 0x0059becd 5   6            ascii   iSD1f
30065 0x00194edb 0x0059bedb 5   6            ascii   r8n6D
30066 0x00194ee8 0x0059bee8 5   7            utf8    z+ΚE9 blocks=Basic Latin,Greek and Coptic
30067 0x00194eef 0x0059beef 4   5            ascii   y!<z
30068 0x00194ef8 0x0059bef8 7   8            ascii   6f 4J\v\n
30069 0x00194f0f 0x0059bf0f 4   5            ascii   GLR2
30070 0x00194f35 0x0059bf35 4   6            utf8    a0*͉ blocks=Basic Latin,Combining Diacritical Marks
30071 0x00194f43 0x0059bf43 5   6            ascii   Z+t.E
30072 0x00194fb5 0x0059bfb5 6   7            ascii   Q7/ufC
30073 0x00194fdc 0x0059bfdc 4   5            ascii   :@Gl
30074 0x00195014 0x0059c014 5   7            utf8    wKڤ%O blocks=Basic Latin,Arabic
30075 0x0019504a 0x0059c04a 4   5            ascii   2f$8
30076 0x001951db 0x0059c1db 7   8            ascii   JBO\bL'\f
30077 0x00195228 0x0059c228 5   7            utf8    l˒.?i blocks=Basic Latin,Spacing Modifier Letters
30078 0x0019522f 0x0059c22f 4   7            utf8    \t*O blocks=Basic Latin,Private Use Area
30079 0x00195251 0x0059c251 4   5            ascii   T\bFu
30080 0x00195258 0x0059c258 6   7            ascii   ,wwA1,
30081 0x001952e6 0x0059c2e6 6   7            ascii   \v\\a`L'
30082 0x00195306 0x0059c306 4   5            ascii   ] (q
30083 0x0019530f 0x0059c30f 4   5            ascii   4BVZ
30084 0x001953a9 0x0059c3a9 4   5            ascii   ~7\tN
30085 0x0019549b 0x0059c49b 4   5            ascii   >X7E
30086 0x00195506 0x0059c506 5   7            utf8    η@6jy blocks=Greek and Coptic,Basic Latin
30087 0x0019552c 0x0059c52c 5   6            ascii   8.ZR~
30088 0x0019559f 0x0059c59f 4   5            ascii   zHOY
30089 0x001955c2 0x0059c5c2 4   5            ascii   =xG_
30090 0x00195602 0x0059c602 4   5            ascii   <#1'
30091 0x00195607 0x0059c607 5   6            ascii   tH6\eR
30092 0x00195634 0x0059c634 4   5            ascii   gMGH
30093 0x00195665 0x0059c665 4   6            utf8    ت7R' blocks=Arabic,Basic Latin
30094 0x00195673 0x0059c673 5   6            ascii   r~0[\r
30095 0x001956d7 0x0059c6d7 6   7            ascii   )gN4vy
30096 0x0019570a 0x0059c70a 4   5            ascii   A@6&
30097 0x00195732 0x0059c732 6   8            utf8    ,מ7<TM blocks=Basic Latin,Hebrew
30098 0x00195773 0x0059c773 5   6            ascii   fiics
30099 0x0019578a 0x0059c78a 5   7            utf8    Y ܸf\n blocks=Basic Latin,Syriac
30100 0x00195856 0x0059c856 5   6            ascii   z.CWe
30101 0x00195878 0x0059c878 7   9            utf8    TгsTlNa blocks=Basic Latin,Cyrillic
30102 0x001958ab 0x0059c8ab 5   6            ascii   ^\nVGn
30103 0x001958c8 0x0059c8c8 4   5            ascii   /v"6
30104 0x001958f9 0x0059c8f9 7   9            utf8    P|F\nrnގ blocks=Basic Latin,Thaana
30105 0x00195a87 0x0059ca87 4   5            ascii   ^GI,
30106 0x00195aa1 0x0059caa1 6   7            ascii   OkZ#%2
30107 0x00195b0b 0x0059cb0b 4   5            ascii   %1kf
30108 0x00195b72 0x0059cb72 4   5            ascii   n\H\r
30109 0x00195bde 0x0059cbde 4   5            ascii   )O,T
30110 0x00195c0b 0x0059cc0b 5   6            ascii   o]GMy
30111 0x00195c90 0x0059cc90 4   6            utf8    7Rʿv blocks=Basic Latin,Spacing Modifier Letters
30112 0x00195cd3 0x0059ccd3 9   10           ascii   >k[82@G .
30113 0x00195ce5 0x0059cce5 5   7            utf8    (ٳ0Sj blocks=Basic Latin,Arabic
30114 0x00195d0c 0x0059cd0c 5   6            ascii   wS:+p
30115 0x00195d3f 0x0059cd3f 4   5            ascii   p9&\f
30116 0x00195dc3 0x0059cdc3 5   6            ascii   Hp[l\f
30117 0x00195dea 0x0059cdea 4   5            ascii    \ntv
30118 0x00195e09 0x0059ce09 4   5            ascii    m<\v
30119 0x00195e4a 0x0059ce4a 5   8            utf8    v~I鵒a blocks=Basic Latin,CJK Unified Ideographs
30120 0x00195e73 0x0059ce73 4   5            ascii   <98!
30121 0x00195eb5 0x0059ceb5 5   6            ascii   }7s^M
30122 0x00195edc 0x0059cedc 4   5            ascii   ,Z}'
30123 0x00195efd 0x0059cefd 5   6            ascii   >~ton
30124 0x00195f81 0x0059cf81 5   6            ascii   9\n^-F
30125 0x00195fbe 0x0059cfbe 5   6            ascii   {vU4g
30126 0x00195fc6 0x0059cfc6 5   7            utf8    jv}tŮ blocks=Basic Latin,Latin Extended-A
30127 0x0019600c 0x0059d00c 4   5            ascii   ! <Z
30128 0x00196042 0x0059d042 5   6            ascii   n&DY}
30129 0x00196060 0x0059d060 5   6            ascii   6\b'bi
30130 0x00196088 0x0059d088 4   6            utf8    \fz5ٺ blocks=Basic Latin,Arabic
30131 0x001960b6 0x0059d0b6 4   6            utf8    KƽQX blocks=Basic Latin,Latin Extended-B
30132 0x001960d4 0x0059d0d4 5   6            ascii   /\tsam
30133 0x0019610a 0x0059d10a 4   5            ascii   \{!}
30134 0x00196140 0x0059d140 4   5            ascii   <0yd
30135 0x00196160 0x0059d160 6   8            utf8    kؘaG</ blocks=Basic Latin,Arabic
30136 0x00196179 0x0059d179 4   5            ascii   r+.}
30137 0x001961b0 0x0059d1b0 6   7            ascii   >jsK\bm
30138 0x0019620d 0x0059d20d 4   5            ascii   T".R
30139 0x00196275 0x0059d275 6   7            ascii   ADpeX5
30140 0x001962ac 0x0059d2ac 4   5            ascii   6&H/
30141 0x001962b6 0x0059d2b6 5   7            utf8    [9 nΡ blocks=Basic Latin,Greek and Coptic
30142 0x001962f5 0x0059d2f5 5   6            ascii   iC\e5^
30143 0x0019635a 0x0059d35a 5   6            ascii   5ON\aJ
30144 0x00196383 0x0059d383 4   5            ascii   5yX\e
30145 0x001963f7 0x0059d3f7 4   5            ascii   qs&M
30146 0x00196409 0x0059d409 7   9            utf8    ͤ"/"TK9 blocks=Combining Diacritical Marks,Basic Latin
30147 0x001964b3 0x0059d4b3 4   5            ascii   n:Vu
30148 0x001964d3 0x0059d4d3 4   5            ascii   S7'\
30149 0x001964f7 0x0059d4f7 4   5            ascii   JTIX
30150 0x00196538 0x0059d538 4   6            utf8    4d/ڋ blocks=Basic Latin,Arabic
30151 0x0019653e 0x0059d53e 7   9            utf8    sԍc7u6& blocks=Basic Latin,Cyrillic Supplement
30152 0x0019657b 0x0059d57b 4   6            utf8    ֦Zyy blocks=Hebrew,Basic Latin
30153 0x0019659c 0x0059d59c 4   5            ascii   x1|S
30154 0x001965c4 0x0059d5c4 4   5            ascii   Awzc
30155 0x001965c9 0x0059d5c9 7   8            ascii   1\eD[PT/
30156 0x001965d4 0x0059d5d4 5   6            ascii   c[Y9.
30157 0x001965e3 0x0059d5e3 5   6            ascii   6LEV+
30158 0x0019662e 0x0059d62e 5   7            utf8    \ApüB blocks=Basic Latin,Latin-1 Supplement
30159 0x001966b4 0x0059d6b4 7   9            utf8    \bsrbA!e
30160 0x001966db 0x0059d6db 4   5            ascii   Lsb9
30161 0x00196740 0x0059d740 4   5            ascii   }8"N
30162 0x0019676f 0x0059d76f 4   5            ascii   Pi}k
30163 0x0019686b 0x0059d86b 6   7            ascii   \t*}=XT
30164 0x0019687c 0x0059d87c 6   7            ascii   {~MMu^
30165 0x00196892 0x0059d892 4   5            ascii   Dr"7
30166 0x001968a2 0x0059d8a2 4   5            ascii   P[\n0
30167 0x00196956 0x0059d956 5   6            ascii   0I:4'
30168 0x0019699f 0x0059d99f 4   5            ascii   4alg
30169 0x001969bf 0x0059d9bf 5   7            utf8    y]iqߏ blocks=Basic Latin,NKo
30170 0x001969c6 0x0059d9c6 5   6            ascii   HF0*\n
30171 0x001969f3 0x0059d9f3 4   7            utf8    'EУӺ blocks=Basic Latin,Cyrillic
30172 0x00196a1e 0x0059da1e 4   5            ascii   3M\f[
30173 0x00196a27 0x0059da27 5   10           utf8    Ʋ!O𧟵e blocks=Latin Extended-B,Basic Latin,CJK Unified Ideographs Extension B
30174 0x00196a64 0x0059da64 4   5            ascii   QIw+
30175 0x00196a69 0x0059da69 4   5            ascii   RL%`
30176 0x00196acb 0x0059dacb 5   8            utf8    ϔ_f'֪ blocks=Greek and Coptic,Basic Latin,Hebrew
30177 0x00196aea 0x0059daea 5   6            ascii   /Isf\r
30178 0x00196b3d 0x0059db3d 4   5            ascii   rPZV
30179 0x00196b86 0x0059db86 4   5            ascii   FH[M
30180 0x00196bd7 0x0059dbd7 4   5            ascii   --Bd
30181 0x00196be0 0x0059dbe0 5   8            utf8    B߀eͧ; blocks=Basic Latin,NKo,Combining Diacritical Marks
30182 0x00196c1e 0x0059dc1e 4   5            ascii   oM<r
30183 0x00196c3f 0x0059dc3f 4   5            ascii   @Y|!
30184 0x00196c63 0x0059dc63 9   11           utf8    n.<\\ʝZfY blocks=Basic Latin,IPA Extensions
30185 0x00196c80 0x0059dc80 6   7            ascii   "L1fz!
30186 0x00196ca1 0x0059dca1 4   7            utf8    q֥ѫf blocks=Basic Latin,Hebrew,Cyrillic
30187 0x00196cb0 0x0059dcb0 4   5            ascii   \f"=_
30188 0x00196cb5 0x0059dcb5 4   5            ascii   ACHd
30189 0x00196d20 0x0059dd20 6   9            utf8    㶿?2*a; blocks=CJK Unified Ideographs Extension A,Basic Latin
30190 0x00196d6f 0x0059dd6f 8   9            ascii   hhd?(bom
30191 0x00196dd7 0x0059ddd7 4   5            ascii   j4t{
30192 0x00196e04 0x0059de04 4   5            ascii   nEE%
30193 0x00196e38 0x0059de38 8   11           utf8    ƽ </ݎ5\tP blocks=Latin Extended-B,Basic Latin,Syriac
