[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000150 0x00000150 4   5            ascii   Rich
1    0x0000029c 0x0000029c 5   6            ascii   .text
2    0x000002c3 0x000002c3 7   8            ascii   `.rdata
3    0x000002eb 0x000002eb 5   6            ascii   @.crt
4    0x00000314 0x00000314 5   6            ascii   .rsrc
5    0x0000033b 0x0000033b 7   8            ascii   @.reloc
2776 0x0002efa8 0x100311a8 6   7    .crt    ascii   br\f7mt
2777 0x0002efb6 0x100311b6 4   5    .crt    ascii   m((+
2778 0x0002eff3 0x100311f3 4   5    .crt    ascii   Sp'y
2779 0x0002f051 0x10031251 4   5    .crt    ascii   7]RH
2780 0x0002f0a5 0x100312a5 4   6    .crt    utf8    xOԤp blocks=Basic Latin,Cyrillic Supplement
2781 0x0002f0ce 0x100312ce 6   7    .crt    ascii   5nB\t#S
2782 0x0002f10d 0x1003130d 5   6    .crt    ascii   6nBK8
2783 0x0002f119 0x10031319 4   6    .crt    utf8    й42` blocks=Cyrillic,Basic Latin
2784 0x0002f125 0x10031325 7   9    .crt    utf8    _\tGaqצ5 blocks=Basic Latin,Hebrew
2785 0x0002f175 0x10031375 6   7    .crt    ascii   h=G0m!
2786 0x0002f185 0x10031385 4   5    .crt    ascii   ?]Wa
2787 0x0002f1b0 0x100313b0 4   6    .crt    utf8    |7DԱ blocks=Basic Latin,Armenian
2788 0x0002f213 0x10031413 6   8    .crt    utf8    04m'nϝ blocks=Basic Latin,Greek and Coptic
2789 0x0002f225 0x10031425 5   6    .crt    ascii   vSKa&
2790 0x0002f274 0x10031474 4   5    .crt    ascii   #wE\b
2791 0x0002f289 0x10031489 4   5    .crt    ascii   vi~6
2792 0x0002f293 0x10031493 6   7    .crt    ascii   0*m(^U
2793 0x0002f2c4 0x100314c4 5   6    .crt    ascii   {++Kb
2794 0x0002f310 0x10031510 7   8    .crt    ascii   C7]RHC$
2795 0x0002f345 0x10031545 4   6    .crt    utf8    vv׆& blocks=Basic Latin,Hebrew
2796 0x0002f34b 0x1003154b 7   10   .crt    utf8    O⑶_C78l blocks=Basic Latin,Enclosed Alphanumerics
2797 0x0002f38c 0x1003158c 5   7    .crt    utf8    n͒ C7 blocks=Basic Latin,Combining Diacritical Marks
2798 0x0002f3ac 0x100315ac 5   7    .crt    utf8    n͒ C7 blocks=Basic Latin,Combining Diacritical Marks
2799 0x0002f3c7 0x100315c7 5   6    .crt    ascii   KJO.O
2800 0x0002f419 0x10031619 4   6    .crt    utf8    й4.b blocks=Cyrillic,Basic Latin
2801 0x0002f449 0x10031649 5   7    .crt    utf8    āOmqL blocks=Latin Extended-A,Basic Latin
2802 0x0002f486 0x10031686 4   5    .crt    ascii   3WJC
2803 0x0002f4ad 0x100316ad 4   5    .crt    ascii   '\aQ9
2804 0x0002f526 0x10031726 4   5    .crt    ascii   MNbr
2805 0x0002f52b 0x1003172b 8   10   .crt    utf8    O86pVB6Ϯ blocks=Basic Latin,Greek and Coptic
2806 0x0002f550 0x10031750 5   6    .crt    ascii   gC]RH
2807 0x0002f5ae 0x100317ae 4   6    .crt    utf8    ҀC7[ blocks=Cyrillic,Basic Latin
2808 0x0002f5e4 0x100317e4 5   6    .crt    ascii   {\v(Kb
2809 0x0002f5ee 0x100317ee 10  11   .crt    ascii   n]C7PBH3!x
2810 0x0002f60c 0x1003180c 4   5    .crt    ascii   fiW$
2811 0x0002f653 0x10031853 4   5    .crt    ascii   0$m"
2812 0x0002f68a 0x1003188a 4   5    .crt    ascii   O7DC
2813 0x0002f6a5 0x100318a5 4   6    .crt    utf8    vv׆* blocks=Basic Latin,Hebrew
2814 0x0002f6ab 0x100318ab 10  13   .crt    utf8    O⑮\C7]RH?$ blocks=Basic Latin,Enclosed Alphanumerics
2815 0x0002f6d7 0x100318d7 4   5    .crt    ascii   \a2G,
2816 0x0002f726 0x10031926 4   5    .crt    ascii   \r+dr
2817 0x0002f75d 0x1003195d 4   5    .crt    ascii   k]1{
2818 0x0002f76d 0x1003196d 5   6    .crt    ascii   6nBC:
2819 0x0002f782 0x10031982 5   8    .crt    utf8    Cr*v雸 blocks=Basic Latin,CJK Unified Ideographs
2820 0x0002f790 0x10031990 5   6    .crt    ascii   C7]RH
2821 0x0002f7eb 0x100319eb 6   7    .crt    ascii   P26.Bc
2822 0x0002f806 0x10031a06 6   7    .crt    ascii   \rkJ{#O
2823 0x0002f82f 0x10031a2f 4   5    .crt    ascii   *+\g
2824 0x0002f834 0x10031a34 5   6    .crt    ascii   $m"TU
2825 0x0002f83a 0x10031a3a 4   5    .crt    ascii   Q0~5
2826 0x0002f845 0x10031a45 5   8    .crt    utf8    v]Tﾥs blocks=Basic Latin,Halfwidth and Fullwidth Forms
2827 0x0002f8a6 0x10031aa6 4   5    .crt    ascii   6gJo
2828 0x0002f8cf 0x10031acf 4   5    .crt    ascii   ZC7P
2829 0x0002f8db 0x10031adb 4   5    .crt    ascii   >!+m
2830 0x0002f90e 0x10031b0e 7   8    .crt    ascii   NZC7]RH
2831 0x0002f91f 0x10031b1f 4   6    .crt    utf8    jp}ϒ blocks=Basic Latin,Greek and Coptic
2832 0x0002f9e6 0x10031be6 4   5    .crt    ascii   yKbr
2833 0x0002f9fa 0x10031bfa 4   5    .crt    ascii   .`!p
2834 0x0002fa0b 0x10031c0b 5   6    .crt    ascii   s&6&B
2835 0x0002fa12 0x10031c12 4   6    .crt    utf8    :ȯ\rs blocks=Basic Latin,Latin Extended-B
2836 0x0002fa6a 0x10031c6a 6   7    .crt    ascii   Pg[?J0
2837 0x0002faa6 0x10031ca6 4   5    .crt    ascii   uKbr
2838 0x0002fac7 0x10031cc7 4   5    .crt    ascii   Kbr&
2839 0x0002fb0c 0x10031d0c 5   6    .crt    ascii   Jp1np
2840 0x0002fb13 0x10031d13 4   5    .crt    ascii   _;x\t
2841 0x0002fb50 0x10031d50 4   6    .crt    utf8    C6 έ blocks=Basic Latin,Greek and Coptic
2842 0x0002fb6e 0x10031d6e 4   5    .crt    ascii   ojgW
2843 0x0002fb8b 0x10031d8b 6   7    .crt    ascii   s.6.B_
2844 0x0002fbd0 0x10031dd0 6   8    .crt    utf8    C¸Sp'% blocks=Basic Latin,Latin-1 Supplement
2845 0x0002fc23 0x10031e23 4   7    .crt    utf8    թ\fv׆ blocks=Armenian,Basic Latin,Hebrew
2846 0x0002fc64 0x10031e64 4   6    .crt    utf8    ߚe3\ blocks=NKo,Basic Latin
2847 0x0002fc77 0x10031e77 4   5    .crt    ascii   (PC-
2848 0x0002fcb0 0x10031eb0 5   6    .crt    ascii   C7]RH
2849 0x0002fce6 0x10031ee6 4   5    .crt    ascii   \rkJC
2850 0x0002fd06 0x10031f06 5   6    .crt    ascii   iKbri
2851 0x0002fd13 0x10031f13 7   8    .crt    ascii   Qx'=W\e+
2852 0x0002fd2a 0x10031f2a 7   8    .crt    ascii   AS26.BK
2853 0x0002fdcf 0x10031fcf 4   5    .crt    ascii   xC7]
2854 0x0002fde7 0x10031fe7 6   7    .crt    ascii   Qcr\f7o
2855 0x0002fe36 0x10032036 4   7    .crt    utf8     x쟺\ blocks=Basic Latin,Hangul Syllables
2856 0x0002fe54 0x10032054 4   5    .crt    ascii   wV\t_
2857 0x0002fe65 0x10032065 4   5    .crt    ascii   vl\vf
2858 0x0002fe73 0x10032073 4   5    .crt    ascii   Sp'%
2859 0x0002fe84 0x10032084 5   6    .crt    ascii   {GyKb
2860 0x0002fe8e 0x1003208e 4   5    .crt    ascii   ojgS
2861 0x0002fea9 0x100320a9 4   6    .crt    utf8    Υ{J, blocks=Greek and Coptic,Basic Latin
2862 0x0002feb6 0x100320b6 5   6    .crt    ascii   \tSRC-
2863 0x0002fed4 0x100320d4 5   7    .crt    utf8    tUrnǘ blocks=Basic Latin,Latin Extended-B
2864 0x0002ffb2 0x100321b2 4   5    .crt    ascii   [BH'
2865 0x0002ffd4 0x100321d4 4   5    .crt    ascii   H+\tG
2866 0x00030042 0x10032242 4   5    .crt    ascii   C:#v
2867 0x00030064 0x10032264 5   6    .crt    ascii   {/xKb
2868 0x0003006e 0x1003226e 4   6    .crt    utf8    ڬC7S blocks=Arabic,Basic Latin
2869 0x00030096 0x10032296 5   6    .crt    ascii   !}'wz
2870 0x000300a2 0x100322a2 4   5    .crt    ascii   CR!v
2871 0x000300b3 0x100322b3 4   6    .crt    utf8    ƱOE\b blocks=Latin Extended-B,Basic Latin
2872 0x000300c8 0x100322c8 4   5    .crt    ascii   brHO
2873 0x000300e4 0x100322e4 5   6    .crt    ascii   {#|Kb
2874 0x00030101 0x10032301 4   6    .crt    utf8    T\nڊu blocks=Basic Latin,Arabic
2875 0x00030153 0x10032353 4   6    .crt    utf8    ڬ=\b@ blocks=Arabic,Basic Latin
2876 0x0003018f 0x1003238f 4   5    .crt    ascii   <3ht
2877 0x0003021a 0x1003241a 6   7    .crt    ascii   ;Y/,V\t
2878 0x0003023e 0x1003243e 4   5    .crt    ascii   WE\bU
2879 0x00030258 0x10032458 5   7    .crt    utf8    R~8DҎ blocks=Basic Latin,Cyrillic
2880 0x00030279 0x10032479 7   8    .crt    ascii   gkY2H;\
2881 0x0003029a 0x1003249a 4   5    .crt    ascii   ;jQ$
2882 0x000302a4 0x100324a4 4   5    .crt    ascii   @\eVw
2883 0x000302ad 0x100324ad 6   7    .crt    ascii   SxjJaq
2884 0x00030357 0x10032557 4   5    .crt    ascii   R7C7
2885 0x0003036a 0x1003256a 4   6    .crt    utf8    Bɓ{7 blocks=Basic Latin,IPA Extensions
2886 0x00030370 0x10032570 5   7    .crt    utf8    Kb܃NV blocks=Basic Latin,Syriac
2887 0x000303df 0x100325df 4   5    .crt    ascii   x\bS\n
2888 0x00030434 0x10032634 5   7    .crt    utf8    Դ'*Q0 blocks=Armenian,Basic Latin
2889 0x000304b4 0x100326b4 4   7    .crt    utf8    S%俚- blocks=Basic Latin,CJK Unified Ideographs
2890 0x000304f7 0x100326f7 4   7    .crt    utf8    ʽA6ϯ blocks=Spacing Modifier Letters,Basic Latin,Greek and Coptic
2891 0x0003053d 0x1003273d 4   5    .crt    ascii   H\v\tg
2892 0x0003057e 0x1003277e 5   6    .crt    ascii   OE0Q\
2893 0x00030596 0x10032796 4   5    .crt    ascii   4&Bk
2894 0x000305bc 0x100327bc 5   6    .crt    ascii   Qr\v0P
2895 0x000305df 0x100327df 7   10   .crt    utf8    #Vǹ1g~I blocks=Basic Latin,Latin Extended-B
2896 0x000305fe 0x100327fe 4   6    .crt    utf8    w8ŪE blocks=Basic Latin,Latin Extended-A
2897 0x0003062f 0x1003282f 4   5    .crt    ascii   XOJo
2898 0x0003063b 0x1003283b 8   11   .crt    utf8    &ʯɪ@bB3m blocks=Basic Latin,IPA Extensions
2899 0x00030676 0x10032876 4   5    .crt    ascii   (_/R
2900 0x000306c6 0x100328c6 4   5    .crt    ascii   t'-C
2901 0x000306fc 0x100328fc 4   7    .crt    utf8    Ř']Д blocks=Latin Extended-A,Basic Latin,Cyrillic
2902 0x00030705 0x10032905 4   6    .crt    utf8    ҄6vz blocks=Cyrillic,Basic Latin
2903 0x00030716 0x10032916 4   5    .crt    ascii   27"+
2904 0x00030774 0x10032974 4   5    .crt    ascii   Nmn?
2905 0x0003077d 0x1003297d 5   6    .crt    ascii   wXwZS
2906 0x000307a9 0x100329a9 4   5    .crt    ascii   x(_w
2907 0x0003082d 0x10032a2d 4   5    .crt    ascii   Vx$\r
2908 0x000308c0 0x10032ac0 4   5    .crt    ascii   /=Sp
2909 0x00030930 0x10032b30 4   5    .crt    ascii   Lbr\f
2910 0x00030963 0x10032b63 4   5    .crt    ascii   I4!.
2911 0x0003097e 0x10032b7e 5   6    .crt    ascii   WE Q}
2912 0x0003098e 0x10032b8e 4   5    .crt    ascii   vSMa
2913 0x0003099b 0x10032b9b 4   5    .crt    ascii   (OP'
2914 0x000309c9 0x10032bc9 5   8    .crt    utf8    G<TϢı blocks=Basic Latin,Greek and Coptic,Latin Extended-A
2915 0x000309fe 0x10032bfe 4   6    .crt    utf8    \nsŭI blocks=Basic Latin,Latin Extended-A
2916 0x00030a26 0x10032c26 6   7    .crt    ascii   e6dUB^
2917 0x00030a56 0x10032c56 4   6    .crt    utf8    .ϒOr blocks=Basic Latin,Greek and Coptic
2918 0x00030a9c 0x10032c9c 5   6    .crt    ascii   :QX x
2919 0x00030aeb 0x10032ceb 5   8    .crt    utf8    戢-]ov blocks=CJK Unified Ideographs,Basic Latin
2920 0x00030b0d 0x10032d0d 6   7    .crt    ascii   SxjHaq
2921 0x00030b19 0x10032d19 4   5    .crt    ascii   B6OQ
2922 0x00030b4d 0x10032d4d 5   6    .crt    ascii   lu]oj
2923 0x00030b56 0x10032d56 5   6    .crt    ascii   25"+H
2924 0x00030bf4 0x10032df4 5   7    .crt    utf8    ڱ29"+ blocks=Arabic,Basic Latin
2925 0x00030c0f 0x10032e0f 6   7    .crt    ascii   5ojZEb
2926 0x00030c27 0x10032e27 6   8    .crt    utf8    \a-&Bғ{ blocks=Basic Latin,Cyrillic
2927 0x00030c30 0x10032e30 5   7    .crt    utf8    Kb܂NV blocks=Basic Latin,Syriac
2928 0x00030c56 0x10032e56 4   6    .crt    utf8    46BK
2929 0x00030c6f 0x10032e6f 4   5    .crt    ascii   e<\eq
2930 0x00030c88 0x10032e88 4   5    .crt    ascii   dL{_
2931 0x00030cc5 0x10032ec5 5   8    .crt    utf8    ړÏD>- blocks=Arabic,Latin-1 Supplement,Basic Latin
2932 0x00030cd6 0x10032ed6 5   7    .crt    utf8    ܢ^.{[ blocks=Syriac,Basic Latin
2933 0x00030d0d 0x10032f0d 5   6    .crt    ascii   ~z*Z 
2934 0x00030d41 0x10032f41 4   5    .crt    ascii   Dg=b
2935 0x00030d4e 0x10032f4e 7   8    .crt    ascii   ^q]br\fn
2936 0x00030d74 0x10032f74 5   6    .crt    ascii   Or99Q
2937 0x00030d7d 0x10032f7d 5   6    .crt    ascii   ,U 5S
2938 0x00030dac 0x10032fac 4   5    .crt    ascii   X\bgD
2939 0x00030ddc 0x10032fdc 5   6    .crt    ascii   0$X\t\v
2940 0x00030e0e 0x1003300e 4   6    .crt    utf8    EnJּ blocks=Basic Latin,Hebrew
2941 0x00030e50 0x10033050 7   10   .crt    utf8    3胁Oml?y blocks=Basic Latin,CJK Unified Ideographs
2942 0x00030eaf 0x100330af 4   5    .crt    ascii   \OJ+
2943 0x00030ed4 0x100330d4 4   5    .crt    ascii   smlk
2944 0x00030f08 0x10033108 4   6    .crt    utf8    ddʎa blocks=Basic Latin,IPA Extensions
2945 0x00030f68 0x10033168 4   5    .crt    ascii   sB#[
2946 0x00030f8b 0x1003318b 4   5    .crt    ascii   _wq}
2947 0x00030f90 0x10033190 8   11   .crt    utf8    KMTע74̣\f blocks=Basic Latin,Hebrew,Combining Diacritical Marks
2948 0x00030fb2 0x100331b2 5   6    .crt    ascii   Hl|mn
2949 0x00030fbc 0x100331bc 4   5    .crt    ascii   :3Ea
2950 0x00030ff2 0x100331f2 6   8    .crt    utf8    5ު@l8u blocks=Basic Latin,Thaana
2951 0x00031015 0x10033215 6   8    .crt    utf8    ͫ`bv-[ blocks=Combining Diacritical Marks,Basic Latin
2952 0x0003103f 0x1003323f 4   6    .crt    utf8    0°~\n blocks=Basic Latin,Latin-1 Supplement
2953 0x0003104e 0x1003324e 4   5    .crt    ascii   6)6o
2954 0x00031057 0x10033257 5   6    .crt    ascii   )Yw[B
2955 0x0003106a 0x1003326a 4   5    .crt    ascii   IjMT
2956 0x00031099 0x10033299 4   5    .crt    ascii   B6OB
2957 0x000310b7 0x100332b7 5   6    .crt    ascii   V8v$[
2958 0x000310d5 0x100332d5 5   9    .crt    utf8    ͫm᜔+% blocks=Combining Diacritical Marks,Basic Latin,Tagalog
2959 0x000310fe 0x100332fe 4   5    .crt    ascii   '%ZU
2960 0x00031134 0x10033334 6   7    .crt    ascii   `84.Bc
2961 0x0003114b 0x1003334b 6   9    .crt    utf8    ϝӹ&Jaq blocks=Greek and Coptic,Cyrillic,Basic Latin
2962 0x0003116e 0x1003336e 6   9    .crt    utf8    w迆vi\n^ blocks=Basic Latin,CJK Unified Ideographs
2963 0x0003117e 0x1003337e 4   5    .crt    ascii   wE\bS
2964 0x00031196 0x10033396 4   5    .crt    ascii   ik"g
2965 0x0003119c 0x1003339c 6   7    .crt    ascii   Oh'%TU
2966 0x000311d3 0x100333d3 4   5    .crt    ascii   \f'"4
2967 0x00031200 0x10033400 6   8    .crt    utf8    WǷQ4~A blocks=Basic Latin,Latin Extended-B
2968 0x0003121c 0x1003341c 4   5    .crt    ascii   Oh'%
2969 0x00031221 0x10033421 4   5    .crt    ascii   \fgIi
2970 0x00031236 0x10033436 5   6    .crt    ascii   2#"+h
2971 0x00031241 0x10033441 6   8    .crt    utf8    Xӄc!Ym blocks=Basic Latin,Cyrillic
2972 0x00031256 0x10033456 5   6    .crt    ascii   2)"\n~
2973 0x00031282 0x10033482 4   5    .crt    ascii   ./Cq
2974 0x00031363 0x10033563 5   6    .crt    ascii   1`~)}
2975 0x00031370 0x10033570 8   10   .crt    utf8    Kbrު@l8u blocks=Basic Latin,Thaana
2976 0x00031383 0x10033583 5   6    .crt    ascii   Q<\eMw
2977 0x000313b6 0x100335b6 4   5    .crt    ascii   2>BO
2978 0x000313cf 0x100335cf 4   7    .crt    utf8    SKﾥ_ blocks=Basic Latin,Halfwidth and Fullwidth Forms
2979 0x00031414 0x10033614 6   7    .crt    ascii   s86.BK
2980 0x0003142e 0x1003362e 4   6    .crt    utf8    ~Ѫ`q blocks=Basic Latin,Cyrillic
2981 0x0003143c 0x1003363c 4   5    .crt    ascii   Qh'I
2982 0x00031462 0x10033662 4   5    .crt    ascii   K<\p
2983 0x00031499 0x10033699 5   6    .crt    ascii   \aOYD(
2984 0x000314a5 0x100336a5 5   6    .crt    ascii   xbU/E
2985 0x000314c3 0x100336c3 5   6    .crt    ascii   %h\e_w
2986 0x00031500 0x10033700 5   6    .crt    ascii   j*EyY
2987 0x00031524 0x10033724 5   6    .crt    ascii   'Qx'-
2988 0x00031598 0x10033798 4   5    .crt    ascii   ]Nb2
2989 0x000315cb 0x100337cb 4   5    .crt    ascii   C-\f!
2990 0x000315d0 0x100337d0 5   6    .crt    ascii   \a1y}[
2991 0x000315df 0x100337df 5   8    .crt    utf8    2ꩊ;]V blocks=Basic Latin,Cham
2992 0x00031623 0x10033823 4   5    .crt    ascii   :Y\t(
2993 0x0003167d 0x1003387d 5   6    .crt    ascii   U@6]n
2994 0x000316b3 0x100338b3 5   6    .crt    ascii   -^[_9
2995 0x000316bc 0x100338bc 4   7    .crt    utf8    ע74˩ blocks=Hebrew,Basic Latin,Spacing Modifier Letters
2996 0x00031719 0x10033919 5   6    .crt    ascii   eebBM
2997 0x00031786 0x10033986 4   5    .crt    ascii   #9\t{
2998 0x00031830 0x10033a30 4   7    .crt    utf8    \n߲ȧg blocks=Basic Latin,NKo,Latin Extended-B
2999 0x00031837 0x10033a37 5   6    .crt    ascii   ^!Kbr
3000 0x00031865 0x10033a65 4   5    .crt    ascii   Qh'=
3001 0x000318cd 0x10033acd 4   5    .crt    ascii   ;Yab
3002 0x00031908 0x10033b08 4   5    .crt    ascii   w[S4
3003 0x0003190f 0x10033b0f 4   5    .crt    ascii   l6vx
3004 0x00031921 0x10033b21 4   5    .crt    ascii   \eB6[
3005 0x0003193c 0x10033b3c 4   5    .crt    ascii   E[A\a
3006 0x00031972 0x10033b72 4   5    .crt    ascii   \vDDG
3007 0x00031993 0x10033b93 4   6    .crt    utf8    ؆_Ki blocks=Arabic,Basic Latin
3008 0x00031a1f 0x10033c1f 8   9    .crt    ascii   26BOF\o$
3009 0x00031a59 0x10033c59 5   6    .crt    ascii   I$3ii
3010 0x00031a68 0x10033c68 5   6    .crt    ascii   $GH=1
3011 0x00031aba 0x10033cba 5   8    .crt    utf8    a3pm塣 blocks=Basic Latin,CJK Unified Ideographs
3012 0x00031ae1 0x10033ce1 4   5    .crt    ascii   =n\r]
3013 0x00031b2a 0x10033d2a 5   7    .crt    utf8    \rG}zӳ blocks=Basic Latin,Cyrillic
3014 0x00031b5a 0x10033d5a 4   6    .crt    utf8    -܁NV blocks=Basic Latin,Syriac
3015 0x00031baa 0x10033daa 8   10   .crt    utf8    G+aΕ_S/; blocks=Basic Latin,Greek and Coptic
3016 0x00031bc5 0x10033dc5 8   10   .crt    utf8    ŭGE\fSoQC blocks=Latin Extended-A,Basic Latin
3017 0x00031bdf 0x10033ddf 4   5    .crt    ascii   2VB[
3018 0x00031c01 0x10033e01 7   8    .crt    ascii   Q0|\v"H\v
3019 0x00031c16 0x10033e16 5   6    .crt    ascii   \r5lJ{
3020 0x00031c37 0x10033e37 4   5    .crt    ascii   u]iM
3021 0x00031c48 0x10033e48 9   11   .crt    utf8    PyխloW@\t' blocks=Basic Latin,Armenian
3022 0x00031c54 0x10033e54 5   6    .crt    ascii   fV~w7
3023 0x00031cbe 0x10033ebe 6   8    .crt    utf8    ݪ^BOr, blocks=Arabic Supplement,Basic Latin
3024 0x00031ce8 0x10033ee8 4   5    .crt    ascii   wYS4
3025 0x00031d21 0x10033f21 4   5    .crt    ascii   QC7[
3026 0x00031dc1 0x10033fc1 5   7    .crt    utf8    a~VMک blocks=Basic Latin,Arabic
3027 0x00031dfc 0x10033ffc 4   7    .crt    utf8    צ74̩ blocks=Hebrew,Basic Latin,Combining Diacritical Marks
3028 0x00031e19 0x10034019 4   5    .crt    ascii   Ae\\f
3029 0x00031e3d 0x1003403d 5   6    .crt    ascii   Or98u
3030 0x00031ec1 0x100340c1 4   5    .crt    ascii   BGFd
3031 0x00031ed8 0x100340d8 4   5    .crt    ascii   ptcr
3032 0x00031f0e 0x1003410e 5   6    .crt    ascii   L"6vY
3033 0x00031f24 0x10034124 4   6    .crt    utf8    ލk\v# blocks=Thaana,Basic Latin
3034 0x00031f57 0x10034157 5   6    .crt    ascii   NQ&\t\b
3035 0x00031fef 0x100341ef 6   8    .crt    utf8    b6d?\tZ
3036 0x00031fff 0x100341ff 4   5    .crt    ascii   2)&v
3037 0x00032034 0x10034234 6   9    .crt    utf8    !֣wц`q blocks=Basic Latin,Hebrew,Cyrillic
3038 0x00032044 0x10034244 5   6    .crt    ascii   %Q\rm!
3039 0x000320b9 0x100342b9 6   7    .crt    ascii   Kbrt^`
3040 0x000320c1 0x100342c1 7   8    .crt    ascii   .6FN\nH\e
3041 0x000320e2 0x100342e2 4   5    .crt    ascii   B6%Q
3042 0x000320eb 0x100342eb 4   5    .crt    ascii   C-`#
3043 0x0003211d 0x1003431d 5   7    .crt    utf8    ڻ4NB[ blocks=Arabic,Basic Latin
3044 0x00032125 0x10034325 4   5    .crt    ascii   :-i0
3045 0x00032133 0x10034333 4   5    .crt    ascii   D&w-
3046 0x0003219c 0x1003439c 4   5    .crt    ascii   D[mt
3047 0x000321ac 0x100343ac 6   7    .crt    ascii   i4A\vk*
3048 0x000321c5 0x100343c5 6   8    .crt    utf8    Sh'%nɓ blocks=Basic Latin,IPA Extensions
3049 0x0003223d 0x1003443d 6   7    .crt    ascii   !giV<v
3050 0x0003224e 0x1003444e 5   6    .crt    ascii   \ng6dx
3051 0x00032261 0x10034461 4   6    .crt    utf8    Y76ϱ blocks=Basic Latin,Greek and Coptic
3052 0x000322ac 0x100344ac 4   5    .crt    ascii   HCVK
3053 0x000322e6 0x100344e6 4   6    .crt    utf8    #x-Д blocks=Basic Latin,Cyrillic
3054 0x00032382 0x10034582 4   6    .crt    utf8    gC:Ύ blocks=Basic Latin,Greek and Coptic
3055 0x0003239a 0x1003459a 4   5    .crt    ascii   PZ=<
3056 0x00032516 0x10034716 5   7    .crt    utf8    _Bn\v֒ blocks=Basic Latin,Hebrew
3057 0x00032537 0x10034737 6   7    .crt    ascii   ut#Mai
3058 0x00032559 0x10034759 6   8    .crt    utf8    3f5آ7, blocks=Basic Latin,Arabic
3059 0x000325b8 0x100347b8 5   6    .crt    ascii   5ozZ9
3060 0x000325e5 0x100347e5 4   5    .crt    ascii   Sp'E
3061 0x00032614 0x10034814 4   5    .crt    ascii   CjMu
3062 0x0003268b 0x1003488b 4   6    .crt    utf8    +\rƕ_ blocks=Basic Latin,Latin Extended-B
3063 0x000326b6 0x100348b6 4   6    .crt    utf8    {ˑJa blocks=Basic Latin,Spacing Modifier Letters
3064 0x000326c5 0x100348c5 5   6    .crt    ascii   ;Ek/Q
3065 0x00032765 0x10034965 4   5    .crt    ascii   Q\fm!
3066 0x000327d8 0x100349d8 4   5    .crt    ascii   QMbr
3067 0x0003282f 0x10034a2f 6   7    .crt    ascii   `m#GD3
3068 0x000328ae 0x10034aae 6   8    .crt    utf8    Ok\vTĳ& blocks=Basic Latin,Latin Extended-A
3069 0x000328db 0x10034adb 4   5    .crt    ascii   7D&w
3070 0x00032901 0x10034b01 4   5    .crt    ascii   \e\vX4
3071 0x00032935 0x10034b35 4   5    .crt    ascii   %>\vy
3072 0x0003296e 0x10034b6e 4   5    .crt    ascii   0lX\t
3073 0x000329ae 0x10034bae 6   10   .crt    utf8    ůӬK\bм\ blocks=Latin Extended-A,Cyrillic,Basic Latin
3074 0x00032a3d 0x10034c3d 4   5    .crt    ascii   C*|u
3075 0x00032a62 0x10034c62 4   7    .crt    utf8    طzѡk blocks=Arabic,Basic Latin,Cyrillic
3076 0x00032a81 0x10034c81 5   6    .crt    ascii   -[zuG
3077 0x00032a8f 0x10034c8f 5   6    .crt    ascii   #mITU
3078 0x00032a95 0x10034c95 4   5    .crt    ascii   5`~a
3079 0x00032ac8 0x10034cc8 6   7    .crt    ascii   2&BO6E
3080 0x00032b34 0x10034d34 5   7    .crt    utf8    ̝P!]> blocks=Combining Diacritical Marks,Basic Latin
3081 0x00032b41 0x10034d41 6   9    .crt    utf8    \rLӴ<'4 blocks=Basic Latin,Cyrillic
3082 0x00032b73 0x10034d73 4   8    .crt    utf8    XӃg鵆 blocks=Basic Latin,Cyrillic,CJK Unified Ideographs
3083 0x00032b95 0x10034d95 4   5    .crt    ascii   14!&
3084 0x00032ba1 0x10034da1 6   7    .crt    ascii   5ofZ]6
3085 0x00032bc1 0x10034dc1 6   7    .crt    ascii   5ofZ=6
3086 0x00032bc9 0x10034dc9 4   5    .crt    ascii   mfW:
3087 0x00032bfd 0x10034dfd 4   5    .crt    ascii   CbBu
3088 0x00032ccc 0x10034ecc 4   5    .crt    ascii   /]%T
3089 0x00032cef 0x10034eef 4   5    .crt    ascii   #S x
3090 0x00032d23 0x10034f23 4   5    .crt    ascii   J//N
3091 0x00032d48 0x10034f48 4   5    .crt    ascii   6.BK
3092 0x00032d94 0x10034f94 4   5    .crt    ascii   B}c!
3093 0x00032da1 0x10034fa1 5   6    .crt    ascii   5ovZE
3094 0x00032def 0x10034fef 5   7    .crt    utf8    @mInȓ blocks=Basic Latin,Latin Extended-B
3095 0x00032e26 0x10035026 6   8    .crt    utf8    s"4)>Ю blocks=Basic Latin,Cyrillic
3096 0x00032e69 0x10035069 4   5    .crt    ascii   ojg;
3097 0x00032e81 0x10035081 5   8    .crt    utf8    Ssﶥo2 blocks=Basic Latin,Arabic Presentation Forms-A
3098 0x00032ea8 0x100350a8 4   6    .crt    utf8    4A*̏ blocks=Basic Latin,Combining Diacritical Marks
3099 0x00032ec0 0x100350c0 4   6    .crt    utf8    ^lʂr blocks=Basic Latin,IPA Extensions
3100 0x00032f2b 0x1003512b 6   8    .crt    utf8    B Qh'e blocks=Basic Latin,Latin-1 Supplement
3101 0x00032f60 0x10035160 5   6    .crt    ascii   vtbJK
3102 0x00032f68 0x10035168 6   7    .crt    ascii   4&BW6@
3103 0x00032f92 0x10035192 4   5    .crt    ascii   \br+i
