[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000088 0x00000088 4   5            ascii   FJ'U
2    0x00000178 0x00000178 5   6            ascii   .text
3    0x0000019f 0x0000019f 7   8            ascii   `.rdata
4    0x000001c7 0x000001c7 6   7            ascii   @.data
1160 0x0001108a 0x00412e8a 7   8    .data   ascii   Firefox
1161 0x00011092 0x00412e92 17  18   .data   ascii   \Mozilla\Firefox\
1162 0x000110a4 0x00412ea4 16  17   .data   ascii   Software\Mozilla
1163 0x000110b9 0x00412eb9 6   7    .data   ascii   ftp://
1164 0x000110c0 0x00412ec0 7   8    .data   ascii   http://
1165 0x000110c8 0x00412ec8 8   9    .data   ascii   https://
1166 0x000110d1 0x00412ed1 4   5    .data   ascii   ftp.
1167 0x000110d6 0x00412ed6 16  17   .data   ascii   fireFTPsites.dat
1168 0x000110e7 0x00412ee7 9   10   .data   ascii   SeaMonkey
1169 0x000110f1 0x00412ef1 19  20   .data   ascii   \Mozilla\SeaMonkey\
1170 0x00011105 0x00412f05 5   6    .data   ascii   Flock
1171 0x0001110b 0x00412f0b 15  16   .data   ascii   \Flock\Browser\
1172 0x0001111b 0x00412f1b 7   8    .data   ascii   Mozilla
1173 0x00011123 0x00412f23 18  19   .data   ascii   \Mozilla\Profiles\
1174 0x00011136 0x00412f36 17  18   .data   ascii   Software\LeechFTP
1175 0x00011148 0x00412f48 6   7    .data   ascii   AppDir
1176 0x0001114f 0x00412f4f 8   9    .data   ascii   LocalDir
1177 0x00011158 0x00412f58 12  13   .data   ascii   bookmark.dat
1178 0x00011165 0x00412f65 12  13   .data   ascii   SiteInfo.QFP
1179 0x00011172 0x00412f72 4   5    .data   ascii   Odin
1180 0x00011177 0x00412f77 13  14   .data   ascii   Favorites.dat
1181 0x00011185 0x00412f85 6   7    .data   ascii   WinFTP
1182 0x0001118c 0x00412f8c 8   9    .data   ascii   sites.db
1183 0x00011195 0x00412f95 59  60   .data   ascii   CLSID\{11C1D741-A95B-11d2-8A80-0080ADB32FF4}\InProcServer32
1184 0x000111d1 0x00412fd1 11  12   .data   ascii   servers.xml
1185 0x000111dd 0x00412fdd 10  11   .data   ascii   \FTPGetter
1186 0x000111e8 0x00412fe8 10  11   .data   ascii   ESTdb2.dat
1187 0x000111f3 0x00412ff3 9   10   .data   ascii   QData.dat
1188 0x000111fd 0x00412ffd 14  15   .data   ascii   \Estsoft\ALFTP
1189 0x0001120c 0x0041300c 17  18   .data   ascii   Internet Explorer
1190 0x0001121e 0x0041301e 23  24   .data   ascii   WininetCacheCredentials
1191 0x00011236 0x00413036 19  20   .data   ascii   MS IE FTP Passwords
1192 0x0001124a 0x0041304a 7   8    .data   ascii   DPAPI: 
1193 0x00011252 0x00413052 4   5    .data   ascii   @J7<
1194 0x00011262 0x00413062 4   5    .data   ascii   AJ7<
1195 0x00011272 0x00413072 4   5    .data   ascii   BJ7<
1196 0x00011286 0x00413086 4   5    .data   ascii   %02X
1197 0x0001128b 0x0041308b 58  59   .data   ascii   Software\Microsoft\Internet Explorer\IntelliForms\Storage2
1198 0x000112c6 0x004130c6 24  50   .data   utf16le http://www.facebook.com/
1199 0x000112fc 0x004130fc 36  74   .data   utf16le abe2869f-9b47-4cd9-a358-c22904dba7f7
1200 0x00011346 0x00413146 19  20   .data   ascii   Microsoft_WinInet_*
1201 0x0001135a 0x0041315a 6   7    .data   ascii   ftp://
1202 0x00011361 0x00413161 9   10   .data   ascii   DeluxeFTP
1203 0x0001136b 0x0041316b 9   10   .data   ascii   sites.xml
1204 0x00011375 0x00413175 8   9    .data   ascii   Web Data
1205 0x0001137e 0x0041317e 10  11   .data   ascii   Login Data
1206 0x00011389 0x00413189 15  16   .data   ascii   SQLite format 3
1207 0x00011399 0x00413199 5   6    .data   ascii   table
1208 0x000114c1 0x004132c1 6   7    .data   ascii   \Sites
1209 0x000114c8 0x004132c8 14  15   .data   ascii   \Visicom Media
1210 0x000114d7 0x004132d7 4   5    .data   ascii   .ftp
1211 0x000114dc 0x004132dc 8   18   .data   utf16le Settings
1212 0x000114ee 0x004132ee 8   9    .data   ascii   FreshFTP
1213 0x000114f7 0x004132f7 4   5    .data   ascii   .SMF
1214 0x000114fc 0x004132fc 8   9    .data   ascii   BlazeFtp
1215 0x00011505 0x00413305 8   9    .data   ascii   site.dat
1216 0x0001150e 0x0041330e 12  13   .data   ascii   LastPassword
1217 0x0001151b 0x0041331b 11  12   .data   ascii   LastAddress
1218 0x00011527 0x00413327 8   9    .data   ascii   LastUser
1219 0x00011530 0x00413330 8   9    .data   ascii   LastPort
1220 0x00011539 0x00413339 36  37   .data   ascii   Software\FlashPeak\BlazeFtp\Settings
1221 0x0001155e 0x0041335e 9   10   .data   ascii   \BlazeFtp
1222 0x00011568 0x00413368 5   6    .data   ascii   GoFTP
1223 0x0001156e 0x0041336e 15  16   .data   ascii   Connections.txt
1224 0x0001157e 0x0041337e 6   7    .data   ascii   3D-FTP
1225 0x00011585 0x00413385 9   10   .data   ascii   sites.ini
1226 0x0001158f 0x0041338f 7   8    .data   ascii   \3D-FTP
1227 0x00011597 0x00413397 13  14   .data   ascii   \SiteDesigner
1228 0x000115a5 0x004133a5 75  76   .data   ascii   SOFTWARE\Classes\TypeLib\{F9043C88-F6F2-101A-A3C9-08002B2F49FB}\1.2\0\win32
1229 0x000115f1 0x004133f1 7   8    .data   ascii   EasyFTP
1230 0x000115f9 0x004133f9 10  11   .data   ascii   \NetSarang
1231 0x00011604 0x00413404 4   5    .data   ascii   .xfp
1232 0x00011609 0x00413409 4   5    .data   ascii   .rdp
1233 0x0001160e 0x0041340e 9   10   .data   ascii   TERMSRV/*
1234 0x00011618 0x00413418 14  15   .data   ascii   password 51:b:
1235 0x00011627 0x00413427 11  12   .data   ascii   username:s:
1236 0x00011633 0x00413433 15  16   .data   ascii   full address:s:
1237 0x00011645 0x00413445 8   9    .data   ascii   TERMSRV/
1238 0x0001164e 0x0041344e 7   8    .data   ascii   FTP Now
1239 0x00011656 0x00413456 6   7    .data   ascii   FTPNow
1240 0x0001165d 0x0041345d 9   10   .data   ascii   sites.xml
1241 0x00011667 0x00413467 29  30   .data   ascii   SOFTWARE\Robo-FTP 3.7\Scripts
1242 0x00011685 0x00413485 32  33   .data   ascii   SOFTWARE\Robo-FTP 3.7\FTPServers
1243 0x000116a6 0x004134a6 9   10   .data   ascii   FTP Count
1244 0x000116b0 0x004134b0 10  11   .data   ascii   FTP File%d
1245 0x000116bb 0x004134bb 8   9    .data   ascii   Password
1246 0x000116c4 0x004134c4 10  11   .data   ascii   ServerName
1247 0x000116cf 0x004134cf 6   7    .data   ascii   UserID
1248 0x000116d6 0x004134d6 16  17   .data   ascii   InitialDirectory
1249 0x000116e7 0x004134e7 10  11   .data   ascii   PortNumber
1250 0x000116f2 0x004134f2 10  11   .data   ascii   ServerType
1251 0x00011718 0x00413518 9   10   .data   ascii   2.5.29.37
1252 0x0001172f 0x0041352f 30  31   .data   ascii   Software\LinasFTP\Site Manager
1253 0x0001174e 0x0041354e 4   5    .data   ascii   Host
1254 0x00011753 0x00413553 4   5    .data   ascii   User
1255 0x00011758 0x00413558 4   5    .data   ascii   Pass
1256 0x0001175d 0x0041355d 4   5    .data   ascii   Port
1257 0x00011762 0x00413562 10  11   .data   ascii   Remote Dir
1258 0x0001176d 0x0041356d 10  11   .data   ascii   \Cyberduck
1259 0x00011778 0x00413578 5   6    .data   ascii   .duck
1260 0x0001177e 0x0041357e 11  12   .data   ascii   user.config
1261 0x0001178a 0x0041358a 15  16   .data   ascii   <setting name="
1262 0x0001179c 0x0041359c 7   8    .data   ascii   value="
1263 0x000117a4 0x004135a4 10  11   .data   ascii   NppFTP.xml
1264 0x000117af 0x004135af 10  11   .data   ascii   \Notepad++
1265 0x000117ba 0x004135ba 27  28   .data   ascii   Software\CoffeeCup Software
1266 0x000117d6 0x004135d6 22  23   .data   ascii   FTP destination server
1267 0x000117ed 0x004135ed 20  21   .data   ascii   FTP destination user
1268 0x00011802 0x00413602 24  25   .data   ascii   FTP destination password
1269 0x0001181b 0x0041361b 20  21   .data   ascii   FTP destination port
1270 0x00011830 0x00413630 23  24   .data   ascii   FTP destination catalog
1271 0x00011848 0x00413648 12  13   .data   ascii   FTP profiles
1272 0x00011855 0x00413655 8   9    .data   ascii   FTPShell
1273 0x0001185e 0x0041365e 12  13   .data   ascii   ftpshell.fsi
1274 0x0001186b 0x0041366b 31  32   .data   ascii   Software\MAS-Soft\FTPInfo\Setup
1275 0x0001188b 0x0041368b 7   8    .data   ascii   DataDir
1276 0x00011893 0x00413693 8   9    .data   ascii   \FTPInfo
1277 0x0001189c 0x0041369c 14  15   .data   ascii   ServerList.xml
1278 0x000118ab 0x004136ab 17  18   .data   ascii   FastStone Browser
1279 0x000118bd 0x004136bd 10  11   .data   ascii   FTPList.db
1280 0x000118c8 0x004136c8 23  24   .data   ascii   \MapleStudio\ChromePlus
1281 0x000118e0 0x004136e0 38  39   .data   ascii   Software\Nico Mak Computing\WinZip\FTP
1282 0x00011907 0x00413707 43  44   .data   ascii   Software\Nico Mak Computing\WinZip\mru\jobs
1283 0x00011933 0x00413733 4   5    .data   ascii   Site
1284 0x00011938 0x00413738 6   7    .data   ascii   UserID
1285 0x0001193f 0x0041373f 6   7    .data   ascii   xflags
1286 0x00011946 0x00413746 4   5    .data   ascii   Port
1287 0x0001194b 0x0041374b 6   7    .data   ascii   Folder
1288 0x00011952 0x00413752 4   5    .data   ascii   .wjf
1289 0x00011957 0x00413757 7   8    .data   ascii   winex="
1290 0x00011963 0x00413763 7   8    .data   ascii   \Yandex
1291 0x0001196b 0x0041376b 6   7    .data   ascii   My FTP
1292 0x00011972 0x00413772 11  12   .data   ascii   project.ini
1293 0x0001197e 0x0041377e 4   5    .data   ascii   .xml
1294 0x00011983 0x00413783 38  39   .data   ascii   {74FF1730-B1F2-4D88-926B-1568FAE61DB7}
1295 0x000119aa 0x004137aa 10  11   .data   ascii   NovaFTP.db
1296 0x000119b5 0x004137b5 19  20   .data   ascii   \INSoftware\NovaFTP
1297 0x000119c9 0x004137c9 9   10   .data   ascii   FastTrack
1298 0x000119d3 0x004137d3 11  12   .data   ascii   ftplist.txt
1299 0x00011b33 0x00413933 11  12   .data   ascii   Client Hash
1300 0x00011b3f 0x0041393f 16  17   .data   ascii   STATUS-IMPORT-OK
1301 0x00011b54 0x00413954 7   8    .data   ascii   out.bin
1302 0x00011d64 0x00413b64 4   5    .data   ascii   80( 
1303 0x00011d6c 0x00413b6c 4   5    .data   ascii   91)!
1304 0x00011d74 0x00413b74 4   5    .data   ascii   :2*"
1305 0x00011d7c 0x00413b7c 8   9    .data   ascii   ;3+#>6.&
1306 0x00011d88 0x00413b88 4   5    .data   ascii   =5-%
1307 0x00011d90 0x00413b90 4   5    .data   ascii   <4,$
1308 0x00011dcb 0x00413bcb 15  16   .data   ascii   '2, /+0&7!4-)1#
1309 0x00012982 0x00414782 11  12   .data   ascii   CreateFileA
1310 0x00012990 0x00414790 8   9    .data   ascii   ReadFile
1311 0x0001299c 0x0041479c 11  12   .data   ascii   CloseHandle
1312 0x000129aa 0x004147aa 9   10   .data   ascii   WriteFile
1313 0x000129b6 0x004147b6 8   9    .data   ascii   lstrlenA
1314 0x000129c2 0x004147c2 10  11   .data   ascii   GlobalLock
1315 0x000129d0 0x004147d0 12  13   .data   ascii   GlobalUnlock
1316 0x000129e0 0x004147e0 9   10   .data   ascii   LocalFree
1317 0x000129ec 0x004147ec 10  11   .data   ascii   LocalAlloc
1318 0x000129fa 0x004147fa 12  13   .data   ascii   GetTickCount
1319 0x00012a0a 0x0041480a 8   9    .data   ascii   lstrcpyA
1320 0x00012a16 0x00414816 8   9    .data   ascii   lstrcatA
1321 0x00012a22 0x00414822 18  19   .data   ascii   GetFileAttributesA
1322 0x00012a38 0x00414838 25  26   .data   ascii   ExpandEnvironmentStringsA
1323 0x00012a54 0x00414854 11  12   .data   ascii   GetFileSize
1324 0x00012a62 0x00414862 18  19   .data   ascii   CreateFileMappingA
1325 0x00012a78 0x00414878 13  14   .data   ascii   MapViewOfFile
1326 0x00012a88 0x00414888 15  16   .data   ascii   UnmapViewOfFile
1327 0x00012a9a 0x0041489a 12  13   .data   ascii   LoadLibraryA
1328 0x00012aaa 0x004148aa 14  15   .data   ascii   GetProcAddress
1329 0x00012abc 0x004148bc 12  13   .data   ascii   GetTempPathA
1330 0x00012acc 0x004148cc 16  17   .data   ascii   CreateDirectoryA
1331 0x00012ae0 0x004148e0 11  12   .data   ascii   DeleteFileA
1332 0x00012aee 0x004148ee 17  18   .data   ascii   GetCurrentProcess
1333 0x00012b02 0x00414902 19  20   .data   ascii   WideCharToMultiByte
1334 0x00012b18 0x00414918 12  13   .data   ascii   GetLastError
1335 0x00012b28 0x00414928 8   9    .data   ascii   lstrcmpA
1336 0x00012b34 0x00414934 24  25   .data   ascii   CreateToolhelp32Snapshot
1337 0x00012b50 0x00414950 14  15   .data   ascii   Process32First
1338 0x00012b62 0x00414962 11  12   .data   ascii   OpenProcess
1339 0x00012b70 0x00414970 13  14   .data   ascii   Process32Next
1340 0x00012b80 0x00414980 14  15   .data   ascii   FindFirstFileA
1341 0x00012b92 0x00414992 9   10   .data   ascii   lstrcmpiA
1342 0x00012b9e 0x0041499e 13  14   .data   ascii   FindNextFileA
1343 0x00012bae 0x004149ae 9   10   .data   ascii   FindClose
1344 0x00012bba 0x004149ba 16  17   .data   ascii   GetModuleHandleA
1345 0x00012bce 0x004149ce 13  14   .data   ascii   GetVersionExA
1346 0x00012bde 0x004149de 14  15   .data   ascii   GetLocaleInfoA
1347 0x00012bf0 0x004149f0 13  14   .data   ascii   GetSystemInfo
1348 0x00012c00 0x00414a00 20  21   .data   ascii   GetWindowsDirectoryA
1349 0x00012c18 0x00414a18 24  25   .data   ascii   GetPrivateProfileStringA
1350 0x00012c34 0x00414a34 20  21   .data   ascii   SetCurrentDirectoryA
1351 0x00012c4c 0x00414a4c 30  31   .data   ascii   GetPrivateProfileSectionNamesA
1352 0x00012c6e 0x00414a6e 21  22   .data   ascii   GetPrivateProfileIntA
1353 0x00012c86 0x00414a86 20  21   .data   ascii   GetCurrentDirectoryA
1354 0x00012c9e 0x00414a9e 8   9    .data   ascii   lstrlenW
1355 0x00012caa 0x00414aaa 19  20   .data   ascii   MultiByteToWideChar
1356 0x00012cc0 0x00414ac0 5   6    .data   ascii   Sleep
1357 0x00012cc8 0x00414ac8 12  13   .data   ascii   LCMapStringA
1358 0x00012cd8 0x00414ad8 11  12   .data   ascii   ExitProcess
1359 0x00012ce4 0x00414ae4 12  13   .data   ascii   kernel32.dll
1360 0x00012cf4 0x00414af4 21  22   .data   ascii   CreateStreamOnHGlobal
1361 0x00012d0c 0x00414b0c 20  21   .data   ascii   GetHGlobalFromStream
1362 0x00012d24 0x00414b24 12  13   .data   ascii   CoCreateGuid
1363 0x00012d34 0x00414b34 13  14   .data   ascii   CoTaskMemFree
1364 0x00012d44 0x00414b44 16  17   .data   ascii   CoCreateInstance
1365 0x00012d58 0x00414b58 13  14   .data   ascii   OleInitialize
1366 0x00012d66 0x00414b66 9   10   .data   ascii   ole32.dll
1367 0x00012d72 0x00414b72 9   10   .data   ascii   wsprintfA
1368 0x00012d7c 0x00414b7c 10  11   .data   ascii   user32.dll
1369 0x00012d8a 0x00414b8a 13  14   .data   ascii   RegOpenKeyExA
1370 0x00012d9a 0x00414b9a 16  17   .data   ascii   RegQueryValueExA
1371 0x00012dae 0x00414bae 11  12   .data   ascii   RegCloseKey
1372 0x00012dbc 0x00414bbc 11  12   .data   ascii   RegOpenKeyA
1373 0x00012dca 0x00414bca 13  14   .data   ascii   RegEnumKeyExA
1374 0x00012dda 0x00414bda 13  14   .data   ascii   RegCreateKeyA
1375 0x00012dea 0x00414bea 14  15   .data   ascii   RegSetValueExA
1376 0x00012dfc 0x00414bfc 13  14   .data   ascii   IsTextUnicode
1377 0x00012e0c 0x00414c0c 18  19   .data   ascii   RegOpenCurrentUser
1378 0x00012e22 0x00414c22 13  14   .data   ascii   RegEnumValueA
1379 0x00012e32 0x00414c32 12  13   .data   ascii   GetUserNameA
1380 0x00012e40 0x00414c40 12  13   .data   ascii   advapi32.dll
1381 0x00012e50 0x00414c50 17  18   .data   ascii   InternetCrackUrlA
1382 0x00012e64 0x00414c64 18  19   .data   ascii   InternetCreateUrlA
1383 0x00012e78 0x00414c78 11  12   .data   ascii   wininet.dll
1384 0x00012e86 0x00414c86 8   9    .data   ascii   StrStrIA
1385 0x00012e92 0x00414c92 9   10   .data   ascii   StrRChrIA
1386 0x00012e9e 0x00414c9e 9   10   .data   ascii   StrToIntA
1387 0x00012eaa 0x00414caa 7   8    .data   ascii   StrStrA
1388 0x00012eb4 0x00414cb4 9   10   .data   ascii   StrCmpNIA
1389 0x00012ec0 0x00414cc0 8   9    .data   ascii   StrStrIW
1390 0x00012eca 0x00414cca 11  12   .data   ascii   shlwapi.dll
1391 0x00012ed8 0x00414cd8 6   7    .data   ascii   socket
1392 0x00012ee2 0x00414ce2 7   8    .data   ascii   connect
1393 0x00012eec 0x00414cec 11  12   .data   ascii   closesocket
1394 0x00012efa 0x00414cfa 4   5    .data   ascii   send
1395 0x00012f02 0x00414d02 6   7    .data   ascii   select
1396 0x00012f0c 0x00414d0c 4   5    .data   ascii   recv
1397 0x00012f14 0x00414d14 10  11   .data   ascii   setsockopt
1398 0x00012f22 0x00414d22 10  11   .data   ascii   WSAStartup
1399 0x00012f2e 0x00414d2e 11  12   .data   ascii   wsock32.dll
1400 0x00012f3c 0x00414d3c 16  17   .data   ascii   LoadUserProfileA
1401 0x00012f50 0x00414d50 17  18   .data   ascii   UnloadUserProfile
1402 0x00012f62 0x00414d62 11  12   .data   ascii   userenv.dll

