[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x00000000 0x00000000 4   5            ascii   MZER
1    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
2    0x000000a7 0x000000a7 6   7            ascii   uRichY
3    0x000001b0 0x000001b0 5   6            ascii   .text
1385 0x0001da55 0x0041da55 7   9    .text   utf8    \a"Z*%ҹN blocks=Basic Latin,Cyrillic
1386 0x0001da78 0x0041da78 4   7    .text   utf8    i\r`溍 blocks=Basic Latin,CJK Unified Ideographs
1387 0x0001dab4 0x0041dab4 4   7    .text   utf8    2*\r廦 blocks=Basic Latin,CJK Unified Ideographs
1388 0x0001dae1 0x0041dae1 4   5    .text   ascii   uzd\e
1389 0x0001db0a 0x0041db0a 7   8    .text   ascii   xq3 \t\r;
1390 0x0001db2c 0x0041db2c 4   5    .text   ascii   IN;-
1391 0x0001db63 0x0041db63 4   7    .text   utf8    U䷋51 blocks=Basic Latin,Yijing Hexagram Symbols
1392 0x0001db6b 0x0041db6b 5   7    .text   utf8    ӄ5",V blocks=Cyrillic,Basic Latin
1393 0x0001db97 0x0041db97 5   7    .text   utf8    #&\a+-
1394 0x0001dba4 0x0041dba4 4   6    .text   utf8    В\tT\n blocks=Cyrillic,Basic Latin
1395 0x0001dbe4 0x0041dbe4 4   5    .text   ascii   #L\e5
1396 0x0001dc13 0x0041dc13 6   7    .text   ascii   {jwM35
1397 0x0001dc1d 0x0041dc1d 5   6    .text   ascii   SUi=j
1398 0x0001dc87 0x0041dc87 5   6    .text   ascii   vi-jj
1399 0x0001dc92 0x0041dc92 8   9    .text   ascii   \e\rhj\aU\#
1400 0x0001dd0e 0x0041dd0e 4   5    .text   ascii   %%\t\r
1401 0x0001dd13 0x0041dd13 6   7    .text   ascii   )5\a?p.
1402 0x0001dd2a 0x0041dd2a 5   6    .text   ascii   $%\n\n%
1403 0x0001dd4b 0x0041dd4b 4   5    .text   ascii   /)#-
1404 0x0001ddec 0x0041ddec 4   5    .text   ascii   l04X
1405 0x0001de06 0x0041de06 6   8    .text   utf8    \r'(܋=\e blocks=Basic Latin,Syriac
1406 0x0001deac 0x0041deac 4   5    .text   ascii   xw8+
1407 0x0001df60 0x0041df60 4   5    .text   ascii   %7P\t
1408 0x0001df72 0x0041df72 5   6    .text   ascii   xHI\v-
1409 0x0001df9e 0x0041df9e 5   6    .text   ascii   B\a\v\ro
1410 0x0001dfca 0x0041dfca 4   5    .text   ascii    0-\b
1411 0x0001e000 0x0041e000 4   5    .text   ascii   q%/|
1412 0x0001e088 0x0041e088 4   5    .text   ascii   $7(%
1413 0x0001e0d5 0x0041e0d5 4   5    .text   ascii   +5d|
1414 0x0001e132 0x0041e132 5   7    .text   utf8    \rڵ/\n- blocks=Basic Latin,Arabic
1415 0x0001e141 0x0041e141 4   5    .text   ascii   _^+5
1416 0x0001e150 0x0041e150 5   7    .text   utf8    p)-ٮl blocks=Basic Latin,Arabic
1417 0x0001e16c 0x0041e16c 4   5    .text   ascii   \rur]
1418 0x0001e177 0x0041e177 5   6    .text   ascii   ~7y#=
1419 0x0001e1b8 0x0041e1b8 7   8    .text   ascii   63m:%(-
1420 0x0001e1c7 0x0041e1c7 4   5    .text   ascii   9-?\r
1421 0x0001e1d0 0x0041e1d0 5   6    .text   ascii   N5P)5
1422 0x0001e1fa 0x0041e1fa 4   5    .text   ascii   \rosz
1423 0x0001e207 0x0041e207 10  11   .text   ascii   ITii5kzKr*
1424 0x0001e239 0x0041e239 5   6    .text   ascii   -9"P!
1425 0x0001e23f 0x0041e23f 4   6    .text   utf8    ނE+= blocks=Thaana,Basic Latin
1426 0x0001e245 0x0041e245 4   5    .text   ascii   \rz@D
1427 0x0001e2a8 0x0041e2a8 4   5    .text   ascii   %3\rl
1428 0x0001e2cd 0x0041e2cd 4   5    .text   ascii   \rosz
1429 0x0001e2d4 0x0041e2d4 5   6    .text   ascii   =\nPG\a
1430 0x0001e2e1 0x0041e2e1 4   6    .text   utf8    Ʉ\8% blocks=Latin Extended-B,Basic Latin
1431 0x0001e350 0x0041e350 6   7    .text   ascii   #X@#%n
1432 0x0001e380 0x0041e380 5   7    .text   utf8    H.ǈ\v\r blocks=Basic Latin,Latin Extended-B
1433 0x0001e398 0x0041e398 4   5    .text   ascii   =,\fA
1434 0x0001e3a6 0x0041e3a6 5   7    .text   utf8    Ğ~QZS blocks=Latin Extended-A,Basic Latin
1435 0x0001e3e7 0x0041e3e7 4   5    .text   ascii   \n=B:
1436 0x0001e513 0x0041e513 5   7    .text   utf8    =<hfܻ blocks=Basic Latin,Syriac
1437 0x0001e567 0x0041e567 4   5    .text   ascii   9=qx
1438 0x0001e572 0x0041e572 4   5    .text   ascii   S)=&
1439 0x0001e5bd 0x0041e5bd 4   5    .text   ascii   4@\e\e
1440 0x0001e5e7 0x0041e5e7 4   6    .text   utf8    \rڵ3\r blocks=Basic Latin,Arabic
1441 0x0001e5ed 0x0041e5ed 5   6    .text   ascii   \nb\a\b5
1442 0x0001e62c 0x0041e62c 4   5    .text   ascii   T=Y\t
1443 0x0001e65f 0x0041e65f 5   9    .text   utf8    i\r}ֱ᾽ blocks=Basic Latin,Hebrew,Greek Extended
1444 0x0001e693 0x0041e693 8   9    .text   ascii   :-\fI^>O]
1445 0x0001e6b0 0x0041e6b0 4   5    .text   ascii   k\f$M
1446 0x0001e6d3 0x0041e6d3 4   5    .text   ascii   \r\t*2
1447 0x0001e6d8 0x0041e6d8 4   5    .text   ascii   i=j_
1448 0x0001e6f7 0x0041e6f7 5   6    .text   ascii   `5%A1
1449 0x0001e763 0x0041e763 4   5    .text   ascii   \r^!m
1450 0x0001e7a2 0x0041e7a2 4   6    .text   utf8    sυ=s blocks=Basic Latin,Greek and Coptic
1451 0x0001e84e 0x0041e84e 4   5    .text   ascii   R@P+
1452 0x0001e8b2 0x0041e8b2 5   8    .text   utf8    9%ݿ2̀ blocks=Basic Latin,Arabic Supplement,Combining Diacritical Marks
1453 0x0001e982 0x0041e982 5   7    .text   utf8    Ӿ_-9I blocks=Cyrillic,Basic Latin
1454 0x0001ea98 0x0041ea98 5   6    .text   ascii   _9I(-
1455 0x0001ead6 0x0041ead6 4   5    .text   ascii   R@P+
1456 0x0001eaff 0x0041eaff 7   9    .text   utf8    *"5ʱXA\f blocks=Basic Latin,Spacing Modifier Letters
1457 0x0001eb1b 0x0041eb1b 4   5    .text   ascii   l4Us
1458 0x0001eb44 0x0041eb44 5   7    .text   utf8    5g{hՀ blocks=Basic Latin,Armenian
1459 0x0001eb78 0x0041eb78 5   6    .text   ascii   \r*;}A
1460 0x0001ebc5 0x0041ebc5 4   5    .text   ascii   3w(%
1461 0x0001ebf7 0x0041ebf7 4   5    .text   ascii   `ux\e
1462 0x0001ec21 0x0041ec21 6   7    .text   ascii   m\e6X0-
1463 0x0001ec31 0x0041ec31 5   6    .text   ascii   #\r;sl
1464 0x0001ec7f 0x0041ec7f 7   8    .text   ascii   \e=gupJv
1465 0x0001eccc 0x0041eccc 4   6    .text   utf8    J1\rѭ blocks=Basic Latin,Cyrillic
1466 0x0001ecf1 0x0041ecf1 4   6    .text   utf8    mK˩J blocks=Basic Latin,Spacing Modifier Letters
1467 0x0001ed08 0x0041ed08 4   5    .text   ascii   \fB/9
1468 0x0001ed0d 0x0041ed0d 4   6    .text   utf8    ϊi\r[ blocks=Greek and Coptic,Basic Latin
1469 0x0001ed13 0x0041ed13 5   6    .text   ascii   )53cT
1470 0x0001ed64 0x0041ed64 4   6    .text   utf8    \fYµn blocks=Basic Latin,Latin-1 Supplement
1471 0x0001ed83 0x0041ed83 4   5    .text   ascii   }\tj+
1472 0x0001ede8 0x0041ede8 6   7    .text   ascii   \re[8&G
1473 0x0001ee16 0x0041ee16 4   5    .text   ascii   8%\f\e
1474 0x0001ee1d 0x0041ee1d 5   6    .text   ascii   \t-IQf
1475 0x0001ee5f 0x0041ee5f 4   5    .text   ascii   2(\r 
1476 0x0001ee6d 0x0041ee6d 4   5    .text   ascii   !-\r\r
1477 0x0001eea0 0x0041eea0 4   5    .text   ascii   0-,O
1478 0x0001eea6 0x0041eea6 4   5    .text   ascii   \e-3E
1479 0x0001eeb0 0x0041eeb0 5   6    .text   ascii    Xs\b%
1480 0x0001eeb6 0x0041eeb6 5   6    .text   ascii   #$\b3=
1481 0x0001ef51 0x0041ef51 5   6    .text   ascii   #=d5=
1482 0x0001ef93 0x0041ef93 4   5    .text   ascii   \tB8I
1483 0x0001efc0 0x0041efc0 4   6    .text   utf8    M\e\r՛ blocks=Basic Latin,Armenian
1484 0x0001efcb 0x0041efcb 4   5    .text   ascii   k\v+5
1485 0x0001f003 0x0041f003 4   5    .text   ascii   !\4#
1486 0x0001f058 0x0041f058 4   5    .text   ascii   BxHR
1487 0x0001f085 0x0041f085 4   5    .text   ascii   5/QP
1488 0x0001f0a3 0x0041f0a3 4   5    .text   ascii   L*\r\b
1489 0x0001f0c3 0x0041f0c3 4   6    .text   utf8    Ô@\v% blocks=Latin-1 Supplement,Basic Latin
1490 0x0001f116 0x0041f116 6   8    .text   utf8    \e57ȴ(F blocks=Basic Latin,Latin Extended-B
1491 0x0001f193 0x0041f193 5   6    .text   ascii   X4@#%
1492 0x0001f1d6 0x0041f1d6 4   5    .text   ascii   AY\v5
1493 0x0001f1e2 0x0041f1e2 4   5    .text   ascii   \ft^X
1494 0x0001f236 0x0041f236 4   6    .text   utf8    юW9- blocks=Cyrillic,Basic Latin
1495 0x0001f3b8 0x0041f3b8 5   6    .text   ascii   4;W\bz
1496 0x0001f3be 0x0041f3be 4   5    .text   ascii   Px]o
1497 0x0001f432 0x0041f432 4   5    .text   ascii   8!\Q
1498 0x0001f44a 0x0041f44a 4   6    .text   utf8    [\Ǯ> blocks=Basic Latin,Latin Extended-B
1499 0x0001f451 0x0041f451 4   5    .text   ascii   MT9b
1500 0x0001f480 0x0041f480 7   8    .text   ascii   Th)}\,d
1501 0x0001f48d 0x0041f48d 6   7    .text   ascii   $k+U9L
1502 0x0001f4d6 0x0041f4d6 4   8    .text   utf8    H{ڭ嵵 blocks=Basic Latin,Arabic,CJK Unified Ideographs
1503 0x0001f53c 0x0041f53c 6   8    .text   utf8    '%G۴|3 blocks=Basic Latin,Arabic
1504 0x0001f573 0x0041f573 4   6    .text   utf8    vLԘ# blocks=Basic Latin,Cyrillic Supplement
1505 0x0001f59f 0x0041f59f 4   5    .text   ascii   2*(o
1506 0x0001f5ab 0x0041f5ab 4   5    .text   ascii   %4cH
1507 0x0001f60a 0x0041f60a 4   5    .text   ascii   ~!=M
1508 0x0001f622 0x0041f622 4   5    .text   ascii   qL^u
1509 0x0001f646 0x0041f646 7   8    .text   ascii   sJ_JEt%
1510 0x0001f65a 0x0041f65a 5   6    .text   ascii   p}d|\a
1511 0x0001f68f 0x0041f68f 4   5    .text   ascii   U[V_
1512 0x0001f696 0x0041f696 5   6    .text   ascii   hcj\f/
1513 0x0001f6ae 0x0041f6ae 5   7    .text   utf8    iϛP>N blocks=Basic Latin,Greek and Coptic
1514 0x0001f6f0 0x0041f6f0 4   6    .text   utf8    ˋi`? blocks=Spacing Modifier Letters,Basic Latin
1515 0x0001f6f8 0x0041f6f8 4   5    .text   ascii   6uRH
1516 0x0001f717 0x0041f717 4   5    .text   ascii   4\v}z
1517 0x0001f753 0x0041f753 4   5    .text   ascii   4v\n\
1518 0x0001f769 0x0041f769 9   11   .text   utf8    \eܿB!3K"A[ blocks=Basic Latin,Syriac
1519 0x0001f778 0x0041f778 8   11   .text   utf8    Ʉ\;_6)ˉk blocks=Latin Extended-B,Basic Latin,Spacing Modifier Letters
1520 0x0001f79c 0x0041f79c 5   6    .text   ascii   Lv\eBV
1521 0x0001f7d3 0x0041f7d3 7   8    .text   ascii   "KmusO\n
1522 0x0001f7db 0x0041f7db 4   5    .text   ascii   dQ<(
1523 0x0001f7e6 0x0041f7e6 4   6    .text   utf8    aÆ<\e blocks=Basic Latin,Latin-1 Supplement
1524 0x0001f803 0x0041f803 6   9    .text   utf8    rS夛Q\+ blocks=Basic Latin,CJK Unified Ideographs
1525 0x0001f815 0x0041f815 4   6    .text   utf8    O۵qr blocks=Basic Latin,Arabic
1526 0x0001f83c 0x0041f83c 4   5    .text   ascii   _\n$(
1527 0x0001f85c 0x0041f85c 4   5    .text   ascii   ~y6;
1528 0x0001f88f 0x0041f88f 4   5    .text   ascii   Z}q&
1529 0x0001f8ac 0x0041f8ac 6   8    .text   utf8    ʌ{\b2U6 blocks=IPA Extensions,Basic Latin
1530 0x0001f8ef 0x0041f8ef 5   8    .text   utf8    茗T3'{ blocks=CJK Unified Ideographs,Basic Latin
1531 0x0001f915 0x0041f915 5   6    .text   ascii   5<Vcx
1532 0x0001f91b 0x0041f91b 4   5    .text   ascii    \a;l
1533 0x0001f967 0x0041f967 4   5    .text   ascii   y*:\a
1534 0x0001f97f 0x0041f97f 6   8    .text   utf8    \fe~kرF blocks=Basic Latin,Arabic
1535 0x0001f9ce 0x0041f9ce 4   7    .text   utf8    fGەˡ blocks=Basic Latin,Arabic,Spacing Modifier Letters
1536 0x0001f9fd 0x0041f9fd 6   7    .text   ascii   D\a]J\e
1537 0x0001fa12 0x0041fa12 4   5    .text   ascii   ";r\b
1538 0x0001fa1a 0x0041fa1a 6   8    .text   utf8    _*4..Ѻ blocks=Basic Latin,Cyrillic
1539 0x0001fa50 0x0041fa50 6   8    .text   utf8    &K\r\f>ڧ blocks=Basic Latin,Arabic
1540 0x0001fa7c 0x0041fa7c 6   7    .text   ascii   vSC~W<
1541 0x0001fa9d 0x0041fa9d 6   8    .text   utf8    Cc5 ~҉ blocks=Basic Latin,Cyrillic
1542 0x0001faaa 0x0041faaa 4   6    .text   utf8     n/>
1543 0x0001fabd 0x0041fabd 4   6    .text   utf8    ;͔\t\r blocks=Basic Latin,Combining Diacritical Marks
1544 0x0001fae4 0x0041fae4 4   6    .text   utf8    Y}ۈy blocks=Basic Latin,Arabic
1545 0x0001faef 0x0041faef 6   7    .text   ascii   |M)uGr
1546 0x0001fb15 0x0041fb15 4   6    .text   utf8    C7\eۃ blocks=Basic Latin,Arabic
1547 0x0001fb50 0x0041fb50 4   7    .text   utf8    ̘ðUM blocks=Combining Diacritical Marks,Latin-1 Supplement,Basic Latin
1548 0x0001fb60 0x0041fb60 5   6    .text   ascii   _i$m#
1549 0x0001fb90 0x0041fb90 4   5    .text   ascii   xR\r-
1550 0x0001fbaa 0x0041fbaa 4   5    .text   ascii   )[&P
1551 0x0001fbb0 0x0041fbb0 5   8    .text   utf8    s\v~곔\ blocks=Basic Latin,Hangul Syllables
1552 0x0001fbc6 0x0041fbc6 5   6    .text   ascii   )le&W
1553 0x0001fbfe 0x0041fbfe 4   5    .text   ascii   L:;f
1554 0x0001fc05 0x0041fc05 4   6    .text   utf8    -ć] blocks=Basic Latin,Combining Diacritical Marks
1555 0x0001fc0b 0x0041fc0b 4   5    .text   ascii   'I)$
1556 0x0001fc1c 0x0041fc1c 4   5    .text   ascii   =2K1
1557 0x0001fc3d 0x0041fc3d 4   5    .text   ascii   OO@y
1558 0x0001fc55 0x0041fc55 5   6    .text   ascii   &"Ze 
1559 0x0001fc73 0x0041fc73 4   7    .text   utf8    q/Ѽܴ blocks=Basic Latin,Cyrillic,Syriac
1560 0x0001fccd 0x0041fccd 5   6    .text   ascii   jt75\r
1561 0x0001fd25 0x0041fd25 9   10   .text   ascii   |B/bS\rh3)
1562 0x0001fd84 0x0041fd84 4   5    .text   ascii   ;NwN
1563 0x0001fdb5 0x0041fdb5 4   5    .text   ascii   vB@\t
1564 0x0001fdbc 0x0041fdbc 4   5    .text   ascii   y{6o
1565 0x0001fdce 0x0041fdce 5   6    .text   ascii   p\aVv|
1566 0x0001fe1b 0x0041fe1b 4   5    .text   ascii   MV.1
1567 0x0001fe8c 0x0041fe8c 4   7    .text   utf8    :`S攇 blocks=Basic Latin,CJK Unified Ideographs
1568 0x0001feb1 0x0041feb1 4   5    .text   ascii   ::\fE
1569 0x0001fee1 0x0041fee1 4   5    .text   ascii   J+X[
1570 0x0001ff4a 0x0041ff4a 5   6    .text   ascii   +\n|s2
1571 0x0001ff61 0x0041ff61 4   6    .text   utf8    \aš\b; blocks=Basic Latin,Latin Extended-A
1572 0x0001ffb3 0x0041ffb3 4   5    .text   ascii   v^>C
1573 0x00020048 0x00420048 6   7    .text   ascii   "\&~\ep
1574 0x00020077 0x00420077 10  11   .text   ascii   v[JXg&V v[
1575 0x00020089 0x00420089 5   8    .text   utf8    MzÖh: blocks=Basic Latin,Latin-1 Supplement
1576 0x000200bc 0x004200bc 5   6    .text   ascii   !o)He
1577 0x0002010b 0x0042010b 5   6    .text   ascii   NhYDI
1578 0x00020119 0x00420119 7   9    .text   utf8    k]NjIĸU blocks=Basic Latin,Latin Extended-A
1579 0x00020147 0x00420147 4   5    .text   ascii   c?D\a
1580 0x0002017a 0x0042017a 5   7    .text   utf8    }ф[VS blocks=Basic Latin,Cyrillic
1581 0x00020192 0x00420192 4   5    .text   ascii   dR,@
1582 0x000201a9 0x004201a9 4   5    .text   ascii   /V')
1583 0x000201b1 0x004201b1 9   10   .text   ascii   %|tSN\eo2u
1584 0x000201e7 0x004201e7 4   5    .text   ascii   fFj<
1585 0x000201ec 0x004201ec 4   6    .text   utf8    4<WǤ blocks=Basic Latin,Latin Extended-B
1586 0x000201f6 0x004201f6 5   7    .text   utf8    lʴOf@ blocks=Basic Latin,Spacing Modifier Letters
1587 0x00020298 0x00420298 4   5    .text   ascii   T,Q\b
1588 0x000202ab 0x004202ab 5   6    .text   ascii   aXt:>
1589 0x000202ef 0x004202ef 5   6    .text   ascii   l_NL&
1590 0x0002030f 0x0042030f 6   8    .text   utf8    (]\t\r&، blocks=Basic Latin,Arabic
1591 0x00020350 0x00420350 4   6    .text   utf8    F<mޖ blocks=Basic Latin,Thaana
1592 0x00020366 0x00420366 4   5    .text   ascii   V\a\fg
1593 0x00020378 0x00420378 6   7    .text   ascii   \f?Bsk 
1594 0x00020388 0x00420388 6   7    .text   ascii   \aN8eP3
1595 0x000203ac 0x004203ac 4   5    .text   ascii   )Z0\r
1596 0x000203c6 0x004203c6 7   9    .text   utf8    \ae9դ?k% blocks=Basic Latin,Armenian
1597 0x000203e8 0x004203e8 4   5    .text   ascii   u74f
1598 0x00020408 0x00420408 4   6    .text   utf8    |d¦( blocks=Basic Latin,Latin-1 Supplement
1599 0x00020419 0x00420419 5   6    .text   ascii   a'C5K
1600 0x00020422 0x00420422 4   5    .text   ascii   ={gN
1601 0x00020432 0x00420432 4   5    .text   ascii   #t|v
1602 0x00020438 0x00420438 5   6    .text   ascii   ;$uV6
1603 0x00020469 0x00420469 4   5    .text   ascii   (V<R
1604 0x0002047d 0x0042047d 4   5    .text   ascii   +o*`
1605 0x000204c3 0x004204c3 5   6    .text   ascii   vPjL9
1606 0x000204cf 0x004204cf 7   8    .text   ascii   .#C+5PO
1607 0x000204e9 0x004204e9 7   8    .text   ascii   pd,iuI2
1608 0x00020528 0x00420528 4   6    .text   utf8    ˎ':Q blocks=Spacing Modifier Letters,Basic Latin
1609 0x00020530 0x00420530 4   5    .text   ascii   ;}2t
1610 0x00020543 0x00420543 7   8    .text   ascii   <"\tB^{4
1611 0x0002055c 0x0042055c 6   7    .text   ascii   6JIIj|
1612 0x000205ff 0x004205ff 4   6    .text   utf8    pE1ӌ blocks=Basic Latin,Cyrillic
1613 0x0002060a 0x0042060a 4   6    .text   utf8    Xjͣ< blocks=Basic Latin,Combining Diacritical Marks
1614 0x00020631 0x00420631 6   7    .text   ascii   wbKM$x
1615 0x0002067a 0x0042067a 6   11   .text   utf8    \f0~WἪ䣄 blocks=Basic Latin,Greek Extended,CJK Unified Ideographs Extension A
1616 0x00020695 0x00420695 5   8    .text   utf8    Ŷ-%ȤF blocks=Latin Extended-A,Basic Latin,Latin Extended-B
1617 0x000206cd 0x004206cd 7   9    .text   utf8    ?"e)\ӵo blocks=Basic Latin,Cyrillic
1618 0x0002070e 0x0042070e 5   8    .text   utf8    =ƮW7݊ blocks=Basic Latin,Latin Extended-B,Syriac
1619 0x0002076a 0x0042076a 7   8    .text   ascii   D7s/"Wn
1620 0x0002080d 0x0042080d 4   5    .text   ascii   Vb26
1621 0x0002081c 0x0042081c 6   7    .text   ascii   ~i;+cJ
1622 0x0002083b 0x0042083b 4   6    .text   utf8    FH2ª blocks=Basic Latin,Latin-1 Supplement
1623 0x00020856 0x00420856 5   6    .text   ascii   fe\fp#
1624 0x000208b4 0x004208b4 4   5    .text   ascii   <nG>
1625 0x000208ba 0x004208ba 4   6    .text   utf8    4φPS blocks=Basic Latin,Greek and Coptic
1626 0x000208e9 0x004208e9 5   6    .text   ascii   .K3({
1627 0x00020901 0x00420901 5   6    .text   ascii   90\r"E
1628 0x00020968 0x00420968 4   6    .text   utf8    4?͇n blocks=Basic Latin,Combining Diacritical Marks
1629 0x00020989 0x00420989 4   5    .text   ascii   3)R\b
1630 0x000209bc 0x004209bc 5   8    .text   utf8    S㓓T%O blocks=Basic Latin,CJK Unified Ideographs Extension A
1631 0x000209d7 0x004209d7 4   5    .text   ascii   SC-A
1632 0x00020a09 0x00420a09 4   5    .text   ascii   \n3jW
1633 0x00020a10 0x00420a10 4   5    .text   ascii   I"/K
1634 0x00020a63 0x00420a63 6   8    .text   utf8    0]o<:X
1635 0x00020ab3 0x00420ab3 5   6    .text   ascii   woIp#
1636 0x00020acf 0x00420acf 6   9    .text   utf8    ĺv7ف\a- blocks=Latin Extended-A,Basic Latin,Arabic
1637 0x00020b1e 0x00420b1e 4   5    .text   ascii   \\\fH
1638 0x00020b71 0x00420b71 7   9    .text   utf8    V?ö\r~%; blocks=Basic Latin,Latin-1 Supplement
1639 0x00020b8c 0x00420b8c 6   7    .text   ascii   xv}Hbn
1640 0x00020c5d 0x00420c5d 5   7    .text   utf8    Mj֓KY blocks=Basic Latin,Hebrew
1641 0x00020c6a 0x00420c6a 4   5    .text   ascii   xrHK
1642 0x00020cef 0x00420cef 4   5    .text   ascii   /"ED
1643 0x00020cf5 0x00420cf5 4   5    .text   ascii   f_=v
1644 0x00020d0d 0x00420d0d 4   5    .text   ascii   \e,>P
1645 0x00020d5c 0x00420d5c 5   8    .text   utf8    \r&c象Y blocks=Basic Latin,CJK Unified Ideographs
1646 0x00020d67 0x00420d67 4   5    .text   ascii   VG/B
1647 0x00020dcf 0x00420dcf 5   6    .text   ascii   ?\a_;\e
1648 0x00020e31 0x00420e31 6   7    .text   ascii   E{h@*S
1649 0x00020e49 0x00420e49 4   5    .text   ascii   b2;[
1650 0x00020e71 0x00420e71 5   6    .text   ascii   l\nu)M
1651 0x00020e7b 0x00420e7b 5   7    .text   utf8    oݬ<<6 blocks=Basic Latin,Arabic Supplement
1652 0x00020eaa 0x00420eaa 4   5    .text   ascii   H\nn\t
1653 0x00020ece 0x00420ece 5   8    .text   utf8    \e輕c== blocks=Basic Latin,CJK Unified Ideographs
1654 0x00020eda 0x00420eda 5   7    .text   utf8    '%LݸL blocks=Basic Latin,Arabic Supplement
1655 0x00020f01 0x00420f01 4   5    .text   ascii   |l>R
1656 0x00020f57 0x00420f57 4   5    .text   ascii   02x~
1657 0x00020f87 0x00420f87 4   6    .text   utf8    {v߹B blocks=Basic Latin,NKo
1658 0x00020fc8 0x00420fc8 5   7    .text   utf8    coI<ƨ blocks=Basic Latin,Latin Extended-B
1659 0x00020fd6 0x00420fd6 6   7    .text   ascii   j$YemZ
1660 0x00020fea 0x00420fea 5   6    .text   ascii   [Kr.m
1661 0x00020ff2 0x00420ff2 5   6    .text   ascii   A32Ye
1662 0x00021005 0x00421005 4   6    .text   utf8    %"å\r blocks=Basic Latin,Latin-1 Supplement
1663 0x00021032 0x00421032 4   5    .text   ascii   |r!E
1664 0x0002109f 0x0042109f 5   6    .text   ascii   1AtPX
1665 0x000210bf 0x004210bf 5   7    .text   utf8    ?EΕKI blocks=Basic Latin,Greek and Coptic
1666 0x00021105 0x00421105 4   6    .text   utf8    ֽ([` blocks=Hebrew,Basic Latin
1667 0x00021172 0x00421172 6   7    .text   ascii   Z8>cJA
1668 0x00021181 0x00421181 5   6    .text   ascii   =.w\fZ
1669 0x00021187 0x00421187 4   5    .text   ascii   |BZA
1670 0x00021192 0x00421192 4   5    .text   ascii   "uAX
1671 0x00021199 0x00421199 5   7    .text   utf8    ;*q|5
1672 0x000211ef 0x004211ef 4   6    .text   utf8    O\fڦ{ blocks=Basic Latin,Arabic
1673 0x00021201 0x00421201 4   5    .text   ascii   *R6+
1674 0x00021251 0x00421251 4   5    .text   ascii   iL5u
1675 0x00021259 0x00421259 4   5    .text   ascii   \t@aA
1676 0x00021260 0x00421260 5   6    .text   ascii   ^W+\r,
1677 0x000212c0 0x004212c0 4   5    .text   ascii   1GwP
1678 0x000212f5 0x004212f5 4   5    .text   ascii   /NZJ
1679 0x000213a7 0x004213a7 4   5    .text   ascii   /zw\a
1680 0x0002140f 0x0042140f 4   7    .text   utf8    b'Ǎȴ blocks=Basic Latin,Latin Extended-B
1681 0x00021427 0x00421427 5   6    .text   ascii   \tq2dz
1682 0x0002144e 0x0042144e 5   6    .text   ascii   Q\f2',
1683 0x00021458 0x00421458 4   5    .text   ascii   0A3q
1684 0x0002146c 0x0042146c 4   5    .text   ascii   \t?+?
1685 0x0002149b 0x0042149b 9   11   .text   utf8    u\bk!^zX/x
1686 0x00021531 0x00421531 4   5    .text   ascii   C;u8
1687 0x00021566 0x00421566 5   8    .text   utf8    M閄;qT blocks=Basic Latin,CJK Unified Ideographs
1688 0x00021596 0x00421596 4   5    .text   ascii   BJ V
1689 0x000215ce 0x004215ce 7   9    .text   utf8    X՜9=8cv blocks=Basic Latin,Armenian
1690 0x00021626 0x00421626 4   6    .text   utf8    6܇V2 blocks=Basic Latin,Syriac
1691 0x0002163d 0x0042163d 4   5    .text   ascii   [jR3
1692 0x000216c0 0x004216c0 4   5    .text   ascii   t^O\n
1693 0x000216fd 0x004216fd 4   5    .text   ascii   0FI*
1694 0x0002170a 0x0042170a 4   6    .text   utf8    rޗVb blocks=Basic Latin,Thaana
1695 0x0002174e 0x0042174e 5   6    .text   ascii   SC)sP
1696 0x00021760 0x00421760 4   5    .text   ascii   #\t/W
1697 0x0002178b 0x0042178b 4   5    .text   ascii   Yk\fx
1698 0x00021790 0x00421790 4   6    .text   utf8    +ݛt\e blocks=Basic Latin,Arabic Supplement
1699 0x000217ea 0x004217ea 4   5    .text   ascii   )wxO
1700 0x000217fd 0x004217fd 4   6    .text   utf8    o*ǜV blocks=Basic Latin,Latin Extended-B
1701 0x00021803 0x00421803 4   5    .text   ascii   Ja$T
1702 0x00021810 0x00421810 4   6    .text   utf8    fLـ* blocks=Basic Latin,Arabic
1703 0x0002181d 0x0042181d 4   6    .text   utf8    k]E0
1704 0x0002183a 0x0042183a 5   6    .text   ascii   &d33/
1705 0x00021855 0x00421855 4   5    .text   ascii   4$r^
1706 0x0002185c 0x0042185c 4   5    .text   ascii   N:\r+
1707 0x0002186c 0x0042186c 7   8    .text   ascii   \e&bs:KI
1708 0x000218a0 0x004218a0 6   9    .text   utf8    XвC_lɘ blocks=Basic Latin,Cyrillic,IPA Extensions
1709 0x000218e0 0x004218e0 6   8    .text   utf8    wyK-\tƣ blocks=Basic Latin,Latin Extended-B
1710 0x00021941 0x00421941 5   6    .text   ascii   %:X<t
1711 0x000219a3 0x004219a3 4   5    .text   ascii   {:l7
1712 0x000219bc 0x004219bc 4   5    .text   ascii   n?]\
1713 0x000219c4 0x004219c4 4   5    .text   ascii   "Bey
1714 0x000219d9 0x004219d9 6   7    .text   ascii   \v@,\b'[
